paperId,url,title,abstract,year,referenceCount,citationCount,influentialCitationCount,isOpenAccess,fieldsOfStudy/0,authors/0/authorId,authors/0/name,authors/1/authorId,authors/1/name,authors/2/authorId,authors/2/name,authors/3/authorId,authors/3/name,authors/4/authorId,authors/4/name,authors/5/authorId,authors/5/name,authors/6/authorId,authors/6/name,authors/7/authorId,authors/7/name,authors/8/authorId,authors/8/name,authors/9/authorId,authors/9/name,authors/10/authorId,authors/10/name,authors/11/authorId,authors/11/name,authors/12/authorId,authors/12/name,authors/13/authorId,authors/13/name,fieldsOfStudy/1,fieldsOfStudy/2,authors/14/authorId,authors/14/name,authors/15/authorId,authors/15/name,authors/16/authorId,authors/16/name,authors/17/authorId,authors/17/name,authors/18/authorId,authors/18/name,authors/19/authorId,authors/19/name,authors/20/authorId,authors/20/name,authors/21/authorId,authors/21/name,authors/22/authorId,authors/22/name,authors/23/authorId,authors/23/name
12808499adea5df5bf683818edc7ad7a6873ed12,https://www.semanticscholar.org/paper/12808499adea5df5bf683818edc7ad7a6873ed12,"A digital architecture for support vector machines: theory, algorithm, and FPGA implementation","In this paper, we propose a digital architecture for support vector machine (SVM) learning and discuss its implementation on a field programmable gate array (FPGA). We analyze briefly the quantization effects on the performance of the SVM in classification problems to show its robustness, in the feedforward phase, respect to fixed-point math implementations; then, we address the problem of SVM learning. The architecture described here makes use of a new algorithm for SVM learning which is less sensitive to quantization errors respect to the solution appeared so far in the literature. The algorithm is composed of two parts: the first one exploits a recurrent network for finding the parameters of the SVM; the second one uses a bisection process for computing the threshold. The architecture implementing the algorithm is described in detail and mapped on a real current-generation FPGA (Xilinx Virtex II). Its effectiveness is then tested on a channel equalization problem, where real-time performances are of paramount importance.",2003,33,205,12,False,Computer Science,1686031,D. Anguita,46952894.0,A. Boni,1751728.0,S. Ridella,,,,,,,,,,,,,,,,,,,,,,,Medicine,,,,,,,,,,,,,,,,,,,,,
5913cbd4d209311df06c7fdab7ba34b082098853,https://www.semanticscholar.org/paper/5913cbd4d209311df06c7fdab7ba34b082098853,A Comparative Study on Machine Learning Algorithms for Smart Manufacturing: Tool Wear Prediction Using Random Forests,"Manufacturers have faced an increasing need for the development of predictive models that predict mechanical failures and the remaining useful life (RUL) of manufacturing systems or components. Classical model-based or physics-based prognostics often require an in-depth physical understanding of the system of interest to develop closedform mathematical models. However, prior knowledge of system behavior is not always available, especially for complex manufacturing systems and processes. To complement model-based prognostics, data-driven methods have been increasingly applied to machinery prognostics and maintenance management, transforming legacy manufacturing systems into smart manufacturing systems with artificial intelligence. While previous research has demonstrated the effectiveness of data-driven methods, most of these prognostic methods are based on classical machine learning techniques, such as artificial neural networks (ANNs) and support vector regression (SVR). With the rapid advancement in artificial intelligence, various machine learning algorithms have been developed and widely applied in many engineering fields. The objective of this research is to introduce a random forests (RFs)-based prognostic method for tool wear prediction as well as compare the performance of RFs with feed-forward back propagation (FFBP) ANNs and SVR. Specifically, the performance of FFBP ANNs, SVR, and RFs are compared using an experimental data collected from 315 milling tests. Experimental results have shown that RFs can generate more accurate predictions than FFBP ANNs with a single hidden layer and SVR. [DOI: 10.1115/1.4036350]",2017,50,294,5,True,Engineering,48198404,Dazhong Wu,26999030.0,Connor Jennings,2939300.0,J. Terpenny,1700762.0,R. Gao,1749112.0,S. Kumara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8d904d49cb178def9a15fbea955d427d85cad2f5,https://www.semanticscholar.org/paper/8d904d49cb178def9a15fbea955d427d85cad2f5,Manifold: A Model-Agnostic Framework for Interpretation and Diagnosis of Machine Learning Models,"Interpretation and diagnosis of machine learning models have gained renewed interest in recent years with breakthroughs in new approaches. We present Manifold, a framework that utilizes visual analysis techniques to support interpretation, debugging, and comparison of machine learning models in a more transparent and interactive manner. Conventional techniques usually focus on visualizing the internal logic of a specific model type (i.e., deep neural networks), lacking the ability to extend to a more complex scenario where different model types are integrated. To this end, Manifold is designed as a generic framework that does not rely on or access the internal logic of the model and solely observes the input (i.e., instances or features) and the output (i.e., the predicted result and probability distribution). We describe the workflow of Manifold as an iterative process consisting of three major phases that are commonly involved in the model development and diagnosis process: inspection (hypothesis), explanation (reasoning), and refinement (verification). The visual components supporting these tasks include a scatterplot-based visual summary that overviews the models' outcome and a customizable tabular view that reveals feature discrimination. We demonstrate current applications of the framework on the classification and regression tasks and discuss other potential machine learning use scenarios where Manifold can be applied.",2018,44,131,7,True,Computer Science,47540407,Jiawei Zhang,2153676199.0,Yang Wang,34890911.0,Piero Molino,2151534400.0,Lezhi Li,33449182.0,D. Ebert,,,,,,,,,,,,,,,,,,,Medicine,Mathematics,,,,,,,,,,,,,,,,,,,,
784b018c87c7dcbbe772374e45d5191bae9938ee,https://www.semanticscholar.org/paper/784b018c87c7dcbbe772374e45d5191bae9938ee,Hyperbolic Graph Neural Networks,"Learning from graph-structured data is an important task in machine learning and artificial intelligence, for which Graph Neural Networks (GNNs) have shown great promise. Motivated by recent advances in geometric representation learning, we propose a novel GNN architecture for learning representations on Riemannian manifolds with differentiable exponential and logarithmic maps. We develop a scalable algorithm for modeling the structural properties of graphs, comparing Euclidean and hyperbolic geometry. In our experiments, we show that hyperbolic GNNs can lead to substantial improvements on various benchmark datasets.",2019,52,156,20,False,Computer Science,2144831836,Qi Liu,1729762.0,Maximilian Nickel,1743722.0,Douwe Kiela,,,,,,,,,,,,,,,,,,,,,,,Mathematics,,,,,,,,,,,,,,,,,,,,,
9136509aa692002a573fa18e3845568bd652e5b3,https://www.semanticscholar.org/paper/9136509aa692002a573fa18e3845568bd652e5b3,On learning how to learn learning strategies,"This paper introduces the ""incremental self-improvement paradigm"". Unlike previous methods, incremental self-improvement encourages a reinforcement learning system to improve the way it learns, and to improve the way it improves the way it learns ... , without significant theoretical limitations the system is able to ""shift its inductive bias"" in a universal way. Its major features are: (1} There is no explicit difference between ""learning"", ""meta-learning"", and other kinds of information processing. Using a Turing machine equivalent programming language, the system itself occasionally executes self-delimiting, initially highly random ""self-modification programs"" which modify the context-dependent probabilities of future action sequences (including future self-modification programs}. (2} The system keeps only those probability modifications computed by ""useful"" selfmodification programs: those which bring about more payoff (reward, reinforcement} per time than all previous self-modification programs. (3) The computation of payoff per time takes into account all the computation time required for learning the entire system life is considered: boundaries between learning trials are ignored (if there are any). A particular implementation based on the novel paradigm is presented. It is designed to exploit what conventional digital machines are good at: fast storage addressing, arithmetic operations etc. Experiments illustrate the system's mode of",1994,25,105,6,False,Computer Science,2055652031,J. Schmidhuber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d140fb7f9537c309e50845dd6cd06a4482ac57c5,https://www.semanticscholar.org/paper/d140fb7f9537c309e50845dd6cd06a4482ac57c5,Deep Learning for Household Load Forecasting—A Novel Pooling Deep RNN,"The key challenge for household load forecasting lies in the high volatility and uncertainty of load profiles. Traditional methods tend to avoid such uncertainty by load aggregation (to offset uncertainties), customer classification (to cluster uncertainties) and spectral analysis (to filter out uncertainties). This paper, for the first time, aims to directly learn the uncertainty by applying a new breed of machine learning algorithms—deep learning. However, simply adding layers in neural networks will cap the forecasting performance due to the occurrence of over-fitting. A novel pooling-based deep recurrent neural network is proposed in this paper which batches a group of customers’ load profiles into a pool of inputs. Essentially the model could address the over-fitting issue by increasing data diversity and volume. This paper reports the first attempts to develop a bespoke deep learning application for household load forecasting and achieved preliminary success. The developed method is implemented on Tensorflow deep learning platform and tested on 920 smart metered customers from Ireland. Compared with the state-of-the-art techniques in household load forecasting, the proposed method outperforms ARIMA by 19.5%, SVR by 13.1% and classical deep RNN by 6.5% in terms of RMSE.",2018,43,547,38,False,Computer Science,3404939,Heng Shi,47723318.0,Minghao Xu,144331745.0,Ran Li,,,,,,,,,,,,,,,,,,,,,,,Engineering,,,,,,,,,,,,,,,,,,,,,
49051605a56a9c82a2401f96c3471312d00552d9,https://www.semanticscholar.org/paper/49051605a56a9c82a2401f96c3471312d00552d9,A Novel PCA-Firefly Based XGBoost Classification Model for Intrusion Detection in Networks Using GPU,"The enormous popularity of the internet across all spheres of human life has introduced various risks of malicious attacks in the network. The activities performed over the network could be effortlessly proliferated, which has led to the emergence of intrusion detection systems. The patterns of the attacks are also dynamic, which necessitates efficient classification and prediction of cyber attacks. In this paper we propose a hybrid principal component analysis (PCA)-firefly based machine learning model to classify intrusion detection system (IDS) datasets. The dataset used in the study is collected from Kaggle. The model first performs One-Hot encoding for the transformation of the IDS datasets. The hybrid PCA-firefly algorithm is then used for dimensionality reduction. The XGBoost algorithm is implemented on the reduced dataset for classification. A comprehensive evaluation of the model is conducted with the state of the art machine learning approaches to justify the superiority of our proposed approach. The experimental results confirm the fact that the proposed model performs better than the existing machine learning models.",2020,32,168,1,True,Computer Science,71424255,S. Bhattacharya,2127823435.0,S. S,29919430.0,P. Maddikunta,46234199.0,Rajesh Kaluri,144704227.0,Saurabh Singh,11041265.0,T. Gadekallu,2474250.0,M. Alazab,51230514.0,U. Tariq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f4615ae853fa0e8effbc5b36f7455c43520345aa,https://www.semanticscholar.org/paper/f4615ae853fa0e8effbc5b36f7455c43520345aa,On Fairness and Calibration,"The machine learning community has become increasingly concerned with the potential for bias and discrimination in predictive models. This has motivated a growing line of work on what it means for a classification procedure to be ""fair."" In this paper, we investigate the tension between minimizing error disparity across different population groups while maintaining calibrated probability estimates. We show that calibration is compatible only with a single error constraint (i.e. equal false-negatives rates across groups), and show that any algorithm that satisfies this relaxation is no better than randomizing a percentage of predictions for an existing classifier. These unsettling findings, which extend and generalize existing results, are empirically confirmed on several datasets.",2017,43,533,54,False,Computer Science,10804137,Geoff Pleiss,38009222.0,M. Raghavan,24277779.0,Felix Wu,3371403.0,J. Kleinberg,7446832.0,Kilian Q. Weinberger,,,,,,,,,,,,,,,,,,,Mathematics,,,,,,,,,,,,,,,,,,,,,
ecf04874f10d4ba4b607724c3fa0acc156a66127,https://www.semanticscholar.org/paper/ecf04874f10d4ba4b607724c3fa0acc156a66127,Autism Spectrum Disorder Screening: Machine Learning Adaptation and DSM-5 Fulfillment,"One of the primary psychiatric disorders is Autistic Spectrum Disorder (ASD). ASD is a mental disorder that limits the use of linguistic, communicative, cognitive, skills as well as social skills and abilities. Recently, ASD has been studied in the behavioural sciences using intelligent methods based around machine learning to speed up the screening time or to improve sensitivity, specificity or accuracy of the diagnosis process. Machine learning considers the ASD diagnosis problem as a classification task in which predictive models are built based on historical cases and controls. These models are supposed to be plugged into a screening tool to accomplish one or more of the aforementioned goals. In this paper, we shed light on recent studies that employ machine learning in ASD classification in order to discuss their pros and cons. Moreover, we highlight a noticeable problem associated with current ASD screening tools; the reliability of these tools using the DSM-IV rather than the DSM-5 manual. Hence the necessity to amend current screening tools to reflect the new imposed criteria of ASD classification in the DSM-5 particularly the diagnostic algorithms embedded within these methods.",2017,29,127,13,False,Computer Science,1692763,F. Thabtah,,,,,,,,,,,,,,,,,,,,,,,,,,,Psychology,,,,,,,,,,,,,,,,,,,,,
c7c35027b57ed7fd7b449e894e4a42c69a3a2bc8,https://www.semanticscholar.org/paper/c7c35027b57ed7fd7b449e894e4a42c69a3a2bc8,Machine Learning and the Cancer-Diagnosis Problem - No Gold Standard.,"Machine Learning and the Cancer-Diagnosis Problem Machine learning has the potential to be extremely useful in medicine, particularly in the interpretation of medical images. But it also has inhere...",2019,0,51,2,False,Medicine,40225185,A. Adamson,143773074.0,H. Welch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4e148bdad2669208b13b45dc19302477bfa74871,https://www.semanticscholar.org/paper/4e148bdad2669208b13b45dc19302477bfa74871,Bidirectional Active Learning: A Two-Way Exploration Into Unlabeled and Labeled Data Set,"In practical machine learning applications, human instruction is indispensable for model construction. To utilize the precious labeling effort effectively, active learning queries the user with selective sampling in an interactive way. Traditional active learning techniques merely focus on the unlabeled data set under a unidirectional exploration framework and suffer from model deterioration in the presence of noise. To address this problem, this paper proposes a novel bidirectional active learning algorithm that explores into both unlabeled and labeled data sets simultaneously in a two-way process. For the acquisition of new knowledge, forward learning queries the most informative instances from unlabeled data set. For the introspection of learned knowledge, backward learning detects the most suspiciously unreliable instances within the labeled data set. Under the two-way exploration framework, the generalization ability of the learning model can be greatly improved, which is demonstrated by the encouraging experimental results.",2015,53,68,6,False,Computer Science,120069940,Xiaoyu Zhang,1788327.0,Shupeng Wang,2067242918.0,Xiao-chun Yun,,,,,,,,,,,,,,,,,,,,,,,Medicine,,,,,,,,,,,,,,,,,,,,,
1946acf5a8e8512a2600058c95c8dfb75cb9830b,https://www.semanticscholar.org/paper/1946acf5a8e8512a2600058c95c8dfb75cb9830b,Machine learning techniques for the computer security domain of anomaly detection,"In this dissertation, we examine the machine learning issues raised by the domain of anomaly detection for computer security. The anomaly detection task is to recognize the presence of an unusual and potentially hazardous state within the activities of a computer user, system, or network. “Unusual” is defined with respect to some model of “normal” behavior which may be either hard-coded or learned from observation. We focus here on learning models of normalcy at the user behavioral level, as observed through command line data. An anomaly detection agent faces many learning problems including learning from streams of temporal data, learning from instances of a single class, and adaptation to a dynamically changing concept. We describe two approaches to the construction of such models: one that employs instance-based models of user behaviors and one that uses hidden Markov models. We demonstrate the performance of sensors based on these models under a wide range of parameter settings and show conditions under which maximal classification performance is achieved. Using provided labels of users' job descriptions, we demonstrate that users can be roughly divided into behavioral classes related to their experience level. Finally, we study methods for adapting user models to changing behavioral patterns and show the methods' performance strengths and weaknesses.",2000,2,136,6,False,Computer Science,143673956,T. Lane,1729374.0,C. Brodley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cc5afe344cc7ed7acd68a28b9774ea8023a162dc,https://www.semanticscholar.org/paper/cc5afe344cc7ed7acd68a28b9774ea8023a162dc,"European Union Regulations on Algorithmic Decision-Making and a ""Right to Explanation""","We summarize the potential impact that the European Union’s new General Data Protection Regulation will have on the routine use of machine learning algorithms. Slated to take effect as law across the EU in 2018, it will restrict automated individual decision-making (that is, algorithms that make decisions based on user-level predictors) which “significantly affect” users. The law will also effectively create a “right to explanation,” whereby a user can ask for an explanation of an algorithmic decision that was made about them. We argue that while this law will pose large challenges for industry, it highlights opportunities for computer scientists to take the lead in designing algorithms and evaluation frameworks which avoid discrimination and enable explanation.",2016,48,1274,42,True,Mathematics,11025540,B. Goodman,2127497.0,S. Flaxman,,,,,,,,,,,,,,,,,,,,,,,,,Computer Science,Engineering,,,,,,,,,,,,,,,,,,,,
275b313748602da081d1254ee7e6d5e4af33c826,https://www.semanticscholar.org/paper/275b313748602da081d1254ee7e6d5e4af33c826,"Federated Learning for Wireless Communications: Motivation, Opportunities, and Challenges","There is a growing interest in the wireless communications community to complement the traditional model-driven design approaches with data-driven machine learning (ML)-based solutions. While conventional ML approaches rely on the assumption of having the data and processing heads in a central entity, this is not always feasible in wireless communications applications because of the inaccessibility of private data and large communication overhead required to transmit raw data to central ML processors. As a result, decentralized ML approaches that keep the data where it is generated are much more appealing. Due to its privacy-preserving nature, federated learning is particularly relevant for many wireless applications, especially in the context of fifth generation (5G) networks. In this article, we provide an accessible introduction to the general idea of federated learning, discuss several possible applications in 5G networks, and describe key technical challenges and open problems for future research on federated learning in the context of wireless communications.",2019,20,242,12,True,Computer Science,3468481,Solmaz Niknam,1780194.0,Harpreet S. Dhillon,81665558.0,J. H. Reed,,,,,,,,,,,,,,,,,,,,,,,Engineering,Mathematics,,,,,,,,,,,,,,,,,,,,
