paperId,url,title,abstract,year,referenceCount,citationCount,influentialCitationCount,isOpenAccess,fieldsOfStudy/0,authors/0/authorId,authors/0/name,authors/1/authorId,authors/1/name,authors/2/authorId,authors/2/name,authors/3/authorId,authors/3/name,authors/4/authorId,authors/4/name,authors/5/authorId,authors/5/name,authors/6/authorId,authors/6/name,authors/7/authorId,authors/7/name,authors/8/authorId,authors/8/name,authors/9/authorId,authors/9/name,authors/10/authorId,authors/10/name,authors/11/authorId,authors/11/name,authors/12/authorId,authors/12/name,authors/13/authorId,authors/13/name,authors/14/authorId,authors/14/name,authors/15/authorId,authors/15/name,authors/16/authorId,authors/16/name,fieldsOfStudy/1,fieldsOfStudy/2,authors/17/authorId,authors/17/name,authors/18/authorId,authors/18/name,authors/19/authorId,authors/19/name,authors/20/authorId,authors/20/name,authors/21/authorId,authors/21/name,authors/22/authorId,authors/22/name,authors/23/authorId,authors/23/name,authors/24/authorId,authors/24/name,authors/25/authorId,authors/25/name,authors/26/authorId,authors/26/name,authors/27/authorId,authors/27/name,authors/28/authorId,authors/28/name,authors/29/authorId,authors/29/name,authors/30/authorId,authors/30/name,authors/31/authorId,authors/31/name,authors/32/authorId,authors/32/name,authors/33/authorId,authors/33/name,authors/34/authorId,authors/34/name,authors/35/authorId,authors/35/name,authors/36/authorId,authors/36/name,authors/37/authorId,authors/37/name,authors/38/authorId,authors/38/name,authors/39/authorId,authors/39/name,authors/40/authorId,authors/40/name,authors/41/authorId,authors/41/name,authors/42/authorId,authors/42/name,authors/43/authorId,authors/43/name,authors/44/authorId,authors/44/name
330d56c3641cddd8c78440e768cd80795f23cab4,https://www.semanticscholar.org/paper/330d56c3641cddd8c78440e768cd80795f23cab4,Unsupervised Learning of Goal Spaces for Intrinsically Motivated Goal Exploration,"Intrinsically motivated goal exploration algorithms enable machines to discover repertoires of policies that produce a diversity of effects in complex environments. These exploration algorithms have been shown to allow real world robots to acquire skills such as tool use in high-dimensional continuous state and action spaces. However, they have so far assumed that self-generated goals are sampled in a specifically engineered feature space, limiting their autonomy. In this work, we propose to use deep representation learning algorithms to learn an adequate goal space. This is a developmental 2-stage approach: first, in a perceptual learning stage, deep learning algorithms use passive raw sensor observations of world changes to learn a corresponding latent space; then goal exploration happens in a second stage by sampling goals in this latent space. We present experiments where a simulated robot arm interacts with an object, and we show that exploration algorithms using such learned representations can match the performance obtained using engineered representations.",2018,55,82,9,False,Computer Science,46848496,Alexandre Péré,2781532.0,Sébastien Forestier,3211142.0,Olivier Sigaud,1720664.0,P. Oudeyer,,,,,,,,,,,,,,,,,,,,,,,,,,,Mathematics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f33d5692f2305f108d2d9a35e558a441529949b5,https://www.semanticscholar.org/paper/f33d5692f2305f108d2d9a35e558a441529949b5,Developing an intelligent data discriminating system of anti-money laundering based on SVM,"Statistical learning theory (SLT) is introduced to improve the embarrassments of anti-money laundering (AML) intelligence collection. A set of unusual behavior detection algorithm is presented in this paper based on support vector machine (SVM) in order to take the place of traditional predefined-rule suspicious transaction data filtering system. It could efficiently surmount the worst forms of suspicious data analyzing and reporting mechanism among bank branches including enormous data volume, dimensionality disorder with massive variances and feature overload.",2005,6,78,3,False,Computer Science,2112533630,Jun Tang,2111612292.0,Jian Yin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9e754f7d176b4199bcaaad673a05bfc5c4e6a53e,https://www.semanticscholar.org/paper/9e754f7d176b4199bcaaad673a05bfc5c4e6a53e,Optimizing Network Performance in Distributed Machine Learning,"To cope with the ever growing availability of training data, there have been several proposals to scale machine learning computation beyond a single server and distribute it across a cluster. While this enables reducing the training time, the observed speed up is often limited by network bottlenecks. To address this, we design MLNET, a host-based communication layer that aims to improve the network performance of distributed machine learning systems. This is achieved through a combination of traffic reduction techniques (to diminish network load in the core and at the edges) and traffic management (to reduce average training time). A key feature of MLNET is its compatibility with existing hardware and software infrastructure so it can be immediately deployed. We describe the main techniques underpinning MLNET and show through simulation that the overall training time can be reduced by up to 78%. While preliminary, our results indicate the critical role played by the network and the benefits of introducing a new communication layer to increase the performance of distributed machine learning systems.",2015,43,50,4,False,Computer Science,32214483,Luo Mai,2107093521.0,C. Hong,1912518.0,Paolo Costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4ceb589c609d819bcc77524ab49d0c5e8625fa74,https://www.semanticscholar.org/paper/4ceb589c609d819bcc77524ab49d0c5e8625fa74,Classification of Rockburst in Underground Projects: Comparison of Ten Supervised Learning Methods,"AbstractRockburst prediction is of crucial importance to the design and construction of many underground projects. Insufficient knowledge, lack of characterizing information, and noisy data restrain rock mechanics engineers from achieving optimal prediction results. In this paper, a data set of 246 rockburst events was examined for rockburst classification using supervised learning (SL) methods. The data set was analyzed with 8 potentially relevant indicators. Eleven algorithms from 10 categories of SL algorithms were evaluated for their ability to learn rockburst, including linear discriminant analysis (LDA), quadratic discriminant analysis (QDA), partial least-squares discriminant analysis (PLSDA), naive Bayes (NB), k-nearest neighbor (KNN), multilayer perceptron neural network (MLPNN), classification tree (CT), support vector machine (SVM), random forest (RF), and gradient-boosting machine (GBM). The data set was randomly split into two parts: training (70%) and test (30%). A 10-fold cross-validation (...",2016,97,227,5,False,Engineering,48128486,Jian Zhou,121856720.0,Xibing Li,70301994.0,H. Mitri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4b9955402487fce0a69a8dcf4df177b2169d15ab,https://www.semanticscholar.org/paper/4b9955402487fce0a69a8dcf4df177b2169d15ab,Artificial intelligence in medical imaging of the liver,"Artificial intelligence (AI), particularly deep learning algorithms, is gaining extensive attention for its excellent performance in image-recognition tasks. They can automatically make a quantitative assessment of complex medical image characteristics and achieve an increased accuracy for diagnosis with higher efficiency. AI is widely used and getting increasingly popular in the medical imaging of the liver, including radiology, ultrasound, and nuclear medicine. AI can assist physicians to make more accurate and reproductive imaging diagnosis and also reduce the physicians’ workload. This article illustrates basic technical knowledge about AI, including traditional machine learning and deep learning algorithms, especially convolutional neural networks, and their clinical application in the medical imaging of liver diseases, such as detecting and evaluating focal liver lesions, facilitating treatment, and predicting liver treatment response. We conclude that machine-assisted medical services will be a promising solution for future liver medical care. Lastly, we discuss the challenges and future directions of clinical application of deep learning techniques.",2019,65,90,1,False,Computer Science,2157516233,Li-Qiang Zhou,2110271911.0,Jia-Yu Wang,2116495420.0,Song-Yuan Yu,82254265.0,Ge-Ge Wu,2114826983.0,Qi Wei,80240642.0,Youbin Deng,48661908.0,Xingxing Wu,144359513.0,X. Cui,145281006.0,C. Dietrich,,,,,,,,,,,,,,,,,Medicine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0662db8ec063f14507b43e4f93884c0d0e051d68,https://www.semanticscholar.org/paper/0662db8ec063f14507b43e4f93884c0d0e051d68,Neural Paraphrase Generation with Stacked Residual LSTM Networks,"In this paper, we propose a novel neural approach for paraphrase generation. Conventional paraphrase generation methods either leverage hand-written rules and thesauri-based alignments, or use statistical machine learning principles. To the best of our knowledge, this work is the first to explore deep learning models for paraphrase generation. Our primary contribution is a stacked residual LSTM network, where we add residual connections between LSTM layers. This allows for efficient training of deep LSTMs. We evaluate our model and other state-of-the-art deep learning models on three different datasets: PPDB, WikiAnswers, and MSCOCO. Evaluation results demonstrate that our model outperforms sequence to sequence, attention-based, and bi-directional LSTM models on BLEU, METEOR, TER, and an embedding-based sentence similarity metric.",2016,55,217,41,False,Computer Science,40014058,Aaditya Prakash,37187331.0,Sadid A. Hasan,1694037.0,Kathy Lee,1878942.0,Vivek Datla,2845895.0,Ashequl Qadir,1491628881.0,Joey Liu,2211973.0,Oladimeji Farri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f2195d5e740cb452210c1a20391d0ad21697b77f,https://www.semanticscholar.org/paper/f2195d5e740cb452210c1a20391d0ad21697b77f,A Hybrid Algorithm for Convex Semidefinite Optimization,"We present a hybrid algorithm for optimizing a convex, smooth function over the cone of positive semidefinite matrices. Our algorithm converges to the global optimal solution and can be used to solve general large-scale semidefinite programs and hence can be readily applied to a variety of machine learning problems. We show experimental results on three machine learning problems (matrix completion, metric learning, and sparse PCA) . Our approach outperforms state-of-the-art algorithms.",2012,23,59,8,False,Computer Science,40941971,S. Laue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mathematics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e2d09159e54a53bb3b02e9265c0e63631d8d7d8a,https://www.semanticscholar.org/paper/e2d09159e54a53bb3b02e9265c0e63631d8d7d8a,A Framework for robustness Certification of Smoothed Classifiers using F-Divergences,"Formal verification techniques that compute provable guarantees on properties of machine learning models, like robustness to norm-bounded adversarial perturbations, have yielded impressive results. Although most techniques developed so far requires knowledge of the architecture of the machine learning model and remains hard to scale to complex prediction pipelines, the method of randomized smoothing has been shown to overcome many of these obstacles. By requiring only black-box access to the underlying model, randomized smoothing scales to large architectures and is agnostic to the internals of the network. However, past work on randomized smoothing has focused on restricted classes of smoothing measures or perturbations (like Gaussian or discrete) and has only been able to prove robustness with respect to simple norm bounds. In this paper we introduce a general framework for proving robustness properties of smoothed machine learning models in the black-box setting. Specifically, we extend randomized smoothing procedures to handle arbitrary smoothing measures and prove robustness of the smoothed classifier by using $f$-divergences. Our methodology achieves state-of-the-art}certified robustness on MNIST, CIFAR-10 and ImageNet and also audio classification task, Librispeech, with respect to several classes of adversarial perturbations.",2020,29,46,9,False,Computer Science,1729912,Krishnamurthy Dvijotham,9200194.0,Jamie Hayes,1718064.0,B. Balle,145116464.0,J. Z. Kolter,32399256.0,Chongli Qin,145350541.0,A. György,2066515966.0,Kai Y. Xiao,2071666.0,Sven Gowal,143967473.0,Pushmeet Kohli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11cc9604f09c9bac06c84ec1fe87c25c3b40a570,https://www.semanticscholar.org/paper/11cc9604f09c9bac06c84ec1fe87c25c3b40a570,Fiber tractography using machine learning,"We present a fiber tractography approach based on a random forest classification and voting process, guiding each step of the streamline progression by directly processing raw diffusion-weighted signal intensities. For comparison to the state-of-the-art, i.e. tractography pipelines that rely on mathematical modeling, we performed a quantitative and qualitative evaluation with multiple phantom and in vivo experiments, including a comparison to the 96 submissions of the ISMRM tractography challenge 2015. The results demonstrate the vast potential of machine learning for fiber tractography.",2017,72,40,1,True,Biology,2388315,P. Neher,40638665.0,Marc-Alexandre Côté,37525982.0,Jean-Christophe Houde,1788574.0,M. Descoteaux,1397951928.0,Klaus Maier-Hein,,,,,,,,,,,,,,,,,,,,,,,,,Computer Science,Medicine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e1b4d814f106f33ea9939a85de8d9edba266ad1c,https://www.semanticscholar.org/paper/e1b4d814f106f33ea9939a85de8d9edba266ad1c,A Review on Support Vector Machine for Data Classification,"185 All Rights Reserved © 2012 IJARCET Abstract-With increasing amounts of data being generated by businesses and researchers there is a need for fast, accurate and robust algorithms for data analysis. Improvements in databases technology, computing performance and artificial intelligence have contributed to the development of intelligent data analysis. Support vector machines are a specific type of machine learning algorithm that are among the most widelyused for many statistical learning problems, such as spam filtering, text classification, handwriting analysis, face and object recognition, and countless others. Support vector machines have also come into widespread use in practically every area of bioinformatics within the last ten years, and their area of influence continues to expand today. The support vector machine has been developed as robust tool for classification and regression in noisy, complex domains. The two key features of support vector machines are generalization theory, which leads to a principled way to choose an hypothesis; and, kernel functions, which introduce nonlinearity in the hypothesis space without explicitly requiring a non-linear algorithm.",2012,17,107,4,False,Computer Science,73061226,H. Bhavsar,145696723.0,Mahesh Panchal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371322935e635ff56c10a74395b6b66a7487fa83,https://www.semanticscholar.org/paper/371322935e635ff56c10a74395b6b66a7487fa83,Deep Multitask Learning for Railway Track Inspection,"Railroad tracks need to be periodically inspected and monitored to ensure safe transportation. Automated track inspection using computer vision and pattern recognition methods has recently shown the potential to improve safety by allowing for more frequent inspections while reducing human errors. Achieving full automation is still very challenging due to the number of different possible failure modes, as well as the broad range of image variations that can potentially trigger false alarms. In addition, the number of defective components is very small, so not many training examples are available for the machine to learn a robust anomaly detector. In this paper, we show that detection performance can be improved by combining multiple detectors within a multitask learning framework. We show that this approach results in improved accuracy for detecting defects on railway ties and fasteners.",2015,54,246,5,True,Engineering,2067146341,Xavier Gibert,1741177.0,Vishal M. Patel,9215658.0,R. Chellappa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Computer Science,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1d8a78f3f740a01905e925aeb7937df010dfa1df,https://www.semanticscholar.org/paper/1d8a78f3f740a01905e925aeb7937df010dfa1df,Machine Learning in Healthcare Data Analysis: A Survey,"In recent years, healthcare data analysis is becoming one of the most promising research areas. Healthcare includes data in various types such as clinical data, Omics data, and Sensor data. Clinical data includes electronic health records which store patient records collected during ongoing treatment. Omics data is one of the high dimensional data comprising genome, transcriptome and proteome data types. Sensor data is collected from various wearable and wireless sensor devices. To handle this raw data manually is very difficult. For analysis of data, machine learning is emerged as a significant tool. Machine learning uses various statistical techniques and advanced algorithms to predict the results of healthcare data more precisely. In machine learning different types of algorithms like supervised, unsupervised and reinforcement are used for analysis. In this paper, different types of machine learning algorithms are described. Then use of machine learning algorithms for analyzing various healthcare data are surveyed.",2019,33,37,2,False,Computer Science,1379985491,Arwinder Dhillon,2144287098.0,Ashima Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
