paperId,url,title,abstract,year,referenceCount,citationCount,influentialCitationCount,isOpenAccess,fieldsOfStudy/0,authors/0/authorId,authors/0/name,authors/1/authorId,authors/1/name,authors/2/authorId,authors/2/name,authors/3/authorId,authors/3/name,authors/4/authorId,authors/4/name,authors/5/authorId,authors/5/name,authors/6/authorId,authors/6/name,fieldsOfStudy/1,fieldsOfStudy/2,authors/7/authorId,authors/7/name,fieldsOfStudy/3,authors/8/authorId,authors/8/name,authors/9/authorId,authors/9/name,authors/10/authorId,authors/10/name,authors/11/authorId,authors/11/name,authors/12/authorId,authors/12/name,authors/13/authorId,authors/13/name,authors/14/authorId,authors/14/name,authors/15/authorId,authors/15/name,authors/16/authorId,authors/16/name
ec01eea9da194367ee762651922256e1e130f948,https://www.semanticscholar.org/paper/ec01eea9da194367ee762651922256e1e130f948,Mahout in Action,"SummaryMahout in Action is a hands-on introduction to machine learning with Apache Mahout. Following real-world examples, the book presents practical use cases and then illustrates how Mahout can be applied to solve them. Includes a free audio- and video-enhanced ebook. About the TechnologyA computer system that learns and adapts as it collects data can be really powerful. Mahout, Apache's open source machine learning project, captures the core algorithms of recommendation systems, classification, and clustering in ready-to-use, scalable libraries. With Mahout, you can immediately apply to your own projects the machine learning techniques that drive Amazon, Netflix, and others. About this BookThis book covers machine learning using Apache Mahout. Based on experience with real-world applications, it introduces practical use cases and illustrates how Mahout can be applied to solve them. It places particular focus on issues of scalability and how to apply these techniques against large data sets using the Apache Hadoop framework.This book is written for developers familiar with Java - no prior experience with Mahout is assumed. What's InsideUse group data to make individual recommendations Find logical clusters within your data Filter and refine with on-the-fly classification Free audio and video extrasTable of ContentsMeet Apache Mahout PART 1 RECOMMENDATIONS Introducing recommenders Representing recommender data Making recommendations Taking recommenders to production Distributing recommendation computations PART 2 CLUSTERING Introduction to clustering Representing data Clustering algorithms in Mahout Evaluating and improving clustering quality Taking clustering to production Real-world applications of clustering PART 3 CLASSIFICATION Introduction to classification Training a classifier Evaluating and tuning a classifier Deploying a classifier Case study: Shop It To Me",2011,8,422,25,False,Computer Science,2060860697,Sean Owen,2066132164.0,Robin Anil,115377844.0,T. Dunning,98009014.0,Ellen Friedman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f63487b3fda2d96d8b3e97391448c76e00f2353c,https://www.semanticscholar.org/paper/f63487b3fda2d96d8b3e97391448c76e00f2353c,Hacking smart machines with smarter ones: How to extract meaningful data from machine learning classifiers,"Machine Learning (ML) algorithms are used to train computers to perform a variety of complex tasks and improve with experience. Computers learn how to recognize patterns, make unintended decisions, or react to a dynamic environment. Certain trained machines may be more effective than others because they are based on more suitable ML algorithms or because they were trained through superior training sets. Although ML algorithms are known and publicly released, training sets may not be reasonably ascertainable and, indeed, may be guarded as trade secrets. While much research has been performed about the privacy of the elements of training sets, in this paper we focus our attention on ML classifiers and on the statistical information that can be unconsciously or maliciously revealed from them. We show that it is possible to infer unexpected but useful information from ML classifiers. In particular, we build a novel meta-classifier and train it to hack other classifiers, obtaining meaningful information about their training sets. This kind of information leakage can be exploited, for example, by a vendor to build more effective classifiers or to simply acquire trade secrets from a competitor's apparatus, potentially violating its intellectual property rights.",2013,88,316,34,True,Computer Science,1700850,G. Ateniese,1686516.0,L. Mancini,2549445.0,A. Spognardi,31637585.0,Antonio Villani,2776964.0,Domenico Vitali,152837742.0,G. Felici,,,Mathematics,,,,,,,,,,,,,,,,,,,,,,
1a57fe1d21957c500cdf9abc19eaf97c54d294aa,https://www.semanticscholar.org/paper/1a57fe1d21957c500cdf9abc19eaf97c54d294aa,Applications of Artificial Intelligence in Machine Learning: Review and Prospect,"Machine learning is one of the most exciting recent technologies in Artificial Intelligence. Learning algorithms in many applications that’s we make use of daily. Every time a web search engine like Google or Bing is used to search the internet, one of the reasons that works so well is because a learning algorithm, one implemented by Google or Microsoft, has learned how to rank web pages. Every time Facebook is used and it recognizes friends' photos, that's also machine learning. Spam filters in email saves the user from having to wade through tons of spam email, that's also a learning algorithm. In this paper, a brief review and future prospect of the vast applications of machine learning has been made.",2015,61,133,3,True,Computer Science,48144656,S. Das,51053725.0,Aritra Dey,23707007.0,A. Pal,7695838.0,N. Roy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f9613c28ffed1ed9f3a9b5ce45a87192904f05f7,https://www.semanticscholar.org/paper/f9613c28ffed1ed9f3a9b5ce45a87192904f05f7,Introduction to Deep Learning,"Modeling data via artificial neural networks (ANN) is not a new concept. Most of the underlying techniques have been known since the 1940s. It has to be pointed out though that a series of recent advances in how the networks are trained and utilized form the foundation of today's Deep Learning ecosystem. It is a fair statement that the recent advances brought forward by Deep Learning reflect a new era in Machine Learning (ML) that revolutionized many domains of signal and information processing. This holds true beyond the commonly discussed speech and object recognition science but also branches into computer vision, natural language processing, or information retrieval related fields.",2018,29,147,10,False,Computer Science,2066657497,M. Pantoja,65806742.0,A. Behrouzi,96710633.0,D. Fabris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9815ac82b583ea50c03d4791a88520515b22e024,https://www.semanticscholar.org/paper/9815ac82b583ea50c03d4791a88520515b22e024,Mapping Species Distributions: Spatial Inference and Prediction,"Part I. History and Ecological Basis of Species' Distribution Modeling: 1. Species distribution modeling 2. Why do we need species' distribution models? 3. Ecological understanding of species' distributions Part II. The Data Needed for Modeling Species' Distributions 4. Data for species' distribution models: the biological data 5. Data for species' distribution models: the environmental data Part III. An Overview of the Modeling Methods: 6. Statistical models - modern regression 7. Machine learning methods 8. Classification, similarity and other methods for presence-only data Part IV. Model Evaluation and Implementation: 9. Model evaluation 10. Implementation of species' distribution models.",2010,0,1937,248,False,Biology,144735103,J. Franklin,2109506351.0,Jennifer A. Miller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c9742f2fcf29f759f02ec0446c019eec5372a771,https://www.semanticscholar.org/paper/c9742f2fcf29f759f02ec0446c019eec5372a771,On Kernel Methods for Relational Learning,"Kernel methods have gained a great deal of popularity in the machine learning community as a method to learn indirectly in high-dimensional feature spaces. Those interested in relational learning have recently begun to cast learning from structured and relational data in terms of kernel operations. We describe a general family of kernel functions built up from a description language of limited expressivity and use it to study the benefits and drawbacks of kernel learning in relational domains. Learning with kernels in this family directly models learning over an expanded feature space constructed using the same description language. This allows us to examine issues of time complexity in terms of learning with these and other relational kernels, and how these relate to generalization ability. The tradeoffs between using kernels in a very high dimensional implicit space versus a restricted feature space, is highlighted through two experiments, in bioinformatics and in natural language processing.",2003,28,151,8,False,Mathematics,2019029,Chad M. Cumby,144590225.0,D. Roth,,,,,,,,,,,Computer Science,,,,,,,,,,,,,,,,,,,,,,
033f7570be9877c5a4bcbb71f6aec8f95cee3608,https://www.semanticscholar.org/paper/033f7570be9877c5a4bcbb71f6aec8f95cee3608,To understand deep learning we need to understand kernel learning,"Generalization performance of classifiers in deep learning has recently become a subject of intense study. Deep models, typically over-parametrized, tend to fit the training data exactly. Despite this ""overfitting"", they perform well on test data, a phenomenon not yet fully understood. The first point of our paper is that strong performance of overfitted classifiers is not a unique feature of deep learning. Using six real-world and two synthetic datasets, we establish experimentally that kernel machines trained to have zero classification or near zero regression error perform very well on test data, even when the labels are corrupted with a high level of noise. We proceed to give a lower bound on the norm of zero loss solutions for smooth kernels, showing that they increase nearly exponentially with data size. We point out that this is difficult to reconcile with the existing generalization bounds. Moreover, none of the bounds produce non-trivial results for interpolating solutions. Second, we show experimentally that (non-smooth) Laplacian kernels easily fit random labels, a finding that parallels results for ReLU neural networks. In contrast, fitting noisy data requires many more epochs for smooth Gaussian kernels. Similar performance of overfitted Laplacian and Gaussian classifiers on test, suggests that generalization is tied to the properties of the kernel function rather than the optimization process. Certain key phenomena of deep learning are manifested similarly in kernel methods in the modern ""overfitted"" regime. The combination of the experimental and theoretical results presented in this paper indicates a need for new theoretical ideas for understanding properties of classical kernel methods. We argue that progress on understanding deep learning will be difficult until more tractable ""shallow"" kernel methods are better understood.",2018,57,296,27,False,Computer Science,145520115,Mikhail Belkin,143791100.0,Siyuan Ma,151213231.0,Soumik Mandal,,,,,,,,,Mathematics,,,,,,,,,,,,,,,,,,,,,,
b96472233dbe7ec745bcb4304d5de86a2ca03778,https://www.semanticscholar.org/paper/b96472233dbe7ec745bcb4304d5de86a2ca03778,Combining linguistic and machine learning techniques for email summarization,"This paper shows that linguistic techniques along with machine learning can extract high quality noun phrases for the purpose of providing the gist or summary of email messages. We describe a set of comparative experiments using several machine learning algorithms for the task of salient noun phrase extraction. Three main conclusions can be drawn from this study: (i) the modifiers of a noun phrase can be semantically as important as the head for the task of gisting, (ii) linguistic filtering improves the performance of machine learning algorithms, (iii) a combination of classifiers improves accuracy.",2001,40,66,4,True,Computer Science,2295928,S. Muresan,2601166.0,E. Tzoukermann,1761739.0,Judith L. Klavans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
892edbdb6e424cd8c1d6f23a2c9d77fffef7d45c,https://www.semanticscholar.org/paper/892edbdb6e424cd8c1d6f23a2c9d77fffef7d45c,Machine Learning Approach to Modeling Sediment Transport,"Inaccuracies of sediment transport models largely originate from our limitation to describe the process in precise mathematical terms. Machine learning (ML) is an alternative approach to reduce the inaccuracies of sedimentation models. It utilizes available domain knowledge for selecting the input and output variables for the ML models and uses modern regression techniques to fit the measured data. Two ML methods, artificial neural networks and model trees, are adopted to model bed-load and total-load transport using the measured data. The bed-load transport models are compared with the models due to Bagnold, Einstein, Parker et al., and van Rijn. The total-load transport models are compared with the models due to Ackers and White, Bagnold, Engelund and Hansen, and van Rijn. With the chosen data sets on bed-load and total-load transport the ML models provided better accuracy than the existing ones.",2007,45,177,11,False,Engineering,95970828,B. Bhattacharya,50784215.0,R. Price,1895474.0,D. Solomatine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09c5931307cba3f80d3ecc14d02eecfa46463cfe,https://www.semanticscholar.org/paper/09c5931307cba3f80d3ecc14d02eecfa46463cfe,MLPACK: a scalable C++ machine learning library,"MLPACK is a state-of-the-art, scalable, multi-platform C++ machine learning library released in late 2011 offering both a simple, consistent API accessible to novice users and high performance and flexibility to expert users by leveraging modern features of C++. MLPACK provides cutting-edge algorithms whose benchmarks exhibit far better performance than other leading machine learning libraries. MLPACK version 1.0.3, licensed under the LGPL, is available at http://www.mlpack.org.",2012,17,159,17,False,Computer Science,34658148,Ryan R. Curtin,3264504.0,J. R. Cline,2101842823.0,N. P. Slagle,1769646.0,William B. March,2944292.0,P. Ram,144447714.0,Nishant A. Mehta,1703070.0,Alexander G. Gray,,,,,,,,,,,,,,,,,,,,,,,
b21917c1980df0fa5a8a74bcd29136cdd9b4b993,https://www.semanticscholar.org/paper/b21917c1980df0fa5a8a74bcd29136cdd9b4b993,Active Learning with Support Vector Machine Applied to Gene Expression Data for Cancer Classification,"There is growing interest in the application of machine learning techniques in bioinformatics. The supervised machine learning approach has been widely applied to bioinformatics and gained a lot of success in this research area. With this learning approach researchers first develop a large training set, which is a time-consuming and costly process. Moreover, the proportion of the positive examples and negative examples in the training set may not represent the real-world data distribution, which causes concept drift. Active learning avoids these problems. Unlike most conventional learning methods where the training set used to derive the model remains static, the classifier can actively choose the training data and the size of training set increases. We introduced an algorithm for performing active learning with support vector machine and applied the algorithm to gene expression profiles of colon cancer, lung cancer, and prostate cancer samples. We compared the classification performance of active learning with that of passive learning. The results showed that employing the active learning method can achieve high accuracy and significantly reduce the need for labeled training instances. For lung cancer classification, to achieve 96% of the total positives, only 31 labeled examples were needed in active learning whereas in passive learning 174 labeled examples were required. That meant over 82% reduction was realized by active learning. In active learning the areas under the receiver operating characteristic (ROC) curves were over 0.81, while in passive learning the areas under the ROC curves were below 0.50.",2004,32,177,5,False,Computer Science,49421151,Y. Liu,,,,,,,,,,,,,Medicine,,,,,,,,,,,,,,,,,,,,,,
971766088dfaf63fb55e6f0190b14f28f2c98ad0,https://www.semanticscholar.org/paper/971766088dfaf63fb55e6f0190b14f28f2c98ad0,A Survey of Data Mining and Machine Learning Methods for Cyber Security Intrusion Detection,"This survey paper describes a focused literature survey of machine learning (ML) and data mining (DM) methods for cyber analytics in support of intrusion detection. Short tutorial descriptions of each ML/DM method are provided. Based on the number of citations or the relevance of an emerging method, papers representing each method were identified, read, and summarized. Because data are so important in ML/DM approaches, some well-known cyber data sets used in ML/DM are described. The complexity of ML/DM algorithms is addressed, discussion of challenges for using ML/DM for cyber security is presented, and some recommendations on when to use a given method are provided.",2016,116,862,42,False,Computer Science,2343019,A. Buczak,1922657.0,Erhan Guven,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76cb5a926a789e1f28035fcc7fa01d5900df6d0e,https://www.semanticscholar.org/paper/76cb5a926a789e1f28035fcc7fa01d5900df6d0e,Perceptron-based learning algorithms,"A key task for connectionist research is the development and analysis of learning algorithms. An examination is made of several supervised learning algorithms for single-cell and network models. The heart of these algorithms is the pocket algorithm, a modification of perceptron learning that makes perceptron learning well-behaved with nonseparable training data, even if the data are noisy and contradictory. Features of these algorithms include speed algorithms fast enough to handle large sets of training data; network scaling properties, i.e. network methods scale up almost as well as single-cell models when the number of inputs is increased; analytic tractability, i.e. upper bounds on classification error are derivable; online learning, i.e. some variants can learn continually, without referring to previous data; and winner-take-all groups or choice groups, i.e. algorithms can be adapted to select one out of a number of possible classifications. These learning algorithms are suitable for applications in machine learning, pattern recognition, and connectionist expert systems.",1990,26,519,33,False,Computer Science,2889692,S. I. Gallant,,,,,,,,,,,,,Medicine,,,,,,,,,,,,,,,,,,,,,,
22adb2413901b74128f2a02584dafa77afbd8d60,https://www.semanticscholar.org/paper/22adb2413901b74128f2a02584dafa77afbd8d60,Highly Accurate Machine Fault Diagnosis Using Deep Transfer Learning,"We develop a novel deep learning framework to achieve highly accurate machine fault diagnosis using transfer learning to enable and accelerate the training of deep neural network. Compared with existing methods, the proposed method is faster to train and more accurate. First, original sensor data are converted to images by conducting a Wavelet transformation to obtain time-frequency distributions. Next, a pretrained network is used to extract lower level features. The labeled time-frequency images are then used to fine-tune the higher levels of the neural network architecture. This paper creates a machine fault diagnosis pipeline and experiments are carried out to verify the effectiveness and generalization of the pipeline on three main mechanical datasets including induction motors, gearboxes, and bearings with sizes of 6000, 9000, and 5000 time series samples, respectively. We achieve state-of-the-art results on each dataset, with most datasets showing test accuracy near 100%, and in the gearbox dataset, we achieve significant improvement from 94.8% to 99.64%. We created a repository including these datasets located at mlmechanics.ics.uci.edu.",2019,0,422,24,False,Computer Science,9122533,Siyu Shao,143953836.0,S. McAleer,35374692.0,Ruqiang Yan,144902513.0,P. Baldi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
799f927692a6c08c5e630bea78c087c5051528fc,https://www.semanticscholar.org/paper/799f927692a6c08c5e630bea78c087c5051528fc,Self-Directed Learning,"A widely advocated idea in education is that people learn better when the flow of experience is under their control (i.e., learning is self-directed). However, the reasons why volitional control might result in superior acquisition and the limits to such advantages remain poorly understood. In this article, we review the issue from both a cognitive and computational perspective. On the cognitive side, self-directed learning allows individuals to focus effort on useful information they do not yet possess, can expose information that is inaccessible via passive observation, and may enhance the encoding and retention of materials. On the computational side, the development of efficient “active learning” algorithms that can select their own training data is an emerging research topic in machine learning. This review argues that recent advances in these related fields may offer a fresh theoretical perspective on how people gather information to support their own learning.",2012,161,567,56,False,Medicine,3013567,T. Gureckis,3164019.0,D. Markant,,,,,,,,,,,Computer Science,,,,,,,,,,,,,,,,,,,,,,
