paperId,url,title,abstract,year,referenceCount,citationCount,influentialCitationCount,isOpenAccess,fieldsOfStudy/0,fieldsOfStudy/1,authors/0/authorId,authors/0/name,authors/1/authorId,authors/1/name,authors/2/authorId,authors/2/name,authors/3/authorId,authors/3/name,authors/4/authorId,authors/4/name,authors/5/authorId,authors/5/name,authors/6/authorId,authors/6/name,authors/7/authorId,authors/7/name,authors/8/authorId,authors/8/name,authors/9/authorId,authors/9/name,authors/10/authorId,authors/10/name,authors/11/authorId,authors/11/name,authors/12/authorId,authors/12/name,authors/13/authorId,authors/13/name,authors/14/authorId,authors/14/name,authors/15/authorId,authors/15/name,authors/16/authorId,authors/16/name,authors/17/authorId,authors/17/name,authors/18/authorId,authors/18/name,authors/19/authorId,authors/19/name,fieldsOfStudy/2,fieldsOfStudy/3
0a1574ce29eec463bd3e0b50b82157f3e5a1f81d,https://www.semanticscholar.org/paper/0a1574ce29eec463bd3e0b50b82157f3e5a1f81d,Local Model Poisoning Attacks to Byzantine-Robust Federated Learning,"In federated learning, multiple client devices jointly learn a machine learning model: each client device maintains a local model for its local training dataset, while a master device maintains a global model via aggregating the local models from the client devices. The machine learning community recently proposed several federated learning methods that were claimed to be robust against Byzantine failures (e.g., system failures, adversarial manipulations) of certain client devices. In this work, we perform the first systematic study on local model poisoning attacks to federated learning. We assume an attacker has compromised some client devices, and the attacker manipulates the local model parameters on the compromised client devices during the learning process such that the global model has a large testing error rate. We formulate our attacks as optimization problems and apply our attacks to four recent Byzantine-robust federated learning methods. Our empirical results on four real-world datasets show that our attacks can substantially increase the error rates of the models learnt by the federated learning methods that were claimed to be robust against Byzantine failures of some client devices. We generalize two defenses for data poisoning attacks to defend against our local model poisoning attacks. Our evaluation results show that one defense can effectively defend against our attacks in some cases, but the defenses are not effective enough in other cases, highlighting the need for new defenses against our local model poisoning attacks to federated learning.",2019,65,309,60,False,Computer Science,,1732755,Minghong Fang,47300733.0,Xiaoyu Cao,143987304.0,Jinyuan Jia,144516687.0,N. Gong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c0ccddfb53728b04e50f0664050341791f1a19c7,https://www.semanticscholar.org/paper/c0ccddfb53728b04e50f0664050341791f1a19c7,Incremental support vector machine construction,"SVMs (support vector machines) suffer from the problem of large memory requirement and CPU time when trained in batch mode on large data sets. We overcome these limitations, and at the same time make SVMs suitable for learning with data streams, by constructing incremental learning algorithms. We first introduce and compare different incremental learning techniques, and show that they are capable of producing performance results similar to the batch algorithm, and in some cases superior condensation properties. We then consider the problem of training SVMs using stream data. Our objective is to maintain an updated representation of recent batches of data. We apply incremental schemes to the problem and show that their accuracy is comparable to the batch algorithm.",2001,24,171,17,False,Computer Science,,1741392,C. Domeniconi,1736832.0,D. Gunopulos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6e11521a3108093005c64c20fe338f3128317576,https://www.semanticscholar.org/paper/6e11521a3108093005c64c20fe338f3128317576,Active learning to recognize multiple types of plankton,"Active learning has been applied with support vector machines to reduce the data labeling effort in pattern recognition domains. However, most of those applications only deal with two class problems. In this paper, we extend the active learning approach to multiple class support vector machines. The experimental results from a plankton recognition system indicate that our approach often requires significantly less labeled images to maintain the same accuracy level as random sampling.",2004,32,247,10,True,Computer Science,,2068287017,Tong Luo,2042525885.0,K. Kramer,1698267.0,D. Goldgof,25887296.0,L. Hall,144643236.0,S. Samson,2968607.0,A. Remsen,89570466.0,T. Hopkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,
899720135a7ba02bc74d2e3d8e9932fa4f1063d8,https://www.semanticscholar.org/paper/899720135a7ba02bc74d2e3d8e9932fa4f1063d8,Machine learning and its applications: A review,"Nowadays, large amount of data is available everywhere. Therefore, it is very important to analyze this data in order to extract some useful information and to develop an algorithm based on this analysis. This can be achieved through data mining and machine learning. Machine learning is an integral part of artificial intelligence, which is used to design algorithms based on the data trends and historical relationships between data. Machine learning is used in various fields such as bioinformatics, intrusion detection, Information retrieval, game playing, marketing, malware detection, image deconvolution and so on. This paper presents the work done by various authors in the field of machine learning in various application areas.",2017,16,93,2,False,Computer Science,,27057416,Sheena Angra,3360312.0,S. Ahuja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88d38cc3b0bd6c885ee3facb4d533fe81ee81f3a,https://www.semanticscholar.org/paper/88d38cc3b0bd6c885ee3facb4d533fe81ee81f3a,Deep Learning in Chemistry,"Machine learning enables computers to address problems by learning from data. Deep learning is a type of machine learning that uses a hierarchical recombination of features to extract pertinent information and then learn the patterns represented in the data. Over the last eight years, its abilities have increasingly been applied to a wide variety of chemical challenges, from improving computational chemistry to drug and materials design and even synthesis planning. This review aims to explain the concepts of deep learning to chemists from any background and follows this with an overview of the diverse applications demonstrated in the literature. We hope that this will empower the broader chemical community to engage with this burgeoning field and foster the growing movement of deep learning accelerated chemistry.",2019,183,217,1,True,Medicine,Computer Science,31780855,Adam C. Mater,1914666.0,M. Coote,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175e37bca3762b3a52c6a0e153060b98a251d061,https://www.semanticscholar.org/paper/175e37bca3762b3a52c6a0e153060b98a251d061,Inverse molecular design using machine learning: Generative models for matter engineering,"The discovery of new materials can bring enormous societal and technological progress. In this context, exploring completely the large space of potential materials is computationally intractable. Here, we review methods for achieving inverse design, which aims to discover tailored materials from the starting point of a particular desired functionality. Recent advances from the rapidly growing field of artificial intelligence, mostly from the subfield of machine learning, have resulted in a fertile exchange of ideas, where approaches to inverse molecular design are being proposed and employed at a rapid pace. Among these, deep generative models have been applied to numerous classes of materials: rational design of prospective drugs, synthetic routes to organic compounds, and optimization of photovoltaics and redox flow batteries, as well as a variety of other solid-state materials.",2018,93,839,12,False,Medicine,Computer Science,1380248978,Benjamín Sánchez-Lengeling,1380248954.0,Alán Aspuru-Guzik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0197f278e2dedd67ec5067f47037b8cdd3ae8509,https://www.semanticscholar.org/paper/0197f278e2dedd67ec5067f47037b8cdd3ae8509,Deep Multimodal Learning: A Survey on Recent Advances and Trends,"The success of deep learning has been a catalyst to solving increasingly complex machine-learning problems, which often involve multiple data modalities. We review recent advances in deep multimodal learning and highlight the state-of the art, as well as gaps and challenges in this active research field. We first classify deep multimodal learning architectures and then discuss methods to fuse learned multimodal representations in deep-learning architectures. We highlight two areas of research&#x02013;regularization strategies and methods that learn or optimize multimodal fusion structures&#x02013;as exciting areas for future work.",2017,102,336,15,False,Computer Science,,2751948,D. Ramachandram,144639556.0,Graham W. Taylor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28589070457f151a182d1b40564951ced4a99c71,https://www.semanticscholar.org/paper/28589070457f151a182d1b40564951ced4a99c71,COVID-19 Pandemic Prediction for Hungary; a Hybrid Machine Learning Approach,"Several epidemiological models are being used around the world to project the number of infected individuals and the mortality rates of the COVID-19 outbreak. Advancing accurate prediction models is of utmost importance to take proper actions. Due to a high level of uncertainty or even lack of essential data, the standard epidemiological models have been challenged regarding the delivery of higher accuracy for long-term prediction. As an alternative to the susceptible-infected-resistant (SIR)-based models, this study proposes a hybrid machine learning approach to predict the COVID-19 and we exemplify its potential using data from Hungary. The hybrid machine learning methods of adaptive network-based fuzzy inference system (ANFIS) and multi-layered perceptron-imperialist competitive algorithm (MLP-ICA) are used to predict time series of infected individuals and mortality rate. The models predict that by late May, the outbreak and the total morality will drop substantially. The validation is performed for nine days with promising results, which confirms the model accuracy. It is expected that the model maintains its accuracy as long as no significant interruption occurs. Based on the results reported here, and due to the complex nature of the COVID-19 outbreak and variation in its behavior from nation-to-nation, this study suggests machine learning as an effective tool to model the outbreak. This paper provides an initial benchmarking to demonstrate the potential of machine learning for future research.",2020,104,186,4,True,Computer Science,Medicine,144632351,G. Pintér,2378938.0,I. Felde,3081489.0,A. Mosavi,2370080.0,Pedram Ghamisi,2971695.0,R. Gloaguen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0ab99aa04e3a8340a7552355fb547374a5604b24,https://www.semanticscholar.org/paper/0ab99aa04e3a8340a7552355fb547374a5604b24,Guest Editorial Deep Learning in Medical Imaging: Overview and Future Promise of an Exciting New Technique,"The papers in this special section focus on the technology and applications supported by deep learning. Deep learning is a growing trend in general data analysis and has been termed one of the 10 breakthrough technologies of 2013. Deep learning is an improvement of artificial neural networks, consisting of more layers that permit higher levels of abstraction and improved predictions from data. To date, it is emerging as the leading machine-learning tool in the general imaging and computer vision domains. In particular, convolutional neural networks (CNNs) have proven to be powerful tools for a broad range of computer vision tasks. Deep CNNs automatically learn mid-level and high-level abstractions obtained from raw data (e.g., images). Recent results indicate that the generic descriptors extracted from CNNs are extremely effective in object recognition and localization in natural images. Medical image analysis groups across the world are quickly entering the field and applying CNNs and other deep learning methodologies to a wide variety of applications.",2016,44,1234,28,False,Computer Science,,143942875,H. Greenspan,8038506.0,B. Ginneken,144838131.0,R. Summers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ada0b87cd5c30d31186c38fb12e631d29426a3bf,https://www.semanticscholar.org/paper/ada0b87cd5c30d31186c38fb12e631d29426a3bf,Spark SQL: Relational Data Processing in Spark,"Spark SQL is a new module in Apache Spark that integrates relational processing with Spark's functional programming API. Built on our experience with Shark, Spark SQL lets Spark programmers leverage the benefits of relational processing (e.g. declarative queries and optimized storage), and lets SQL users call complex analytics libraries in Spark (e.g. machine learning). Compared to previous systems, Spark SQL makes two main additions. First, it offers much tighter integration between relational and procedural processing, through a declarative DataFrame API that integrates with procedural Spark code. Second, it includes a highly extensible optimizer, Catalyst, built using features of the Scala programming language, that makes it easy to add composable rules, control code generation, and define extension points. Using Catalyst, we have built a variety of features (e.g. schema inference for JSON, machine learning types, and query federation to external databases) tailored for the complex needs of modern data analysis. We see Spark SQL as an evolution of both SQL-on-Spark and of Spark itself, offering richer APIs and optimizations while keeping the benefits of the Spark programming model.",2015,36,1210,216,False,Computer Science,,144482217,Michael Armbrust,2066641.0,Reynold Xin,1387529184.0,Cheng Lian,40199213.0,Yin Huai,2536434.0,Davies Liu,2086593199.0,Joseph K. Bradley,39309572.0,Xiangrui Meng,2403754.0,Tomer Kaftan,143666627.0,M. Franklin,38565890.0,A. Ghodsi,143834867.0,M. Zaharia,,,,,,,,,,,,,,,,,,,,
72c969a5dc5b236d511fbdaae88c443d14145ae8,https://www.semanticscholar.org/paper/72c969a5dc5b236d511fbdaae88c443d14145ae8,Learning-Based Frequency Estimation Algorithms,"Estimating the frequencies of elements in a data stream is a fundamental task in data analysis and machine learning. The problem is typically addressed using streaming algorithms which can process very large data using limited storage. Today’s streaming algorithms, however, cannot exploit patterns in their input to improve performance. We propose a new class of algorithms that automatically learn relevant patterns in the input data and use them to improve its frequency estimates. The proposed algorithms combine the benefits of machine learning with the formal guarantees available through algorithm theory. We prove that our learning-based algorithms have lower estimation errors than their non-learning counterparts. We also evaluate our algorithms on two real-world datasets and demonstrate empirically their performance gains.",2018,45,99,8,False,Computer Science,,2502450,Chen-Yu Hsu,1688317.0,P. Indyk,1785714.0,D. Katabi,2347383.0,A. Vakilian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0d28c0390b21244cc52e9af856249cb601f6b22d,https://www.semanticscholar.org/paper/0d28c0390b21244cc52e9af856249cb601f6b22d,Feature selection for support vector machines by means of genetic algorithm,"The problem of feature selection is a difficult combinatorial task in machine learning and of high practical relevance, e.g. in bioinformatics. genetic algorithms (GAs) offer a natural way to solve this problem. In this paper, we present a special genetic algorithm, which especially takes into account the existing bounds on the generalization error for support vector machines (SVMs). This new approach is compared to the traditional method of performing cross-validation and to other existing algorithms for feature selection.",2003,79,346,13,False,Computer Science,,2064624524,Holger Fröhlich,1730609.0,O. Chapelle,1707625.0,B. Schölkopf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96f630295a6bef2e07715d9712e2597e1470bb0b,https://www.semanticscholar.org/paper/96f630295a6bef2e07715d9712e2597e1470bb0b,A new machine learning model based on induction of rules for autism detection,"Autism spectrum disorder is a developmental disorder that describes certain challenges associated with communication (verbal and non-verbal), social skills, and repetitive behaviors. Typically, autism spectrum disorder is diagnosed in a clinical environment by licensed specialists using procedures which can be lengthy and cost-ineffective. Therefore, scholars in the medical, psychology, and applied behavioral science fields have in recent decades developed screening methods such as the Autism Spectrum Quotient and Modified Checklist for Autism in Toddlers for diagnosing autism and other pervasive developmental disorders. The accuracy and efficiency of these screening methods rely primarily on the experience and knowledge of the user, as well as the items designed in the screening method. One promising direction to improve the accuracy and efficiency of autism spectrum disorder detection is to build classification systems using intelligent technologies such as machine learning. Machine learning offers advanced techniques that construct automated classifiers that can be exploited by users and clinicians to significantly improve sensitivity, specificity, accuracy, and efficiency in diagnostic discovery. This article proposes a new machine learning method called Rules-Machine Learning that not only detects autistic traits of cases and controls but also offers users knowledge bases (rules) that can be utilized by domain experts in understanding the reasons behind the classification. Empirical results on three data sets related to children, adolescents, and adults show that Rules-Machine Learning offers classifiers with higher predictive accuracy, sensitivity, harmonic mean, and specificity than those of other machine learning approaches such as Boosting, Bagging, decision trees, and rule induction.",2020,67,113,1,True,Medicine,Computer Science,1692763,F. Thabtah,145346793.0,David Peebles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Psychology,
dd5fc40a6d306a8de3b79075b0d44aeb4848b19c,https://www.semanticscholar.org/paper/dd5fc40a6d306a8de3b79075b0d44aeb4848b19c,Automatic Speech Emotion Recognition Using Machine Learning,"This chapter presents a comparative study of speech emotion recognition (SER) systems. Theoretical definition, categorization of affective state and the modalities of emotion expression are presented. To achieve this study, an SER system, based on different classifiers and different methods for features extraction, is developed. Mel-frequency cepstrum coefficients (MFCC) and modulation spectral (MS) features are extracted from the speech signals and used to train different classifiers. Feature selection (FS) was applied in order to seek for the most relevant feature subset. Several machine learning paradigms were used for the emotion classification task. A recurrent neural network (RNN) classifier is used first to classify seven emotions. Their performances are compared later to multivariate linear regression (MLR) and support vector machines (SVM) techniques, which are widely used in the field of emotion recognition for spoken audio signals. Berlin and Spanish databases are used as the experimental data set. This study shows that for Berlin database all classifiers achieve an accuracy of 83% when a speaker normalization (SN) and a feature selection are applied to the features. For Spanish database, the best accuracy (94 %) is achieved by RNN classifier without SN and with FS.",2019,60,58,3,True,Computer Science,,27097538,Leila Kerkeni,2915285.0,Y. Serrestou,46805293.0,M. Mbarki,2149548.0,K. Raoof,1707715.0,M. Mahjoub,72143739.0,C. Cléder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f7c3b238c3041b1e6063875eaebdd8b2426cc73b,https://www.semanticscholar.org/paper/f7c3b238c3041b1e6063875eaebdd8b2426cc73b,Shark: SQL and rich analytics at scale,"Shark is a new data analysis system that marries query processing with complex analytics on large clusters. It leverages a novel distributed memory abstraction to provide a unified engine that can run SQL queries and sophisticated analytics functions (e.g. iterative machine learning) at scale, and efficiently recovers from failures mid-query. This allows Shark to run SQL queries up to 100X faster than Apache Hive, and machine learning programs more than 100X faster than Hadoop. Unlike previous systems, Shark shows that it is possible to achieve these speedups while retaining a MapReduce-like execution engine, and the fine-grained fault tolerance properties that such engine provides. It extends such an engine in several ways, including column-oriented in-memory storage and dynamic mid-query replanning, to effectively execute SQL. The result is a system that matches the speedups reported for MPP analytic databases over MapReduce, while offering fault tolerance properties and complex analytics capabilities that they lack.",2012,37,465,46,False,Computer Science,,2066641,Reynold Xin,27681729.0,Josh Rosen,143834867.0,M. Zaharia,143666627.0,M. Franklin,143838343.0,S. Shenker,144467753.0,I. Stoica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9b157903470e9478413df865b56b155ec670351a,https://www.semanticscholar.org/paper/9b157903470e9478413df865b56b155ec670351a,WebWatcher : A Learning Apprentice for the World Wide Web,"We describe an information seeking assistant for the world wide web. This agent, called WebWatcher, interactively helps users locate desired information by employing learned knowledge about which hyperlinks are likely to lead to the target information. Our primary focus to date has been on two issues: (1) organizing WebWatcher to provide interactive advice to Mosaic users while logging their successful and unsuccessful searches as training data, and (2) incorporating machine learning methods to automatically acquire knowledge for selecting an appropriate hyperlink given the current web page viewed by the user and the user’s information goal. We describe the initial design of WebWatcher, and the results of our preliminary learning experiments.",1995,11,669,35,False,Computer Science,,2054786149,Robert Armstrong,1758106.0,D. Freitag,1680188.0,T. Joachims,40975594.0,Tom Michael Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8f4edd71b1819eff95b669ea9042ab0f3705fe0b,https://www.semanticscholar.org/paper/8f4edd71b1819eff95b669ea9042ab0f3705fe0b,Learning to map between ontologies on the semantic web,"Ontologies play a prominent role on the Semantic Web. They make possible the widespread publication of machine understandable data, opening myriad opportunities for automated information processing. However, because of the Semantic Web's distributed nature, data on it will inevitably come from many different ontologies. Information processing across ontologies is not possible without knowing the semantic mappings between their elements. Manually finding such mappings is tedious, error-prone, and clearly not possible at the Web scale. Hence, the development of tools to assist in the ontology mapping process is crucial to the success of the Semantic Web.We describe glue, a system that employs machine learning techniques to find such mappings. Given two ontologies, for each concept in one ontology glue finds the most similar concept in the other ontology. We give well-founded probabilistic definitions to several practical similarity measures, and show that glue can work with all of them. This is in contrast to most existing approaches, which deal with a single similarity measure. Another key feature of glue is that it uses multiple learning strategies, each of which exploits a different type of information either in the data instances or in the taxonomic structure of the ontologies. To further improve matching accuracy, we extend glue to incorporate commonsense knowledge and domain constraints into the matching process. For this purpose, we show that relaxation labeling, a well-known constraint optimization technique used in computer vision and other fields, can be adapted to work efficiently in our context. Our approach is thus distinguished in that it works with a variety of well-defined similarity notions and that it efficiently incorporates multiple types of knowledge. We describe a set of experiments on several real-world domains, and show that glue proposes highly accurate semantic mappings.",2002,38,1075,81,False,Computer Science,,3030274,A. Doan,2224716.0,J. Madhavan,1740213.0,Pedro M. Domingos,1770962.0,A. Halevy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68fd414d23cd1b177493a63ec3fdeebffec11c9d,https://www.semanticscholar.org/paper/68fd414d23cd1b177493a63ec3fdeebffec11c9d,"Performance Comparison of Support Vector Machine, Random Forest, and Extreme Learning Machine for Intrusion Detection","Intrusion detection is a fundamental part of security tools, such as adaptive security appliances, intrusion detection systems, intrusion prevention systems, and firewalls. Various intrusion detection techniques are used, but their performance is an issue. Intrusion detection performance depends on accuracy, which needs to improve to decrease false alarms and to increase the detection rate. To resolve concerns on performance, multilayer perceptron, support vector machine (SVM), and other techniques have been used in recent work. Such techniques indicate limitations and are not efficient for use in large data sets, such as system and network data. The intrusion detection system is used in analyzing huge traffic data; thus, an efficient classification technique is necessary to overcome the issue. This problem is considered in this paper. Well-known machine learning techniques, namely, SVM, random forest, and extreme learning machine (ELM) are applied. These techniques are well-known because of their capability in classification. The NSL–knowledge discovery and data mining data set is used, which is considered a benchmark in the evaluation of intrusion detection mechanisms. The results indicate that ELM outperforms other approaches.",2018,25,281,15,False,Computer Science,,37332774,Iftikhar Ahmad,51042866.0,Mohammad Basheri,8180449.0,M. Iqbal,2053202184.0,Aneel Rahim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c9934d684fcc0b8ac6ed25b34d96e726cf2d7b99,https://www.semanticscholar.org/paper/c9934d684fcc0b8ac6ed25b34d96e726cf2d7b99,Adaptive machine learning framework to accelerate ab initio molecular dynamics,"Quantum mechanics-based ab initio molecular dynamics (MD) simulation schemes offer an accurate and direct means to monitor the time evolution of materials. Nevertheless, the expensive and repetitive energy and force computations required in such simulations lead to significant bottlenecks. Here, we lay the foundations for an accelerated ab initio MD approach integrated with a machine learning framework. The proposed algorithm learns from previously visited configurations in a continuous and adaptive manner on-the-fly, and predicts (with chemical accuracy) the energies and atomic forces of a new configuration at a minuscule fraction of the time taken by conventional ab initio methods. Key elements of this new accelerated ab initio MD paradigm include representations of atomic configurations by numerical fingerprints, a learning algorithm to map the fingerprints to the properties, a decision engine that guides the choice of the prediction scheme, and requisite amount of ab initio data. The performance of each aspect of the proposed scheme is critically evaluated for Al in several different chemical environments. This work has enormous implications beyond ab initio MD acceleration. It can also lead to accelerated structure and property prediction schemes, and accurate force fields. V C 2014 Wiley Periodicals, Inc.",2015,55,281,4,False,Chemistry,,8352724,V. Botu,4063724.0,R. Ramprasad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f4c15e38073f22a600c84be9f5f799809f99712a,https://www.semanticscholar.org/paper/f4c15e38073f22a600c84be9f5f799809f99712a,The Challenge of Machine Learning in Space Weather: Nowcasting and Forecasting,"The numerous recent breakthroughs in machine learning make imperative to carefully ponder how the scientific community can benefit from a technology that, although not necessarily new, is today living its golden age. This Grand Challenge review paper is focused on the present and future role of machine learning in Space Weather. The purpose is twofold. On one hand, we will discuss previous works that use machine learning for Space Weather forecasting, focusing in particular on the few areas that have seen most activity: the forecasting of geomagnetic indices, of relativistic electrons at geosynchronous orbits, of solar flares occurrence, of coronal mass ejection propagation time, and of solar wind speed. On the other hand, this paper serves as a gentle introduction to the field of machine learning tailored to the Space Weather community and as a pointer to a number of open challenges that we believe the community should undertake in the next decade. The recurring themes throughout the review are the need to shift our forecasting paradigm to a probabilistic approach focused on the reliable assessment of uncertainties, and the combination of physics‐based and machine learning approaches, known as gray box.",2019,312,135,11,True,Physics,Computer Science,3142448,E. Camporeale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0a6adafa542ddf4936917c7d99c90cbc9c966f12,https://www.semanticscholar.org/paper/0a6adafa542ddf4936917c7d99c90cbc9c966f12,Developing an optimal short‐form of the PTSD Checklist for DSM‐5 (PCL‐5),"Although several short‐forms of the posttraumatic stress disorder (PTSD) Checklist (PCL) exist, all were developed using heuristic methods. This report presents the results of analyses designed to create an optimal short‐form PCL for DSM‐5 (PCL‐5) using both machine learning and conventional scale development methods.",2019,56,589,122,False,Medicine,Computer Science,5431019,Kelly L Zuromski,48478714.0,Berk Ustun,7493748.0,I. Hwang,3599348.0,T. Keane,3027455.0,B. Marx,2863415.0,M. Stein,4380262.0,R. Ursano,2350669.0,R. Kessler,,,,,,,,,,,,,,,,,,,,,,,,,,
e6ea09a42e99df7aaa0c62d98c049a02132b3105,https://www.semanticscholar.org/paper/e6ea09a42e99df7aaa0c62d98c049a02132b3105,Traffic Accident Analysis Using Machine Learning Paradigms,"Engineers and researchers in the automobile industry have tried to design and build safer automobiles, but traffic accidents are unavoidable. Patterns involved in dangerous crashes could be detected if we develop accurate prediction models capable of automatic classification of type of injury severity of various traffic accidents. These behavioral and roadway accident patterns can be useful to develop traffic safety control policies. We believe that to obtain the greatest possible accident reduction effects with limited budgetary resources, it is important that measures be based on scientific and objective surveys of the causes of accidents and severity of injuries. This paper summarizes the performance of four machine learning paradigms applied to modeling the severity of injury that occurred during traffic accidents. We considered neural networks trained using hybrid learning approaches, support vector machines, decision trees and a concurrent hybrid model involving decision trees and neural networks. Experiment results reveal that among the machine learning paradigms considered the hybrid decision tree-neural network approach outperformed the individual approaches. Povzetek: Stirje pristopi strojnega ucenja so uporabljeni za preiskovanje zakonitosti poskodb v prometnih nesrecah.",2005,33,150,3,False,Computer Science,,1986948,Miao M. Chong,145731499.0,A. Abraham,1702211.0,M. Paprzycki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5ba3f64789fb54bee10a891bc21222964d83c687,https://www.semanticscholar.org/paper/5ba3f64789fb54bee10a891bc21222964d83c687,A Review of Challenges and Opportunities in Machine Learning for Health.,"Modern electronic health records (EHRs) provide data to answer clinically meaningful questions. The growing data in EHRs makes healthcare ripe for the use of machine learning. However, learning in a clinical setting presents unique challenges that complicate the use of common machine learning methodologies. For example, diseases in EHRs are poorly labeled, conditions can encompass multiple underlying endotypes, and healthy individuals are underrepresented. This article serves as a primer to illuminate these challenges and highlights opportunities for members of the machine learning community to contribute to healthcare.",2018,126,112,2,False,Computer Science,Mathematics,2804918,M. Ghassemi,2113888405.0,Tristan Naumann,145610328.0,Peter F. Schulam,1507094362.0,A. Beam,34574044.0,I. Chen,2615814.0,R. Ranganath,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medicine,Psychology
eb649971a40c7b0a28cff1d5aba14f8a3a37c773,https://www.semanticscholar.org/paper/eb649971a40c7b0a28cff1d5aba14f8a3a37c773,What is Local Optimality in Nonconvex-Nonconcave Minimax Optimization?,"Minimax optimization has found extensive applications in modern machine learning, in settings such as generative adversarial networks (GANs), adversarial training and multi-agent reinforcement learning. As most of these applications involve continuous nonconvex-nonconcave formulations, a very basic question arises---""what is a proper definition of local optima?"" Most previous work answers this question using classical notions of equilibria from simultaneous games, where the min-player and the max-player act simultaneously. In contrast, most applications in machine learning, including GANs and adversarial training, correspond to sequential games, where the order of which player acts first is crucial (since minimax is in general not equal to maximin due to the nonconvex-nonconcave nature of the problems). The main contribution of this paper is to propose a proper mathematical definition of local optimality for this sequential setting---local minimax, as well as to present its properties and existence results. Finally, we establish a strong connection to a basic local search algorithm---gradient descent ascent (GDA): under mild conditions, all stable limit points of GDA are exactly local minimax points up to some degenerate points.",2019,48,188,32,False,Computer Science,,3335298,Chi Jin,1751626.0,Praneeth Netrapalli,1694621.0,Michael I. Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b775225c627192ccbb410522750104b445fb244e,https://www.semanticscholar.org/paper/b775225c627192ccbb410522750104b445fb244e,Machine learning study of several classifiers trained with texture analysis features to differentiate benign from malignant soft‐tissue tumors in T1‐MRI images,"To study, from a machine learning perspective, the performance of several machine learning classifiers that use texture analysis features extracted from soft‐tissue tumors in nonenhanced T1‐MRI images to discriminate between malignant and benign tumors.",2010,30,116,6,False,Computer Science,Medicine,2299587,Jaber Juntu,1778438.0,J. Sijbers,134708056.0,S. de Backer,1964297.0,Jeny Rajan,40502701.0,D. Van dyck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b49d10cbea23a476ae82d9c717e6380cc8129457,https://www.semanticscholar.org/paper/b49d10cbea23a476ae82d9c717e6380cc8129457,Bootstrapping ontology alignment methods with APFEL,"Ontology alignment is a prerequisite in order to allow for interoperation between different ontologies and many alignment strategies have been proposed to facilitate the alignment task by (semi-)automatic means. Due to the complexity of the alignment task, manually defined methods for (semi-)automatic alignment rarely constitute an optimal configuration of substrategies from which they have been built. In fact, scrutinizing current ontology alignment methods, one may recognize that most are not optimized for given ontologies. Some few include machine learning for automating the task, but their optimization by machine learning means is mostly restricted to the extensional definition of ontology concepts. With APFEL (Alignment Process Feature Estimation and Learning) we present a machine learning approach that explores the user validation of initial alignments for optimizing alignment methods. The methods are based on extensional and intensional ontology definitions. Core to APFEL is the idea of a generic alignment process, the steps of which may be represented explicitly. APFEL then generates new hypotheses for what might be useful features and similarity assessments and weights them by machine learning approaches. APFEL compares favorably in our experiments to competing approaches.",2005,24,210,12,True,Computer Science,,1728476,M. Ehrig,1752093.0,Steffen Staab,1401813995.0,York Sure-Vetter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
