paperId,url,title,abstract,year,referenceCount,citationCount,influentialCitationCount,isOpenAccess,fieldsOfStudy/0,authors/0/authorId,authors/0/name,authors/1/authorId,authors/1/name,authors/2/authorId,authors/2/name,authors/3/authorId,authors/3/name,authors/4/authorId,authors/4/name,fieldsOfStudy/1,fieldsOfStudy/2,authors/5/authorId,authors/5/name,authors/6/authorId,authors/6/name,authors/7/authorId,authors/7/name,authors/8/authorId,authors/8/name,authors/9/authorId,authors/9/name,authors/10/authorId,authors/10/name,authors/11/authorId,authors/11/name,authors/12/authorId,authors/12/name,fieldsOfStudy/3,fieldsOfStudy/4,authors/13/authorId,authors/13/name,authors/14/authorId,authors/14/name,authors/15/authorId,authors/15/name
2e95b2f6a94a1806ba3eac2d0ad65b0be11f27ad,https://www.semanticscholar.org/paper/2e95b2f6a94a1806ba3eac2d0ad65b0be11f27ad,Medical Imaging using Machine Learning and Deep Learning Algorithms: A Review,"Machine and deep learning algorithms are rapidly growing in dynamic research of medical imaging. Currently, substantial efforts are developed for the enrichment of medical imaging applications using these algorithms to diagnose the errors in disease diagnostic systems which may result in extremely ambiguous medical treatments. Machine and deep learning algorithms are important ways in medical imaging to predict the symptoms of early disease. Deep learning techniques, in specific convolutional networks, have promptly developed a methodology of special for investigating medical images. It uses the supervised or unsupervised algorithms using some specific standard dataset to indicate the predictions. We survey image classification, object detection, pattern recognition, reasoning etc. concepts in medical imaging. These are used to improve the accuracy by extracting the meaningful patterns for the specific disease in medical imaging. These ways also indorse the decision-making procedure. The major aim of this survey is to highlight the machine learning and deep learning techniques used in medical images. We intended to provide an outline for researchers to know the existing techniques carried out for medical imaging, highlight the advantages and drawbacks of these algorithms, and to discuss the future directions. For the study of multi-dimensional medical data, machine and deep learning provide a commendable technique for creation of classification and automatic decision making. This paper provides a survey of medical imaging in the machine and deep learning methods to analyze distinctive diseases. It carries consideration concerning the suite of these algorithms which can be used for the investigation of diseases and automatic decision-making.",2019,22,51,2,False,Computer Science,88726646,Jahanzaib Latif,2863393.0,Chuangbai Xiao,35717220.0,A. Imran,8150390.0,Shanshan Tu,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19aa08300b7f10a5121fac5aad2f56a5a7dfcb87,https://www.semanticscholar.org/paper/19aa08300b7f10a5121fac5aad2f56a5a7dfcb87,Distributed Learning with Sublinear Communication,"In distributed statistical learning, $N$ samples are split across $m$ machines and a learner wishes to use minimal communication to learn as well as if the examples were on a single machine. This model has received substantial interest in machine learning due to its scalability and potential for parallel speedup. However, in high-dimensional settings, where the number examples is smaller than the number of features (""dimension""), the speedup afforded by distributed learning may be overshadowed by the cost of communicating a single example. This paper investigates the following question: When is it possible to learn a $d$-dimensional model in the distributed setting with total communication sublinear in $d$? 
Starting with a negative result, we show that for learning $\ell_1$-bounded or sparse linear models, no algorithm can obtain optimal error until communication is linear in dimension. Our main result is that that by slightly relaxing the standard boundedness assumptions for linear models, we can obtain distributed algorithms that enjoy optimal error with communication logarithmic in dimension. This result is based on a family of algorithms that combine mirror descent with randomized sparsification/quantization of iterates, and extends to the general stochastic convex optimization model.",2019,50,33,3,False,Computer Science,2595479,Jayadev Acharya,1801197.0,Christopher De Sa,26198391.0,Dylan J. Foster,37564609.0,Karthik Sridharan,,,Mathematics,,,,,,,,,,,,,,,,,,,,,,,,,
1cb8de070943349373fbf527e1abd8451903c6db,https://www.semanticscholar.org/paper/1cb8de070943349373fbf527e1abd8451903c6db,Student Performance Prediction using Machine Learning,"In this paper, a model is proposed to predict the performance of students in an academic organization. The algorithm employed is a machine learning technique called Neural Networks. Further, the importance of several different attributes, or ""features"" is considered, in order to determine which of these are correlated with student performance. Finally, the results of an experiment follow, showcasing the power of machine learning in such an application. Keywords— Artificial intelligence, machine learning, student performance, neural networks",2015,4,42,4,False,Computer Science,123770158,H. Agrawal,70048579.0,Harshil Mavani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f54b36edae733ab9cd7a748595947710bd28a2e3,https://www.semanticscholar.org/paper/f54b36edae733ab9cd7a748595947710bd28a2e3,A Study of Reinforcement Learning for Neural Machine Translation,"Recent studies have shown that reinforcement learning (RL) is an effective approach for improving the performance of neural machine translation (NMT) system. However, due to its instability, successfully RL training is challenging, especially in real-world systems where deep models and large datasets are leveraged. In this paper, taking several large-scale translation tasks as testbeds, we conduct a systematic study on how to train better NMT models using reinforcement learning. We provide a comprehensive comparison of several important factors (e.g., baseline reward, reward shaping) in RL training. Furthermore, to fill in the gap that it remains unclear whether RL is still beneficial when monolingual data is used, we propose a new method to leverage RL to further boost the performance of NMT systems trained with source/target monolingual data. By integrating all our findings, we obtain competitive results on WMT14 English-German, WMT17 English-Chinese, and WMT17 Chinese-English translation tasks, especially setting a state-of-the-art performance on WMT17 Chinese-English translation task.",2018,44,126,13,True,Computer Science,47767550,Lijun Wu,143853336.0,Fei Tian,143826491.0,Tao Qin,66117656.0,J. Lai,2110264337.0,Tie-Yan Liu,Mathematics,,,,,,,,,,,,,,,,,,,,,,,,,
6603a3e0e2abae158ceef494e0fdc9edc4a032b2,https://www.semanticscholar.org/paper/6603a3e0e2abae158ceef494e0fdc9edc4a032b2,Prediction of Remaining Useful Lifetime (RUL) of turbofan engine using machine learning,"Maintenance of equipment is a critical activity for any business involving machines. Predictive maintenance is the method of scheduling maintenance based on the prediction about the failure time of any equipment. The prediction can be done by analyzing the data measurements from the equipment. Machine learning is a technology by which the outcomes can be predicted based on a model prepared by training it on past input data and its output behavior. The model developed can be used to predict machine failure before it actually happens. There are different approaches available for developing a machine learning model. In this paper, a comparative study of existing set of machine learning algorithms to predict the Remaining Useful Lifetime of aircraft's turbo fan engine is done. The machine learning models were constructed based on the datasets from turbo fan engine data from the Prognostics Data Repository of NASA. Using a training set, a model was constructed and was verified with a test data set. The results obtained were compared with the actual results to calculate the accuracy and the algorithm that results in maximum accuracy is identified. We have selected ten machine learning algorithms for comparing the prediction accuracy. The different algorithms were compared to obtain the prediction model having the closest prediction of remaining useful lifecycle in terms of number of life cycles.",2017,14,49,4,False,Computer Science,40868771,Vimala Mathew,40865804.0,Tom Toby,144254252.0,Vikram Singh,2065087296.0,B. Rao,48388083.0,M. G. Kumar,,,,,,,,,,,,,,,,,,,,,,,,,,
d9cb035237c76349015373fec54a1b07ce2f4503,https://www.semanticscholar.org/paper/d9cb035237c76349015373fec54a1b07ce2f4503,Accelerated Coordinate Descent with Adaptive Coordinate Frequencies,"Coordinate descent (CD) algorithms have become the method of choice for solving a number of machine learning tasks. They are particularly popular for training linear models, includ- ing linear support vector machine classication, LASSO regression, and logistic regression. We propose an extension of the CD algorithm, called the adaptive coordinate frequencies (ACF) method. This modied CD scheme does not treat all coordinates equally, in that it does not pick all coordinates equally often for optimization. Instead the relative frequen- cies of coordinates are subject to online adaptation. The resulting optimization scheme can result in signicant speed-ups. We demonstrate the usefulness of our approach on a number of large scale machine learning problems.",2013,19,29,1,False,Mathematics,1756710,T. Glasmachers,2154404.0,Ü. Dogan,,,,,,,Computer Science,,,,,,,,,,,,,,,,,,,,,,,,,
e68c509d0664a188409022f501d88f33c28ebcaf,https://www.semanticscholar.org/paper/e68c509d0664a188409022f501d88f33c28ebcaf,Federated Collaborative Filtering for Privacy-Preserving Personalized Recommendation System,"The increasing interest in user privacy is leading to new privacy preserving machine learning paradigms. In the Federated Learning paradigm, a master machine learning model is distributed to user clients, the clients use their locally stored data and model for both inference and calculating model updates. The model updates are sent back and aggregated on the server to update the master model then redistributed to the clients. In this paradigm, the user data never leaves the client, greatly enhancing the user' privacy, in contrast to the traditional paradigm of collecting, storing and processing user data on a backend server beyond the user's control. In this paper we introduce, as far as we are aware, the first federated implementation of a Collaborative Filter. The federated updates to the model are based on a stochastic gradient approach. As a classical case study in machine learning, we explore a personalized recommendation system based on users' implicit feedback and demonstrate the method's applicability to both the MovieLens and an in-house dataset. Empirical validation confirms a collaborative filter can be federated without a loss of accuracy compared to a standard implementation, hence enhancing the user's privacy in a widely used recommender application while maintaining recommender performance.",2019,34,115,26,False,Computer Science,1401402845,Muhammad Ammad-ud-din,1698688.0,E. Ivannikova,37332034.0,Suleiman A. Khan,2943386.0,Were Oyomno,2113771356.0,Qiang Fu,Mathematics,,35643160.0,K. E. Tan,144795201.0,Adrian Flanagan,,,,,,,,,,,,,,,,,,,,
c6c6a76ba0c86715a67d64dcf9178b56df1d343d,https://www.semanticscholar.org/paper/c6c6a76ba0c86715a67d64dcf9178b56df1d343d,"Real-Time Analysis of EEG Indexes of Alertness, Cognition, and Memory Acquired With a Wireless EEG Headset","The integration of brain monitoring into the man-machine interface holds great promise for real-time assessment of operator status and intelligent allocation of tasks between machines and humans. This article presents an integrated hardware and software solution for acquisition and real-time analysis of the electroencephalogram (EEG) to monitor indexes of alertness, cognition, and memory. Three experimental paradigms were evaluated in a total of 45 participants to identify EEG indexes associated with changes in cognitive workload: the Warship Commander Task (WCT), a simulated navy command and control environment that allowed workload levels to be systematically manipulated; a cognitive task with three levels of difficulty and consistent sensory inputs and motor outputs; and a multisession image learning and recognition memory test. Across tasks and participants, specific changes in the EEG were identified that were reliably associated with levels of cognitive workload. The EEG indexes were also shown to change as a function of training on the WCT and the learning and memory task. Future applications of the system to augment cognition in military and industrial environments are discussed.",2004,63,395,22,False,Computer Science,1762780,C. Berka,2957279.0,D. Levendowski,31809357.0,Milenko Cvetinovic,29850590.0,M. M. Petrovic,144916352.0,G. Davis,,,2329013.0,Michelle N. Lumicao,2111695951.0,Vladimir T. Zivkovic,38918198.0,M. Popovic,144333651.0,R. Olmstead,,,,,,,,,,,,,,,,
36845e5d13e6d8698561d416b694122cfa754332,https://www.semanticscholar.org/paper/36845e5d13e6d8698561d416b694122cfa754332,Aequitas: A Bias and Fairness Audit Toolkit,"Recent work has raised concerns on the risk of unintended bias in AI systems being used nowadays that can affect individuals unfairly based on race, gender or religion, among other possible characteristics. While a lot of bias metrics and fairness definitions have been proposed in recent years, there is no consensus on which metric/definition should be used and there are very few available resources to operationalize them. Therefore, despite recent awareness, auditing for bias and fairness when developing and deploying AI systems is not yet a standard practice. We present Aequitas, an open source bias and fairness audit toolkit that is an intuitive and easy to use addition to the machine learning workflow, enabling users to seamlessly test models for several bias and fairness metrics in relation to multiple population sub-groups. Aequitas facilitates informed and equitable decisions around developing and deploying algorithmic decision making systems for both data scientists, machine learning researchers and policymakers.",2018,29,155,17,False,Computer Science,2266550,Pedro Saleiro,2064395768.0,Benedict Kuester,2053987304.0,Abby Stevens,2064076204.0,Ari Anisfeld,117010066.0,Loren Hinkson,,,116944217.0,J. London,1791498.0,R. Ghani,,,,,,,,,,,,,,,,,,,,
9a62d26420afc77543c8f17bae1b482bcb28dc66,https://www.semanticscholar.org/paper/9a62d26420afc77543c8f17bae1b482bcb28dc66,Inference of finite automata using homing sequences,"We present new algorithms for inferring an unknown finite-state automaton from its input/output behavior <italic>in the absence of a means of resetting the machine to a start state</italic>. A key technique used is inference of a <italic>homing sequence</italic> for the unknown automaton.
Our inference procedures experiment with the unknown machine, and from time to time require a teacher to supply counterexamples to incorrect conjectures about the structure of the unknown automaton. In this setting, we describe a learning algorithm which, with probability 1-δ, outputs a correct description of the unknown machine in time polynomial in the automaton's size, the length of the longest counterexample, and log (1/<italic>δ</italic>). We present an analogous algorithm which makes use of a diversity-based representation of the finite-state system. <italic>Our algorithms are the first which are provably effective for these problems, in the absence of a “reset.”</italic>
We also present probabilistic algorithms for permutation automata which do not require a teacher to supply counterexamples. For inferring a permutation automaton of diversity <italic>D</italic>, we improve the best previous time bound by roughly a factor of <italic>D</italic><supscrpt>3</supscrpt>/log<italic>D</italic>.",1989,21,540,62,False,Computer Science,2113911099,R. Rivest,1716301.0,R. Schapire,,,,,,,Mathematics,,,,,,,,,,,,,,,,,,,,,,,,,
bdcab784aeb123bde9428e1c5f9656370b82d0cb,https://www.semanticscholar.org/paper/bdcab784aeb123bde9428e1c5f9656370b82d0cb,OIL PRICE PREDICTORS: MACHINE LEARNING APPROACH,"The paper proposes a machine-learning approach to predict oil price. Market participants can forecast prices using such factors as: US key rate, US dollar index, S and P500 index, Volatility index, US consumer price index. After analyzing the results and comparing the accuracy of the model first, we can conclude that oil prices in 2019-2022 will have a slight upward trend and will generally be stable. At the time of the fall in June 2012 the price of Brent fell to a minimum of 17 months. The reason for this was the weak demand for oil futures, which was caused by poor data on the state of the US labor market.",2019,27,60,0,True,Economics,2613255,Jaehyung An,3886903.0,A. Mikhaylov,2076654905.0,N. Moiseev,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83aebb26820db9ebf7ba0221d5b24acad1318032,https://www.semanticscholar.org/paper/83aebb26820db9ebf7ba0221d5b24acad1318032,Edge Machine Learning: Enabling Smart Internet of Things Applications,"Machine learning has traditionally been solely performed on servers and high-performance machines. However, advances in chip technology have given us miniature libraries that fit in our pockets and mobile processors have vastly increased in capability narrowing the vast gap between the simple processors embedded in such things and their more complex cousins in personal computers. Thus, with the current advancement in these devices, in terms of processing power, energy storage and memory capacity, the opportunity has arisen to extract great value in having on-device machine learning for Internet of Things (IoT) devices. Implementing machine learning inference on edge devices has huge potential and is still in its early stages. However, it is already more powerful than most realise. In this paper, a step forward has been taken to understand the feasibility of running machine learning algorithms, both training and inference, on a Raspberry Pi, an embedded version of the Android operating system designed for IoT device development. Three different algorithms: Random Forests, Support Vector Machine (SVM) and Multi-Layer Perceptron, respectively, have been tested using ten diverse data sets on the Raspberry Pi to profile their performance in terms of speed (training and inference), accuracy, and power consumption. As a result of the conducted tests, the SVM algorithm proved to be slightly faster in inference and more efficient in power consumption, but the Random Forest algorithm exhibited the highest accuracy. In addition to the performance results, we will discuss their usability scenarios and the idea of implementing more complex and taxing algorithms such as Deep Learning on these small devices in more details.",2018,37,62,2,False,Computer Science,2071719758,Mahmut Taha Yazici,46226298.0,S. Basurra,1698684.0,M. Gaber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bc26e1272340c4493ab74f9d831144ba224cab36,https://www.semanticscholar.org/paper/bc26e1272340c4493ab74f9d831144ba224cab36,Scalable Active Learning for Multiclass Image Classification,"Machine learning techniques for computer vision applications like object recognition, scene classification, etc., require a large number of training samples for satisfactory performance. Especially when classification is to be performed over many categories, providing enough training samples for each category is infeasible. This paper describes new ideas in multiclass active learning to deal with the training bottleneck, making it easier to train large multiclass image classification systems. First, we propose a new interaction modality for training which requires only yes-no type binary feedback instead of a precise category label. The modality is especially powerful in the presence of hundreds of categories. For the proposed modality, we develop a Value-of-Information (VOI) algorithm that chooses informative queries while also considering user annotation cost. Second, we propose an active selection measure that works with many categories and is extremely fast to compute. This measure is employed to perform a fast seed search before computing VOI, resulting in an algorithm that scales linearly with dataset size. Third, we use locality sensitive hashing to provide a very fast approximation to active learning, which gives sublinear time scaling, allowing application to very large datasets. The approximation provides up to two orders of magnitude speedups with little loss in accuracy. Thorough empirical evaluation of classification accuracy, noise sensitivity, imbalanced data, and computational performance on a diverse set of image datasets demonstrates the strengths of the proposed algorithms.",2012,55,121,11,True,Computer Science,1692604,Ajay J. Joshi,29905643.0,F. Porikli,1696163.0,N. Papanikolopoulos,,,,,Medicine,,,,,,,,,,,,,,,,,,,,,,,,,
a536bfd8939c43ee3e2d239a514d8847b4d3076a,https://www.semanticscholar.org/paper/a536bfd8939c43ee3e2d239a514d8847b4d3076a,Diagnosing Rotating Machines With Weakly Supervised Data Using Deep Transfer Learning,"Rotating machinery fault diagnosis problems have been well-addressed when sufficient supervised data of the tested machine are available using the latest data-driven methods. However, it is still challenging to develop effective diagnostic method with insufficient training data, which is highly demanded in real-industrial scenarios, since high-quality data are usually difficult and expensive to collect. Considering the underlying similarities of rotating machines, data mining on different but related equipments potentially benefit the diagnostic performance on the target machine. Therefore, a novel transfer learning method for diagnostics based on deep learning is proposed in this article, where the diagnostic knowledge learned from sufficient supervised data of multiple rotating machines is transferred to the target equipment with domain adversarial training. Different from the existing studies, a more generalized transfer learning problem with different label spaces of domains is investigated, and different fault severities are also considered in fault diagnostics. The experimental results on four datasets validate the effectiveness of the proposed method, and show it is feasible and promising to explore different datasets to improve diagnostic performance.",2020,38,108,5,False,Computer Science,2144439563,Xiang Li,2155469192.0,Wei Zhang,145537225.0,Q. Ding,2116327300.0,Xu Li,,,,,,,,,,,,,,,,,,,,,,,,,,,,
