paperId,url,title,abstract,year,referenceCount,citationCount,influentialCitationCount,isOpenAccess,fieldsOfStudy/0,authors/0/authorId,authors/0/name,authors/1/authorId,authors/1/name,authors/2/authorId,authors/2/name,authors/3/authorId,authors/3/name,authors/4/authorId,authors/4/name,authors/5/authorId,authors/5/name,fieldsOfStudy/1,authors/6/authorId,authors/6/name,authors/7/authorId,authors/7/name,authors/8/authorId,authors/8/name,authors/9/authorId,authors/9/name,fieldsOfStudy/2,authors/10/authorId,authors/10/name,authors/11/authorId,authors/11/name,authors/12/authorId,authors/12/name,authors/13/authorId,authors/13/name,authors/14/authorId,authors/14/name,authors/15/authorId,authors/15/name,authors/16/authorId,authors/16/name,authors/17/authorId,authors/17/name,authors/18/authorId,authors/18/name,authors/19/authorId,authors/19/name,authors/20/authorId,authors/20/name,authors/21/authorId,authors/21/name,authors/22/authorId,authors/22/name,authors/23/authorId,authors/23/name,authors/24/authorId,authors/24/name,authors/25/authorId,authors/25/name,authors/26/authorId,authors/26/name,authors/27/authorId,authors/27/name,authors/28/authorId,authors/28/name,authors/29/authorId,authors/29/name,authors/30/authorId,authors/30/name,authors/31/authorId,authors/31/name,authors/32/authorId,authors/32/name,authors/33/authorId,authors/33/name,authors/34/authorId,authors/34/name,authors/35/authorId,authors/35/name
5c04f8002e24a8c09bfbfedca3c6c346fe1e5d53,https://www.semanticscholar.org/paper/5c04f8002e24a8c09bfbfedca3c6c346fe1e5d53,An Introduction to Support Vector Machines and Other Kernel-based Learning Methods,"From the publisher: This is the first comprehensive introduction to Support Vector Machines (SVMs), a new generation learning system based on recent advances in statistical learning theory. SVMs deliver state-of-the-art performance in real-world applications such as text categorisation, hand-written character recognition, image classification, biosequences analysis, etc., and are now established as one of the standard tools for machine learning and data mining. Students will find the book both stimulating and accessible, while practitioners will be guided smoothly through the material required for a good grasp of the theory and its applications. The concepts are introduced gradually in accessible and self-contained stages, while the presentation is rigorous and thorough. Pointers to relevant literature and web sites containing software ensure that it forms an ideal starting point for further study. Equally, the book and its associated web site will guide practitioners to updated literature, new applications, and on-line software.",2000,27,13846,1176,True,Mathematics,1685083,N. Cristianini,1404459229.0,J. Shawe-Taylor,,,,,,,,,Computer Science,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cb8a1b8d87a3fef15635eb4a32173f9c6f966055,https://www.semanticscholar.org/paper/cb8a1b8d87a3fef15635eb4a32173f9c6f966055,A Survey on Deep Learning,"The field of machine learning is witnessing its golden era as deep learning slowly becomes the leader in this domain. Deep learning uses multiple layers to represent the abstractions of data to build computational models. Some key enabler deep learning algorithms such as generative adversarial networks, convolutional neural networks, and model transfers have completely changed our perception of information processing. However, there exists an aperture of understanding behind this tremendously fast-paced domain, because it was never previously represented from a multiscope perspective. The lack of core understanding renders these powerful methods as black-box machines that inhibit development at a fundamental level. Moreover, deep learning has repeatedly been perceived as a silver bullet to all stumbling blocks in machine learning, which is far from the truth. This article presents a comprehensive review of historical and recent state-of-the-art approaches in visual, audio, and text processing; social network analysis; and natural language processing, followed by the in-depth analysis on pivoting and groundbreaking advances in deep learning applications. It was also undertaken to review the issues faced in deep learning such as unsupervised learning, black-box models, and online learning and to illustrate how these challenges can be transformed into prolific future research avenues.",2018,183,410,11,False,Computer Science,1997924,Samira Pouyanfar,8062083.0,Saad Sadiq,39588413.0,Yilin Yan,2229900.0,Haiman Tian,2868174.0,Yudong Tao,39611894.0,Maria E. Presa-Reyes,,144987531.0,M. Shyu,1705664.0,Shu‐Ching Chen,153093860.0,S. S. Iyengar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b57e6468740d9320f3f14c6079168b8e21366416,https://www.semanticscholar.org/paper/b57e6468740d9320f3f14c6079168b8e21366416,The History Began from AlexNet: A Comprehensive Survey on Deep Learning Approaches,"Deep learning has demonstrated tremendous success in variety of application domains in the past few years. This new field of machine learning has been growing rapidly and applied in most of the application domains with some new modalities of applications, which helps to open new opportunity. There are different methods have been proposed on different category of learning approaches, which includes supervised, semi-supervised and un-supervised learning. The experimental results show state-of-the-art performance of deep learning over traditional machine learning approaches in the field of Image Processing, Computer Vision, Speech Recognition, Machine Translation, Art, Medical imaging, Medical information processing, Robotics and control, Bio-informatics, Natural Language Processing (NLP), Cyber security, and many more. This report presents a brief survey on development of DL approaches, including Deep Neural Network (DNN), Convolutional Neural Network (CNN), Recurrent Neural Network (RNN) including Long Short Term Memory (LSTM) and Gated Recurrent Units (GRU), Auto-Encoder (AE), Deep Belief Network (DBN), Generative Adversarial Network (GAN), and Deep Reinforcement Learning (DRL). In addition, we have included recent development of proposed advanced variant DL techniques based on the mentioned DL approaches. Furthermore, DL approaches have explored and evaluated in different application domains are also included in this survey. We have also comprised recently developed frameworks, SDKs, and benchmark datasets that are used for implementing and evaluating deep learning approaches. There are some surveys have published on Deep Learning in Neural Networks [1, 38] and a survey on RL [234]. However, those papers have not discussed the individual advanced techniques for training large scale deep learning models and the recently developed method of generative models [1].",2018,287,498,56,False,Computer Science,1932404,Md. Zahangir Alom,1799779.0,T. Taha,2498059.0,C. Yakopcic,40893684.0,Stefan Westberg,2325550.0,P. Sidike,100898809.0,M. S. Nasrin,,32977294.0,B. V. Essen,144948131.0,A. Awwal,2401900.0,V. Asari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38aff6df1accc456f6cda7d16d4b9ecf418ef21e,https://www.semanticscholar.org/paper/38aff6df1accc456f6cda7d16d4b9ecf418ef21e,Map-Reduce for Machine Learning on Multicore,"We are at the beginning of the multicore era. Computers will have increasingly many cores (processors), but there is still no good programming framework for these architectures, and thus no simple and unified way for machine learning to take advantage of the potential speed up. In this paper, we develop a broadly applicable parallel programming method, one that is easily applied to many different learning algorithms. Our work is in distinct contrast to the tradition in machine learning of designing (often ingenious) ways to speed up a single algorithm at a time. Specifically, we show that algorithms that fit the Statistical Query model [15] can be written in a certain ""summation form,"" which allows them to be easily parallelized on multicore computers. We adapt Google's map-reduce [7] paradigm to demonstrate this parallel speed up technique on a variety of learning algorithms including locally weighted linear regression (LWLR), k-means, logistic regression (LR), naive Bayes (NB), SVM, ICA, PCA, gaussian discriminant analysis (GDA), EM, and backpropagation (NN). Our experimental results show basically linear speedup with an increasing number of processors.",2006,31,1143,55,False,Computer Science,2551676,Cheng-Tao Chu,2109828167.0,Sang Kyun Kim,47904256.0,Yi-An Lin,2117163611.0,YuanYuan Yu,1720184.0,G. Bradski,34699434.0,A. Ng,,1746638.0,K. Olukotun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7e7b9f37ce280787075046727efbaf9b5a390729,https://www.semanticscholar.org/paper/7e7b9f37ce280787075046727efbaf9b5a390729,Applications of Machine Learning in Cancer Prediction and Prognosis,"Machine learning is a branch of artificial intelligence that employs a variety of statistical, probabilistic and optimization techniques that allows computers to “learn” from past examples and to detect hard-to-discern patterns from large, noisy or complex data sets. This capability is particularly well-suited to medical applications, especially those that depend on complex proteomic and genomic measurements. As a result, machine learning is frequently used in cancer diagnosis and detection. More recently machine learning has been applied to cancer prognosis and prediction. This latter approach is particularly interesting as it is part of a growing trend towards personalized, predictive medicine. In assembling this review we conducted a broad survey of the different types of machine learning methods being used, the types of data being integrated and the performance of these methods in cancer prediction and prognosis. A number of trends are noted, including a growing dependence on protein biomarkers and microarray data, a strong bias towards applications in prostate and breast cancer, and a heavy reliance on “older” technologies such artificial neural networks (ANNs) instead of more recently developed or more easily interpretable machine learning methods. A number of published studies also appear to lack an appropriate level of validation or testing. Among the better designed and validated studies it is clear that machine learning methods can be used to substantially (15–25%) improve the accuracy of predicting cancer susceptibility, recurrence and mortality. At a more fundamental level, it is also evident that machine learning is also helping to improve our basic understanding of cancer development and progression.",2006,210,902,28,True,Computer Science,34468738,Joseph A. Cruz,2066145.0,D. Wishart,,,,,,,,,Medicine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dc0c84b7c5e6521216da789f8171544709120cf0,https://www.semanticscholar.org/paper/dc0c84b7c5e6521216da789f8171544709120cf0,Opportunities and obstacles for deep learning in biology and medicine,"Deep learning, which describes a class of machine learning algorithms, has recently showed impressive results across a variety of domains. Biology and medicine are data rich, but the data are complex and often ill-understood. Problems of this nature may be particularly well-suited to deep learning techniques. We examine applications of deep learning to a variety of biomedical problems -- patient classification, fundamental biological processes, and treatment of patients -- to predict whether deep learning will transform these tasks or if the biomedical sphere poses unique challenges. We find that deep learning has yet to revolutionize or definitively resolve any of these problems, but promising advances have been made on the prior state of the art. Even when improvement over a previous baseline has been modest, we have seen signs that deep learning methods may speed or aid human investigation. More work is needed to address concerns related to interpretability and how to best model each problem. Furthermore, the limited amount of labeled data for training presents problems in some domains, as can legal and privacy constraints on work with sensitive health records. Nonetheless, we foresee deep learning powering changes at the bench and bedside with the potential to transform several areas of biology and medicine.",2017,628,1219,18,True,Biology,5926615,T. Ching,1868440.0,Daniel S. Himmelstein,1402651503.0,Brett K. Beaulieu-Jones,32985843.0,Alexandr A Kalinin,48154546.0,Brian T Do,3738725.0,Gregory P. Way,Computer Science,137381074.0,E. Ferrero,2236448.0,P. Agapow,40862218.0,M. Zietz,35290352.0,M. M. Hoffman,Medicine,1993128574.0,W. Xie,6997856.0,G. Rosen,6580840.0,Benjamin J. Lengerich,39246361.0,Johnny Israeli,3369052.0,Jack Lanchantin,8230326.0,S. Woloszynek,1721012.0,Anne E Carpenter,3407268.0,Avanti Shrikumar,1807918.0,Jinbo Xu,30469485.0,Evan M. Cofer,39291675.0,C. A. Lavender,3178417.0,Srinivas C. Turaga,35786407.0,Amr M. Alexandari,144202084.0,Zhiyong Lu,145192391.0,David J Harris,1973239.0,D. DeCaprio,121817403.0,Yanjun Qi,2844479.0,A. Kundaje,2699239.0,Yifan Peng,3116087.0,L. K. Wiley,3451383.0,Marwin H. S. Segler,2831521.0,S. Boca,7946353.0,S. Joshua Joshua Swamidass,119855034.0,Austin Huang,2041407.0,A. Gitter,2104940.0,C. Greene
4d931ea98be69882f547ec6c1b42b78c3e13c36d,https://www.semanticscholar.org/paper/4d931ea98be69882f547ec6c1b42b78c3e13c36d,Quantum circuit learning,"We propose a classical-quantum hybrid algorithm for machine learning on near-term quantum processors, which we call quantum circuit learning. A quantum circuit driven by our framework learns a given task by tuning parameters implemented on it. The iterative optimization of the parameters allows us to circumvent the high-depth circuit. Theoretical investigation shows that a quantum circuit can approximate nonlinear functions, which is further confirmed by numerical simulations. Hybridizing a low-depth quantum circuit and a classical computer for machine learning, the proposed framework paves the way toward applications of near-term quantum devices for quantum machine learning.",2018,43,563,39,True,Computer Science,89418147,K. Mitarai,31729454.0,M. Negoro,2460970.0,M. Kitagawa,144950743.0,K. Fujii,,,,,Physics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293987e14d64dc768a432115c93171ab8653e3bb,https://www.semanticscholar.org/paper/293987e14d64dc768a432115c93171ab8653e3bb,Machine Learning in Medical Imaging,"This article will discuss very different ways of using machine learning that may be less familiar, and we will demonstrate through examples the role of these concepts in medical imaging. Although the term machine learning is relatively recent, the ideas of machine learning have been applied to medical imaging for decades, perhaps most notably in the areas of computer-aided diagnosis (CAD) and functional brain mapping. We will not attempt in this brief article to survey the rich literature of this field. Instead our goals will be 1) to acquaint the reader with some modern techniques that are now staples of the machine-learning field and 2) to illustrate how these techniques can be employed in various ways in medical imaging.",2010,51,213,3,True,Computer Science,3067670,M. Wernick,46286398.0,Yongyi Yang,2489609.0,J. Brankov,3182604.0,G. Yourganov,2790050.0,S. Strother,,,Medicine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60f43e763b370af0028317d7f6d94885cdfe390a,https://www.semanticscholar.org/paper/60f43e763b370af0028317d7f6d94885cdfe390a,Federated Learning,"How is it possible to allow multiple data owners to collaboratively train and use a shared prediction model while keeping all the local training data private? Traditional machine learning approaches need to combine all data at one location, typically a data center, which may very well violate the laws on user privacy and data confidentiality. Today, many parts of the world demand that technology companies treat user data carefully according to user-privacy laws. The European Union’s General Data Protection Regulation (GDPR) is a prime example. In this book, we describe how federated machine learning addresses this problem with novel solutions combining distributed machine learning, cryptography and security, and incentive mechanism design based on economic principles and game theory. We explain different types of privacypreserving machine learning solutions and their technological backgrounds, and highlight some representative practical use cases.We show how federated learning can become the foundation of next-generation machine learning that caters to technological and societal needs for responsible AI development and application.",2019,172,270,13,False,Computer Science,153096457,Qiang Yang,1614034792.0,Yang Liu,2157394918.0,Yong Cheng,1505828520.0,Yan Kang,11573257.0,Tianjian Chen,2110984588.0,Han Yu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
da5c65b0ac8b525c3d3d4889bf44d8a48d254a07,https://www.semanticscholar.org/paper/da5c65b0ac8b525c3d3d4889bf44d8a48d254a07,Deep Bayesian Active Learning with Image Data,"Even though active learning forms an important pillar of machine learning, deep learning tools are not prevalent within it. Deep learning poses several difficulties when used in an active learning setting. First, active learning (AL) methods generally rely on being able to learn and update models from small amounts of data. Recent advances in deep learning, on the other hand, are notorious for their dependence on large amounts of data. Second, many AL acquisition functions rely on model uncertainty, yet deep learning methods rarely represent such model uncertainty. In this paper we combine recent advances in Bayesian deep learning into the active learning framework in a practical way. We develop an active learning framework for high dimensional data, a task which has been extremely challenging so far, with very sparse existing literature. Taking advantage of specialised models such as Bayesian convolutional neural networks, we demonstrate our active learning techniques with image data, obtaining a significant improvement on existing active learning approaches. We demonstrate this on both the MNIST dataset, as well as for skin cancer diagnosis from lesion images (ISIC2016 task).",2017,42,1014,166,False,Computer Science,2681954,Y. Gal,18014232.0,Riashat Islam,1744700.0,Zoubin Ghahramani,,,,,,,Mathematics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
