paperId,url,title,abstract,year,referenceCount,citationCount,influentialCitationCount,isOpenAccess,fieldsOfStudy/0,fieldsOfStudy/1,authors/0/authorId,authors/0/name,authors/1/authorId,authors/1/name,authors/2/authorId,authors/2/name,authors/3/authorId,authors/3/name,authors/4/authorId,authors/4/name,fieldsOfStudy/2,fieldsOfStudy/3,authors/5/authorId,authors/5/name,authors/6/authorId,authors/6/name,authors/7/authorId,authors/7/name,authors/8/authorId,authors/8/name,authors/9/authorId,authors/9/name,authors/10/authorId,authors/10/name,authors/11/authorId,authors/11/name,authors/12/authorId,authors/12/name,authors/13/authorId,authors/13/name,authors/14/authorId,authors/14/name,authors/15/authorId,authors/15/name,authors/16/authorId,authors/16/name,authors/17/authorId,authors/17/name,authors/18/authorId,authors/18/name,authors/19/authorId,authors/19/name,authors/20/authorId,authors/20/name,authors/21/authorId,authors/21/name,authors/22/authorId,authors/22/name
998e78d2d7bccee1e8665e0aca991ab1cef7bc31,https://www.semanticscholar.org/paper/998e78d2d7bccee1e8665e0aca991ab1cef7bc31,Quantum Machine Learning in Chemical Compound Space,"Rather than numerically solving the computationally demanding equations of quantum or statistical mechanics, machine learning methods can infer approximate solutions, interpolating previously acquired property data sets of molecules and materials. The case is made for quantum machine learning: An inductive molecular modeling approach which can be applied to quantum chemistry problems.",2018,397,109,1,False,Computer Science,,11615881,O. A. V. Lilienfeld,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bfbd10ebffc9494423770a5bd30ebd0f9cbce66d,https://www.semanticscholar.org/paper/bfbd10ebffc9494423770a5bd30ebd0f9cbce66d,Device Placement Optimization with Reinforcement Learning,"The past few years have witnessed a growth in size and computational requirements for training and inference with neural networks. Currently, a common approach to address these requirements is to use a heterogeneous distributed environment with a mixture of hardware devices such as CPUs and GPUs. Importantly, the decision of placing parts of the neural models on devices is often made by human experts based on simple heuristics and intuitions. In this paper, we propose a method which learns to optimize device placement for TensorFlow computational graphs. Key to our method is the use of a sequence-to-sequence model to predict which subsets of operations in a TensorFlow graph should run on which of the available devices. The execution time of the predicted placements is then used as the reward signal to optimize the parameters of the sequence-to-sequence model. Our main result is that on Inception-V3 for ImageNet classification, and on RNN LSTM, for language modeling and neural machine translation, our model finds non-trivial device placements that outperform hand-crafted heuristics and traditional algorithmic methods.",2017,49,339,36,False,Computer Science,,1861312,Azalia Mirhoseini,143950636.0,Hieu Pham,2827616.0,Quoc V. Le,32163737.0,Benoit Steiner,47223513.0,Rasmus Larsen,,,2116451595.0,Yuefeng Zhou,2116960562.0,Naveen Kumar,144739074.0,Mohammad Norouzi,1751569.0,Samy Bengio,48448318.0,J. Dean,,,,,,,,,,,,,,,,,,,,,,,,,,
1e13454c3388ccc2ae44ff307979256b09bed1bf,https://www.semanticscholar.org/paper/1e13454c3388ccc2ae44ff307979256b09bed1bf,On the Linear Speedup Analysis of Communication Efficient Momentum SGD for Distributed Non-Convex Optimization,"Recent developments on large-scale distributed machine learning applications, e.g., deep neural networks, benefit enormously from the advances in distributed non-convex optimization techniques, e.g., distributed Stochastic Gradient Descent (SGD). A series of recent works study the linear speedup property of distributed SGD variants with reduced communication. The linear speedup property enable us to scale out the computing capability by adding more computing nodes into our system. The reduced communication complexity is desirable since communication overhead is often the performance bottleneck in distributed systems. Recently, momentum methods are more and more widely adopted in training machine learning models and can often converge faster and generalize better. For example, many practitioners use distributed SGD with momentum to train deep neural networks with big data. However, it remains unclear whether any distributed momentum SGD possesses the same linear speedup property as distributed SGD and has reduced communication complexity. This paper fills the gap by considering a distributed communication efficient momentum SGD method and proving its linear speedup property.",2019,43,222,41,False,Computer Science,Mathematics,38713459,Hao Yu,144723884.0,Rong Jin,2140181029.0,Sen Yang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35c2814858423862353e100c6e7979c58187fdcf,https://www.semanticscholar.org/paper/35c2814858423862353e100c6e7979c58187fdcf,High-Throughput Machine-Learning-Driven Synthesis of Full-Heusler Compounds,"A machine-learning model has been trained to discover Heusler compounds, which are intermetallics exhibiting diverse physical properties attractive for applications in thermoelectric and spintronic materials. Improving these properties requires knowledge of crystal structures, which occur in three subtle variations (Heusler, inverse Heusler, and CsCl-type structures) that are difficult, and at times impossible, to distinguish by diffraction techniques. Compared to alternative approaches, this Heusler discovery engine performs exceptionally well, making fast and reliable predictions of the occurrence of Heusler vs non-Heusler compounds for an arbitrary combination of elements with no structural input on over 400 000 candidates. The model has a true positive rate of 0.94 (and false positive rate of 0.01). It is also valuable for data sanitizing, by flagging questionable entries in crystallographic databases. It was applied to screen candidates with the formula AB2C and predict the existence of 12 novel gall...",2016,39,218,4,True,Materials Science,,15739628,A. Oliynyk,4995443.0,Erin Antono,15227654.0,Taylor D. Sparks,13336968.0,Leila Ghadbeigi,10019044.0,M. Gaultois,,,8839934.0,B. Meredig,34052585.0,A. Mar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c636a2dd242908fe2e598a1077c0c57bfdea8633,https://www.semanticscholar.org/paper/c636a2dd242908fe2e598a1077c0c57bfdea8633,ReasoNet: Learning to Stop Reading in Machine Comprehension,"Teaching a computer to read and answer general questions pertaining to a document is a challenging yet unsolved problem. In this paper, we describe a novel neural network architecture called the Reasoning Network (ReasoNet) for machine comprehension tasks. ReasoNets make use of multiple turns to effectively exploit and then reason over the relation among queries, documents, and answers. Different from previous approaches using a fixed number of turns during inference, ReasoNets introduce a termination state to relax this constraint on the reasoning depth. With the use of reinforcement learning, ReasoNets can dynamically determine whether to continue the comprehension process after digesting intermediate results, or to terminate reading when it concludes that existing information is adequate to produce an answer. ReasoNets achieve superior performance in machine comprehension datasets, including unstructured CNN and Daily Mail datasets, the Stanford SQuAD dataset, and a structured Graph Reachability dataset.",2016,38,295,24,True,Computer Science,,1752875,Yelong Shen,2421691.0,Po-Sen Huang,1800422.0,Jianfeng Gao,2109136147.0,Weizhu Chen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cef4d6ec6505d3d3dcbc9365802947dda107dba2,https://www.semanticscholar.org/paper/cef4d6ec6505d3d3dcbc9365802947dda107dba2,Top-down induction of decision trees classifiers - a survey,"Decision trees are considered to be one of the most popular approaches for representing classifiers. Researchers from various disciplines such as statistics, machine learning, pattern recognition, and data mining considered the issue of growing a decision tree from available data. This paper presents an updated survey of current methods for constructing decision tree classifiers in a top-down manner. The paper suggests a unified algorithmic framework for presenting these algorithms and describes the various splitting criteria and pruning methodologies.",2005,89,727,32,True,Computer Science,,1732091,L. Rokach,1770487.0,O. Maimon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f0b9b5d6f79d62305f47ef560512bf53d17e38e2,https://www.semanticscholar.org/paper/f0b9b5d6f79d62305f47ef560512bf53d17e38e2,Kernel Mean Embedding of Distributions: A Review and Beyonds,"A Hilbert space embedding of a distribution---in short, a kernel mean embedding---has recently emerged as a powerful tool for machine learning and inference. The basic idea behind this framework is to map distributions into a reproducing kernel Hilbert space (RKHS) in which the whole arsenal of kernel methods can be extended to probability measures. It can be viewed as a generalization of the original ""feature map"" common to support vector machines (SVMs) and other kernel methods. While initially closely associated with the latter, it has meanwhile found application in fields ranging from kernel machines and probabilistic modeling to statistical inference, causal discovery, and deep learning. The goal of this survey is to give a comprehensive review of existing work and recent advances in this research area, and to discuss the most challenging issues and open problems that could lead to new research directions. The survey begins with a brief introduction to the RKHS and positive definite kernels which forms the backbone of this survey, followed by a thorough discussion of the Hilbert space embedding of marginal distributions, theoretical guarantees, and a review of its applications. The embedding of distributions enables us to apply RKHS methods to probability measures which prompts a wide range of applications such as kernel two-sample testing, independent testing, and learning on distributional data. Next, we discuss the Hilbert space embedding for conditional distributions, give theoretical insights, and review some applications. The conditional mean embedding enables us to perform sum, product, and Bayes' rules---which are ubiquitous in graphical model, probabilistic inference, and reinforcement learning---in a non-parametric way. We then discuss relationships between this framework and other related areas. Lastly, we give some suggestions on future research directions.",2016,309,451,48,True,Computer Science,Mathematics,2276351,Krikamol Muandet,1693668.0,K. Fukumizu,3313411.0,Bharath K. Sriperumbudur,1707625.0,B. Schölkopf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441fbfdcc77187c9f9c41166b5fd42de04de1427,https://www.semanticscholar.org/paper/441fbfdcc77187c9f9c41166b5fd42de04de1427,Deep learning in remote sensing: a review,"Standing at the paradigm shift towards data-intensive science, machine learning techniques are becoming increasingly important. In particular, as a major breakthrough in the field, deep learning has proven as an extremely powerful tool in many fields. Shall we embrace deep learning as the key to all? Or, should we resist a 'black-box' solution? There are controversial opinions in the remote sensing community. In this article, we analyze the challenges of using deep learning for remote sensing data analysis, review the recent advances, and provide resources to make deep learning in remote sensing ridiculously simple to start with. More importantly, we advocate remote sensing scientists to bring their expertise into deep learning, and use it as an implicit general model to tackle unprecedented large-scale influential challenges, such as climate change and urbanization.",2017,200,394,5,True,Computer Science,Engineering,46875441,Xiaoxiang Zhu,2977931.0,D. Tuia,35041003.0,Lichao Mou,39943835.0,Gui-Song Xia,9802604.0,Liang-pei Zhang,,,2152480620.0,Feng Xu,2033171.0,F. Fraundorfer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b20e117d5d05cba6dd070fe50afbb8a71d9a4618,https://www.semanticscholar.org/paper/b20e117d5d05cba6dd070fe50afbb8a71d9a4618,Deep learning for neuroimaging: a validation study,"Deep learning methods have recently made notable advances in the tasks of classification and representation learning. These tasks are important for brain imaging and neuroscience discovery, making the methods attractive for porting to a neuroimager's toolbox. Success of these methods is, in part, explained by the flexibility of deep learning models. However, this flexibility makes the process of porting to new areas a difficult parameter optimization problem. In this work we demonstrate our results (and feasible parameter ranges) in application of deep learning methods to structural and functional brain imaging data. These methods include deep belief networks and their building block the restricted Boltzmann machine. We also describe a novel constraint-based approach to visualizing high dimensional data. We use it to analyze the effect of parameter choices on data transformations. Our results show that deep learning methods are able to learn physiologically important representations and detect latent relations in neuroimaging data.",2013,48,497,13,True,Computer Science,Mathematics,2122479,S. Plis,40482726.0,R. Devon Hjelm,145124475.0,R. Salakhutdinov,144048760.0,V. Calhoun,,,Medicine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176f1d608b918eec8dc4b75e7b6e0acaba84a447,https://www.semanticscholar.org/paper/176f1d608b918eec8dc4b75e7b6e0acaba84a447,Adversarial Learning for Neural Dialogue Generation,"We apply adversarial training to open-domain dialogue generation, training a system to produce sequences that are indistinguishable from human-generated dialogue utterances. We cast the task as a reinforcement learning problem where we jointly train two systems: a generative model to produce response sequences, and a discriminator—analagous to the human evaluator in the Turing test— to distinguish between the human-generated dialogues and the machine-generated ones. In this generative adversarial network approach, the outputs from the discriminator are used to encourage the system towards more human-like dialogue. Further, we investigate models for adversarial evaluation that uses success in fooling an adversary as a dialogue evaluation metric, while avoiding a number of potential pitfalls. Experimental results on several metrics, including adversarial evaluation, demonstrate that the adversarially-trained system generates higher-quality responses than previous baselines",2017,52,791,112,True,Computer Science,,49298465,Jiwei Li,145768639.0,Will Monroe,10238549.0,Tianlin Shi,152857609.0,Sébastien Jean,1863425.0,Alan Ritter,,,1746807.0,Dan Jurafsky,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
737a59b9f7f45885bbae959ca6f254170bd2ade3,https://www.semanticscholar.org/paper/737a59b9f7f45885bbae959ca6f254170bd2ade3,Quantitative Phase Imaging and Artificial Intelligence: A Review,"Recent advances in quantitative phase imaging (QPI) and artificial intelligence (AI) have opened up the possibility of an exciting frontier. The fast and label-free nature of QPI enables the rapid generation of large-scale and uniform-quality imaging data in two, three, and four dimensions. Subsequently, the AI-assisted interrogation of QPI data using data-driven machine learning techniques results in a variety of biomedical applications. Also, machine learning enhances QPI itself. Herein, we review the synergy between QPI and machine learning with a particular focus on deep learning. Furthermore, we provide practical guidelines and perspectives for further development.",2018,211,118,2,True,Computer Science,Physics,144344831,YoungJu Jo,2453689.0,Hyungjoon Cho,2152576625.0,Sang Yun Lee,27696356.0,Gunho Choi,145289485.0,Geon Kim,,,153842738.0,Hyun-Seok Min,3220236.0,Yongkeun Park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
af3f67b6639a50fd094e1467a2f3b6b8fef7c7c2,https://www.semanticscholar.org/paper/af3f67b6639a50fd094e1467a2f3b6b8fef7c7c2,Transformers: State-of-the-Art Natural Language Processing,"Recent progress in natural language processing has been driven by advances in both model architecture and model pretraining. Transformer architectures have facilitated building higher-capacity models and pretraining has made it possible to effectively utilize this capacity for a wide variety of tasks. Transformers is an open-source library with the goal of opening up these advances to the wider machine learning community. The library consists of carefully engineered state-of-the art Transformer architectures under a unified API. Backing this library is a curated collection of pretrained models made by and available for the community. Transformers is designed to be extensible by researchers, simple for practitioners, and fast and robust in industrial deployments. The library is available at https://github.com/huggingface/transformers.",2019,42,3391,131,True,Computer Science,,50335211,Thomas Wolf,1380459402.0,Lysandre Debut,51918868.0,Victor Sanh,40811585.0,Julien Chaumond,40899333.0,Clement Delangue,,,1382164294.0,Anthony Moi,1382164165.0,Pierric Cistac,1382164170.0,T. Rault,2185329.0,Rémi Louf,97662964.0,Morgan Funtowicz,1383218348.0,Jamie Brew,,,,,,,,,,,,,,,,,,,,,,,,
