paperId,url,title,abstract,year,referenceCount,citationCount,influentialCitationCount,isOpenAccess,fieldsOfStudy/0,fieldsOfStudy/1,authors/0/authorId,authors/0/name,authors/1/authorId,authors/1/name,authors/2/authorId,authors/2/name,authors/3/authorId,authors/3/name,authors/4/authorId,authors/4/name,fieldsOfStudy/2,fieldsOfStudy/3,authors/5/authorId,authors/5/name,authors/6/authorId,authors/6/name,authors/7/authorId,authors/7/name,authors/8/authorId,authors/8/name,authors/9/authorId,authors/9/name,authors/10/authorId,authors/10/name,authors/11/authorId,authors/11/name,authors/12/authorId,authors/12/name,authors/13/authorId,authors/13/name,authors/14/authorId,authors/14/name,authors/15/authorId,authors/15/name,authors/16/authorId,authors/16/name,authors/17/authorId,authors/17/name,authors/18/authorId,authors/18/name,authors/19/authorId,authors/19/name,authors/20/authorId,authors/20/name,authors/21/authorId,authors/21/name
d837267b364b4dc97bb35facda235a19be5ed374,https://www.semanticscholar.org/paper/d837267b364b4dc97bb35facda235a19be5ed374,Machine Learning in Non-Stationary Environments - Introduction to Covariate Shift Adaptation,"As the power of computing has grown over the past few decades, the field of machine learning has advanced rapidly in both theory and practice. Machine learning methods are usually based on the assumption that the data generation mechanism does not change over time. Yet real-world applications of machine learning, including image recognition, natural language processing, speech recognition, robot control, and bioinformatics, often violate this common assumption. Dealing with non-stationarity is one of modern machine learning's greatest challenges. This book focuses on a specific non-stationary environment known as covariate shift, in which the distributions of inputs (queries) change but the conditional distribution of outputs (answers) is unchanged, and presents machine learning theory, algorithms, and applications to overcome this variety of non-stationarity. After reviewing the state-of-the-art research in the field, the authors discuss topics that include learning under covariate shift, model selection, importance estimation, and active learning. They describe such real world applications of covariate shift adaption as brain-computer interface, speaker identification, and age prediction from facial images. With this book, they aim to encourage future research in machine learning, statistics, and engineering that strives to create truly autonomous learning machines able to learn under non-stationarity.",2012,0,325,22,False,Computer Science,,67154907,Masashi Sugiyama,1716788.0,M. Kawanabe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7ea08581dff3d8ac301b80e693ebe0e6d247f2f5,https://www.semanticscholar.org/paper/7ea08581dff3d8ac301b80e693ebe0e6d247f2f5,The master algorithm: how the quest for the ultimate learning machine will remake our world,"Nowadays, “machine learning” is present in several aspects of the current world, internet advisors, advertisements and “smart” devices that seem to know what we need in a given moment. These are some examples of the problems solved by machine learning. This book presents the past, the present and the future of the different types of machine learning algorithms. At the beginning of the book, the author takes us to the first years of the computing science, where a programmer had to do absolutely everything by himself to make an algorithm do a certain task. As time passes, there appeared the first algorithms that were capable of programming themselves learning from the available data. The author presents what he himself calls the five “tribes” of machine learning, the essence that defends each one and the kind of problems that are able to solve without problems. With a great amount of simple examples, the author depicts which advantages and disadvantages of the “master” algorithms of each “tribes” are, saying that the problem that a tribe solves perfectly well, another one cannot do it, and the other way about. The author suggests to get the best out of each “tribe” and make a unique learning algorithm able to learn without caring about the problem: the master algorithm.",2015,8,324,34,False,Computer Science,,31294642,W. Hasperué,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6c10262a5d4230c7c85fbe528b8bbd9444116bca,https://www.semanticscholar.org/paper/6c10262a5d4230c7c85fbe528b8bbd9444116bca,Finding Density Functionals with Machine Learning,"Machine learning is used to approximate density functionals. For the model problem of the kinetic energy of noninteracting fermions in 1D, mean absolute errors below 1 kcal/mol on test densities similar to the training set are reached with fewer than 100 training densities. A predictor identifies if a test density is within the interpolation region. Via principal component analysis, a projected functional derivative finds highly accurate self-consistent densities. The challenges for application of our method to real electronic structure problems are discussed.",2011,42,396,3,True,Physics,Computer Science,27796226,John C. Snyder,48041657.0,M. Rupp,39960184.0,K. Hansen,145034054.0,K. Müller,2544144.0,K. Burke,Mathematics,Medicine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28d82be56e54df4b28a17908de17480d699e1409,https://www.semanticscholar.org/paper/28d82be56e54df4b28a17908de17480d699e1409,A Machine Learning Approach to Android Malware Detection,"With the recent emergence of mobile platforms capable of executing increasingly complex software and the rising ubiquity of using mobile platforms in sensitive applications such as banking, there is a rising danger associated with malware targeted at mobile devices. The problem of detecting such malware presents unique challenges due to the limited resources avalible and limited privileges granted to the user, but also presents unique opportunity in the required metadata attached to each application. In this article, we present a machine learning-based system for the detection of malware on Android devices. Our system extracts a number of features and trains a One-Class Support Vector Machine in an offline (off-device) manner, in order to leverage the higher computing power of a server or cluster of servers.",2012,44,320,22,False,Computer Science,,2200163,Justin Sahs,145155297.0,L. Khan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9e7e1d962ab25ae00e6fb5713116967e9b64be50,https://www.semanticscholar.org/paper/9e7e1d962ab25ae00e6fb5713116967e9b64be50,IEEE Transactions on Pattern Analysis and Machine Intelligence,"Nonparametric kernel methods are widely used and proven to be successful in many statistical learning problems. Well-known examples include the kernel density estimate (KDE) for density estimation and the support vector machine (SVM) for classification. We propose a kernel classifier that optimizes the L2 or integrated squared error (ISE) of a “difference of densities”. We focus on the Gaussian kernel, although the method applies to other kernels suitable for density estimation. Like a support vector machine (SVM), the classifier is sparse and results from solving a quadratic program. We provide statistical performance guarantees for the proposed L2 kernel classifier in the form of a finite sample oracle inequality, and strong consistency in the sense of both ISE and probability of error. A special case of our analysis applies to a previously introduced ISE-based method for kernel density estimation. For dimensionality greater than 15, the basic L2 kernel classifier performs poorly in practice. Thus, we extend the method through the introduction of a natural regularization parameter, which allows it to remain competitive with the SVM in high dimensions. Simulation results for both synthetic and real-world data are presented.",2022,31,788,74,False,,,2061918,JooSeuk Kim,40531965.0,C. Scott,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8729441d734782c3ed532a7d2d9611b438c0a09a,https://www.semanticscholar.org/paper/8729441d734782c3ed532a7d2d9611b438c0a09a,ADADELTA: An Adaptive Learning Rate Method,"We present a novel per-dimension learning rate method for gradient descent called ADADELTA. The method dynamically adapts over time using only first order information and has minimal computational overhead beyond vanilla stochastic gradient descent. The method requires no manual tuning of a learning rate and appears robust to noisy gradient information, different model architecture choices, various data modalities and selection of hyperparameters. We show promising results compared to other methods on the MNIST digit classification task using a single machine and on a large scale voice dataset in a distributed cluster environment.",2012,8,5762,870,False,Computer Science,,48799969,Matthew D. Zeiler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d37fc9e9c4fedc32865b08661e7fb950df1f8fbe,https://www.semanticscholar.org/paper/d37fc9e9c4fedc32865b08661e7fb950df1f8fbe,Kernel methods in machine learning,"We review machine learning methods employing positive definite kernels. These methods formulate learning and estimation problems in a reproducing kernel Hilbert space (RKHS) of functions defined on the data domain, expanded in terms of a kernel. Working in linear spaces of function has the benefit of facilitating the construction and analysis of learning algorithms while at the same time allowing large classes of functions. The latter include nonlinear functions as well as functions defined on nonvectorial data. We cover a wide range of methods, ranging from binary classifiers to sophisticated methods for estimation with structured data.",2007,164,1292,56,False,Mathematics,,143936663,Thomas Hofmann,1707625.0,B. Schölkopf,46234526.0,Alex Smola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7fe7e80bf59a112386211b38ef2ea0b71ae76345,https://www.semanticscholar.org/paper/7fe7e80bf59a112386211b38ef2ea0b71ae76345,Machine Learning that Matters,"Much of current machine learning (ML) research has lost its connection to problems of import to the larger world of science and society. From this perspective, there exist glaring limitations in the data sets we investigate, the metrics we employ for evaluation, and the degree to which results are communicated back to their originating domains. What changes are needed to how we conduct research to increase the impact that ML has? We present six Impact Challenges to explicitly focus the field's energy and attention, and we discuss existing obstacles that must be addressed. We aim to inspire ongoing discussion and focus on ML that matters.",2012,20,243,22,False,Computer Science,Mathematics,6541629,K. Wagstaff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ce0b8b6fca7dc089548cc2e9aaac3bae82bb19da,https://www.semanticscholar.org/paper/ce0b8b6fca7dc089548cc2e9aaac3bae82bb19da,Making machine learning models interpretable,"Data of different levels of complexity and of ever growing diversity of characteristics are the raw materials that machine learning practitioners try to model using their wide palette of methods and tools. The obtained models are meant to be a synthetic representation of the available, observed data that captures some of their intrinsic regularities or patterns. Therefore, the use of machine learning techniques for data analysis can be understood as a problem of pattern recognition or, more informally, of knowledge discovery and data mining. There exists a gap, though, between data modeling and knowledge extraction. Models, de- pending on the machine learning techniques employed, can be described in diverse ways but, in order to consider that some knowledge has been achieved from their description, we must take into account the human cog- nitive factor that any knowledge extraction process entails. These models as such can be rendered powerless unless they can be interpreted ,a nd the process of human interpretation follows rules that go well beyond techni- cal prowess. For this reason, interpretability is a paramount quality that machine learning methods should aim to achieve if they are to be applied in practice. This paper is a brief introduction to the special session on interpretable models in machine learning, organized as part of the 20 th European Symposium on Artificial Neural Networks, Computational In- telligence and Machine Learning. It includes a discussion on the several works accepted for the session, with an overview of the context of wider research on interpretability of machine learning models.",2012,46,284,6,False,Computer Science,,1723612,A. Vellido,84306443.0,J. Martín-Guerrero,145408620.0,P. Lisboa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3c8bf504ddc7db1829466b6e9da5251025dd48f1,https://www.semanticscholar.org/paper/3c8bf504ddc7db1829466b6e9da5251025dd48f1,Automatic analysis of malware behavior using machine learning,"Malicious software - so called malware - poses a major threat to the security of computer systems. The amount and diversity of its variants render classic security defenses ineffective, such that millions of hosts in the Internet are infected with malware in the form of computer viruses, Internet worms and Trojan horses. While obfuscation and polymorphism employed by malware largely impede detection at file level, the dynamic analysis of malware binaries during run-time provides an instrument for characterizing and defending against the threat of malicious software. 
 
In this article, we propose a framework for the automatic analysis of malware behavior using machine learning. The framework allows for automatically identifying novel classes of malware with similar behavior (clustering) and assigning unknown malware to these discovered classes (classification). Based on both, clustering and classification, we propose an incremental approach for behavior-based analysis, capable of processing the behavior of thousands of malware binaries on a daily basis. The incremental analysis significantly reduces the run-time overhead of current analysis methods, while providing accurate discovery and discrimination of novel malware variants.",2011,68,663,60,True,Computer Science,,144825749,K. Rieck,2032673.0,Philipp Trinius,2043274.0,Carsten Willems,144227650.0,Thorsten Holz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02227c94dd41fe0b439e050d377b0beb5d427cda,https://www.semanticscholar.org/paper/02227c94dd41fe0b439e050d377b0beb5d427cda,Reading Digits in Natural Images with Unsupervised Feature Learning,"Detecting and reading text from natural images is a hard computer vision task that is central to a variety of emerging applications. Related problems like document character recognition have been widely studied by computer vision and machine learning researchers and are virtually solved for practical applications like reading handwritten digits. Reliably recognizing characters in more complex scenes like photographs, however, is far more difficult: the best existing methods lag well behind human performance on the same tasks. In this paper we attack the problem of recognizing digits in a real application using unsupervised feature learning methods: reading house numbers from street level photos. To this end, we introduce a new benchmark dataset for research use containing over 600,000 labeled digits cropped from Street View images. We then demonstrate the difficulty of recognizing these digits when the problem is approached with hand-designed features. Finally, we employ variants of two recently proposed unsupervised feature learning methods and find that they are convincingly superior on our benchmarks.",2011,28,4413,1673,False,Computer Science,,34180232,Yuval Netzer,2156632012.0,Tao Wang,144638694.0,Adam Coates,1726358.0,A. Bissacco,144397975.0,Bo Wu,,,34699434.0,A. Ng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58209c6db7b321ea7c75395b23ddb5100cd9bf81,https://www.semanticscholar.org/paper/58209c6db7b321ea7c75395b23ddb5100cd9bf81,Machine Learning for the New York City Power Grid,"Power companies can benefit from the use of knowledge discovery methods and statistical machine learning for preventive maintenance. We introduce a general process for transforming historical electrical grid data into models that aim to predict the risk of failures for components and systems. These models can be used directly by power companies to assist with prioritization of maintenance and repair work. Specialized versions of this process are used to produce (1) feeder failure rankings, (2) cable, joint, terminator, and transformer rankings, (3) feeder Mean Time Between Failure (MTBF) estimates, and (4) manhole events vulnerability rankings. The process in its most general form can handle diverse, noisy, sources that are historical (static), semi-real-time, or real-time, incorporates state-of-the-art machine learning algorithms for prioritization (supervised ranking or MTBF), and includes an evaluation of results via cross-validation and blind test. Above and beyond the ranked lists and MTBF estimates are business management interfaces that allow the prediction capability to be integrated directly into corporate planning and decision support; such interfaces rely on several important properties of our general modeling approach: that machine learning features are meaningful to domain experts, that the processing of data is transparent, and that prediction results are accurate enough to support sound decision making. We discuss the challenges in working with historical electrical grid data that were not designed for predictive purposes. The “rawness” of these data contrasts with the accuracy of the statistical models that can be obtained from the process; these models are sufficiently accurate to assist in maintaining New York City's electrical grid.",2012,58,220,7,True,Computer Science,Medicine,48395540,C. Rudin,1788375.0,D. Waltz,50035867.0,Roger N. Anderson,21545954.0,A. Boulanger,1403192347.0,Ansaf Salleb-Aouissi,,,32350828.0,M. Chow,1720958.0,Haimonti Dutta,152889617.0,Philip Gross,40486307.0,Bert Huang,1779637.0,Steve Ierome,,,,,,,,,,,,,,,,,,,,,,,,
f04df4e20a18358ea2f689b4c129781628ef7fc1,https://www.semanticscholar.org/paper/f04df4e20a18358ea2f689b4c129781628ef7fc1,A large annotated corpus for learning natural language inference,"Understanding entailment and contradiction is fundamental to understanding natural language, and inference about entailment and contradiction is a valuable testing ground for the development of semantic representations. However, machine learning research in this area has been dramatically limited by the lack of large-scale resources. To address this, we introduce the Stanford Natural Language Inference corpus, a new, freely available collection of labeled sentence pairs, written by humans doing a novel grounded task based on image captioning. At 570K pairs, it is two orders of magnitude larger than all other resources of its type. This increase in scale allows lexicalized classifiers to outperform some sophisticated existing entailment models, and it allows a neural network-based model to perform competitively on natural language inference benchmarks for the first time.",2015,37,2847,764,True,Computer Science,,3644767,Samuel R. Bowman,32301760.0,Gabor Angeli,144922861.0,Christopher Potts,144783904.0,Christopher D. Manning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e9a986c8ff6c2f381d026fe014f6aaa865f34da7,https://www.semanticscholar.org/paper/e9a986c8ff6c2f381d026fe014f6aaa865f34da7,Deep Learning with Differential Privacy,"Machine learning techniques based on neural networks are achieving remarkable results in a wide variety of domains. Often, the training of models requires large, representative datasets, which may be crowdsourced and contain sensitive information. The models should not expose private information in these datasets. Addressing this goal, we develop new algorithmic techniques for learning and a refined analysis of privacy costs within the framework of differential privacy. Our implementation and experiments demonstrate that we can train deep neural networks with non-convex objectives, under a modest privacy budget, and at a manageable cost in software complexity, training efficiency, and model quality.",2016,60,3070,717,True,Computer Science,Mathematics,2057642721,Martín Abadi,1396184193.0,Andy Chu,153440022.0,Ian J. Goodfellow,145057514.0,H. B. McMahan,145591745.0,Ilya Mironov,,,35210462.0,Kunal Talwar,2152832173.0,Li Zhang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
