paperId,url,title,abstract,year,referenceCount,citationCount,influentialCitationCount,isOpenAccess,fieldsOfStudy/0,authors/0/authorId,authors/0/name,authors/1/authorId,authors/1/name,authors/2/authorId,authors/2/name,authors/3/authorId,authors/3/name,fieldsOfStudy/1,authors/4/authorId,authors/4/name,authors/5/authorId,authors/5/name,authors/6/authorId,authors/6/name,authors/7/authorId,authors/7/name,authors/8/authorId,authors/8/name,fieldsOfStudy/2,authors/9/authorId,authors/9/name,authors/10/authorId,authors/10/name,authors/11/authorId,authors/11/name,authors/12/authorId,authors/12/name,authors/13/authorId,authors/13/name,authors/14/authorId,authors/14/name,authors/15/authorId,authors/15/name,authors/16/authorId,authors/16/name,authors/17/authorId,authors/17/name,authors/18/authorId,authors/18/name,authors/19/authorId,authors/19/name,authors/20/authorId,authors/20/name,authors/21/authorId,authors/21/name,authors/22/authorId,authors/22/name,authors/23/authorId,authors/23/name,authors/24/authorId,authors/24/name,authors/25/authorId,authors/25/name,authors/26/authorId,authors/26/name,fieldsOfStudy/3
361c7858fa8f55928dc6358bc25d18fe3316d735,https://www.semanticscholar.org/paper/361c7858fa8f55928dc6358bc25d18fe3316d735,"Imperceptible, Robust, and Targeted Adversarial Examples for Automatic Speech Recognition","Adversarial examples are inputs to machine learning models designed by an adversary to cause an incorrect output. So far, adversarial examples have been studied most extensively in the image domain. In this domain, adversarial examples can be constructed by imperceptibly modifying images to cause misclassification, and are practical in the physical world. In contrast, current targeted adversarial examples applied to speech recognition systems have neither of these properties: humans can easily identify the adversarial perturbations, and they are not effective when played over-the-air. This paper makes advances on both of these fronts. First, we develop effectively imperceptible audio adversarial examples (verified through a human study) by leveraging the psychoacoustic principle of auditory masking, while retaining 100% targeted success rate on arbitrary full-sentence targets. Next, we make progress towards physical-world over-the-air audio adversarial examples by constructing perturbations which remain effective even after applying realistic simulated environmental distortions.",2019,29,255,46,False,Computer Science,145592705,Yao Qin,2483738.0,Nicholas Carlini,153440022.0,Ian J. Goodfellow,48524582.0,G. Cottrell,Engineering,2402716.0,Colin Raffel,,,,,,,,,Mathematics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a058935fd019c2367fd32c16cd1ce6983a29aafb,https://www.semanticscholar.org/paper/a058935fd019c2367fd32c16cd1ce6983a29aafb,Efficient mini-batch training for stochastic optimization,"Stochastic gradient descent (SGD) is a popular technique for large-scale optimization problems in machine learning. In order to parallelize SGD, minibatch training needs to be employed to reduce the communication cost. However, an increase in minibatch size typically decreases the rate of convergence. This paper introduces a technique based on approximate optimization of a conservatively regularized objective function within each minibatch. We prove that the convergence rate does not decrease with increasing minibatch size. Experiments demonstrate that with suitable implementations of approximate optimization, the resulting algorithm can outperform standard SGD in many scenarios.",2014,28,607,33,False,Computer Science,2124778071,Mu Li,38144094.0,T. Zhang,2143412706.0,Yuqiang Chen,46234526.0,Alex Smola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
544e86212be7138b17ca00262973b9e9582b4b31,https://www.semanticscholar.org/paper/544e86212be7138b17ca00262973b9e9582b4b31,Nonlinear difference-differential equations in prediction and learning theory.,"1. Introduction.-This note introduces some nonlinear difference-differential equations which can be interpreted as a learning theory or, alternatively, as a prediction theory whose goal is to discuss the prediction of individual events, in a fixed order, and at prescribed times. The theory provides a mathematical description of the following kind of experiment. An experimenter g, confronted by a machine MlZ, presents M with a list of ""letters"" or ""events"" to be learned. Suppose, for example, that g wishes to teach 9Mt the list of letters AB, or to predict the event B, given the event A. g does this by presenting A and then B to M several times. To find out if SE has learned the list as a result of these list presentations, the letter A alone is then presented to M. If M responds with the letter B, and M does this whenever A alone is said, then we have good evidence that MR has indeed learned the list AB. Thus M learns to predict the event B whenever the event A occurs as a result of repeated presentations of the list AB. We will introduce some mathematical machines that learn lists in the above manner. These machines have some properties that have a familiar intuitive interpretation. For example, in our simplest machine, it is possible to make rigorous the heuristic statements that (1) ""practice makes perfect,"" (2) an isolated system suffers no memory loss, (3) an isolated system remembers without practicing overtly, (4) the memory of an isolated system sometimes spontaneously improves without practice, (5) all errors can be corrected, although the rate of correction is sometimes diminished by response interference due to prior learning, (6) increasing the number of response alternatives sometimes diminishes the learning rate, and so on. All of the machines we will introduce possess the same dynamical laws. Nonetheless , the exact manner in which a given machine learns and remembers depends crucially on the particular way in which the components of the machine are interconnected ; i.e., on its ""geometry."" For example, properties (2) and (3) above do not hold in all the machines we shall describe. In this note, we will sketch some results for our simplest machine. These results, along with results for more complicated machines, are described in greater detail in another place.' 2. The Nonlinear Systems.-Each of our machines M is described in terms of a",1967,4,115,4,True,Mathematics,1682174,S. Grossberg,,,,,,,Medicine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d0f95a9ae047ca69ca30b0ca88be7387b2074c23,https://www.semanticscholar.org/paper/d0f95a9ae047ca69ca30b0ca88be7387b2074c23,A Machine Learning Approach to Software Requirements Prioritization,"Deciding which, among a set of requirements, are to be considered first and in which order is a strategic process in software development. This task is commonly referred to as requirements prioritization. This paper describes a requirements prioritization method called Case-Based Ranking (CBRank), which combines project's stakeholders preferences with requirements ordering approximations computed through machine learning techniques, bringing promising advantages. First, the human effort to input preference information can be reduced, while preserving the accuracy of the final ranking estimates. Second, domain knowledge encoded as partial order relations defined over the requirement attributes can be exploited, thus supporting an adaptive elicitation process. The techniques CBRank rests on and the associated prioritization process are detailed. Empirical evaluations of properties of CBRank are performed on simulated data and compared with a state-of-the-art prioritization method, providing evidence of the method ability to support the management of the tradeoff between elicitation effort and ranking accuracy and to exploit domain knowledge. A case study on a real software project complements these experimental measurements. Finally, a positioning of CBRank with respect to state-of-the-art requirements prioritization methods is proposed, together with a discussion of benefits and limits of the method.",2013,43,138,12,False,Computer Science,144124986,A. Perini,145030257.0,A. Susi,1744234.0,P. Avesani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5966d7c7f60898d610812e24c64d4d57855ad86a,https://www.semanticscholar.org/paper/5966d7c7f60898d610812e24c64d4d57855ad86a,Semantics derived automatically from language corpora necessarily contain human biases,"Artificial intelligence and machine learning are in a period of astounding growth. However, there are concerns that these technologies may be used, either with or without intention, to perpetuate the prejudice and unfairness that unfortunately characterizes many human institutions. Here we show for the first time that human-like semantic biases result from the application of standard machine learning to ordinary language---the same sort of language humans are exposed to every day. We replicate a spectrum of standard human biases as exposed by the Implicit Association Test and other well-known psychological studies. We replicate these using a widely used, purely statistical machine-learning model---namely, the GloVe word embedding---trained on a corpus of text from the Web. Our results indicate that language itself contains recoverable and accurate imprints of our historic biases, whether these are morally neutral as towards insects or flowers, problematic as towards race or gender, or even simply veridical, reflecting the status quo for the distribution of gender with respect to careers or first names. These regularities are captured by machine learning along with the rest of semantics. In addition to our empirical findings concerning language, we also contribute new methods for evaluating bias in text, the Word Embedding Association Test (WEAT) and the Word Embedding Factual Association Test (WEFAT). Our results have implications not only for AI and machine learning, but also for the fields of psychology, sociology, and human ethics, since they raise the possibility that mere exposure to everyday language can account for the biases we replicate here.",2016,58,117,12,False,Computer Science,144537437,Aylin Caliskan,145315445.0,J. Bryson,47735253.0,A. Narayanan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3aa1b70fdc97ae96091c5fb39cd911015ac5253e,https://www.semanticscholar.org/paper/3aa1b70fdc97ae96091c5fb39cd911015ac5253e,Novel methods improve prediction of species' distributions from occurrence data,"Prediction of species' distributions is central to diverse applications in ecology, evolution and conservation science. There is increasing electronic access to vast sets of occurrence records in museums and herbaria, yet little effective guidance on how best to use this information in the context of numerous approaches for modelling distributions. To meet this need, we compared 16 modelling methods over 226 species from 6 regions of the world, creating the most comprehensive set of model comparisons to date. We used presence-only data to fit models, and independent presence-absence data to evaluate the predictions. Along with well-established modelling methods such as generalised additive models and GARP and BIOCLIM, we explored methods that either have been developed recently or have rarely been applied to modelling species' distributions. These include machine-learning methods and community models, both of which have features that may make them particularly well suited to noisy or sparse information, as is typical of species' occurrence data. Presence-only data were effective for modelling species' distributions for many species and regions. The novel methods consistently outperformed more established methods. The results of our analysis are promising for the use of data from museums and herbaria, especially as methods suited to the noise inherent in such data improve.",2006,118,7293,599,True,Computer Science,2686171,J. Elith,50488198.0,C. Graham,145803736.0,Robert P. Anderson,144652072.0,Miroslav Dudík,,2147861.0,S. Ferrier,1830349.0,A. Guisan,2130462.0,R. Hijmans,2628877.0,F. Huettmann,4429495.0,J. Leathwick,,2771547.0,A. Lehmann,2118398703.0,Jin Li,1718656.0,L. Lohmann,5249055.0,B. Loiselle,4453374.0,G. Manion,47729929.0,C. Moritz,46292352.0,Miguel Nakamura,9467398.0,Y. Nakazawa,46584835.0,J. Overton,143794119.0,A. Peterson,30352875.0,Steven J. Phillips,30271605.0,K. Richardson,1403810063.0,R. Scachetti-Pereira,1716301.0,R. Schapire,145285455.0,Jorge Soberón,144242153.0,S. Williams,46409715.0,M. Wisz,34674791.0,N. Zimmermann,
f9622f2f3ce645303435c576b920258bff0c83c6,https://www.semanticscholar.org/paper/f9622f2f3ce645303435c576b920258bff0c83c6,Ranking Chemical Structures for Drug Discovery: A New Machine Learning Approach,"With chemical libraries increasingly containing millions of compounds or more, there is a fast-growing need for computational methods that can rank or prioritize compounds for screening. Machine learning methods have shown considerable promise for this task; indeed, classification methods such as support vector machines (SVMs), together with their variants, have been used in virtual screening to distinguish active compounds from inactive ones, while regression methods such as partial least-squares (PLS) and support vector regression (SVR) have been used in quantitative structure-activity relationship (QSAR) analysis for predicting biological activities of compounds. Recently, a new class of machine learning methods - namely, ranking methods, which are designed to directly optimize ranking performance - have been developed for ranking tasks such as web search that arise in information retrieval (IR) and other applications. Here we report the application of these new ranking methods in machine learning to the task of ranking chemical structures. Our experiments show that the new ranking methods give better ranking performance than both classification based methods in virtual screening and regression methods in QSAR analysis. We also make some interesting connections between ranking performance measures used in cheminformatics and those used in IR studies.",2010,62,112,7,False,Computer Science,2797063,S. Agarwal,2053583.0,Deepak Dugar,145593976.0,Shiladitya Sengupta,,,Medicine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fa285fe4f10ffd91327c081942474d928ddd9ba7,https://www.semanticscholar.org/paper/fa285fe4f10ffd91327c081942474d928ddd9ba7,A note on scheduling problems with learning effect and deteriorating jobs,"In this note, we consider the machine scheduling problems with the effects of deterioration and learning. In this model, job processing times are defined by functions of their starting times and positions in the sequence. The scheduling objectives are makespan (weighted) sum of completion times and maximum lateness. It is shown that even with the introduction of deterioration and learning effect to job processing times, several single machine problems and several flow shop problems remain polynomially solvable, respectively.",2006,32,116,12,False,Computer Science,2109720245,J.-B. Wang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
431e61648a59abcd05411503ead56de8aa97906b,https://www.semanticscholar.org/paper/431e61648a59abcd05411503ead56de8aa97906b,PLOW: A Collaborative Task Learning Agent,"To be effective, an agent that collaborates with humans needs to be able to learn new tasks from humans they work with. This paper describes a system that learns executable task models from a single collaborative learning session consisting of demonstration, explanation and dialogue. To accomplish this, the system integrates a range of AI technologies: deep natural language understanding, knowledge representation and reasoning, dialogue systems, planning/agent-based systems and machine learning. A formal evaluation shows the approach has great promise.",2007,16,191,11,False,Computer Science,145844737,James F. Allen,1729918.0,Nathanael Chambers,144436424.0,G. Ferguson,1686309.0,Lucian Galescu,,35170241.0,Hyuckchul Jung,2153684.0,Mary D. Swift,2434425.0,William Taysom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
793e086cae5a0d5fa006d7fda4fcaeecbf8385f0,https://www.semanticscholar.org/paper/793e086cae5a0d5fa006d7fda4fcaeecbf8385f0,Identification of Three Rheumatoid Arthritis Disease Subtypes by Machine Learning Integration of Synovial Histologic Features and RNA Sequencing Data,"In this study, we sought to refine histologic scoring of rheumatoid arthritis (RA) synovial tissue by training with gene expression data and machine learning.",2018,52,110,0,True,Medicine,2806935,D. Orange,3281341.0,P. Agius,4908435.0,E. Dicarlo,2687232.0,N. Robine,,144064361.0,Heather Geiger,3954940.0,J. Szymonifka,2083600.0,Michael McNamara,47814248.0,Ryan Cummings,21408531.0,K. Andersen,,38524003.0,S. Mirza,7482104.0,M. Figgie,5327048.0,L. Ivashkiv,1966530.0,A. Pernis,32811357.0,Caroline S. Jiang,14709484.0,M. Frank,5836529.0,R. Darnell,35678861.0,Nithya Lingampali,4667569.0,W. Robinson,4241618.0,E. Gravallese,6731582.0,V. Bykerk,4633706.0,S. Goodman,6166972.0,L. Donlin,,,,,,,,,,,
47dba082b66346de861b474f8dd8a626b4f96aa3,https://www.semanticscholar.org/paper/47dba082b66346de861b474f8dd8a626b4f96aa3,Using Twitter to Examine Smoking Behavior and Perceptions of Emerging Tobacco Products,"Background Social media platforms such as Twitter are rapidly becoming key resources for public health surveillance applications, yet little is known about Twitter users’ levels of informedness and sentiment toward tobacco, especially with regard to the emerging tobacco control challenges posed by hookah and electronic cigarettes. Objective To develop a content and sentiment analysis of tobacco-related Twitter posts and build machine learning classifiers to detect tobacco-relevant posts and sentiment towards tobacco, with a particular focus on new and emerging products like hookah and electronic cigarettes. Methods We collected 7362 tobacco-related Twitter posts at 15-day intervals from December 2011 to July 2012. Each tweet was manually classified using a triaxial scheme, capturing genre, theme, and sentiment. Using the collected data, machine-learning classifiers were trained to detect tobacco-related vs irrelevant tweets as well as positive vs negative sentiment, using Naïve Bayes, k-nearest neighbors, and Support Vector Machine (SVM) algorithms. Finally, phi contingency coefficients were computed between each of the categories to discover emergent patterns. Results The most prevalent genres were first- and second-hand experience and opinion, and the most frequent themes were hookah, cessation, and pleasure. Sentiment toward tobacco was overall more positive (1939/4215, 46% of tweets) than negative (1349/4215, 32%) or neutral among tweets mentioning it, even excluding the 9% of tweets categorized as marketing. Three separate metrics converged to support an emergent distinction between, on one hand, hookah and electronic cigarettes corresponding to positive sentiment, and on the other hand, traditional tobacco products and more general references corresponding to negative sentiment. These metrics included correlations between categories in the annotation scheme (phihookah-positive=0.39; phie-cigs-positive=0.19); correlations between search keywords and sentiment (χ2 4=414.50, P<.001, Cramer’s V=0.36), and the most discriminating unigram features for positive and negative sentiment ranked by log odds ratio in the machine learning component of the study. In the automated classification tasks, SVMs using a relatively small number of unigram features (500) achieved best performance in discriminating tobacco-related from unrelated tweets (F score=0.85). Conclusions Novel insights available through Twitter for tobacco surveillance are attested through the high prevalence of positive sentiment. This positive sentiment is correlated in complex ways with social image, personal experience, and recently popular products such as hookah and electronic cigarettes. Several apparent perceptual disconnects between these products and their health effects suggest opportunities for tobacco control education. Finally, machine classification of tobacco-related posts shows a promising edge over strictly keyword-based approaches, yielding an improved signal-to-noise ratio in Twitter data and paving the way for automated tobacco surveillance applications.",2013,47,299,16,False,Psychology,2913436,Mark Myslín,32010307.0,Shu-Hong Zhu,2640115.0,W. Chapman,144494734.0,Mike Conway,Medicine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
