paperId,url,title,abstract,year,referenceCount,citationCount,influentialCitationCount,isOpenAccess,fieldsOfStudy/0,authors/0/authorId,authors/0/name,authors/1/authorId,authors/1/name,fieldsOfStudy/1,authors/2/authorId,authors/2/name,authors/3/authorId,authors/3/name,authors/4/authorId,authors/4/name,authors/5/authorId,authors/5/name,fieldsOfStudy/2,authors/6/authorId,authors/6/name,authors/7/authorId,authors/7/name,authors/8/authorId,authors/8/name,authors/9/authorId,authors/9/name,authors/10/authorId,authors/10/name,authors/11/authorId,authors/11/name,authors/12/authorId,authors/12/name,authors/13/authorId,authors/13/name,authors/14/authorId,authors/14/name,authors/15/authorId,authors/15/name,authors/16/authorId,authors/16/name,authors/17/authorId,authors/17/name,authors/18/authorId,authors/18/name,authors/19/authorId,authors/19/name,authors/20/authorId,authors/20/name,authors/21/authorId,authors/21/name,authors/22/authorId,authors/22/name,authors/23/authorId,authors/23/name,authors/24/authorId,authors/24/name
2de0a40e9a5d4f1feb07d61af5a5d87a069653f0,https://www.semanticscholar.org/paper/2de0a40e9a5d4f1feb07d61af5a5d87a069653f0,Data Mining: An Overview from a Database Perspective,"Mining information and knowledge from large databases has been recognized by many researchers as a key research topic in database systems and machine learning, and by many industrial companies as an important area with an opportunity of major revenues. Researchers in many different fields have shown great interest in data mining. Several emerging applications in information-providing services, such as data warehousing and online services over the Internet, also call for various data mining techniques to better understand user behavior, to improve the service provided and to increase business opportunities. In response to such a demand, this article provides a survey, from a database researcher's point of view, on the data mining techniques developed recently. A classification of the available data mining techniques is provided and a comparative study of such techniques is presented.",1996,142,2514,100,True,Computer Science,153314745,Ming-Syan Chen,145325584.0,Jiawei Han,,144019071.0,Philip S. Yu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40927c5d81988a1151639fad150cbc74f64e0d68,https://www.semanticscholar.org/paper/40927c5d81988a1151639fad150cbc74f64e0d68,Time Series Prediction Using Support Vector Machines: A Survey,"Time series prediction techniques have been used in many real-world applications such as financial market prediction, electric utility load forecasting , weather and environmental state prediction, and reliability forecasting. The underlying system models and time series data generating processes are generally complex for these applications and the models for these systems are usually not known a priori. Accurate and unbiased estimation of the time series data produced by these systems cannot always be achieved using well known linear techniques, and thus the estimation process requires more advanced time series prediction algorithms. This paper provides a survey of time series prediction applications using a novel machine learning approach: support vector machines (SVM). The underlying motivation for using SVMs is the ability of this methodology to accurately forecast time series data when the underlying system processes are typically nonlinear, non-stationary and not defined a-priori. SVMs have also been proven to outperform other non-linear techniques including neural-network based non-linear prediction techniques such as multi-layer perceptrons.The ultimate goal is to provide the reader with insight into the applications using SVM for time series prediction, to give a brief tutorial on SVMs for time series prediction, to outline some of the advantages and challenges in using SVMs for time series prediction, and to provide a source for the reader to locate books, technical journals, and other online SVM research resources.",2009,101,811,41,False,Computer Science,2693432,N. Sapankevych,145014123.0,R. Sankar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e0222a1ae6874f7fff128c3da8769ab95963da04,https://www.semanticscholar.org/paper/e0222a1ae6874f7fff128c3da8769ab95963da04,Reinforced Mnemonic Reader for Machine Reading Comprehension,"In this paper, we introduce the Reinforced Mnemonic Reader for machine reading comprehension tasks, which enhances previous attentive readers in two aspects. First, a reattention mechanism is proposed to refine current attentions by directly accessing to past attentions that are temporally memorized in a multi-round alignment architecture, so as to avoid the problems of attention redundancy and attention deficiency. Second, a new optimization approach, called dynamic-critical reinforcement learning, is introduced to extend the standard supervised method. It always encourages to predict a more acceptable answer so as to address the convergence suppression problem occurred in traditional reinforcement learning algorithms. Extensive experiments on the Stanford Question Answering Dataset (SQuAD) show that our model achieves state-of-the-art results. Meanwhile, our model outperforms previous systems by over 6% in terms of both Exact Match and F1 metrics on two adversarial SQuAD datasets.",2017,49,195,25,True,Computer Science,8367832,Minghao Hu,49236691.0,Yuxing Peng,,1557265719.0,Zhen Huang,1767521.0,Xipeng Qiu,49807919.0,Furu Wei,143849609.0,M. Zhou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32e97eef94beacace020e79322cef0e1e5a76ee0,https://www.semanticscholar.org/paper/32e97eef94beacace020e79322cef0e1e5a76ee0,Gradient calculations for dynamic recurrent neural networks: a survey,"Surveys learning algorithms for recurrent neural networks with hidden units and puts the various techniques into a common framework. The authors discuss fixed point learning algorithms, namely recurrent backpropagation and deterministic Boltzmann machines, and nonfixed point algorithms, namely backpropagation through time, Elman's history cutoff, and Jordan's output feedback architecture. Forward propagation, an on-line technique that uses adjoint equations, and variations thereof, are also discussed. In many cases, the unified presentation leads to generalizations of various sorts. The author discusses advantages and disadvantages of temporally continuous neural networks in contrast to clocked ones continues with some ""tricks of the trade"" for training, using, and simulating continuous time and recurrent neural networks. The author presents some simulations, and at the end, addresses issues of computational complexity and learning speed.",1995,299,618,38,True,Computer Science,1700974,Barak A. Pearlmutter,,,Medicine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9899c9d7f3a5b5d9fc918675c0843754d160c986,https://www.semanticscholar.org/paper/9899c9d7f3a5b5d9fc918675c0843754d160c986,Computational learning theory: survey and selected bibliography,"Permission to copy without fee all or part of this material ie granted provided that the copies are not made or distributed for direct commercial advantage, the ACM copyright notice and the title of the publication and its date appear, and notica is given that copying is by permission of the Association for Computing Machinery. To copy otherwise, or to republish, requires a fee and/or specific permission. 24th ANNUAL ACM STOC 5/92/VICTORiA, B. C., CANADA G 1992 ACM ()-89791.51 2-7/92/0004/03~j -..$1 .~() the only textbook in the field is Natarajan’s [101]. Surveys by Laird [83] and Valiant [129] are valuable. Somewhat more peripheral are the European meetings on Analogical and Inductive Inference, AH, and the AI machine learning communit y’s annual International Conference on Machine Learning. In addition, the general AI meetings, AAAI and IJCAI, currently have a large number of papers devoted to learning, as do the neural net meetings.",1992,128,213,10,False,Computer Science,2911738,D. Angluin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3ccf5c97d89f0f5d6eb40c8feb2bcd387223e9c0,https://www.semanticscholar.org/paper/3ccf5c97d89f0f5d6eb40c8feb2bcd387223e9c0,Machine Learning Methods for Classifying Human Physical Activity from On-Body Accelerometers,"The use of on-body wearable sensors is widespread in several academic and industrial domains. Of great interest are their applications in ambulatory monitoring and pervasive computing systems; here, some quantitative analysis of human motion and its automatic classification are the main computational tasks to be pursued. In this paper, we discuss how human physical activity can be classified using on-body accelerometers, with a major emphasis devoted to the computational algorithms employed for this purpose. In particular, we motivate our current interest for classifiers based on Hidden Markov Models (HMMs). An example is illustrated and discussed by analysing a dataset of accelerometer time series.",2010,60,695,40,True,Engineering,1758858,A. Mannini,1688761.0,A. Sabatini,Computer Science,,,,,,,,,Medicine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26ee8223907bf0fe00ab3760f1d7bc1ae1a89a73,https://www.semanticscholar.org/paper/26ee8223907bf0fe00ab3760f1d7bc1ae1a89a73,"The seven tools of causal inference, with reflections on machine learning","The kind of causal inference seen in natural human thought can be ""algorithmitized"" to help produce human-level machine intelligence.",2019,62,327,22,True,Computer Science,145430701,J. Pearl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d37d2fdc32d6483d95898d92f5deb971cfac354a,https://www.semanticscholar.org/paper/d37d2fdc32d6483d95898d92f5deb971cfac354a,Online portfolio selection: A survey,"Online portfolio selection is a fundamental problem in computational finance, which has been extensively studied across several research communities, including finance, statistics, artificial intelligence, machine learning, and data mining. This article aims to provide a comprehensive survey and a structural understanding of online portfolio selection techniques published in the literature. From an online machine learning perspective, we first formulate online portfolio selection as a sequential decision problem, and then we survey a variety of state-of-the-art approaches, which are grouped into several major categories, including benchmarks, Follow-the-Winner approaches, Follow-the-Loser approaches, Pattern-Matching--based approaches, and Meta-Learning Algorithms. In addition to the problem formulation and related algorithms, we also discuss the relationship of these algorithms with the capital growth theory so as to better understand the similarities and differences of their underlying trading ideas. This article aims to provide a timely and comprehensive survey for both machine learning and data mining researchers in academia and quantitative portfolio managers in the financial industry to help them understand the state of the art and facilitate their research and practical applications. We also discuss some open issues and evaluate some emerging new trends for future research.",2012,207,219,16,False,Computer Science,2185909392,Bin Li,1741126.0,S. Hoi,Economics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0f5b9b46b43c729d554d4120c4e13828c01f40db,https://www.semanticscholar.org/paper/0f5b9b46b43c729d554d4120c4e13828c01f40db,A support vector machine approach to decision trees,"Key ideas from statistical learning theory and support vector machines are generalized to decision trees. A support vector machine is used for each decision in the tree. The ""optimal"" decision tree is characterized, and both a primal and dual space formulation for constructing the tree are proposed. The result is a method for generating logically simple decision trees with multivariate linear, nonlinear or linear decisions. By varying the kernel function used, the decisions may consist of linear threshold units, polynomials, sigmoidal neural networks, or radial basis function networks. The preliminary results indicate that the method produces simple trees that generalize well with respect to other decision tree algorithms and single support vector machines.",1998,18,250,29,False,Mathematics,2065549778,Kristin P. Bennett,48889923.0,J. A. Blue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e89cb97bc83badf8c6cc0e2439ee4a035cba72d9,https://www.semanticscholar.org/paper/e89cb97bc83badf8c6cc0e2439ee4a035cba72d9,Designing Neural Networks using Genetic Algorithms,"RoboCup has come a long way since it’s creation in ’97 [1] and is a respected place for machine learning researchers to try out new algorithms in a competitive fashion. RoboCup is now an international competition that draws many teams and respected researchers looking for a chance to create the best team. Originally we set out to create a team to compete in RoboCup. This was an ambitious project, and we had hopes to finish within the next year. For this semester, we chose to scale down the RoboCup team towards a smaller research area to try our learning algorithm on. The scaled down version of the RoboCup soccer environment is known as the ”Keepaway Testbed” and was started by Peter Stone, University of Texas [2]. Here the task is simple, you have two teams on the field each with the same number of players. Instead of trying to score a goal on the opponent the teams are given tasks, and one team is labeled the keepers and the other is labeled the takers. It is the task of the keepers to maintain possesion of the ball and it is the task of the takers to take the ball. The longer the keepers are able to maintain possesion of the ball the better the team. There are several advantages to this environment. First, it provides some of the essential characteristics of a real soccer game. Typically it is believed that if a team is able to maintain possesion of the ball for long periods of time they will win the match. Secondly, it provides realistic behavior much the same as the original RoboCup server. This is accomplished by introducing noise into the system similar to the original RoboCup, and similar to what would be received by real robots. Finally, when you want to go through the learning process this environment is capable of stopping play once the takers have touched the ball, and the environment is capable of starting a new trial based on that occurrence. Although the RoboCup Keepaway Machine Learning testbed provided an excellent environment to train our agents, we still needed to scale down the problem in order to do a feasibility study. Based on the Keepaway testbed, we created a simulation world with one simple task. One agent is placed into the world and has to locate the position of the goal. This can be thought of as an agent in a soccer environment needing to locate either the ball or another teammate. It was in this environment where we tested our methods for learning autonomous agents.",1989,0,951,40,False,Computer Science,48890329,G. Miller,14024873.0,P. Todd,,1983880.0,Shailesh U. Hegde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e0c0043c43c03de6e2c26a605dc8b8e08872a8a0,https://www.semanticscholar.org/paper/e0c0043c43c03de6e2c26a605dc8b8e08872a8a0,SparCML: high-performance sparse communication for machine learning,"Applying machine learning techniques to the quickly growing data in science and industry requires highly-scalable algorithms. Large datasets are most commonly processed ""data parallel"" distributed across many nodes. Each node's contribution to the overall gradient is summed using a global allreduce. This allreduce is the single communication and thus scalability bottleneck for most machine learning workloads. We observe that frequently, many gradient values are (close to) zero, leading to sparse of sparsifyable communications. To exploit this insight, we analyze, design, and implement a set of communication-efficient protocols for sparse input data, in conjunction with efficient machine learning algorithms which can leverage these primitives. Our communication protocols generalize standard collective operations, by allowing processes to contribute arbitrary sparse input data vectors. Our generic communication library, SparCML1, extends MPI to support additional features, such as non-blocking (asynchronous) operations and low-precision data representations. As such, SparCML and its techniques will form the basis of future highly-scalable machine learning frameworks.",2018,72,84,8,False,Computer Science,37833666,Cédric Renggli,3311387.0,Dan Alistarh,Mathematics,1713648.0,T. Hoefler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20edd347dfdefc89b8969aaa9885bec932f60647,https://www.semanticscholar.org/paper/20edd347dfdefc89b8969aaa9885bec932f60647,Selecting Directors Using Machine Learning,"
 Can algorithms assist firms in their decisions on nominating corporate directors? Directors predicted by algorithms to perform poorly indeed do perform poorly compared to a realistic pool of candidates in out-of-sample tests. Predictably bad directors are more likely to be male, accumulate more directorships, and have larger networks than the directors the algorithm would recommend in their place. Companies with weaker governance structures are more likely to nominate them. Our results suggest that machine learning holds promise for understanding the process by which governance structures are chosen and has potential to help real-world firms improve their governance.",2018,90,76,3,True,Computer Science,119529265,Isil Erel,118889103.0,L. Stern,,40348583.0,Chenhao Tan,14154154.0,M. Weisbach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86eb2582a934b47a1fcaee8c84511e70d7897c1d,https://www.semanticscholar.org/paper/86eb2582a934b47a1fcaee8c84511e70d7897c1d,Genetic programming: a paradigm for genetically breeding populations of computer programs to solve problems,"Many seemingly different problems in artificial intelligence, symbolic processing, and machine learning can be viewed as requiring discovery of a computer program that produces some desired output for particular inputs. When viewed in this way, the process of solving these problems becomes equivalent to searching a space of possible computer programs for a most fit individual computer program. The new ""genetic programming"" paradigm described herein provides a way to search for this most fit individual computer program. In this new ""genetic programming"" paradigm, populations of computer programs are genetically bred using the Darwinian principle of survival of the fittest and using a genetic crossover (recombination) operator appropriate for genetically mating computer programs. In this paper, the process of formulating and solving problems using this new paradigm is illustrated using examples from various areas. Examples come from the areas of machine learning of a function; planning; sequence induction; function function identification (including symbolic regression, empirical discovery, ""data to function"" symbolic integration, ""data to function"" symbolic differentiation); solving equations, including differential equations, integral equations, and functional equations); concept formation; automatic programming; pattern recognition, time-optimal control; playing differential pursuer-evader games; neural network design; and finding a game-playing strategyfor a discrete game in extensive form.",1990,95,728,34,False,Computer Science,1732302,J. Koza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0cc52fd81656fad2d6d85e29b1360e1b6a919d42,https://www.semanticscholar.org/paper/0cc52fd81656fad2d6d85e29b1360e1b6a919d42,Theory-Guided Machine Learning in Materials Science,"Materials scientists are increasingly adopting the use of machine learning tools to discover hidden trends in data and make predictions. Applying concepts from data science without foreknowledge of their limitations and the unique qualities of materials data, however, could lead to errant conclusions. The differences that exist between various kinds of experimental and calculated data require careful choices of data processing and machine learning methods. Here, we outline potential pitfalls involved in using machine learning without robust protocols. We address some problems of overfitting to training data using decision trees as an example, rational descriptor selection in the field of perovskites, and preserving physical interpretability in the application of dimensionality reducing techniques such as principal component analysis. We show how proceeding without the guidance of domain knowledge can lead to both quantitatively and qualitatively incorrect predictive models.",2016,44,101,2,True,,2062674058,Nicholas Wagner,5137392.0,J. Rondinelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2a69bdc003fac58d6254cb49155734bcd6eb118,https://www.semanticscholar.org/paper/c2a69bdc003fac58d6254cb49155734bcd6eb118,Probabilistic logic learning,"The past few years have witnessed an significant interest in probabilistic logic learning, i.e. in research lying at the intersection of probabilistic reasoning, logical representations, and machine learning. A rich variety of different formalisms and learning techniques have been developed. This paper provides an introductory survey and overview of the state-of-the-art in probabilistic logic learning through the identification of a number of important probabilistic, logical and learning concepts.",2003,104,170,8,True,Computer Science,1740042,L. D. Raedt,1746871.0,K. Kersting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
