paperId,url,title,abstract,year,referenceCount,citationCount,influentialCitationCount,isOpenAccess,fieldsOfStudy/0,authors/0/authorId,authors/0/name,authors/1/authorId,authors/1/name,authors/2/authorId,authors/2/name,authors/3/authorId,authors/3/name,authors/4/authorId,authors/4/name,authors/5/authorId,authors/5/name,fieldsOfStudy/1,fieldsOfStudy/2,authors/6/authorId,authors/6/name,authors/7/authorId,authors/7/name,authors/8/authorId,authors/8/name,authors/9/authorId,authors/9/name,authors/10/authorId,authors/10/name,authors/11/authorId,authors/11/name,authors/12/authorId,authors/12/name,authors/13/authorId,authors/13/name,authors/14/authorId,authors/14/name,authors/15/authorId,authors/15/name
e4a85af3f5dc41e13dc2cae9ee851953709b764e,https://www.semanticscholar.org/paper/e4a85af3f5dc41e13dc2cae9ee851953709b764e,Solving the quantum many-body problem with artificial neural networks,"Machine learning and quantum physics Elucidating the behavior of quantum interacting systems of many particles remains one of the biggest challenges in physics. Traditional numerical methods often work well, but some of the most interesting problems leave them stumped. Carleo and Troyer harnessed the power of machine learning to develop a variational approach to the quantum many-body problem (see the Perspective by Hush). The method performed at least as well as state-of-the-art approaches, setting a benchmark for a prototypical two-dimensional problem. With further development, it may well prove a valuable piece in the quantum toolbox. Science, this issue p. 602; see also p. 580 A machine-learning approach sets a computational benchmark for a prototypical two-dimensional problem. The challenge posed by the many-body problem in quantum physics originates from the difficulty of describing the nontrivial correlations encoded in the exponential complexity of the many-body wave function. Here we demonstrate that systematic machine learning of the wave function can reduce this complexity to a tractable computational form for some notable cases of physical interest. We introduce a variational representation of quantum states based on artificial neural networks with a variable number of hidden neurons. A reinforcement-learning scheme we demonstrate is capable of both finding the ground state and describing the unitary time evolution of complex interacting quantum systems. Our approach achieves high accuracy in describing prototypical interacting spins models in one and two dimensions.",2016,48,1183,75,True,Physics,50666189,G. Carleo,1752096.0,M. Troyer,,,,,,,,,Computer Science,Medicine,,,,,,,,,,,,,,,,,,,,
a42ca00fc188beb5586ad4c7108b70aeb5317da0,https://www.semanticscholar.org/paper/a42ca00fc188beb5586ad4c7108b70aeb5317da0,Auto-WEKA: combined selection and hyperparameter optimization of classification algorithms,"Many different machine learning algorithms exist; taking into account each algorithm's hyperparameters, there is a staggeringly large number of possible alternatives overall. We consider the problem of simultaneously selecting a learning algorithm and setting its hyperparameters, going beyond previous work that attacks these issues separately. We show that this problem can be addressed by a fully automated approach, leveraging recent innovations in Bayesian optimization. Specifically, we consider a wide range of feature selection techniques (combining 3 search and 8 evaluator methods) and all classification approaches implemented in WEKA's standard distribution, spanning 2 ensemble methods, 10 meta-methods, 27 base classifiers, and hyperparameter settings for each classifier. On each of 21 popular datasets from the UCI repository, the KDD Cup 09, variants of the MNIST dataset and CIFAR-10, we show classification performance often much better than using standard selection and hyperparameter optimization methods. We hope that our approach will help non-expert users to more effectively identify machine learning algorithms and hyperparameter settings appropriate to their applications, and hence to achieve improved performance.",2012,43,1223,134,False,Computer Science,143928655,C. Thornton,144661829.0,F. Hutter,2470869.0,H. Hoos,1388404060.0,Kevin Leyton-Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
a85e512d8845bd007b0866b4a97e8341463f8190,https://www.semanticscholar.org/paper/a85e512d8845bd007b0866b4a97e8341463f8190,Scalable Nearest Neighbor Algorithms for High Dimensional Data,"For many computer vision and machine learning problems, large training sets are key for good performance. However, the most computationally expensive part of many computer vision and machine learning algorithms consists of finding nearest neighbor matches to high dimensional vectors that represent the training data. We propose new algorithms for approximate nearest neighbor matching and evaluate and compare them with previous algorithms. For matching high dimensional features, we find two algorithms to be the most efficient: the randomized k-d forest and a new algorithm proposed in this paper, the priority search k-means tree. We also propose a new algorithm for matching binary features by searching multiple hierarchical clustering trees and show it outperforms methods typically used in the literature. We show that the optimal nearest neighbor algorithm and its parameters depend on the data set characteristics and describe an automated configuration procedure for finding the best algorithm to search a particular data set. In order to scale to very large data sets that would otherwise not fit in the memory of a single machine, we propose a distributed nearest neighbor matching framework that can be used with any of the algorithms described in the paper. All this research has been released as an open source library called fast library for approximate nearest neighbors (FLANN), which has been incorporated into OpenCV and is now one of the most popular libraries for nearest neighbor matching.",2014,65,1209,118,True,Computer Science,2658890,Marius Muja,35238678.0,D. Lowe,,,,,,,,,Medicine,,,,,,,,,,,,,,,,,,,,,
31af4b8793e93fd35e89569ccd663ae8777f0072,https://www.semanticscholar.org/paper/31af4b8793e93fd35e89569ccd663ae8777f0072,The Netflix Prize,"Netflix released a dataset containing 100 million anonymous movie ratings and challenged the data mining, machine learning and computer science communities to develop systems that could beat the accuracy of its recommendation system, Cinematch. We briefly describe the challenge itself, review related work and efforts, and summarize visible progress to date. Other potential uses of the data are outlined, including its application to the KDD Cup 2007.",2007,6,2065,192,False,Engineering,2113543585,J. Bennett,47511653.0,S. Lanning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44bb1605c4ab8a8ce2764fa20424f6a148101ca4,https://www.semanticscholar.org/paper/44bb1605c4ab8a8ce2764fa20424f6a148101ca4,ROC Graphs: Notes and Practical Considerations for Researchers,"Receiver Operating Characteristics (ROC) graphs are a useful technique for organizing classifiers and visualizing their performance. ROC graphs are commonly used in medical decision making, and in recent years have been increasingly adopted in the machine learning and data mining research communities. Although ROC graphs are apparently simple, there are some common misconceptions and pitfalls when using them in practice. This article serves both as a tutorial introduction to ROC graphs and as a practical guide for using them in research.",2007,35,2070,216,False,Computer Science,145421658,Tom Fawcett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f46714d200d69eb9cb5cce176297b89a3f5e3a2c,https://www.semanticscholar.org/paper/f46714d200d69eb9cb5cce176297b89a3f5e3a2c,An Introduction to Convolutional Neural Networks,"The field of machine learning has taken a dramatic twist in recent times, with the rise of the Artificial Neural Network (ANN). These biologically inspired computational models are able to far exceed the performance of previous forms of artificial intelligence in common machine learning tasks. One of the most impressive forms of ANN architecture is that of the Convolutional Neural Network (CNN). CNNs are primarily used to solve difficult image-driven pattern recognition tasks and with their precise yet simple architecture, offers a simplified method of getting started with ANNs. 
This document provides a brief introduction to CNNs, discussing recently published papers and newly formed techniques in developing these brilliantly fantastic image recognition models. This introduction assumes you are familiar with the fundamentals of ANNs and machine learning.",2015,21,1079,104,False,Computer Science,1399833554,K. O’Shea,2053923268.0,Ryan Nash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ccf6a69a7f33bcf052aa7def176d3b9de495beb7,https://www.semanticscholar.org/paper/ccf6a69a7f33bcf052aa7def176d3b9de495beb7,Man is to Computer Programmer as Woman is to Homemaker? Debiasing Word Embeddings,"The blind application of machine learning runs the risk of amplifying biases present in data. Such a danger is facing us with word embedding, a popular framework to represent text data as vectors which has been used in many machine learning and natural language processing tasks. We show that even word embeddings trained on Google News articles exhibit female/male gender stereotypes to a disturbing extent. This raises concerns because their widespread use, as we describe, often tends to amplify these biases. Geometrically, gender bias is first shown to be captured by a direction in the word embedding. Second, gender neutral words are shown to be linearly separable from gender definition words in the word embedding. Using these properties, we provide a methodology for modifying an embedding to remove gender stereotypes, such as the association between the words receptionist and female, while maintaining desired associations such as between the words queen and female. Using crowd-worker evaluation as well as standard benchmarks, we empirically demonstrate that our algorithms significantly reduce gender bias in embeddings while preserving the its useful properties such as the ability to cluster related concepts and to solve analogy tasks. The resulting embeddings can be used in applications without amplifying gender bias.",2016,47,1842,279,False,Computer Science,2843215,Tolga Bolukbasi,2782886.0,Kai-Wei Chang,145085305.0,James Y. Zou,1699322.0,Venkatesh Saligrama,2186481.0,A. Kalai,,,Mathematics,,,,,,,,,,,,,,,,,,,,,
427b168f490b56716f22b129ac93aba5425ea08f,https://www.semanticscholar.org/paper/427b168f490b56716f22b129ac93aba5425ea08f,Training linear SVMs in linear time,"Linear Support Vector Machines (SVMs) have become one of the most prominent machine learning techniques for high-dimensional sparse data commonly encountered in applications like text classification, word-sense disambiguation, and drug design. These applications involve a large number of examples n as well as a large number of features N, while each example has only s << N non-zero features. This paper presents a Cutting Plane Algorithm for training linear SVMs that provably has training time 0(s,n) for classification problems and o(sn log (n))for ordinal regression problems. The algorithm is based on an alternative, but equivalent formulation of the SVM optimization problem. Empirically, the Cutting-Plane Algorithm is several orders of magnitude faster than decomposition methods like svm light for large datasets.",2006,25,2147,338,False,Mathematics,1680188,T. Joachims,,,,,,,,,,,Computer Science,,,,,,,,,,,,,,,,,,,,,
d079a2f877f554e00f71a6975435d8325987bdf5,https://www.semanticscholar.org/paper/d079a2f877f554e00f71a6975435d8325987bdf5,Return of Frustratingly Easy Domain Adaptation,"
 
 Unlike human learning, machine learning often fails to handle changes between training (source) and test (target) input distributions. Such domain shifts, common in practical scenarios, severely damage the performance of conventional machine learning methods. Supervised domain adaptation methods have been proposed for the case when the target data have labels, including some that perform very well despite being ``frustratingly easy'' to implement. However, in practice, the target domain is often unlabeled, requiring unsupervised adaptation. We propose a simple, effective, and efficient method for unsupervised domain adaptation called CORrelation ALignment (CORAL). CORAL minimizes domain shift by aligning the second-order statistics of source and target distributions, without requiring any target labels. Even though it is extraordinarily simple--it can be implemented in four lines of Matlab code--CORAL performs remarkably well in extensive evaluations on standard benchmark datasets.
 
",2015,40,1170,226,True,Computer Science,2636783,Baochen Sun,33221685.0,Jiashi Feng,2903226.0,Kate Saenko,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a96e508a94c37ef847b172e7d31b5bbe25629cbb,https://www.semanticscholar.org/paper/a96e508a94c37ef847b172e7d31b5bbe25629cbb,"Data Mining: Concepts and Techniques, 3rd edition","The book Knowledge Discovery in Databases, edited by Piatetsky-Shapiro and Frawley [PSF91], is an early collection of research papers on knowledge discovery from data. The book Advances in Knowledge Discovery and Data Mining, edited by Fayyad, Piatetsky-Shapiro, Smyth, and Uthurusamy [FPSSe96], is a collection of later research results on knowledge discovery and data mining. There have been many data mining books published in recent years, including Predictive Data Mining by Weiss and Indurkhya [WI98], Data Mining Solutions: Methods and Tools for Solving Real-World Problems by Westphal and Blaxton [WB98], Mastering Data Mining: The Art and Science of Customer Relationship Management by Berry and Linofi [BL99], Building Data Mining Applications for CRM by Berson, Smith, and Thearling [BST99], Data Mining: Practical Machine Learning Tools and Techniques by Witten and Frank [WF05], Principles of Data Mining (Adaptive Computation and Machine Learning) by Hand, Mannila, and Smyth [HMS01], The Elements of Statistical Learning by Hastie, Tibshirani, and Friedman [HTF01], Data Mining: Introductory and Advanced Topics by Dunham, and Data Mining: Multimedia, Soft Computing, and Bioinformatics by Mitra and Acharya [MA03]. There are also books containing collections of papers on particular aspects of knowledge discovery, such as Machine Learning and Data Mining: Methods and Applications edited by Michalski, Brakto, and Kubat [MBK98], and Relational Data Mining edited by Dzeroski and Lavrac [De01], as well as many tutorial notes on data mining in major database, data mining and machine learning conferences.",2006,736,2831,253,False,Computer Science,145325584,Jiawei Han,46833537.0,M. Kamber,145525190.0,J. Pei,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b57c54350769ffa59ff57f79ee5aad918844d298,https://www.semanticscholar.org/paper/b57c54350769ffa59ff57f79ee5aad918844d298,Differentially Private Empirical Risk Minimization,"Privacy-preserving machine learning algorithms are crucial for the increasingly common setting in which personal data, such as medical or financial records, are analyzed. We provide general techniques to produce privacy-preserving approximations of classifiers learned via (regularized) empirical risk minimization (ERM). These algorithms are private under the ε-differential privacy definition due to Dwork et al. (2006). First we apply the output perturbation ideas of Dwork et al. (2006), to ERM classification. Then we propose a new method, objective perturbation, for privacy-preserving machine learning algorithm design. This method entails perturbing the objective function before optimizing over classifiers. If the loss and regularizer satisfy certain convexity and differentiability criteria, we prove theoretical results showing that our algorithms preserve privacy, and provide generalization bounds for linear and nonlinear kernels. We further present a privacy-preserving technique for tuning the parameters in general machine learning algorithms, thereby providing end-to-end privacy guarantees for the training process. We apply these results to produce privacy-preserving analogues of regularized logistic regression and support vector machines. We obtain encouraging results from evaluating their performance on real demographic and benchmark data sets. Our results show that both theoretically and empirically, objective perturbation is superior to the previous state-of-the-art, output perturbation, in managing the inherent tradeoff between privacy and learning performance.",2009,59,1159,166,False,Medicine,38120884,Kamalika Chaudhuri,1806678.0,C. Monteleoni,9208982.0,A. Sarwate,,,,,,,Computer Science,,,,,,,,,,,,,,,,,,,,,
b8d7788f25dfaf0f9fe2e6c441d75ca7cd3bc09a,https://www.semanticscholar.org/paper/b8d7788f25dfaf0f9fe2e6c441d75ca7cd3bc09a,Feature Selection for High-Dimensional Data: A Fast Correlation-Based Filter Solution,"Feature selection, as a preprocessing step to machine learning, is effective in reducing dimensionality, removing irrelevant data, increasing learning accuracy, and improving result comprehensibility. However, the recent increase of dimensionality of data poses a severe challenge to many existing feature selection methods with respect to efficiency and effectiveness. In this work, we introduce a novel concept, predominant correlation, and propose a fast filter method which can identify relevant features as well as redundancy among relevant features without pairwise correlation analysis. The efficiency and effectiveness of our method is demonstrated through extensive comparisons with other methods using real-world data of high dimensionality",2003,32,2380,215,False,Computer Science,143676604,Lei Yu,2146397025.0,Huan Liu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03bf05bcb5fc5ea98c737c3aeaa330e047901b34,https://www.semanticscholar.org/paper/03bf05bcb5fc5ea98c737c3aeaa330e047901b34,Experimental design,"Maximizing data information requires careful selection, termed design, of the points at which data are observed. Experimental design is reviewed here for broad classes of data collection and analysis problems, including: fractioning techniques based on orthogonal arrays, Latin hypercube designs and their variants for computer experimentation, efficient design for data mining and machine learning applications, and sequential design for active learning. © 2012 Wiley Periodicals, Inc.",2012,159,1211,65,False,Computer Science,143887093,J. Morgan,35946980.0,Xinwei Deng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9257779eed46107bcdce9f4dc86298572ff466ce,https://www.semanticscholar.org/paper/9257779eed46107bcdce9f4dc86298572ff466ce,Automated learning of decision rules for text categorization,"We describe the results of extensive experiments using optimized rule-based induction methods on large document collections. The goal of these methods is to discover automatically classification patterns that can be used for general document categorization or personalized filtering of free text. Previous reports indicate that human-engineered rule-based systems, requiring many man-years of developmental efforts, have been successfully built to “read” documents and assign topics to them. We show that machine-generated decision rules appear comparable to human performance, while using the identical rule-based representation. In comparison with other machine-learning techniques, results on a key benchmark from the Reuters collection show a large gain in performance, from a previously reported 67% recall/precision breakeven point to 80.5%. In the context of a very high-dimensional feature space, several methodological alternatives are examined, including universal versus local dictionaries, and binary versus frequency-related features.",1994,45,970,46,False,Computer Science,145272844,C. Apté,68982679.0,Fred J. Damerau,145700185.0,S. Weiss,,,,,,,,,,,,,,,,,,,,,,,,,,,,
885af28a751553be48a25b411a5d492767d4cf65,https://www.semanticscholar.org/paper/885af28a751553be48a25b411a5d492767d4cf65,Ensemble Classifiers for Steganalysis of Digital Media,"Today, the most accurate steganalysis methods for digital media are built as supervised classifiers on feature vectors extracted from the media. The tool of choice for the machine learning seems to be the support vector machine (SVM). In this paper, we propose an alternative and well-known machine learning tool-ensemble classifiers implemented as random forests-and argue that they are ideally suited for steganalysis. Ensemble classifiers scale much more favorably w.r.t. the number of training examples and the feature dimensionality with performance comparable to the much more complex SVMs. The significantly lower training complexity opens up the possibility for the steganalyst to work with rich (high-dimensional) cover models and train on larger training sets-two key elements that appear necessary to reliably detect modern steganographic algorithms. Ensemble classification is portrayed here as a powerful developer tool that allows fast construction of steganography detectors with markedly improved detection accuracy across a wide range of embedding methods. The power of the proposed framework is demonstrated on three steganographic methods that hide messages in JPEG images.",2012,57,898,72,True,Computer Science,1808384,Jan Kodovský,1751812.0,J. Fridrich,37127008.0,V. Holub,,,,,,,,,,,,,,,,,,,,,,,,,,,,
