paperId,url,title,abstract,year,referenceCount,citationCount,influentialCitationCount,isOpenAccess,fieldsOfStudy/0,fieldsOfStudy/1,authors/0/authorId,authors/0/name,authors/1/authorId,authors/1/name,authors/2/authorId,authors/2/name,authors/3/authorId,authors/3/name,authors/4/authorId,authors/4/name,authors/5/authorId,authors/5/name,authors/6/authorId,authors/6/name,authors/7/authorId,authors/7/name,authors/8/authorId,authors/8/name,authors/9/authorId,authors/9/name,authors/10/authorId,authors/10/name,authors/11/authorId,authors/11/name,authors/12/authorId,authors/12/name,authors/13/authorId,authors/13/name,authors/14/authorId,authors/14/name,authors/15/authorId,authors/15/name,authors/16/authorId,authors/16/name,authors/17/authorId,authors/17/name,authors/18/authorId,authors/18/name,authors/19/authorId,authors/19/name,authors/20/authorId,authors/20/name,authors/21/authorId,authors/21/name,authors/22/authorId,authors/22/name,authors/23/authorId,authors/23/name,authors/24/authorId,authors/24/name,authors/25/authorId,authors/25/name,authors/26/authorId,authors/26/name,authors/27/authorId,authors/27/name,authors/28/authorId,authors/28/name,authors/29/authorId,authors/29/name,fieldsOfStudy/2,fieldsOfStudy/3
052252e5d5523e9b6488f0f6022bf3621f44e0be,https://www.semanticscholar.org/paper/052252e5d5523e9b6488f0f6022bf3621f44e0be,Unrestricted Adversarial Examples,"We introduce a two-player contest for evaluating the safety and robustness of machine learning systems, with a large prize pool. Unlike most prior work in ML robustness, which studies norm-constrained adversaries, we shift our focus to unconstrained adversaries. Defenders submit machine learning models, and try to achieve high accuracy and coverage on non-adversarial data while making no confident mistakes on adversarial inputs. Attackers try to subvert defenses by finding arbitrary unambiguous inputs where the model assigns an incorrect label with high confidence. We propose a simple unambiguous dataset (""bird-or- bicycle"") to use as part of this contest. We hope this contest will help to more comprehensively evaluate the worst-case adversarial risk of machine learning models.",2018,20,82,5,False,Mathematics,Computer Science,31035595.0,Tom B. Brown,2483738.0,Nicholas Carlini,151505981.0,Chiyuan Zhang,2061321863.0,Catherine Olsson,145791315.0,P. Christiano,153440022.0,Ian J. Goodfellow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cd28cd3a66f19a5d85d1d9ad9a9c853b76e882fa,https://www.semanticscholar.org/paper/cd28cd3a66f19a5d85d1d9ad9a9c853b76e882fa,SVM-based generalized multiple-instance learning via approximate box counting,"The multiple-instance learning (MIL) model has been very successful in application areas such as drug discovery and content-based image-retrieval. Recently, a generalization of this model and an algorithm for this generalization were introduced, showing significant advantages over the conventional MIL model in certain application areas. Unfortunately, this algorithm is inherently inefficient, preventing scaling to high dimensions. We reformulate this algorithm using a kernel for a support vector machine, reducing its time complexity from exponential to polynomial. Computing the kernel is equivalent to counting the number of axis-parallel boxes in a discrete, bounded space that contain at least one point from each of two multisets P and Q. We show that this problem is #P-complete, but then give a fully polynomial randomized approximation scheme (FPRAS) for it. Finally, we empirically evaluate our kernel.",2004,22,95,13,False,Computer Science,Mathematics,1682525.0,Qingping Tao,93847855.0,S. Scott,1795424.0,N. V. Vinodchandran,31621435.0,T. T. Osugi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66fc1552c6fb6608c703baaf499686180593d80e,https://www.semanticscholar.org/paper/66fc1552c6fb6608c703baaf499686180593d80e,Compressed-Domain Ship Detection on Spaceborne Optical Image Using Deep Neural Network and Extreme Learning Machine,"Ship detection on spaceborne images has attracted great interest in the applications of maritime security and traffic control. Optical images stand out from other remote sensing images in object detection due to their higher resolution and more visualized contents. However, most of the popular techniques for ship detection from optical spaceborne images have two shortcomings: 1) Compared with infrared and synthetic aperture radar images, their results are affected by weather conditions, like clouds and ocean waves, and 2) the higher resolution results in larger data volume, which makes processing more difficult. Most of the previous works mainly focus on solving the first problem by improving segmentation or classification with complicated algorithms. These methods face difficulty in efficiently balancing performance and complexity. In this paper, we propose a ship detection approach to solving the aforementioned two issues using wavelet coefficients extracted from JPEG2000 compressed domain combined with deep neural network (DNN) and extreme learning machine (ELM). Compressed domain is adopted for fast ship candidate extraction, DNN is exploited for high-level feature representation and classification, and ELM is used for efficient feature pooling and decision making. Extensive experiments demonstrate that, in comparison with the existing relevant state-of-the-art approaches, the proposed method requires less detection time and achieves higher detection accuracy.",2015,54,334,17,False,Computer Science,,2967405.0,Jiexiong Tang,7175017.0,Chenwei Deng,145678691.0,G. Huang,2130614.0,Baojun Zhao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
425eb6b97480afc0f918c583980896559ba881f3,https://www.semanticscholar.org/paper/425eb6b97480afc0f918c583980896559ba881f3,Secure Logistic Regression Based on Homomorphic Encryption: Design and Evaluation,"Background Learning a model without accessing raw data has been an intriguing idea to security and machine learning researchers for years. In an ideal setting, we want to encrypt sensitive data to store them on a commercial cloud and run certain analyses without ever decrypting the data to preserve privacy. Homomorphic encryption technique is a promising candidate for secure data outsourcing, but it is a very challenging task to support real-world machine learning tasks. Existing frameworks can only handle simplified cases with low-degree polynomials such as linear means classifier and linear discriminative analysis. Objective The goal of this study is to provide a practical support to the mainstream learning models (eg, logistic regression). Methods We adapted a novel homomorphic encryption scheme optimized for real numbers computation. We devised (1) the least squares approximation of the logistic function for accuracy and efficiency (ie, reduce computation cost) and (2) new packing and parallelization techniques. Results Using real-world datasets, we evaluated the performance of our model and demonstrated its feasibility in speed and memory consumption. For example, it took approximately 116 minutes to obtain the training model from the homomorphically encrypted Edinburgh dataset. In addition, it gives fairly accurate predictions on the testing dataset. Conclusions We present the first homomorphically encrypted logistic regression outsourcing model based on the critical observation that the precision loss of classification models is sufficiently small so that the decision plan stays still.",2018,45,164,11,True,Medicine,Computer Science,50619349.0,Miran Kim,11977411.0,Yongsoo Song,49184748.0,Shuang Wang,9689501.0,Yuhou Xia,1935336.0,Xiaoqian Jiang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dfdb5068507f64bf448857680fd6773ef08f0f21,https://www.semanticscholar.org/paper/dfdb5068507f64bf448857680fd6773ef08f0f21,Feature Learning for Activity Recognition in Ubiquitous Computing,"Feature extraction for activity recognition in context-aware ubiquitous computing applications is usually a heuristic process, informed by underlying domain knowledge. Relying on such explicit knowledge is problematic when aiming to generalize across different application domains. We investigate the potential of recent machine learning methods for discovering universal features for context-aware applications of activity recognition. We also describe an alternative data representation based on the empirical cumulative distribution function of the raw data, which effectively abstracts from absolute values. Experiments on accelerometer data from four publicly available activity recognition datasets demonstrate the significant potential of our approach to address both contemporary activity recognition tasks and next generation problems such as skill assessment and the detection of novel activities.",2011,21,322,19,False,Computer Science,,2191750.0,T. Plötz,3128867.0,N. Hammerla,145171812.0,P. Olivier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382043e17fba5c43c8a0af895cf754b82fa350d8,https://www.semanticscholar.org/paper/382043e17fba5c43c8a0af895cf754b82fa350d8,Heterogeneity-aware Distributed Parameter Servers,"We study distributed machine learning in heterogeneous environments in this work. We first conduct a systematic study of existing systems running distributed stochastic gradient descent; we find that, although these systems work well in homogeneous environments, they can suffer performance degradation, sometimes up to 10x, in heterogeneous environments where stragglers are common because their synchronization protocols cannot fit a heterogeneous setting. Our first contribution is a heterogeneity-aware algorithm that uses a constant learning rate schedule for updates before adding them to the global parameter. This allows us to suppress stragglers' harm on robust convergence. As a further improvement, our second contribution is a more sophisticated learning rate schedule that takes into consideration the delayed information of each update. We theoretically prove the valid convergence of both approaches and implement a prototype system in the production cluster of our industrial partner Tencent Inc. We validate the performance of this prototype using a range of machine-learning workloads. Our prototype is 2-12x faster than other state-of-the-art systems, such as Spark, Petuum, and TensorFlow; and our proposed algorithm takes up to 6x fewer iterations to converge.",2017,47,168,28,False,Computer Science,,3452475.0,Jiawei Jiang,144585959.0,B. Cui,1776014.0,Ce Zhang,2697681.0,Lele Yu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36845e5d13e6d8698561d416b694122cfa754332,https://www.semanticscholar.org/paper/36845e5d13e6d8698561d416b694122cfa754332,Aequitas: A Bias and Fairness Audit Toolkit,"Recent work has raised concerns on the risk of unintended bias in AI systems being used nowadays that can affect individuals unfairly based on race, gender or religion, among other possible characteristics. While a lot of bias metrics and fairness definitions have been proposed in recent years, there is no consensus on which metric/definition should be used and there are very few available resources to operationalize them. Therefore, despite recent awareness, auditing for bias and fairness when developing and deploying AI systems is not yet a standard practice. We present Aequitas, an open source bias and fairness audit toolkit that is an intuitive and easy to use addition to the machine learning workflow, enabling users to seamlessly test models for several bias and fairness metrics in relation to multiple population sub-groups. Aequitas facilitates informed and equitable decisions around developing and deploying algorithmic decision making systems for both data scientists, machine learning researchers and policymakers.",2018,29,155,17,False,Computer Science,,2266550.0,Pedro Saleiro,2064395768.0,Benedict Kuester,2053987304.0,Abby Stevens,2064076204.0,Ari Anisfeld,117010066.0,Loren Hinkson,116944217.0,J. London,1791498.0,R. Ghani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00c977884a7d532833f22ca46eede5a7301f6153,https://www.semanticscholar.org/paper/00c977884a7d532833f22ca46eede5a7301f6153,"Chimera: Large-Scale Classification using Machine Learning, Rules, and Crowdsourcing","Large-scale classification is an increasingly critical Big Data problem. So far, however, very little has been published on how this is done in practice. In this paper we describe Chimera, our solution to classify tens of millions of products into 5000+ product types at WalmartLabs. We show that at this scale, many conventional assumptions regarding learning and crowdsourcing break down, and that existing solutions cease to work. We describe how Chimera employs a combination of learning, rules (created by in-house analysts), and crowdsourcing to achieve accurate, continuously improving, and cost-effective classification. We discuss a set of lessons learned for other similar Big Data systems. In particular, we argue that at large scales crowdsourcing is critical, but must be used in combination with learning, rules, and in-house analysts. We also argue that using rules (in conjunction with learning) is a must, and that more research attention should be paid to helping analysts create and manage (tens of thousands of) rules more effectively.",2014,33,106,7,False,Computer Science,,2145963681.0,Chong Sun,2916169.0,Narasimhan Rampalli,2143416154.0,Frank Yang,3030274.0,A. Doan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85d261e296613445288de495c456b3489307e04f,https://www.semanticscholar.org/paper/85d261e296613445288de495c456b3489307e04f,A comparative study on machine learning based algorithms for prediction of motorcycle crash severity,"Motorcycle crash severity is under-researched in Ghana. Thus, the probable risk factors and association between these factors and motorcycle crash severity outcomes is not known. Traditional statistical models have intrinsic assumptions and pre-defined correlations that, if flouted, can generate inaccurate results. In this study, machine learning based algorithms were employed to predict and classify motorcycle crash severity. Machine learning based techniques are non-parametric models without the presumption of relationships between endogenous and exogenous variables. The main aim of this research is to evaluate and compare different approaches to modeling motorcycle crash severity as well as investigating the effect of risk factors on the injury outcomes of motorcycle crashes. Motorcycle crash dataset between 2011 and 2015 was extracted from the National Road Traffic Crash Database at the Building and Road Research Institute (BRRI) in Ghana. The dataset was classified into four injury severity categories: fatal, hospitalized, injured, and damage-only. Three machine learning based models were developed: J48 Decision Tree Classifier, Random Forest (RF) and Instance-Based learning with parameter k (IBk) were employed to model the severity of injury in a motorcycle crash. These machine learning algorithms were validated using 10-fold cross-validation technique. The three machine learning based algorithms were compared with one another and the statistical model: multinomial logit model (MNLM). Also, the relative importance analysis of the attribute was conducted to determine the impact of these attributes on injury severity outcomes. The results of the study reveal that the predictions of machine learning algorithms are superior to the MNLM in accuracy and effectiveness, and the RF-based algorithms show the overall best agreement with the experimental data out of the three machine learning algorithms, for its global optimization and extrapolation ability. Location type, time of the crash, settlement type, collision partner, collision type, road separation, road surface type, the day of the week, and road shoulder condition were found as the critical determinants of motorcycle crash injury severity.",2019,90,48,4,True,Medicine,Computer Science,51287236.0,Lukuman Wahab,1895601.0,Haobin Jiang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05be2c7905beacf7c6e47fe7c4c141bb61cc48a6,https://www.semanticscholar.org/paper/05be2c7905beacf7c6e47fe7c4c141bb61cc48a6,Using Machine Learning To Cocreate Value Through Dynamic Customer Engagement In A Brand Loyalty Program,"Hospitality venues traditionally use historical data from customers for their customer relationship management systems, but now they can also collect real-time data and automated procedures to make dynamic decisions and predictions about customer behavior. Machine learning is an example of automated processes that create insights into cocreation of value through dynamic customer engagement. To show the merits of automation, machine learning was implemented at a major hospitality venue and compared with traditional methods to identify what customers value in a loyalty program. The results show that machine learning processes are superior in identifying customers who find value in specific promotions. This research deepens practical and theoretical understanding of machine learning in the customer engagement-to-value loyalty chain and in the customer engagement construct that uses a dynamic customer engagement model.",2019,35,50,0,False,Business,,95000277.0,Ajay Aluri,39686605.0,Bradley S. Price,143605797.0,Nancy H. McIntyre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f194de79b86394f88bfdfeb9e6165e51cf83924d,https://www.semanticscholar.org/paper/f194de79b86394f88bfdfeb9e6165e51cf83924d,"The ""What"" and ""How"" of Learning in Design",Machine learning in design offers tremendous potential to actively support designers in all of their problem solving and knowledge requirement activities. This article surveys what designers and their systems have accomplished so far using machine learning techniques.,1997,36,54,3,True,Computer Science,,1692021.0,A. Duffy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e6b9fc7aa2996e7afc91c7f223460f9ded85e2da,https://www.semanticscholar.org/paper/e6b9fc7aa2996e7afc91c7f223460f9ded85e2da,Client Selection for Federated Learning with Heterogeneous Resources in Mobile Edge,"We envision a mobile edge computing (MEC) framework for machine learning (ML) technologies, which leverages distributed client data and computation resources for training high-performance ML models while preserving client privacy. Toward this future goal, this work aims to extend Federated Learning (FL), a decentralized learning framework that enables privacy-preserving training of models, to work with heterogeneous clients in a practical cellular network. The FL protocol iteratively asks random clients to download a trainable model from a server, update it with own data, and upload the updated model to the server, while asking the server to aggregate multiple client updates to further improve the model. While clients in this protocol are free from disclosing own private data, the overall training process can become inefficient when some clients are with limited computational resources (i.e., requiring longer update time) or under poor wireless channel conditions (longer upload time). Our new FL protocol, which we refer to as FedCS, mitigates this problem and performs FL efficiently while actively managing clients based on their resource conditions. Specifically, FedCS solves a client selection problem with resource constraints, which allows the server to aggregate as many client updates as possible and to accelerate performance improvement in ML models. We conducted an experimental evaluation using publicly-available large-scale image datasets to train deep neural networks on MEC environment simulations. The experimental results show that FedCS is able to complete its training process in a significantly shorter time compared to the original FL protocol.",2018,20,597,56,True,Computer Science,,3037568.0,T. Nishio,1899753.0,Ryo Yonetani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
954db9aa9f141ce9719d9ffc76c7677b27d9e45f,https://www.semanticscholar.org/paper/954db9aa9f141ce9719d9ffc76c7677b27d9e45f,Learning to track 3D human motion from silhouettes,"We describe a sparse Bayesian regression method for recovering 3D human body motion directly from silhouettes extracted from monocular video sequences. No detailed body shape model is needed, and realism is ensured by training on real human motion capture data. The tracker estimates 3D body pose by using Relevance Vector Machine regression to combine a learned autoregressive dynamical model with robust shape descriptors extracted automatically from image silhouettes. We studied several different combination methods, the most effective being to learn a nonlinear observation-update correction based on joint regression with respect to the predicted state and the observations. We demonstrate the method on a 54-parameter full body pose model, both quantitatively using motion capture based test sequences, and qualitatively on a test video sequence.",2004,26,110,9,True,Computer Science,Mathematics,145984136.0,A. Agarwal,1756114.0,B. Triggs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
