paperId,url,title,abstract,year,referenceCount,citationCount,influentialCitationCount,isOpenAccess,fieldsOfStudy/0,authors/0/authorId,authors/0/name,authors/1/authorId,authors/1/name,authors/2/authorId,authors/2/name,authors/3/authorId,authors/3/name,authors/4/authorId,authors/4/name,authors/5/authorId,authors/5/name,fieldsOfStudy/1,fieldsOfStudy/2,authors/6/authorId,authors/6/name,authors/7/authorId,authors/7/name,authors/8/authorId,authors/8/name,authors/9/authorId,authors/9/name,authors/10/authorId,authors/10/name,authors/11/authorId,authors/11/name,fieldsOfStudy/3,authors/12/authorId,authors/12/name,authors/13/authorId,authors/13/name,authors/14/authorId,authors/14/name,authors/15/authorId,authors/15/name,authors/16/authorId,authors/16/name,authors/17/authorId,authors/17/name,authors/18/authorId,authors/18/name,authors/19/authorId,authors/19/name,authors/20/authorId,authors/20/name,authors/21/authorId,authors/21/name,authors/22/authorId,authors/22/name,authors/23/authorId,authors/23/name,authors/24/authorId,authors/24/name,authors/25/authorId,authors/25/name,authors/26/authorId,authors/26/name,authors/27/authorId,authors/27/name,authors/28/authorId,authors/28/name,authors/29/authorId,authors/29/name,authors/30/authorId,authors/30/name,authors/31/authorId,authors/31/name,authors/32/authorId,authors/32/name,authors/33/authorId,authors/33/name,authors/34/authorId,authors/34/name,authors/35/authorId,authors/35/name,authors/36/authorId,authors/36/name,authors/37/authorId,authors/37/name,authors/38/authorId,authors/38/name,authors/39/authorId,authors/39/name
c95b487d304e9e56b2d10e26c4f86ec2defc447d,https://www.semanticscholar.org/paper/c95b487d304e9e56b2d10e26c4f86ec2defc447d,Engineering safety in machine learning,"Machine learning algorithms are increasingly influencing our decisions and interacting with us in all parts of our daily lives. Therefore, just like for power plants, highways, and myriad other engineered sociotechnical systems, we must consider the safety of systems involving machine learning. In this paper, we first discuss the definition of safety in terms of risk, epistemic uncertainty, and the harm incurred by unwanted outcomes. Then we examine dimensions, such as the choice of cost function and the appropriateness of minimizing the empirical average training cost, along which certain real-world applications may not be completely amenable to the foundational principle of modern statistical machine learning: empirical risk minimization. In particular, we note an emerging dichotomy of applications: ones in which safety is important and risk minimization is not the complete story (we name these Type A applications), and ones in which safety is not so critical and risk minimization is sufficient (we name these Type B applications). Finally, we discuss how four different strategies for achieving safety in engineering (inherently safe design, safety reserves, safe fail, and procedural safeguards) can be mapped to the machine learning context through inter-pretability and causality of predictive models, objectives beyond expected prediction accuracy, human involvement for labeling difficult or rare examples, and user experience design of software.",2016,22,84,4,True,Computer Science,1712865,K. Varshney,,,,,,,,,,,Mathematics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
006b577653e0e91e1cfd37c32c6d1cfb198a730e,https://www.semanticscholar.org/paper/006b577653e0e91e1cfd37c32c6d1cfb198a730e,Partially Supervised Classification of Text Documents,"We investigate the following problem: Given a set of documents of a particular topic or class P , and a large set M of mixed documents that contains documents from class P and other types of documents, identify the documents from class P in M . The key feature of this problem is that there is no labeled nonP document, which makes traditional machine learning techniques inapplicable, as they all need labeled documents of both classes. We call this problem partially supervised classification. In this paper, we show that this problem can be posed as a constrained optimization problem and that under appropriate conditions, solutions to the constrained optimization problem will give good solutions to the partially supervised classification problem. We present a novel technique to solve the problem and demonstrate the effectiveness of the technique through extensive experimentation.",2002,34,579,60,False,Computer Science,145321667,B. Liu,1740222.0,Wee Sun Lee,144019071.0,Philip S. Yu,39952499.0,Xiaoli Li,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cfc1d089990f9b8652dade0dc8e221589c6430ce,https://www.semanticscholar.org/paper/cfc1d089990f9b8652dade0dc8e221589c6430ce,"Bioinspired hierarchical composite design using machine learning: simulation, additive manufacturing, and experiment","Biomimicry, adapting and implementing nature's designs provides an adequate first-order solution to achieving superior mechanical properties. However, the design space is too vast even using biomimetic designs as prototypes for optimization. Here, we propose a new approach to design hierarchical materials using machine learning, trained with a database of hundreds of thousands of structures from finite element analysis, together with a self-learning algorithm for discovering high-performing materials where inferior designs are phased out for superior candidates. Results show that our approach can create microstructural patterns that lead to tougher and stronger materials, which are validated through additive manufacturing and testing. We further show that machine learning can be used as an alternative method of coarse-graining – analyzing and designing materials without the use of full microstructural data. This novel paradigm of smart additive manufacturing can aid in the discovery and fabrication of new material designs boasting orders of magnitude increase in computational efficacy over conventional methods.",2018,40,211,1,True,Computer Science,11329466,Grace X. Gu,153246325.0,Chun‐Teh Chen,2121259897.0,Deon J. Richmond,2273480.0,M. Buehler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65d3e7fa7b452611aa729ac789d4373d6ee505b0,https://www.semanticscholar.org/paper/65d3e7fa7b452611aa729ac789d4373d6ee505b0,fastMRI: An Open Dataset and Benchmarks for Accelerated MRI,"Accelerating Magnetic Resonance Imaging (MRI) by taking fewer measurements has the potential to reduce medical costs, minimize stress to patients and make MRI possible in applications where it is currently prohibitively slow or expensive. We introduce the fastMRI dataset, a large-scale collection of both raw MR measurements and clinical MR images, that can be used for training and evaluation of machine-learning approaches to MR image reconstruction. By introducing standardized evaluation criteria and a freely-accessible dataset, our goal is to help the community make rapid advances in the state of the art for MR image reconstruction. We also provide a self-contained introduction to MRI for machine learning researchers with no medical imaging background.",2018,63,402,65,False,Computer Science,3105120,Jure Zbontar,3597472.0,F. Knoll,8401284.0,Anuroop Sriram,2954796.0,Matthew Muckley,145219594.0,M. Bruno,34597877.0,Aaron Defazio,Engineering,Physics,48674611.0,Marc Parente,2376144.0,Krzysztof J Geras,51983841.0,Joe Katsnelson,2382287.0,H. Chandarana,2476328.0,Zizhao Zhang,3325894.0,M. Drozdzal,Mathematics,144290131.0,Adriana Romero,2066127975.0,Michael G. Rabbat,145467703.0,Pascal Vincent,2064937515.0,James Pinkerton,2111247556.0,Duo Wang,6584461.0,N. Yakubova,2057049036.0,Erich Owens,1699161.0,C. L. Zitnick,5677770.0,M. Recht,2827060.0,D. Sodickson,2376478.0,Y. Lui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
516475a7cc96c86a4a4b31682bb0c3a48b41cb95,https://www.semanticscholar.org/paper/516475a7cc96c86a4a4b31682bb0c3a48b41cb95,Machine Learning in Financial Crisis Prediction: A Survey,"For financial institutions, the ability to predict or forecast business failures is crucial, as incorrect decisions can have direct financial consequences. Bankruptcy prediction and credit scoring are the two major research problems in the accounting and finance domain. In the literature, a number of models have been developed to predict whether borrowers are in danger of bankruptcy and whether they should be considered a good or bad credit risk. Since the 1990s, machine-learning techniques, such as neural networks and decision trees, have been studied extensively as tools for bankruptcy prediction and credit score modeling. This paper reviews 130 related journal papers from the period between 1995 and 2010, focusing on the development of state-of-the-art machine-learning techniques, including hybrid and ensemble classifiers. Related studies are compared in terms of classifier design, datasets, baselines, and other experimental factors. This paper presents the current achievements and limitations associated with the development of bankruptcy-prediction and credit-scoring models employing machine learning. We also provide suggestions for future research.",2012,168,225,9,False,Computer Science,1682393,Wei-Yang Lin,1802964.0,Ya-Han Hu,1707262.0,Chih-Fong Tsai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1f9f29020556a574fe3de44e417deb367c13c426,https://www.semanticscholar.org/paper/1f9f29020556a574fe3de44e417deb367c13c426,Predicting Dark Triad Personality Traits from Twitter Usage and a Linguistic Analysis of Tweets,"Social media sites are now the most popular destination for Internet users, providing social scientists with a great opportunity to understand online behaviour. There are a growing number of research papers related to social media, a small number of which focus on personality prediction. To date, studies have typically focused on the Big Five traits of personality, but one area which is relatively unexplored is that of the anti-social traits of narcissism, Machiavellians and psychopathy, commonly referred to as the Dark Triad. This study explored the extent to which it is possible to determine anti-social personality traits based on Twitter use. This was performed by comparing the Dark Triad and Big Five personality traits of 2,927 Twitter users with their profile attributes and use of language. Analysis shows that there are some statistically significant relationships between these variables. Through the use of crowd sourced machine learning algorithms, we show that machine learning provides useful prediction rates, but is imperfect in predicting an individual's Dark Triad traits from Twitter activity. While predictive models may be unsuitable for predicting an individual's personality, they may still be of practical importance when models are applied to large groups of people, such as gaining the ability to see whether anti-social traits are increasing or decreasing over a population. Our results raise important questions related to the unregulated use of social media analysis for screening purposes. It is important that the practical and ethical implications of drawing conclusions about personal information embedded in social media sites are better understood.",2012,45,248,32,False,Computer Science,38216109,Chris Sumner,34227452.0,A. Byers,3050127.0,Rachel Boochever,32102400.0,Gregory J. Park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3e7f5455e0ed81de16f9327ffc12093ec8245cf7,https://www.semanticscholar.org/paper/3e7f5455e0ed81de16f9327ffc12093ec8245cf7,Multiview Privileged Support Vector Machines,"Multiview learning (MVL), by exploiting the complementary information among multiple feature sets, can improve the performance of many existing learning tasks. Support vector machine (SVM)-based models have been frequently used for MVL. A typical SVM-based MVL model is SVM-2K, which extends SVM for MVL by using the distance minimization version of kernel canonical correlation analysis. However, SVM-2K cannot fully unleash the power of the complementary information among different feature views. Recently, a framework of learning using privileged information (LUPI) has been proposed to model data with complementary information. Motivated by LUPI, we propose a new multiview privileged SVM model, multi-view privileged SVM model (PSVM-2V), for MVL. This brings a new perspective that extends LUPI to MVL. The optimization of PSVM-2V can be solved by the classical quadratic programming solver. We theoretically analyze the performance of PSVM-2V from the viewpoints of the consensus principle, the generalization error bound, and the SVM-2K learning model. Experimental results on 95 binary data sets demonstrate the effectiveness of the proposed method.",2018,49,73,4,False,Computer Science,48252042,Jingjing Tang,143790318.0,Ying-jie Tian,2151332283.0,Peng Zhang,87180246.0,Xiaohui Liu,,,,,Medicine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94187ef33e34af2cdb42502083c6f9b4c3f5ba6b,https://www.semanticscholar.org/paper/94187ef33e34af2cdb42502083c6f9b4c3f5ba6b,Practical Black-Box Attacks against Deep Learning Systems using Adversarial Examples,"Advances in deep learning have led to the broad adoption of Deep Neural Networks (DNNs) to a range of important machine learning problems, e.g., guiding autonomous vehicles, speech recognition, malware detection. Yet, machine learning models, including DNNs, were shown to be vulnerable to adversarial samples-subtly (and often humanly indistinguishably) modified malicious inputs crafted to compromise the integrity of their outputs. Adversarial examples thus enable adversaries to manipulate system behaviors. Potential attacks include attempts to control the behavior of vehicles, have spam content identified as legitimate content, or have malware identified as legitimate software. Adversarial examples are known to transfer from one model to another, even if the second model has a different architecture or was trained on a different set. We introduce the first practical demonstration that this cross-model transfer phenomenon enables attackers to control a remotely hosted DNN with no access to the model, its parameters, or its training data. In our demonstration, we only assume that the adversary can observe outputs from the target DNN given inputs chosen by the adversary. We introduce the attack strategy of fitting a substitute model to the input-output pairs in this manner, then crafting adversarial examples based on this auxiliary model. We evaluate the approach on existing DNN datasets and real-world settings. In one experiment, we force a DNN supported by MetaMind (one of the online APIs for DNN classifiers) to mis-classify inputs at a rate of 84.24%. We conclude with experiments exploring why adversarial samples transfer between DNNs, and a discussion on the applicability of our attack when targeting machine learning algorithms distinct from DNNs.",2016,47,442,46,False,Computer Science,1967156,Nicolas Papernot,144061974.0,P. Mcdaniel,153440022.0,Ian J. Goodfellow,1680133.0,S. Jha,144643812.0,Z. B. Celik,144231976.0,A. Swami,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3ff2ba8bd2658817c780b450028040ba78a10681,https://www.semanticscholar.org/paper/3ff2ba8bd2658817c780b450028040ba78a10681,Hardware for machine learning: Challenges and opportunities,"Machine learning plays a critical role in extracting meaningful information out of the zetabytes of sensor data collected every day. For some applications, the goal is to analyze and understand the data to identify trends (e.g., surveillance, portable/wearable electronics); in other applications, the goal is to take immediate action based the data (e.g., robotics/drones, self-driving cars, smart Internet of Things). For many of these applications, local embedded processing near the sensor is preferred over the cloud due to privacy or latency concerns, or hmitations in the communication bandwidth. However, at the sensor there are often stringent constraints on energy consumption and cost in addition to throughput and accuracy requirements. Furthermore, flexibility is often required such that the processing can be adapted for different applications or environments (e.g., update the weights and model in the classifier). In many applications, machine learning often involves transforming the input data into a higher dimensional space, which, along with programmable weights, increases data movement and consequently energy consumption. In this paper, we will discuss how these challenges can be addressed at various levels of hardware design ranging from architecture, hardware-friendly algorithms, mixed-signal circuits, and advanced technologies (including memories and sensors).",2016,84,137,10,True,Computer Science,1691305,V. Sze,50579876.0,Yu-hsin Chen,1399426866.0,Joel Einer,2071741.0,Amr Suleiman,48805472.0,Zhengdong Zhang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
804f822f9a6db8f559801f1c618b7d6c766741b4,https://www.semanticscholar.org/paper/804f822f9a6db8f559801f1c618b7d6c766741b4,Circuit-centric quantum classifiers,"A machine learning design is developed to train a quantum circuit specialized in solving a classification problem. In addition to discussing the training method and effect of noise, it is shown that the circuits perform reasonably well on classical benchmarks.",2018,60,321,32,True,Physics,3048564,M. Schuld,32954320.0,A. Bocharov,1742466.0,K. Svore,3253856.0,N. Wiebe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
