paperId,url,title,abstract,year,referenceCount,citationCount,influentialCitationCount,isOpenAccess,fieldsOfStudy/0,fieldsOfStudy/1,authors/0/authorId,authors/0/name,authors/1/authorId,authors/1/name,authors/2/authorId,authors/2/name,authors/3/authorId,authors/3/name,authors/4/authorId,authors/4/name,authors/5/authorId,authors/5/name,fieldsOfStudy/2,fieldsOfStudy/3,authors/6/authorId,authors/6/name,authors/7/authorId,authors/7/name,authors/8/authorId,authors/8/name,authors/9/authorId,authors/9/name,authors/10/authorId,authors/10/name,authors/11/authorId,authors/11/name,authors/12/authorId,authors/12/name,authors/13/authorId,authors/13/name,authors/14/authorId,authors/14/name,authors/15/authorId,authors/15/name,authors/16/authorId,authors/16/name,authors/17/authorId,authors/17/name,authors/18/authorId,authors/18/name,authors/19/authorId,authors/19/name
4fd355ee3a17ee1cc3e3eb7ebe5064200611adbb,https://www.semanticscholar.org/paper/4fd355ee3a17ee1cc3e3eb7ebe5064200611adbb,Machine Learning in Acute Ischemic Stroke Neuroimaging,"Machine Learning (ML) through pattern recognition algorithms is currently becoming an essential aid for the diagnosis, treatment, and prediction of complications and patient outcomes in a number of neurological diseases. The evaluation and treatment of Acute Ischemic Stroke (AIS) have experienced a significant advancement over the past few years, increasingly requiring the use of neuroimaging for decision-making. In this review, we offer an insight into the recent developments and applications of ML in neuroimaging focusing on acute ischemic stroke.",2018,72,61,1,True,Medicine,,47150922,H. Kamal,2061878276.0,V. Lopez,31965568.0,S. Sheth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
933c0c1604b7f1748665875a905356a929ad2970,https://www.semanticscholar.org/paper/933c0c1604b7f1748665875a905356a929ad2970,Random Forest.,"For the task of analyzing survival data to derive risk factors associated with mortality, physicians, researchers, and biostatisticians have typically relied on certain types of regression techniques, most notably the Cox model. With the advent of more widely distributed computing power, methods which require more complex mathematics have become increasingly common. Particularly in this era of ""big data"" and machine learning, survival analysis has become methodologically broader. This paper aims to explore one technique known as Random Forest. The Random Forest technique is a regression tree technique which uses bootstrap aggregation and randomization of predictors to achieve a high degree of predictive accuracy. The various input parameters of the random forest are explored. Colon cancer data (n = 66,807) from the SEER database is then used to construct both a Cox model and a random forest model to determine how well the models perform on the same data. Both models perform well, achieving a concordance error rate of approximately 18%.",2017,1,1021,61,False,Medicine,,13988265,S. Rigatti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d8c1840c5f155a9f2a6caf26fd999e9bf068c73a,https://www.semanticscholar.org/paper/d8c1840c5f155a9f2a6caf26fd999e9bf068c73a,Multi-task Learning,"A fundamental limitation of standard machine learning methods is the cost incurred by the preparation of the large training samples required for good generalization. A potential remedy is offered by multi-task learning: in many cases, while individual sample sizes are rather small, there are samples to represent a large number of learning tasks (linear regression problems), which share some constraining or generative property. If this property is sufficiently simple it should allow for better learning of the individual tasks despite their small individual sample sizes. In this talk I will review a wide class of multi-task learning methods which encourage low-dimensional representations of the regression vectors. I will describe techniques to solve the underlying optimization problems and present an analysis of the generalization performance of these learning methods which provides a proof of the superiority of multi-task learning under specific conditions. ROKS 2013",2020,276,55,2,False,Computer Science,,1704699,M. Pontil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f86afc5f0b76d2b7a6147ac2b6c367eaa0d24c3b,https://www.semanticscholar.org/paper/f86afc5f0b76d2b7a6147ac2b6c367eaa0d24c3b,Machine learning for long-distance quantum communication,"Machine learning can help us in solving problems in the context big data analysis and classification, as well as in playing complex games such as Go. But can it also be used to find novel protocols and algorithms for applications such as large-scale quantum communication? Here we show that machine learning can be used to identify central quantum protocols, including teleportation, entanglement purification and the quantum repeater. These schemes are of importance in long-distance quantum communication, and their discovery has shaped the field of quantum information processing. However, the usefulness of learning agents goes beyond the mere re-production of known protocols; the same approach allows one to find improved solutions to long-distance communication problems, in particular when dealing with asymmetric situations where channel noise and segment distance are non-uniform. Our findings are based on the use of projective simulation, a model of a learning agent that combines reinforcement learning and decision making in a physically motivated framework. The learning agent is provided with a universal gate set, and the desired task is specified via a reward scheme. From a technical perspective, the learning agent has to deal with stochastic environments and reactions. We utilize an idea reminiscent of hierarchical skill acquisition, where solutions to sub-problems are learned and re-used in the overall scheme. This is of particular importance in the development of long-distance communication schemes, and opens the way for using machine learning in the design and implementation of quantum networks.",2019,69,48,2,True,Computer Science,Physics,67091356,J. Wallnöfer,47610941.0,A. Melnikov,2863386.0,W. Dür,32534184.0,H. Briegel,,,,,Mathematics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334c32286f3af8cfbce4dc4bed8e110dd91826cb,https://www.semanticscholar.org/paper/334c32286f3af8cfbce4dc4bed8e110dd91826cb,Bond Risk Premia with Machine Learning,"We show that machine learning methods, in particular extreme trees and neural networks (NNs), provide strong statistical evidence in favor of bond return predictability. NN forecasts based on macroeconomic and yield information translate into economic gains that are larger than those obtained using yields alone. Interestingly, the nature of unspanned factors changes along the yield curve: stock and labor market related variables are more relevant for short-term maturities, whereas output and income variables matter more for longer maturities. Finally, NN forecasts correlate with proxies for time-varying risk aversion and uncertainty, lending support to models featuring both of these channels.",2020,155,61,7,True,Economics,,146467911,Daniele Bianchi,48556577.0,M. Büchner,2468965.0,A. Tamoni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3f8c2a71dd1f399079cc2fa87e15e065b59ebfbe,https://www.semanticscholar.org/paper/3f8c2a71dd1f399079cc2fa87e15e065b59ebfbe,Feature space interpretation of SVMs with indefinite kernels,"Kernel methods are becoming increasingly popular for various kinds of machine learning tasks, the most famous being the support vector machine (SVM) for classification. The SVM is well understood when using conditionally positive definite (cpd) kernel functions. However, in practice, non-cpd kernels arise and demand application in SVM. The procedure of ""plugging"" these indefinite kernels in SVM often yields good empirical classification results. However, they are hard to interpret due to missing geometrical and theoretical understanding. In this paper, we provide a step toward the comprehension of SVM classifiers in these situations. We give a geometric interpretation of SVM with indefinite kernel functions. We show that such SVM are optimal hyperplane classifiers not by margin maximization, but by minimization of distances between convex hulls in pseudo-Euclidean spaces. By this, we obtain a sound framework and motivation for indefinite SVM. This interpretation is the basis for further theoretical analysis, e.g., investigating uniqueness, and for the derivation of practical guidelines like characterizing the suitability of indefinite SVM.",2005,32,255,18,True,Mathematics,Computer Science,2800929,B. Haasdonk,,,,,,,,,,,Medicine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5507dc32b368c8afd3b9507e9b5888da7bd7d7cd,https://www.semanticscholar.org/paper/5507dc32b368c8afd3b9507e9b5888da7bd7d7cd,Sequence-to-Sequence Learning as Beam-Search Optimization,"Sequence-to-Sequence (seq2seq) modeling has rapidly become an important general-purpose NLP tool that has proven effective for many text-generation and sequence-labeling tasks. Seq2seq builds on deep neural language modeling and inherits its remarkable accuracy in estimating local, next-word distributions. In this work, we introduce a model and beam-search training scheme, based on the work of Daume III and Marcu (2005), that extends seq2seq to learn global sequence scores. This structured approach avoids classical biases associated with local training and unifies the training loss with the test-time usage, while preserving the proven model architecture of seq2seq and its efficient training approach. We show that our system outperforms a highly-optimized attention-based seq2seq system and other baselines on three different sequence to sequence tasks: word ordering, parsing, and machine translation.",2016,46,493,36,True,Computer Science,Mathematics,2844243,Sam Wiseman,2531268.0,Alexander M. Rush,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33e20449aa40488c6d4b430a48edf5c4b43afdab,https://www.semanticscholar.org/paper/33e20449aa40488c6d4b430a48edf5c4b43afdab,The Faces of Engagement: Automatic Recognition of Student Engagementfrom Facial Expressions,"Student engagement is a key concept in contemporary education, where it is valued as a goal in its own right. In this paper we explore approaches for automatic recognition of engagement from students' facial expressions. We studied whether human observers can reliably judge engagement from the face; analyzed the signals observers use to make these judgments; and automated the process using machine learning. We found that human observers reliably agree when discriminating low versus high degrees of engagement (Cohen's κ = 0.96). When fine discrimination is required (four distinct levels) the reliability decreases, but is still quite high ( κ = 0.56). Furthermore, we found that engagement labels of 10-second video clips can be reliably predicted from the average labels of their constituent frames (Pearson r=0.85), suggesting that static expressions contain the bulk of the information used by observers. We used machine learning to develop automatic engagement detectors and found that for binary classification (e.g., high engagement versus low engagement), automated engagement detectors perform with comparable accuracy to humans. Finally, we show that both human and automatic engagement judgments correlate with task performance. In our experiment, student post-test performance was predicted with comparable accuracy from engagement labels ( r=0.47) as from pre-test scores ( r=0.44).",2014,67,339,38,False,Computer Science,Psychology,143973061,J. Whitehill,3089406.0,Zewelanji N Serpell,3267606.0,Yi-Ching Lin,39687351.0,A. Foster,1741200.0,J. Movellan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6241702ad6c469b1e347a018ec191b0c31eef4a5,https://www.semanticscholar.org/paper/6241702ad6c469b1e347a018ec191b0c31eef4a5,A case for machine learning to optimize multicore performance,"Multicore architectures have become so complex and diverse that there is no obvious path to achieving good performance. Hundreds of code transformations, compiler flags, architectural features and optimization parameters result in a search space that can take many machinemonths to explore exhaustively. Inspired by successes in the systems community, we apply state-of-the-art machine learning techniques to explore this space more intelligently. On 7-point and 27-point stencil code, our technique takes about two hours to discover a configuration whose performance is within 1% of and up to 18% better than that achieved by a human expert. This factor of 2000 speedup over manual exploration of the auto-tuning parameter space enables us to explore optimizations that were previously off-limits. We believe the opportunity for using machine learning in multicore autotuning is even more promising than the successes to date in the systems literature.",2009,18,99,4,False,Computer Science,,1701816,A. Ganapathi,49589461.0,K. Datta,2057888081.0,Armando Fox,2052997025.0,David A. Patterson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ee71c6bc5c5102e68eee86795b3cea35a83a1e22,https://www.semanticscholar.org/paper/ee71c6bc5c5102e68eee86795b3cea35a83a1e22,Search Engines that Learn from Implicit Feedback,"Search-engine logs provide a wealth of information that machine-learning techniques can harness to improve search quality. With proper interpretations that avoid inherent biases, a search engine can use training data extracted from the logs to automatically tailor ranking functions to a particular user group or collection.",2007,13,195,12,False,Computer Science,,1680188,T. Joachims,1803571.0,Filip Radlinski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84fc03d493da87e0d8086760e92560eec9749594,https://www.semanticscholar.org/paper/84fc03d493da87e0d8086760e92560eec9749594,Multi-machine scheduling-a multi-agent learning approach,"Multi machine scheduling, that is, the assignment of jobs to machines such that certain performance demands like cost and time effectiveness are fulfilled, is a ubiquitous and complex activity in everyday life. The paper presents an approach to multi machine scheduling that follows the multiagent learning paradigm known from the field of distributed artificial intelligence. According to this approach the machines collectively and as a whole learn and iteratively refine appropriate schedules. The major characteristic of this approach is that learning is distributed over several machines, and that the individual machines carry out their learning activities in a parallel and asynchronous way.",1998,29,46,4,False,Computer Science,,1799693,W. Brauer,144799183.0,Gerhard Weiss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e7c36f2caeb0bd6d691c4500d223abd482c61180,https://www.semanticscholar.org/paper/e7c36f2caeb0bd6d691c4500d223abd482c61180,Intrusion detection in SCADA systems using machine learning techniques,"In this paper we present a intrusion detection module capable of detecting malicious network traffic in a SCADA (Supervisory Control and Data Acquisition) system. Malicious data in a SCADA system disrupt its correct functioning and tamper with its normal operation. OCSVM (One-Class Support Vector Machine) is an intrusion detection mechanism that does not need any labeled data for training or any information about the kind of anomaly is expecting for the detection process. This feature makes it ideal for processing SCADA environment data and automate SCADA performance monitoring. The OCSVM module developed is trained by network traces off line and detect anomalies in the system real time. The module is part of an IDS (Intrusion Detection System) system developed under CockpitCI project and communicates with the other parts of the system by the exchange of IDMEF (Intrusion Detection Message Exchange Format) messages that carry information about the source of the incident, the time and a classification of the alarm.",2014,97,131,14,True,Computer Science,,3001662,L. Maglaras,2149531404.0,Jianmin Jiang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
484b3c21c75c6676c26703fa33c0d38747bd90be,https://www.semanticscholar.org/paper/484b3c21c75c6676c26703fa33c0d38747bd90be,Presto: distributed machine learning and graph processing with sparse matrices,"It is cumbersome to write machine learning and graph algorithms in data-parallel models such as MapReduce and Dryad. We observe that these algorithms are based on matrix computations and, hence, are inefficient to implement with the restrictive programming and communication interface of such frameworks.
 In this paper we show that array-based languages such as R [3] are suitable for implementing complex algorithms and can outperform current data parallel solutions. Since R is single-threaded and does not scale to large datasets, we have built Presto, a distributed system that extends R and addresses many of its limitations. Presto efficiently shares sparse structured data, can leverage multi-cores, and dynamically partitions data to mitigate load imbalance. Our results show the promise of this approach: many important machine learning and graph algorithms can be expressed in a single framework and are substantially faster than those in Hadoop and Spark.",2013,41,98,7,False,Computer Science,,2697906,S. Venkataraman,152711509.0,Erik Bodzsar,48315986.0,Indrajit Roy,3274692.0,A. AuYoung,143986781.0,R. Schreiber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
edb6e403ac6d25d23d10d563ab893556231b7b9c,https://www.semanticscholar.org/paper/edb6e403ac6d25d23d10d563ab893556231b7b9c,"Putting Fairness Principles into Practice: Challenges, Metrics, and Improvements","As more researchers have become aware of and passionate about algorithmic fairness, there has been an explosion in papers laying out new metrics, suggesting algorithms to address issues, and calling attention to issues in existing applications of machine learning. This research has greatly expanded our understanding of the concerns and challenges in deploying machine learning, but there has been much less work in seeing how the rubber meets the road. In this paper we provide a case-study on the application of fairness in machine learning research to a production classification system, and offer new insights in how to measure and address algorithmic fairness issues. We discuss open questions in implementing equality of opportunity and describe our fairness metric, conditional equality, that takes into account distributional differences. Further, we provide a new approach to improve on the fairness metric during model training and demonstrate its efficacy in improving performance for a real-world product.",2019,39,85,4,True,Computer Science,Mathematics,2638246,Alex Beutel,2144168512.0,Jilin Chen,2155007.0,Tulsee Doshi,2051972757.0,Hai Qian,2064061699.0,Allison Woodruff,2077109405.0,Christine Luu,,,1759904.0,Pierre Kreitmann,2153931.0,Jonathan Bischof,2226805.0,Ed H. Chi,,,,,,,,,,,,,,,,,,,,,,
600be3dde18d1059c6b56170bd04ee65ce79a848,https://www.semanticscholar.org/paper/600be3dde18d1059c6b56170bd04ee65ce79a848,"Lookahead Optimizer: k steps forward, 1 step back","The vast majority of successful deep neural networks are trained using variants of stochastic gradient descent (SGD) algorithms. Recent attempts to improve SGD can be broadly categorized into two approaches: (1) adaptive learning rate schemes, such as AdaGrad and Adam, and (2) accelerated schemes, such as heavy-ball and Nesterov momentum. In this paper, we propose a new optimization algorithm, Lookahead, that is orthogonal to these previous approaches and iteratively updates two sets of weights. Intuitively, the algorithm chooses a search direction by looking ahead at the sequence of fast weights generated by another optimizer. We show that Lookahead improves the learning stability and lowers the variance of its inner optimizer with negligible computation and memory cost. We empirically demonstrate Lookahead can significantly improve the performance of SGD and Adam, even with their default hyperparameter settings on ImageNet, CIFAR-10/100, neural machine translation, and Penn Treebank.",2019,51,450,69,False,Computer Science,Mathematics,50495487,Michael Ruogu Zhang,145202377.0,James Lucas,1695689.0,Geoffrey E. Hinton,2503659.0,Jimmy Ba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5c21646d709daa1d9db51caae614c91da3342db8,https://www.semanticscholar.org/paper/5c21646d709daa1d9db51caae614c91da3342db8,Feature Selection Based on Structured Sparsity: A Comprehensive Study,"Feature selection (FS) is an important component of many pattern recognition tasks. In these tasks, one is often confronted with very high-dimensional data. FS algorithms are designed to identify the relevant feature subset from the original features, which can facilitate subsequent analysis, such as clustering and classification. Structured sparsity-inducing feature selection (SSFS) methods have been widely studied in the last few years, and a number of algorithms have been proposed. However, there is no comprehensive study concerning the connections between different SSFS methods, and how they have evolved. In this paper, we attempt to provide a survey on various SSFS methods, including their motivations and mathematical representations. We then explore the relationship among different formulations and propose a taxonomy to elucidate their evolution. We group the existing SSFS methods into two categories, i.e., vector-based feature selection (feature selection based on lasso) and matrix-based feature selection (feature selection based on  ${l_{r,p}}$ -norm). Furthermore, FS has been combined with other machine learning algorithms for specific applications, such as multitask learning, multilabel learning, multiview learning, classification, and clustering. This paper not only compares the differences and commonalities of these methods based on regression and regularization strategies, but also provides useful guidelines to practitioners working in related fields to guide them how to do feature selection.",2017,169,141,4,False,Computer Science,,143987790,Jie Gui,1757186.0,Zhenan Sun,1743600.0,Shuiwang Ji,143719920.0,D. Tao,143874948.0,T. Tan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
