paperId,url,title,abstract,year,referenceCount,citationCount,influentialCitationCount,isOpenAccess,fieldsOfStudy/0,authors/0/authorId,authors/0/name,authors/1/authorId,authors/1/name,authors/2/authorId,authors/2/name,authors/3/authorId,authors/3/name,authors/4/authorId,authors/4/name,authors/5/authorId,authors/5/name,authors/6/authorId,authors/6/name,authors/7/authorId,authors/7/name,authors/8/authorId,authors/8/name,authors/9/authorId,authors/9/name,authors/10/authorId,authors/10/name,fieldsOfStudy/1,authors/11/authorId,authors/11/name,authors/12/authorId,authors/12/name,authors/13/authorId,authors/13/name,authors/14/authorId,authors/14/name,authors/15/authorId,authors/15/name,authors/16/authorId,authors/16/name,fieldsOfStudy/2,authors/17/authorId,authors/17/name,authors/18/authorId,authors/18/name,authors/19/authorId,authors/19/name,authors/20/authorId,authors/20/name,authors/21/authorId,authors/21/name,fieldsOfStudy/3,fieldsOfStudy/4
3984c09b19eca83aa78a5fcbc1f87106685b34c7,https://www.semanticscholar.org/paper/3984c09b19eca83aa78a5fcbc1f87106685b34c7,Monitoring Land-Cover Changes: A Machine-Learning Perspective,"Monitoring land-cover changes is of prime importance for the effective planning and management of critical, natural and man-made resources. The growing availability of remote sensing data provides ample opportunities for monitoring land-cover changes on a global scale using machine-learning techniques. However, remote sensing data sets exhibit unique domain-specific properties that limit the usefulness of traditional machine-learning methods. This article presents a brief overview of these challenges from the perspective of machine learning and discusses some of the recent advances in machine learning that are relevant for addressing them. These approaches show promise for future research in the detection of land-cover change using machine-learning algorithms.",2016,58,64,2,false,Computer Science,2548167,A. Karpatne,49165342,Zhe Jiang,3001600,Ranga Raju Vatsavai,145072875,S. Shekhar,2107978833,Vipin Kumar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4a3d34c3c23ded529c871150cb1f47d6e09ff0ba,https://www.semanticscholar.org/paper/4a3d34c3c23ded529c871150cb1f47d6e09ff0ba,Imaging patterns predict patient survival and molecular subtype in glioblastoma via machine learning techniques.,"BACKGROUND
MRI characteristics of brain gliomas have been used to predict clinical outcome and molecular tumor characteristics. However, previously reported imaging biomarkers have not been sufficiently accurate or reproducible to enter routine clinical practice and often rely on relatively simple MRI measures. The current study leverages advanced image analysis and machine learning algorithms to identify complex and reproducible imaging patterns predictive of overall survival and molecular subtype in glioblastoma (GB).


METHODS
One hundred five patients with GB were first used to extract approximately 60 diverse features from preoperative multiparametric MRIs. These imaging features were used by a machine learning algorithm to derive imaging predictors of patient survival and molecular subtype. Cross-validation ensured generalizability of these predictors to new patients. Subsequently, the predictors were evaluated in a prospective cohort of 29 new patients.


RESULTS
Survival curves yielded a hazard ratio of 10.64 for predicted long versus short survivors. The overall, 3-way (long/medium/short survival) accuracy in the prospective cohort approached 80%. Classification of patients into the 4 molecular subtypes of GB achieved 76% accuracy.


CONCLUSIONS
By employing machine learning techniques, we were able to demonstrate that imaging patterns are highly predictive of patient survival. Additionally, we found that GB subtypes have distinctive imaging phenotypes. These results reveal that when imaging markers related to infiltration, cell density, microvascularity, and blood-brain barrier compromise are integrated via advanced pattern analysis methods, they form very accurate predictive biomarkers. These predictive markers used solely preoperative images, hence they can significantly augment diagnosis and treatment of GB patients.",2016,43,237,8,true,Medicine,5658385,L. Macyszyn,1836349,H. Akbari,4043191,J. Pisapia,145323531,X. Da,6683318,M. Attiah,1919457,Vadim Pigrish,2706424,Y. Bi,2908972,Sharmistha Pal,3285990,R. Davuluri,4190389,Laura Roccograndi,4900874,N. Dahmane,,1397753907,M. Martinez-Lage,2395747,G. Biros,48750802,R. Wolf,1981194,M. Bilello,1390125065,D. O’Rourke,1740714,C. Davatzikos,,,,,,,,,,,,,
4ea909c9509aa556786687fb044f2ce86100e4ec,https://www.semanticscholar.org/paper/4ea909c9509aa556786687fb044f2ce86100e4ec,Quantum Entanglement in Neural Network States,"Machine learning, one of today's most rapidly growing interdisciplinary fields, promises an unprecedented perspective for solving intricate quantum many-body problems. Understanding the physical aspects of the representative artificial neural-network states is recently becoming highly desirable in the applications of machine learning techniques to quantum many-body physics. Here, we study the quantum entanglement properties of neural-network states, with a focus on the restricted-Boltzmann-machine (RBM) architecture. We prove that the entanglement of all short-range RBM states satisfies an area law for arbitrary dimensions and bipartition geometry. For long-range RBM states we show by using an exact construction that such states could exhibit volume-law entanglement, implying a notable capability of RBM in representing efficiently quantum states with massive entanglement. We further examine generic RBM states with random weight parameters. We find that their averaged entanglement entropy obeys volume-law scaling and meantime strongly deviates from the Page-entropy of the completely random pure states. We show that their entanglement spectrum has no universal part associated with random matrix theory and bears a Poisson-type level statistics. Using reinforcement learning, we demonstrate that RBM is capable of finding the ground state (with power-law entanglement) of a model Hamiltonian with long-range interaction. In addition, we show, through a concrete example of the one-dimensional symmetry-protected topological cluster states, that the RBM representation may also be used as a tool to analytically compute the entanglement spectrum. Our results uncover the unparalleled power of artificial neural networks in representing quantum many-body states, which paves a novel way to bridge computer science based machine learning techniques to outstanding quantum condensed matter physics problems.",2017,128,271,10,true,Physics,5204254,D. Deng,2108285127,Xiaopeng Li,2888542,S. Sarma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16d5d586ccc5b9a9f59f55266fb48fcc9436456e,https://www.semanticscholar.org/paper/16d5d586ccc5b9a9f59f55266fb48fcc9436456e,Beyond Manual Tuning of Hyperparameters,,2015,80,126,4,false,Computer Science,144661829,F. Hutter,1790122,Jörg Lücke,1388781075,L. Schmidt-Thieme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c9172a3571e3c0b7032509dffdb5f16b4081241b,https://www.semanticscholar.org/paper/c9172a3571e3c0b7032509dffdb5f16b4081241b,Active Learning with Support Vector Machines in the Drug Discovery Process,"We investigate the following data mining problem from computer-aided drug design: From a large collection of compounds, find those that bind to a target molecule in as few iterations of biochemical testing as possible. In each iteration a comparatively small batch of compounds is screened for binding activity toward this target. We employed the so-called ""active learning paradigm"" from Machine Learning for selecting the successive batches. Our main selection strategy is based on the maximum margin hyperplane-generated by ""Support Vector Machines"". This hyperplane separates the current set of active from the inactive compounds and has the largest possible distance from any labeled compound. We perform a thorough comparative study of various other selection strategies on data sets provided by DuPont Pharmaceuticals and show that the strategies based on the maximum margin hyperplane clearly outperform the simpler ones.",2003,25,302,12,false,Computer Science,1794034,Manfred K. Warmuth,2075441787,Jun Liao,2414086,G. Rätsch,48453299,M. Mathieson,3258830,S. Putta,21313583,C. Lemmen,,,,,,,,,,,Medicine,,,,,,,,,,,,,,,,,,,,,,,,,
2698bdb4673caa10e0f5eece28ae80393c5ff94f,https://www.semanticscholar.org/paper/2698bdb4673caa10e0f5eece28ae80393c5ff94f,Collaborative Writing Support Tools on the Cloud,"Academic writing, individual or collaborative, is an essential skill for today's graduates. Unfortunately, managing writing activities and providing feedback to students is very labor intensive and academics often opt out of including such learning experiences in their teaching. We describe the architecture for a new collaborative writing support environment used to embed such collaborative learning activities in engineering courses. iWrite provides tools for managing collaborative and individual writing assignments in large cohorts. It outsources the writing tools and the storage of student content to third party cloud-computing vendors (i.e., Google). We further describe how using machine learning and NLP techniques, the architecture provides automated feedback, automatic question generation, and process analysis features.",2011,46,128,3,false,Computer Science,144792845,R. Calvo,2073202565,Stephen T. O'Rourke,145869583,Janet Jones,1763220,K. Yacef,20779579,P. Reimann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
395319753b2ed1f464f341654a26e380fd0d6aab,https://www.semanticscholar.org/paper/395319753b2ed1f464f341654a26e380fd0d6aab,Learning I/O Automata,,2010,40,115,9,false,Computer Science,39315305,F. Aarts,1678787,F. Vaandrager,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dc2b3571907434dbe70cb9674ef16b18286f2cc9,https://www.semanticscholar.org/paper/dc2b3571907434dbe70cb9674ef16b18286f2cc9,Physics-informed machine learning approach for augmenting turbulence models: A comprehensive framework,"We present a comprehensive framework for augmenting turbulence models with physics-informed machine learning, illustrating a complete workflow from identification of input/output to prediction of mean velocities. The learned model has Galilean invariance and coordinate rotational invariance.",2018,63,216,10,true,Physics,47876141,Jinlong Wu,41193045,Heng Xiao,50524368,E. Paterson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87576c49fab648c3c7bedf7642bc4e6b98d9d69d,https://www.semanticscholar.org/paper/87576c49fab648c3c7bedf7642bc4e6b98d9d69d,Quantum machine learning and quantum biomimetics: A perspective,"Quantum machine learning has emerged as an exciting and promising paradigm inside quantum technologies. It may permit, on the one hand, to carry out more efficient machine learning calculations by means of quantum devices, while, on the other hand, to employ machine learning techniques to better control quantum systems. Inside quantum machine learning, quantum reinforcement learning aims at developing ‘intelligent’ quantum agents that may interact with the outer world and adapt to it, with the strategy of achieving some final goal. Another paradigm inside quantum machine learning is that of quantum autoencoders, which may allow one for employing fewer resources in a quantum device via a training process. Moreover, the field of quantum biomimetics aims at establishing analogies between biological and quantum systems, to look for previously inadvertent connections that may enable useful applications. Two recent examples are the concepts of quantum artificial life, as well as of quantum memristors. In this Perspective, we give an overview of these topics, describing the related research carried out by the scientific community.",2020,111,39,0,false,Physics,4291120,L. Lamata,,,,,,,,,,,,,,,,,,,,,Computer Science,,,,,,,,,,,,,Mathematics,,,,,,,,,,,,
8d6e18785d75c9a40c3284cfb5726359c0ab0801,https://www.semanticscholar.org/paper/8d6e18785d75c9a40c3284cfb5726359c0ab0801,Machine Learning and Its Applications,,2001,112,108,2,true,Computer Science,4738873,G. Paliouras,1745631,V. Karkaletsis,2124138,C. Spyropoulos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3b09e6f6533005925c6ca7427d3d75ca95da6e09,https://www.semanticscholar.org/paper/3b09e6f6533005925c6ca7427d3d75ca95da6e09,Random access for machine-to-machine communication in LTE-advanced networks: issues and approaches,"Machine-to-machine communication, a promising technology for the smart city concept, enables ubiquitous connectivity between one or more autonomous devices without or with minimal human interaction. M2M communication is the key technology to support data transfer among sensors and actuators to facilitate various smart city applications (e.g., smart metering, surveillance and security, infrastructure management, city automation, and eHealth). To support massive numbers of machine type communication (MTC) devices, one of the challenging issues is to provide an efficient way for multiple access in the network and to minimize network overload. In this article, we review the M2M communication techniques in Long Term Evolution- Advanced cellular networks and outline the major research issues. Also, we review the different random access overload control mechanisms to avoid congestion caused by random channel access of MTC devices. To this end, we propose a reinforcement learning-based eNB selection algorithm that allows the MTC devices to choose the eNBs (or base stations) to transmit packets in a self-organizing fashion.",2013,19,481,21,false,Computer Science,26068612,M. Hasan,144158811,E. Hossain,1713586,D. Niyato,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e2682f2a2752cba7a05fd3db1cb43731c1afb002,https://www.semanticscholar.org/paper/e2682f2a2752cba7a05fd3db1cb43731c1afb002,Explaining AdaBoost,,2013,41,483,44,false,Computer Science,1716301,R. Schapire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
abad343e6732abd4773543ac04f0ecfe46aab4ec,https://www.semanticscholar.org/paper/abad343e6732abd4773543ac04f0ecfe46aab4ec,The gesture recognition toolkit,"The Gesture Recognition Toolkit is a cross-platform open-source C++ library designed to make real-time machine learning and gesture recognition more accessible for non-specialists. Emphasis is placed on ease of use, with a consistent, minimalist design that promotes accessibility while supporting flexibility and customization for advanced users. The toolkit features a broad range of classification and regression algorithms and has extensive support for building real-time systems. This includes algorithms for signal processing, feature extraction and automatic gesture spotting.",2014,48,161,8,true,Computer Science,1998265,N. Gillian,1733194,J. Paradiso,,,,,,,,,,,,,,,,,,,Mathematics,,,,,,,,,,,,,,,,,,,,,,,,,
dd20272cba91c5a47bfd54a9d716a51acd28195f,https://www.semanticscholar.org/paper/dd20272cba91c5a47bfd54a9d716a51acd28195f,Machine Learning at Central Banks,"We introduce machine learning in the context of central banking and policy analyses. Our aim is to give an overview broad enough to allow the reader to place machine learning within the wider range of statistical modelling and computational analyses, and provide an idea of its scope and limitations. We review the underlying technical sources and the nascent literature applying machine learning to economic and policy problems. We present popular modelling approaches, such as artificial neural networks, tree-based models, support vector machines, recommender systems and different clustering techniques. Important concepts like the bias-variance trade-off, optimal model complexity, regularisation and cross-validation are discussed to enrich the econometrics toolbox in their own right. We present three case studies relevant to central bank policy, financial regulation and economic modelling more widely. First, we model the detection of alerts on the balance sheets of financial institutions in the context of banking supervision. Second, we perform a projection exercise for UK CPI inflation on a medium-term horizon of two years. Here, we introduce a simple training-testing framework for time series analyses. Third, we investigate the funding patterns of technology start-ups with the aim to detect potentially disruptive innovators in financial technology. Machine learning models generally outperform traditional modelling approaches in prediction tasks, while open research questions remain with regard to their causal inference properties.",2017,0,80,5,false,Economics,3000889,Chiranjit Chakraborty,47476153,Andreas Joseph,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0cf102da6dd4276115c63cbb6797f24ed450fea1,https://www.semanticscholar.org/paper/0cf102da6dd4276115c63cbb6797f24ed450fea1,Towards Robust Interpretability with Self-Explaining Neural Networks,"Most recent work on interpretability of complex machine learning models has focused on estimating a posteriori explanations for previously trained models around specific predictions. Self-explaining models where interpretability plays a key role already during learning have received much less attention. We propose three desiderata for explanations in general – explicitness, faithfulness, and stability – and show that existing methods do not satisfy them. In response, we design self-explaining models in stages, progressively generalizing linear classifiers to complex yet architecturally explicit models. Faithfulness and stability are enforced via regularization specifically tailored to such models. Experimental results across various benchmark datasets show that our framework offers a promising direction for reconciling model complexity and interpretability.",2018,28,483,59,false,Computer Science,1390096054,David Alvarez-Melis,35132120,T. Jaakkola,,,,,,,,,,,,,,,,,,,Mathematics,,,,,,,,,,,,,,,,,,,,,,,,,
6168b473825a7334b168f15c6be3e1d1edabf88e,https://www.semanticscholar.org/paper/6168b473825a7334b168f15c6be3e1d1edabf88e,Comparative study on classification performance between support vector machine and logistic regression,,2013,50,63,5,false,Computer Science,2675617,Abdallah Bashir Musa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2d470f3f86bae26460339bef85420095e04c852b,https://www.semanticscholar.org/paper/2d470f3f86bae26460339bef85420095e04c852b,Three Approaches for Personalization with Applications to Federated Learning,"The standard objective in machine learning is to train a single model for all users. However, in many learning scenarios, such as cloud computing and federated learning, it is possible to learn a personalized model per user. In this work, we present a systematic learning-theoretic study of personalization. We propose and analyze three approaches: user clustering, data interpolation, and model interpolation. For all three approaches, we provide learning-theoretic guarantees and efficient algorithms for which we also demonstrate the performance empirically. All of our algorithms are model-agnostic and work for any hypothesis class.",2020,57,251,42,false,Computer Science,144830983,Y. Mansour,81080659,M. Mohri,2060769070,Jae Ro,9486035,A. Suresh,,,,,,,,,,,,,,,Mathematics,,,,,,,,,,,,,,,,,,,,,,,,,
0b089e4a90d97c6cc815f131e7bcab014ceac336,https://www.semanticscholar.org/paper/0b089e4a90d97c6cc815f131e7bcab014ceac336,Machine learning techniques to diagnose breast cancer,"Machine learning is a branch of artificial intelligence that employs a variety of statistical, probabilistic and optimization techniques that allows computers to “learn” from past examples and to detect hard-to-discern patterns from large, noisy or complex data sets. As a result, machine learning is frequently used in cancer diagnosis and detection. In this paper, support vector machines, K-nearest neighbours and probabilistic neural networks classifiers are combined with signal-to-noise ratio feature ranking, sequential forward selection-based feature selection and principal component analysis feature extraction to distinguish between the benign and malignant tumours of breast. The best overall accuracy for breast cancer diagnosis is achieved equal to 98.80% and 96.33% respectively using support vector machines classifier models against two widely used breast cancer benchmark datasets.",2010,24,104,6,false,Computer Science,3298090,A. Osareh,3027267,B. Shadgar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22cba8f244258e0bba7ff4bb70c4e5b5ac3e2382,https://www.semanticscholar.org/paper/22cba8f244258e0bba7ff4bb70c4e5b5ac3e2382,H2O AutoML: Scalable Automatic Machine Learning,"H2O is an open source, distributed machine learning platform designed to scale to very large datasets, with APIs in R, Python, Java and Scala. We present H2O AutoML, a highly scalable, fully-automated, supervised learning algorithm which automates the process of training a large selection of candidate models and stacked ensembles within a single function. The result of the AutoML run is a “leaderboard”: a ranked list of models, all of which can be easily exported for use in a production environment. Models in the leaderboard can be ranked by numerous model performance metrics or other model attributes such as training time or average per-row prediction speed. The H2O AutoML algorithm relies on the efficient training of H2O machine learning algorithms to produce a large number of models in a short amount of time. H2O AutoML uses a combination of fast random search and stacked ensembles to achieve results competitive with, and often better than, other frameworks which rely on more complex model tuning techniques such as Bayesian optimization or genetic algorithms. H2O AutoML trains a variety of algorithms (e.g. GBMs, Random Forests, Deep Neural Networks, GLMs), yielding a healthy amount of diversity across candidate models, which can be exploited by stacked ensembles to produce a powerful final model. The effectiveness of this technique is reflected in the OpenML AutoML Benchmark, which compares the performance of several of the most well known, open source AutoML systems across a number of datasets.",2020,16,117,21,false,,3402980,E. LeDell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
be3a65ef15f79ebb8296e6a0e8d1a9cb5c0f3638,https://www.semanticscholar.org/paper/be3a65ef15f79ebb8296e6a0e8d1a9cb5c0f3638,Evaluating Prerequisite Qualities for Learning End-to-End Dialog Systems,"A long-term goal of machine learning is to build intelligent conversational agents. One recent popular approach is to train end-to-end models on a large amount of real dialog transcripts between humans (Sordoni et al., 2015; Vinyals & Le, 2015; Shang et al., 2015). However, this approach leaves many questions unanswered as an understanding of the precise successes and shortcomings of each model is hard to assess. A contrasting recent proposal are the bAbI tasks (Weston et al., 2015b) which are synthetic data that measure the ability of learning machines at various reasoning tasks over toy language. Unfortunately, those tests are very small and hence may encourage methods that do not scale. In this work, we propose a suite of new tasks of a much larger scale that attempt to bridge the gap between the two regimes. Choosing the domain of movies, we provide tasks that test the ability of models to answer factual questions (utilizing OMDB), provide personalization (utilizing MovieLens), carry short conversations about the two, and finally to perform on natural dialogs from Reddit. We provide a dataset covering 75k movie entities and with 3.5M training examples. We present results of various models on these tasks, and evaluate their performance.",2015,48,177,14,false,Computer Science,34176020,Jesse Dodge,3071104,Andreea Gane,2190290316,Xiang Zhang,1713934,Antoine Bordes,3295092,S. Chopra,143622869,Alexander H. Miller,3149531,Arthur D. Szlam,145183709,J. Weston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
