paperId,url,title,abstract,year,referenceCount,citationCount,influentialCitationCount,isOpenAccess,fieldsOfStudy/0,authors/0/authorId,authors/0/name,authors/1/authorId,authors/1/name,authors/2/authorId,authors/2/name,authors/3/authorId,authors/3/name,fieldsOfStudy/1,authors/4/authorId,authors/4/name,authors/5/authorId,authors/5/name,authors/6/authorId,authors/6/name,authors/7/authorId,authors/7/name,authors/8/authorId,authors/8/name,authors/9/authorId,authors/9/name,authors/10/authorId,authors/10/name,authors/11/authorId,authors/11/name,authors/12/authorId,authors/12/name,authors/13/authorId,authors/13/name,authors/14/authorId,authors/14/name,authors/15/authorId,authors/15/name,authors/16/authorId,authors/16/name,authors/17/authorId,authors/17/name,authors/18/authorId,authors/18/name,authors/19/authorId,authors/19/name,authors/20/authorId,authors/20/name,authors/21/authorId,authors/21/name,authors/22/authorId,authors/22/name,authors/23/authorId,authors/23/name,authors/24/authorId,authors/24/name,authors/25/authorId,authors/25/name,authors/26/authorId,authors/26/name,authors/27/authorId,authors/27/name,authors/28/authorId,authors/28/name,authors/29/authorId,authors/29/name,authors/30/authorId,authors/30/name,authors/31/authorId,authors/31/name,authors/32/authorId,authors/32/name,authors/33/authorId,authors/33/name,authors/34/authorId,authors/34/name,authors/35/authorId,authors/35/name,authors/36/authorId,authors/36/name,authors/37/authorId,authors/37/name,authors/38/authorId,authors/38/name,authors/39/authorId,authors/39/name,authors/40/authorId,authors/40/name,authors/41/authorId,authors/41/name,authors/42/authorId,authors/42/name,authors/43/authorId,authors/43/name,authors/44/authorId,authors/44/name,authors/45/authorId,authors/45/name,authors/46/authorId,authors/46/name,authors/47/authorId,authors/47/name,authors/48/authorId,authors/48/name,authors/49/authorId,authors/49/name,authors/50/authorId,authors/50/name,authors/51/authorId,authors/51/name,authors/52/authorId,authors/52/name,authors/53/authorId,authors/53/name,authors/54/authorId,authors/54/name,authors/55/authorId,authors/55/name,authors/56/authorId,authors/56/name,authors/57/authorId,authors/57/name,authors/58/authorId,authors/58/name,authors/59/authorId,authors/59/name,authors/60/authorId,authors/60/name,authors/61/authorId,authors/61/name,authors/62/authorId,authors/62/name,authors/63/authorId,authors/63/name,authors/64/authorId,authors/64/name,fieldsOfStudy/2
9bc86d59b2a78f91a9ffd8b8ffa4d5c3a1d3a787,https://www.semanticscholar.org/paper/9bc86d59b2a78f91a9ffd8b8ffa4d5c3a1d3a787,Design of efficient molecular organic light-emitting diodes by a high-throughput virtual screening and experimental approach.,,2016,49,583,10,false,Materials Science,1398336096,Rafael Gómez-Bombarelli,1422175619,J. Aguilera-Iparraguirre,145916942,Timothy D. Hirzel,1704657,D. Duvenaud,Medicine,1683298,D. Maclaurin,1402965139,M. Blood-Forsythe,47633881,H. Chae,12955864,Markus Einzinger,48074866,Dong-Gwang Ha,47353855,Tony C. Wu,48135233,Georgios Markopoulos,12954232,S. Jeon,153579776,Hosuk Kang,144392756,H. Miyazaki,4129389,Masaki Numata,49899968,Sunghan Kim,2513153,Wenliang Huang,1400339993,Seong Ik Hong,144812597,M. Baldo,1722180,Ryan P. Adams,1380248954,Alán Aspuru-Guzik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32c709cf5d6ba1b5a729b4871c3129bb1bf578bf,https://www.semanticscholar.org/paper/32c709cf5d6ba1b5a729b4871c3129bb1bf578bf,Quantum machine learning in high energy physics,"Machine learning has been used in high energy physics (HEP) for a long time, primarily at the analysis level with supervised classification. Quantum computing was postulated in the early 1980s as way to perform computations that would not be tractable with a classical computer. With the advent of noisy intermediate-scale quantum computing devices, more quantum algorithms are being developed with the aim at exploiting the capacity of the hardware for machine learning applications. An interesting question is whether there are ways to apply quantum machine learning to HEP. This paper reviews the first generation of ideas that use quantum machine learning on problems in HEP and provide an outlook on future applications.",2020,176,46,0,false,Computer Science,47368669,W. Guan,51116496,G. Perdue,52133091,Arthur Pesah,3048564,M. Schuld,Physics,94071871,K. Terashi,3425469,S. Vallecorsa,52630992,J. Vlimant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f9de494da473d8a2e90ed331d9ab6c8a39d8737d,https://www.semanticscholar.org/paper/f9de494da473d8a2e90ed331d9ab6c8a39d8737d,Survey of Machine Learning Techniques in Drug Discovery.,"BACKGROUND
Drug discovery, which is the process of discovering new candidate medications, is very important for pharmaceutical industries. At its current stage, discovering new drugs is still a very expensive and time-consuming process, requiring Phases I, II and III for clinical trials. Recently, machine learning techniques in Artificial Intelligence (AI), especially the deep learning techniques which allow a computational model to generate multiple layers, have been widely applied and achieved state-of-the-art performance in different fields, such as speech recognition, image classification, bioinformatics, etc. One very important application of these AI techniques is in the field of drug discovery.


METHODS
We did a large-scale literature search on existing scientific websites (e.g, ScienceDirect, Arxiv) and startup companies to understand current status of machine learning techniques in drug discovery.


RESULTS
Our experiments demonstrated that there are different patterns in machine learning fields and drug discovery fields. For example, keywords like prediction, brain, discovery, and treatment are usually in drug discovery fields. Also, the total number of papers published in drug discovery fields with machine learning techniques is increasing every year.


CONCLUSION
The main focus of this survey is to understand the current status of machine learning techniques in the drug discovery field within both academic and industrial settings, and discuss its potential future applications. Several interesting patterns for machine learning techniques in drug discovery fields are discussed in this survey.",2019,74,126,0,false,Medicine,51183421,Natalie Stephenson,51204603,Emily Shane,2056317579,Jessica Chase,2066120681,Jason Rowland,Computer Science,2064613774,David Ries,2065880952,Nicola Justice,2159189616,Jie Zhang,145822563,Leong Chan,33082702,Renzhi Cao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2e47b92db5f7887eef6b3750f8482f9441251236,https://www.semanticscholar.org/paper/2e47b92db5f7887eef6b3750f8482f9441251236,Noninvasive brain-actuated control of a mobile robot by human EEG,"Brain activity recorded noninvasively is sufficient to control a mobile robot if advanced robotics is used in combination with asynchronous electroencephalogram (EEG) analysis and machine learning techniques. Until now brain-actuated control has mainly relied on implanted electrodes, since EEG-based systems have been considered too slow for controlling rapid and complex sequences of movements. We show that two human subjects successfully moved a robot between several rooms by mental control only, using an EEG-based brain-machine interface that recognized three mental states. Mental control was comparable to manual control on the same task with a performance ratio of 0.74.",2004,27,717,21,true,Computer Science,1716694,J. Millán,2315711,F. Renkens,1694040,J. Mouriño,1708945,W. Gerstner,Medicine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ee9995f5bf81578b0f9622e26f777cc16c10dc48,https://www.semanticscholar.org/paper/ee9995f5bf81578b0f9622e26f777cc16c10dc48,Machine learning and medical education,,2018,16,118,3,true,Computer Science,1887282,V. Kolachalama,6295799,Priya S Garg,,,,,Medicine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
021fc345d40d3e6332cd2ef276e2eaa5e71102e4,https://www.semanticscholar.org/paper/021fc345d40d3e6332cd2ef276e2eaa5e71102e4,Speeding up Convolutional Neural Networks with Low Rank Expansions,"The focus of this paper is speeding up the application of convolutional neural networks. While delivering impressive results across a range of computer vision and machine learning tasks, these networks are computationally demanding, limiting their deployability. Convolutional layers generally consume the bulk of the processing time, and so in this work we present two simple schemes for drastically speeding up these layers. This is achieved by exploiting cross-channel or filter redundancy to construct a low rank basis of filters that are rank-1 in the spatial domain. Our methods are architecture agnostic, and can be easily applied to existing CPU and GPU convolutional frameworks for tuneable speedup performance. We demonstrate this with a real world network designed for scene text character recognition [15], showing a possible 2.5× speedup with no loss in accuracy, and 4.5× speedup with less than 1% drop in accuracy, still achieving state-of-the-art on standard benchmarks.",2014,42,1223,84,true,Computer Science,3093886,Max Jaderberg,1687524,A. Vedaldi,1688869,Andrew Zisserman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06cadde4cd846a721cbe49be65e95d2cdd4b8780,https://www.semanticscholar.org/paper/06cadde4cd846a721cbe49be65e95d2cdd4b8780,"Data Mining, Fourth Edition: Practical Machine Learning Tools and Techniques","Data Mining: Practical Machine Learning Tools and Techniques, Fourth Edition, offers a thorough grounding in machine learning concepts, along with practical advice on applying these tools and techniques in real-world data mining situations. This highly anticipated fourth edition of the most acclaimed work on data mining and machine learning teaches readers everything they need to know to get going, from preparing inputs, interpreting outputs, evaluating results, to the algorithmic methods at the heart of successful data mining approaches. Extensive updates reflect the technical changes and modernizations that have taken place in the field since the last edition, including substantial new chapters on probabilistic methods and on deep learning. Accompanying the book is a new version of the popular WEKA machine learning software from the University of Waikato. Authors Witten, Frank, Hall, and Pal include today's techniques coupled with the methods at the leading edge of contemporary research. Please visit the book companion website at http://www.cs.waikato.ac.nz/ml/weka/book.html It contains Powerpoint slides for Chapters 1-12. This is a very comprehensive teaching resource, with many PPT slides covering each chapter of the bookOnline Appendix on the Weka workbench; again a very comprehensive learning aid for the open source software that goes with the book.",2016,1,174,20,false,Computer Science,9419406,I. Witten,143713826,Eibe Frank,118860642,M. Hall,98109738,Chris Pal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e42159082e7e3c9a82c820c31dccb5cf0988acbb,https://www.semanticscholar.org/paper/e42159082e7e3c9a82c820c31dccb5cf0988acbb,"Data mining: machine learning, statistics, and databases","Knowledge discovery in databases and data mining aim at semiautomatic tools for the analysis of large data sets. We give an overview of the area and present some of the research issues, especially from the database angle.",1996,25,238,2,false,Computer Science,1712654,H. Mannila,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3abcd0ffc54c3a16c9dc5e5d3ea59eaa43070127,https://www.semanticscholar.org/paper/3abcd0ffc54c3a16c9dc5e5d3ea59eaa43070127,Preventing undesirable behavior of intelligent machines,"Making well-behaved algorithms Machine learning algorithms are being used in an ever-increasing number of applications, and many of these applications affect quality of life. Yet such algorithms often exhibit undesirable behavior, from various types of bias to causing financial loss or delaying medical diagnoses. In standard machine learning approaches, the burden of avoiding this harmful behavior is placed on the user of the algorithm, who most often is not a computer scientist. Thomas et al. introduce a general framework for algorithm design in which this burden is shifted from the user to the designer of the algorithm. The researchers illustrate the benefits of their approach using examples in gender fairness and diabetes management. Science, this issue p. 999 A machine learning algorithm design framework shifts the burden of avoiding undesirable behavior from user to designer. Intelligent machines using machine learning algorithms are ubiquitous, ranging from simple data analysis and pattern recognition tools to complex systems that achieve superhuman performance on various tasks. Ensuring that they do not exhibit undesirable behavior—that they do not, for example, cause harm to humans—is therefore a pressing problem. We propose a general and flexible framework for designing machine learning algorithms. This framework simplifies the problem of specifying and regulating undesirable behavior. To show the viability of this framework, we used it to create machine learning algorithms that precluded the dangerous behavior caused by standard machine learning algorithms in our experiments. Our framework for designing machine learning algorithms simplifies the safe and responsible application of machine learning.",2019,209,101,4,false,Medicine,143640165,P. Thomas,1424529299,Bruno Castro da Silva,1730590,A. Barto,34617935,S. Giguere,Computer Science,2932798,Yuriy Brun,2563117,Emma Brunskill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1bd6e929ed8384ea2212d50ab3c103ec018cc9fd,https://www.semanticscholar.org/paper/1bd6e929ed8384ea2212d50ab3c103ec018cc9fd,A Bayesian/Information Theoretic Model of Learning to Learn via Multiple Task Sampling,,1997,24,410,22,true,Computer Science,47392513,Jonathan Baxter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7ac58400e5063bed9b7c35f87e44ddb917ccf357,https://www.semanticscholar.org/paper/7ac58400e5063bed9b7c35f87e44ddb917ccf357,PyTorch-BigGraph: A Large-scale Graph Embedding System,"Graph embedding methods produce unsupervised node features from graphs that can then be used for a variety of machine learning tasks. Modern graphs, particularly in industrial applications, contain billions of nodes and trillions of edges, which exceeds the capability of existing embedding systems. We present PyTorch-BigGraph (PBG), an embedding system that incorporates several modifications to traditional multi-relation embedding systems that allow it to scale to graphs with billions of nodes and trillions of edges. PBG uses graph partitioning to train arbitrarily large embeddings on either a single machine or in a distributed environment. We demonstrate comparable performance with existing embedding systems on common benchmarks, while allowing for scaling to arbitrarily large graphs and parallelization on multiple machines. We train and evaluate embeddings on several large social network graphs as well as the full Freebase dataset, which contains over 100 million nodes and 2 billion edges.",2019,43,241,51,false,Computer Science,1977806,Adam Lerer,51183248,Ledell Yu Wu,144246357,Jiajun Shen,47733973,Timothée Lacroix,Mathematics,90076842,Luca Wehrstedt,2069222826,Abhijit Bose,1970752,A. Peysakhovich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
