paperId,url,title,abstract,year,referenceCount,citationCount,influentialCitationCount,isOpenAccess,fieldsOfStudy/0,authors/0/authorId,authors/0/name,authors/1/authorId,authors/1/name,authors/2/authorId,authors/2/name,authors/3/authorId,authors/3/name,authors/4/authorId,authors/4/name,authors/5/authorId,authors/5/name,fieldsOfStudy/1,fieldsOfStudy/2,authors/6/authorId,authors/6/name,authors/7/authorId,authors/7/name,authors/8/authorId,authors/8/name,authors/9/authorId,authors/9/name,authors/10/authorId,authors/10/name,authors/11/authorId,authors/11/name,authors/12/authorId,authors/12/name,authors/13/authorId,authors/13/name,authors/14/authorId,authors/14/name,authors/15/authorId,authors/15/name,authors/16/authorId,authors/16/name,authors/17/authorId,authors/17/name,authors/18/authorId,authors/18/name,authors/19/authorId,authors/19/name,authors/20/authorId,authors/20/name,authors/21/authorId,authors/21/name,authors/22/authorId,authors/22/name,authors/23/authorId,authors/23/name,authors/24/authorId,authors/24/name,authors/25/authorId,authors/25/name,authors/26/authorId,authors/26/name,authors/27/authorId,authors/27/name,authors/28/authorId,authors/28/name,authors/29/authorId,authors/29/name,authors/30/authorId,authors/30/name,authors/31/authorId,authors/31/name,authors/32/authorId,authors/32/name,authors/33/authorId,authors/33/name,fieldsOfStudy/3
1c4b2bf81643cc3584efd2812510b33015a0d661,https://www.semanticscholar.org/paper/1c4b2bf81643cc3584efd2812510b33015a0d661,Expert-augmented machine learning,"Significance Machine learning is increasingly used across fields to derive insights from data, which further our understanding of the world and help us anticipate the future. The performance of predictive modeling is dependent on the amount and quality of available data. In practice, we rely on human experts to perform certain tasks and on machine learning for others. However, the optimal learning strategy may involve combining the complementary strengths of humans and machines. We present expert-augmented machine learning, an automated way to automatically extract problem-specific human expert knowledge and integrate it with machine learning to build robust, dependable, and data-efficient predictive models. Machine learning is proving invaluable across disciplines. However, its success is often limited by the quality and quantity of available data, while its adoption is limited by the level of trust afforded by given models. Human vs. machine performance is commonly compared empirically to decide whether a certain task should be performed by a computer or an expert. In reality, the optimal learning strategy may involve combining the complementary strengths of humans and machines. Here, we present expert-augmented machine learning (EAML), an automated method that guides the extraction of expert knowledge and its integration into machine-learned models. We used a large dataset of intensive-care patient data to derive 126 decision rules that predict hospital mortality. Using an online platform, we asked 15 clinicians to assess the relative risk of the subpopulation defined by each rule compared to the total sample. We compared the clinician-assessed risk to the empirical risk and found that, while clinicians agreed with the data in most cases, there were notable exceptions where they overestimated or underestimated the true risk. Studying the rules with greatest disagreement, we identified problems with the training data, including one miscoded variable and one hidden confounder. Filtering the rules based on the extent of disagreement between clinician-assessed risk and empirical risk, we improved performance on out-of-sample data and were able to train with less data. EAML provides a platform for automated creation of problem-specific priors, which help build robust and dependable machine-learning models in critical applications.",2019,38,46,0,true,Computer Science,3088421,Efstathios D. Gennatas,3056361,J. Friedman,1412391493,L. Ungar,4372658,R. Pirracchio,144020269,Eric Eaton,150192444,L. Reichman,Medicine,Mathematics,3304169,Y. Interian,1697525,C. Simone,2059212508,A. Auerbach,2055966654,E. Delgado,145099512,M. J. Laan,2286161,T. Solberg,145295389,G. Valdes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bc85ed64d59af0ad57e090215945b70498c6d19a,https://www.semanticscholar.org/paper/bc85ed64d59af0ad57e090215945b70498c6d19a,Clinical applications of continual learning machine learning.,,2020,10,65,2,true,Medicine,1390581576,Cecilia S Lee,33556235,Aaron Y. Lee,,,,,,,,,Computer Science,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77d02ff7f3b8897e58663af52ccdbd48e81b068b,https://www.semanticscholar.org/paper/77d02ff7f3b8897e58663af52ccdbd48e81b068b,Toward Large-Scale Vulnerability Discovery using Machine Learning,"With sustained growth of software complexity, finding security vulnerabilities in operating systems has become an important necessity. Nowadays, OS are shipped with thousands of binary executables. Unfortunately, methodologies and tools for an OS scale program testing within a limited time budget are still missing. In this paper we present an approach that uses lightweight static and dynamic features to predict if a test case is likely to contain a software vulnerability using machine learning techniques. To show the effectiveness of our approach, we set up a large experiment to detect easily exploitable memory corruptions using 1039 Debian programs obtained from its bug tracker, collected 138,308 unique execution traces and statically explored 76,083 different subsequences of function calls. We managed to predict with reasonable accuracy which programs contained dangerous memory corruptions. We also developed and implemented VDiscover, a tool that uses state-of-the-art Machine Learning techniques to predict vulnerabilities in test cases. Such tool will be released as open-source to encourage the research of vulnerability discovery at a large scale, together with VDiscovery, a public dataset that collects raw analyzed data.",2016,58,145,11,false,Computer Science,39340848,Gustavo Grieco,2224372,G. L. Grinblat,2588271,Lucas C. Uzal,32295255,Sanjay Rawat,34803759,Josselin Feist,1722719,L. Mounier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5ffa8bf1bf3e39227be28de4ff6915d3b21eb52d,https://www.semanticscholar.org/paper/5ffa8bf1bf3e39227be28de4ff6915d3b21eb52d,Deep Generative Stochastic Networks Trainable by Backprop,"We introduce a novel training principle for probabilistic models that is an alternative to maximum likelihood. The proposed Generative Stochastic Networks (GSN) framework is based on learning the transition operator of a Markov chain whose stationary distribution estimates the data distribution. The transition distribution of the Markov chain is conditional on the previous state, generally involving a small move, so this conditional distribution has fewer dominant modes, being unimodal in the limit of small moves. Thus, it is easier to learn because it is easier to approximate its partition function, more like learning to perform supervised function approximation, with gradients that can be obtained by backprop. We provide theorems that generalize recent work on the probabilistic interpretation of denoising autoencoders and obtain along the way an interesting justification for dependency networks and generalized pseudolikelihood, along with a definition of an appropriate joint distribution and sampling mechanism even when the conditionals are not consistent. GSNs can be used with missing inputs and can be used to sample subsets of variables given the rest. We validate these theoretical results with experiments on two image datasets using an architecture that mimics the Deep Boltzmann Machine Gibbs sampler but allows training to proceed with simple backprop, without the need for layerwise pretraining.",2013,45,370,27,false,Computer Science,1751762,Yoshua Bengio,1398746441,Eric Thibodeau-Laufer,1815021,Guillaume Alain,2965424,J. Yosinski,,,,,Mathematics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cb410e6ebdee42b710c9a99ac9af7c2bc6c1726e,https://www.semanticscholar.org/paper/cb410e6ebdee42b710c9a99ac9af7c2bc6c1726e,Rollout sampling approximate policy iteration,,2008,16,65,9,true,Computer Science,1720480,Christos Dimitrakakis,1784072,M. Lagoudakis,,,,,,,,,Mathematics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a70e8c69fe806f9cd2e04ace4b5581c25ec8db46,https://www.semanticscholar.org/paper/a70e8c69fe806f9cd2e04ace4b5581c25ec8db46,Knowledge Discovery in Databases: An Attribute-Oriented Approach,"Knowledge discovery in databases, or data mining, is an important issue in the development of data- and knowledge-base systems. An attribute-oriented induction method has been developed for knowledge discovery in databases. The method integrates a machine learning paradigm, especially learning-from-examples techniques, with set-oriented database operations and extracts generalized data from actual data in databases. An attribute-oriented concept tree ascension technique is applied in generalization, which substantially reduces the computational complex@ of database learning processes. Different kinas of knowledge rules, including characteristic rules, discrimination rules, quantitative rules, and data evolution regularities can be discovered efficiently using the attribute-oriented approach. In addition to learning in relational databases, the approach can be applied to knowledge discovery in nested relational and deductive databases. Learning can also be performed with databases containing noisy data and exceptional cases using database statistics. Furthermore, the rules discovered can be used to query database knowledge, answer cooperative queries and facilitate semantic query optimization. Based upon these principles, a prototyped database learning system, DBLEARN, has been constructed for experimentation.",1992,26,480,31,false,Computer Science,145325584,Jiawei Han,2224532,Yandong Cai,1701942,N. Cercone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41653772fd26829aae3e3106a573322b47129b8f,https://www.semanticscholar.org/paper/41653772fd26829aae3e3106a573322b47129b8f,Extreme learning machine: A review,"Feedforward neural networks (FFNN) have been utilised for various research in machine learning and they have gained a significantly wide acceptance. However, it was recently noted that the feedforward neural network has been functioning slower than needed. As a result, it has created critical bottlenecks among its applications. Extreme Learning Machines (ELM) were suggested as alternative learning algorithms instead of FFNN. The former is characterised by single-hidden layer feedforward neural networks (SLFN). It selects hidden nodes randomly and analytically determines their output weight. This review aims to, first, present a short mathematical explanation to explain the basic ELM. Second, because of its notable simplicity, efficiency, and remarkable generalisation performance, ELM has had wide uses in various domains, such as computer vision, biomedical engineering, control and robotics, system identification, etc. Thus, in this review, we will aim to present a complete view of these ELM advances for different applications. Finally, ELM’s strengths and weakness will be presented, along with its future perspectives.",2017,132,68,5,false,Computer Science,13696977,Musatafa Abbas Abbood Albadr,9211469,S. Tiun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96baf66b1ead911d18b64ad674c9512e189c290b,https://www.semanticscholar.org/paper/96baf66b1ead911d18b64ad674c9512e189c290b,Machine Learning and Deep Learning in Medical Imaging: Intelligent Imaging.,,2019,35,103,3,true,Medicine,3948517,G. Currie,151073947,K. Hawk,4308674,E. Rohren,35686882,Alanna Vial,38920132,R. Klein,,,Computer Science,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0d3b51f94a5934fdda8f1e728f1b56c9bfeb1cb6,https://www.semanticscholar.org/paper/0d3b51f94a5934fdda8f1e728f1b56c9bfeb1cb6,Learning Finite State Machines With Self-Clustering Recurrent Networks,"Recent work has shown that recurrent neural networks have the ability to learn finite state automata from examples. In particular, networks using second-order units have been successful at this task. In studying the performance and learning behavior of such networks we have found that the second-order network model attempts to form clusters in activation space as its internal representation of states. However, these learned states become unstable as longer and longer test input strings are presented to the network. In essence, the network forgets where the individual states are in activation space. In this paper we propose a new method to force such a network to learn stable states by introducing discretization into the network and using a pseudo-gradient learning rule to perform training. The essence of the learning rule is that in doing gradient descent, it makes use of the gradient of a sigmoid function as a heuristic hint in place of that of the hard-limiting function, while still using the discretized value in the feedback update path. The new structure uses isolated points in activation space instead of vague clusters as its internal representation of states. It is shown to have similar capabilities in learning finite state automata as the original network, but without the instability problem. The proposed pseudo-gradient learning rule may also be used as a basis for training other types of networks that have hard-limiting threshold activation functions.",1993,25,147,16,true,Computer Science,2075413715,Zheng Zeng,145135018,R. Goodman,50860274,Padhraic Smyth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8351b7666cafafcca6c369e27cea34a0dc1cab28,https://www.semanticscholar.org/paper/8351b7666cafafcca6c369e27cea34a0dc1cab28,Statistical Mechanics of Deep Learning,"The recent striking success of deep neural networks in machine learning raises profound questions about the theoretical principles underlying their success. For example, what can such deep networks...",2020,9,110,2,false,Computer Science,12383244,Yasaman Bahri,4298623,Jonathan Kadmon,143845796,Jeffrey Pennington,2601641,S. Schoenholz,1407546424,Jascha Narain Sohl-Dickstein,25769960,S. Ganguli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0dc51bf6a831de64e7db32b1692b140545a037bc,https://www.semanticscholar.org/paper/0dc51bf6a831de64e7db32b1692b140545a037bc,Machine learning in digital games: a survey,,2008,133,82,3,false,Computer Science,2259368,L. Galway,145374778,D. Charles,1679578,Michaela M. Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17f9bf0d72ed1c08f6914da67c58341ac8c3f5ab,https://www.semanticscholar.org/paper/17f9bf0d72ed1c08f6914da67c58341ac8c3f5ab,Molecular dynamics with on-the-fly machine learning of quantum-mechanical forces.,"We present a molecular dynamics scheme which combines first-principles and machine-learning (ML) techniques in a single information-efficient approach. Forces on atoms are either predicted by Bayesian inference or, if necessary, computed by on-the-fly quantum-mechanical (QM) calculations and added to a growing ML database, whose completeness is, thus, never required. As a result, the scheme is accurate and general, while progressively fewer QM calls are needed when a new chemical process is encountered for the second and subsequent times, as demonstrated by tests on crystalline and molten silicon.",2015,91,380,5,true,Physics,2144233686,Zhenwei Li,11724553,J. Kermode,48920231,A. De Vita,,,,,,,Medicine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
417fd5b826344010caf8f9c3504c7f7a1959602e,https://www.semanticscholar.org/paper/417fd5b826344010caf8f9c3504c7f7a1959602e,Quantum Chemistry in the Age of Machine Learning.,"As quantum chemistry (QC) community embraces machine learning (ML), the surging number of new methods and applications based on combination of QC and ML is emerging. In this Perspective a view on the current state of affairs in this new exciting research field is offered, challenges of using ML in QC applications are described, and potential future developments are outlined. Specifically, examples of how ML is used to improve the accuracy and accelerate QC research are shown. Generalization and classification of existing techniques is provided to ease the navigation in the sea of literature and to guide the researchers entering the field. The emphasis of this Perspective is on the supervised ML.",2020,187,146,0,false,Computer Science,5378288,Pavlo O. Dral,,,,,,,,,,,Medicine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e0cbda831f37460a56ea74ee655802b3014d1e3f,https://www.semanticscholar.org/paper/e0cbda831f37460a56ea74ee655802b3014d1e3f,Learning and Evaluating Boltzmann Machines,"We provide a brief overview of the variational framework for obtaining deterministic approximations or upper bounds for the log-partition function. We also review some of the Monte Carlo based methods for estimating partition functions of arbitrary Markov Random Fields. We then develop an annealed importance sampling (AIS) procedure for estimating partition functions of rest ricted Boltzmann machines (RBM’s), semi-restricted Boltzmann machines (SRBM’s), an d Boltzmann machines (BM’s). Our empirical results indicate that the AIS procedu re provides much better estimates of the partition function than some of the popular variational-based methods. Finally, we develop a new learning algorithm for training general Boltzmann machines and show that it can be successfully applied to learning good generative models.",2008,28,70,8,false,Mathematics,145124475,R. Salakhutdinov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d340af39d88840e0e3e0a5f85807a4d84006b664,https://www.semanticscholar.org/paper/d340af39d88840e0e3e0a5f85807a4d84006b664,Web mining: Machine learning for web applications,"L'A. examine la recherche sur l'apprentissage automatique et les techniques de recherche d'information traditionnelles, et leurs possibles applications pour les systemes de fouille sur le Web. La fouille du Web est entendue comme la decouverte et l'analyse d'information utile sur le Web, domaine d'etudes a la croisee de la recherche d'information, la recherche sur le Web, l'apprentissage automatique, les bases de donnees, la fouille de donnees et la fouille de texte. Les etudes sur la fouille du Web se repartissent en trois categories, selon que l'on considere le contenu du Web, sa structure ou son usage.",2005,167,105,6,false,Political Science,47666658,Hsinchun Chen,145884195,M. Chau,,,,,,,,,Computer Science,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5cd3d3339061991eaabdd206d7b8179b8e6a0f1c,https://www.semanticscholar.org/paper/5cd3d3339061991eaabdd206d7b8179b8e6a0f1c,Computers and Automata,"This paper reviews briefly some of the recent developments in the field of automata and nonnumerical computation. A number of typical machines are described, including logic machines, game-playing machines and learning machines. Some theoretical questions and developments are discussed, such as a comparison of computers and the brain, Turing's formulation of computing machines and von Neumann's models of self-reproducing machines.",1953,7,103,2,false,Computer Science,144461837,C. Shannon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
