paperId,url,title,abstract,year,referenceCount,citationCount,influentialCitationCount,isOpenAccess,fieldsOfStudy/0,authors/0/authorId,authors/0/name,authors/1/authorId,authors/1/name,authors/2/authorId,authors/2/name,authors/3/authorId,authors/3/name,authors/4/authorId,authors/4/name,authors/5/authorId,authors/5/name,fieldsOfStudy/1,authors/6/authorId,authors/6/name,authors/7/authorId,authors/7/name,authors/8/authorId,authors/8/name,authors/9/authorId,authors/9/name,authors/10/authorId,authors/10/name,authors/11/authorId,authors/11/name,fieldsOfStudy/2,fieldsOfStudy/3,authors/12/authorId,authors/12/name,authors/13/authorId,authors/13/name,authors/14/authorId,authors/14/name,authors/15/authorId,authors/15/name,authors/16/authorId,authors/16/name,authors/17/authorId,authors/17/name,authors/18/authorId,authors/18/name,authors/19/authorId,authors/19/name,authors/20/authorId,authors/20/name,authors/21/authorId,authors/21/name,authors/22/authorId,authors/22/name,authors/23/authorId,authors/23/name,authors/24/authorId,authors/24/name
57df42bf288114e0b98c0b02d2ba79efa2750135,https://www.semanticscholar.org/paper/57df42bf288114e0b98c0b02d2ba79efa2750135,Artificial intelligence approaches for rational drug design and discovery.,"Pattern recognition, machine learning and artificial intelligence approaches play an increasingly important role in rational drug design, screening and identification of candidate molecules and studies on quantitative structure-activity relationships (QSAR). In this review, we present an overview of basic concepts and methodology in the fields of machine learning and artificial intelligence (AI). An emphasis is put on methods that enable an intuitive interpretation of the results and facilitate gaining an insight into the structure of the problem at hand. We also discuss representative applications of AI methods to docking, screening and QSAR studies. The growing trend to integrate computational and experimental efforts in that regard and some future developments are discussed. In addition, we comment on a broader role of machine learning and artificial intelligence approaches in biomedical research.",2007,124,128,4,true,Computer Science,1679601,Wlodzislaw Duch,2368884,Karthikeyan Swaminathan,49806460,J. Meller,,,,,,,Medicine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8058d7aa0b6d0bb046c725f3b17788b66aa3f320,https://www.semanticscholar.org/paper/8058d7aa0b6d0bb046c725f3b17788b66aa3f320,A machine learning approach against a masked AES,,2013,54,147,6,false,Computer Science,39319437,Liran Lerman,1772497,Gianluca Bontempi,1802747,O. Markowitch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6f79e82b19470a78eb1f597e1662674b9320a6d9,https://www.semanticscholar.org/paper/6f79e82b19470a78eb1f597e1662674b9320a6d9,GamePad: A Learning Environment for Theorem Proving,"In this paper, we introduce a system called GamePad that can be used to explore the application of machine learning methods to theorem proving in the Coq proof assistant. Interactive theorem provers such as Coq enable users to construct machine-checkable proofs in a step-by-step manner. Hence, they provide an opportunity to explore theorem proving with human supervision. We use GamePad to synthesize proofs for a simple algebraic rewrite problem and train baseline models for a formalization of the Feit-Thompson theorem. We address position evaluation (i.e., predict the number of proof steps left) and tactic prediction (i.e., predict the next proof step) tasks, which arise naturally in tactic-based theorem proving.",2018,27,73,9,false,Computer Science,46307329,Daniel Huang,6515819,Prafulla Dhariwal,143711382,D. Song,1701686,Ilya Sutskever,,,,,Mathematics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b401747b5e93b99585f5fe367d34750a5d7da030,https://www.semanticscholar.org/paper/b401747b5e93b99585f5fe367d34750a5d7da030,Journal of Machine Learning Research: Preface,,2014,0,118,15,false,Computer Science,2118385160,Hang Li,145890410,Dinh Phung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
df45e8a96f22c2ccab067b64850d1ce3c2f10c8b,https://www.semanticscholar.org/paper/df45e8a96f22c2ccab067b64850d1ce3c2f10c8b,Automated taxonomic classification of phytoplankton sampled with imaging‐in‐flow cytometry,"High‐resolution photomicrographs of phytoplankton cells and chains can now be acquired with imaging‐in‐flow systems at rates that make manual identification impractical for many applications. To address the challenge for automated taxonomic identification of images generated by our custom‐built submersible Imaging FlowCytobot, we developed an approach that relies on extraction of image features, which are then presented to a machine learning algorithm for classification. Our approach uses a combination of image feature types including size, shape, symmetry, and texture characteristics, plus orientation invariant moments, diffraction pattern sampling, and co‐occurrence matrix statistics. Some of these features required preprocessing with image analysis techniques including edge detection after phase congruency calculations, morphological operations, boundary representation and simplification, and rotation. For the machine learning strategy, we developed an approach that combines a feature selection algorithm and use of a support vector machine specified with a rigorous parameter selection and training approach. After training, a 22‐category classifier provides 88% overall accuracy for an independent test set, with individual category accuracies ranging from 68% to 99%. We demonstrate application of this classifier to a nearly uninterrupted 2‐month time series of images acquired in Woods Hole Harbor, including use of statistical error correction to derive quantitative concentration estimates, which are shown to be unbiased with respect to manual estimates for random subsamples. Our approach, which provides taxonomically resolved estimates of phytoplankton abundance with fine temporal resolution (hours for many species), permits access to scales of variability from tidal to seasonal and longer.",2007,45,342,22,true,Computer Science,2121893269,H. M. Sosik,145128064,R. Olson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7b581c9ce200b031451f592478c7c34b5fc47898,https://www.semanticscholar.org/paper/7b581c9ce200b031451f592478c7c34b5fc47898,Task-based End-to-end Model Learning in Stochastic Optimization,"With the increasing popularity of machine learning techniques, it has become common to see prediction algorithms operating within some larger process. However, the criteria by which we train these algorithms often differ from the ultimate criteria on which we evaluate them. This paper proposes an end-to-end approach for learning probabilistic machine learning models in a manner that directly captures the ultimate task-based objective for which they will be used, within the context of stochastic programming. We present three experimental evaluations of the proposed approach: a classical inventory stock problem, a real-world electrical grid scheduling task, and a real-world energy storage arbitrage task. We show that the proposed approach can outperform both traditional modeling and purely black-box policy optimization approaches in these applications.",2017,35,184,21,false,Computer Science,49698491,P. Donti,145116464,J. Z. Kolter,1773498,Brandon Amos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aa3ff3ec835fffaf002d5ca4afc354af69ecf117,https://www.semanticscholar.org/paper/aa3ff3ec835fffaf002d5ca4afc354af69ecf117,Bayesian Differential Privacy for Machine Learning,"Traditional differential privacy is independent of the data distribution. However, this is not well-matched with the modern machine learning context, where models are trained on specific data. As a result, achieving meaningful privacy guarantees in ML often excessively reduces accuracy. We propose Bayesian differential privacy (BDP), which takes into account the data distribution to provide more practical privacy guarantees. We also derive a general privacy accounting method under BDP, building upon the well-known moments accountant. Our experiments demonstrate that in-distribution samples in classic machine learning datasets, such as MNIST and CIFAR-10, enjoy significantly stronger privacy guarantees than postulated by DP, while models maintain high classification accuracy.",2019,54,33,3,false,Computer Science,2507835,Aleksei Triastcyn,1735128,B. Faltings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
990a17a9f9d02bf489a25e2e2980fab4e6f52642,https://www.semanticscholar.org/paper/990a17a9f9d02bf489a25e2e2980fab4e6f52642,Asynchronous Distributed ADMM for Consensus Optimization,"Distributed optimization algorithms are highly attractive for solving big data problems. In particular, many machine learning problems can be formulated as the global consensus optimization problem, which can then be solved in a distributed manner by the alternating direction method of multipliers (ADMM) algorithm. However, this suffers from the straggler problem as its updates have to be synchronized. In this paper, we propose an asynchronous ADMM algorithm by using two conditions to control the asynchrony: partial barrier and bounded delay. The proposed algorithm has a simple structure and good convergence guarantees (its convergence rate can be reduced to that of its synchronous counterpart). Experiments on different distributed ADMM applications show that asynchrony reduces the time on network waiting, and achieves faster convergence than its synchronous counterpart in terms of the wall clock time.",2014,24,325,25,false,Computer Science,2109972030,Ruiliang Zhang,145193332,J. Kwok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9a044eec8de883d45bd748ef0694324f8b1a7812,https://www.semanticscholar.org/paper/9a044eec8de883d45bd748ef0694324f8b1a7812,Abduction-Based Explanations for Machine Learning Models,"The growing range of applications of Machine Learning (ML) in a multitude of settings motivates the ability of computing small explanations for predictions made. Small explanations are generally accepted as easier for human decision makers to understand. Most earlier work on computing explanations is based on heuristic approaches, providing no guarantees of quality, in terms of how close such solutions are from cardinality- or subset-minimal explanations. This paper develops a constraint-agnostic solution for computing explanations for any ML model. The proposed solution exploits abductive reasoning, and imposes the requirement that the ML model can be represented as sets of constraints using some target constraint reasoning system for which the decision problem can be answered with some oracle. The experimental results, obtained on well-known datasets, validate the scalability of the proposed approach as well as the quality of the computed solutions.",2018,54,96,7,true,Computer Science,145127870,Alexey Ignatiev,2701535,Nina Narodytska,1393656234,Joao Marques-Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fad3db9dd291c3a92f95d73da1605ff6a7544629,https://www.semanticscholar.org/paper/fad3db9dd291c3a92f95d73da1605ff6a7544629,Optimal Learning,,2022,47,117,11,true,Computer Science,1852241,Warrren B Powell,1922747,P. Frazier,,,,,,,,,Mathematics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59444b096f7c8a561d540102e8b5bfb189edabc6,https://www.semanticscholar.org/paper/59444b096f7c8a561d540102e8b5bfb189edabc6,"Perspectives on the Impact of Machine Learning, Deep Learning, and Artificial Intelligence on Materials, Processes, and Structures Engineering",,2018,216,147,2,true,,4022088,D. Dimiduk,3163251,E. Holm,1969237,S. Niezgoda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
070fb2d97e438750bc1b3a354819ce08a4d9e924,https://www.semanticscholar.org/paper/070fb2d97e438750bc1b3a354819ce08a4d9e924,gBoost: a mathematical programming approach to graph classification and regression,,2009,46,147,17,true,Computer Science,2547442,Hiroto Saigo,2388416,S. Nowozin,8943978,T. Kadowaki,1765329,Taku Kudo,34628173,K. Tsuda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d003a82747ab2276133bc182230a3b70f14d2e85,https://www.semanticscholar.org/paper/d003a82747ab2276133bc182230a3b70f14d2e85,Deep Learning in Microscopy Image Analysis: A Survey.,"Computerized microscopy image analysis plays an important role in computer aided diagnosis and prognosis. Machine learning techniques have powered many aspects of medical investigation and clinical practice. Recently, deep learning is emerging as a leading machine learning tool in computer vision and has attracted considerable attention in biomedical image analysis. In this paper, we provide a snapshot of this fast-growing field, specifically for microscopy image analysis. We briefly introduce the popular deep neural networks and summarize current deep learning achievements in various tasks, such as detection, segmentation, and classification in microscopy image analysis. In particular, we explain the architectures and the principles of convolutional neural networks, fully convolutional networks, recurrent neural networks, stacked autoencoders, and deep belief networks, and interpret their formulations or modelings for specific tasks on various microscopy images. In addition, we discuss the open challenges and the potential trends of future research in microscopy image analysis using deep learning.",2018,0,59,0,false,Medicine,146764575,Fuyong Xing,148420812,Yuanpu Xie,146951411,Hai Su,146764530,Fujun Liu,2099966006,Lin Yang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
050026aeec0c43751b4f9ae2640d77174f692200,https://www.semanticscholar.org/paper/050026aeec0c43751b4f9ae2640d77174f692200,Searching for information in a hypertext medical handbook,"Medicine is an ideal domain for hypertext applications and research. Implementing a popular medical handbook in hypertext underscores the need to study hypertext in the context of full-text document retrieval, machine learning, and user interface issues.",1988,14,207,5,false,Computer Science,67264874,E. Mark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b79870d22d85dde31c72df6ae147f64d462d177b,https://www.semanticscholar.org/paper/b79870d22d85dde31c72df6ae147f64d462d177b,Machine learning in GI endoscopy: practical guidance in how to interpret a novel field,"There has been a vast increase in GI literature focused on the use of machine learning in endoscopy. The relative novelty of this field poses a challenge for reviewers and readers of GI journals. To appreciate scientific quality and novelty of machine learning studies, understanding of the technical basis and commonly used techniques is required. Clinicians often lack this technical background, while machine learning experts may be unfamiliar with clinical relevance and implications for daily practice. Therefore, there is an increasing need for a multidisciplinary, international evaluation on how to perform high-quality machine learning research in endoscopy. This review aims to provide guidance for readers and reviewers of peer-reviewed GI journals to allow critical appraisal of the most relevant quality requirements of machine learning studies. The paper provides an overview of common trends and their potential pitfalls and proposes comprehensive quality requirements in six overarching themes: terminology, data, algorithm description, experimental setup, interpretation of results and machine learning in clinical practice.",2020,41,53,0,true,Computer Science,15065097,F. van der Sommen,1423745025,Jeroen de Groof,120631502,Maarten P. Struyvenberg,118341291,J. van der Putten,1482569768,T. Boers,1430744224,K. Fockens,Medicine,2151647,E. Schoon,3553816,W. Curvers,122835730,P. D. De with,2558826,Y. Mori,2167748,M. Byrne,1398465128,J. Bergman,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c1317f812bfaec25958ec7b5b583eb035fe6d5a1,https://www.semanticscholar.org/paper/c1317f812bfaec25958ec7b5b583eb035fe6d5a1,Scoring diverse cellular morphologies in image-based screens with iterative feedback and machine learning,"Many biological pathways were first uncovered by identifying mutants with visible phenotypes and by scoring every sample in a screen via tedious and subjective visual inspection. Now, automated image analysis can effectively score many phenotypes. In practical application, customizing an image-analysis algorithm or finding a sufficient number of example cells to train a machine learning algorithm can be infeasible, particularly when positive control samples are not available and the phenotype of interest is rare. Here we present a supervised machine learning approach that uses iterative feedback to readily score multiple subtle and complex morphological phenotypes in high-throughput, image-based screens. First, automated cytological profiling extracts hundreds of numerical descriptors for every cell in every image. Next, the researcher generates a rule (i.e., classifier) to recognize cells with a phenotype of interest during a short, interactive training session using iterative feedback. Finally, all of the cells in the experiment are automatically classified and each sample is scored based on the presence of cells displaying the phenotype. By using this approach, we successfully scored images in RNA interference screens in 2 organisms for the prevalence of 15 diverse cellular morphologies, some of which were previously intractable.",2009,40,372,11,true,Computer Science,2646100,T. Jones,1721012,Anne E Carpenter,3809951,M. R. Lamprecht,143862649,J. Moffat,2154459,S. Silver,34523021,J. Grenier,Medicine,5049724,A. Castoreno,3926612,U. Eggert,3198018,D. Root,1729630,P. Golland,1843680,D. Sabatini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a7a14f141774d05a58b0f5a4d011e91625c7b00d,https://www.semanticscholar.org/paper/a7a14f141774d05a58b0f5a4d011e91625c7b00d,Predicting the outcomes of organic reactions via machine learning: are current descriptors sufficient?,,2017,50,77,0,true,Computer Science,18125573,G. Skoraczyński,3272247,P. Dittwald,40602116,B. Miasojedow,15569748,S. Szymkuć,49893795,E. P. Gajewska,4941209,B. Grzybowski,Medicine,2904414,A. Gambin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39604eee28a2401d3e244182504b7b06a71d05c4,https://www.semanticscholar.org/paper/39604eee28a2401d3e244182504b7b06a71d05c4,"Unsupervised machine learning in atomistic simulations, between predictions and understanding.","Automated analyses of the outcome of a simulation have been an important part of atomistic modeling since the early days, addressing the need of linking the behavior of individual atoms and the collective properties that are usually the final quantity of interest. Methods such as clustering and dimensionality reduction have been used to provide a simplified, coarse-grained representation of the structure and dynamics of complex systems from proteins to nanoparticles. In recent years, the rise of machine learning has led to an even more widespread use of these algorithms in atomistic modeling and to consider different classification and inference techniques as part of a coherent toolbox of data-driven approaches. This perspective briefly reviews some of the unsupervised machine-learning methods-that are geared toward classification and coarse-graining of molecular simulations-seen in relation to the fundamental mathematical concepts that underlie all machine-learning techniques. It discusses the importance of using concise yet complete representations of atomic structures as the starting point of the analyses and highlights the risk of introducing preconceived biases when using machine learning to rationalize and understand structure-property relations. Supervised machine-learning techniques that explicitly attempt to predict the properties of a material given its structure are less susceptible to such biases. Current developments in the field suggest that using these two classes of approaches side-by-side and in a fully integrated mode, while keeping in mind the relations between the data analysis framework and the fundamental physical principles, will be key to realizing the full potential of machine learning to help understand the behavior of complex molecules and materials.",2019,111,83,1,true,Computer Science,1917770,M. Ceriotti,,,,,,,,,,,Medicine,,,,,,,,,,,,,Chemistry,Physics,,,,,,,,,,,,,,,,,,,,,,,,,,
8b346f6afaf1ad9dafe43d6b7ce1a8dbe3489979,https://www.semanticscholar.org/paper/8b346f6afaf1ad9dafe43d6b7ce1a8dbe3489979,The Power of Randomization: Distributed Submodular Maximization on Massive Datasets,"A wide variety of problems in machine learning, including exemplar clustering, document summarization, and sensor placement, can be cast as constrained submodular maximization problems. Unfortunately, the resulting submodular optimization problems are often too large to be solved on a single machine. We consider a distributed, greedy algorithm that combines previous approaches with randomization. The result is an algorithm that is embarrassingly parallel and achieves provable, constant factor, worstcase approximation guarantees. In our experiments, we demonstrate its efficiency in large problems with different kinds of constraints with objective values always close to what is achievable in the centralized setting.",2015,15,88,12,false,Computer Science,1767397,Rafael da Ponte Barbosa,1725000,Alina Ene,47320986,Huy L. Nguyen,144131927,Justin Ward,,,,,Mathematics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f6d918d1c9b7bb1e45b9ca750bd9618bf8ef4ad7,https://www.semanticscholar.org/paper/f6d918d1c9b7bb1e45b9ca750bd9618bf8ef4ad7,Crop yield prediction using machine learning: A systematic literature review,,2020,75,221,9,false,Computer Science,1944680782,Thomas van Klompenburg,2805164,A. Kassahun,3213443,C. Catal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
