paperId,url,title,abstract,year,referenceCount,citationCount,influentialCitationCount,isOpenAccess,fieldsOfStudy/0,authors/0/authorId,authors/0/name,authors/1/authorId,authors/1/name,fieldsOfStudy/1,authors/2/authorId,authors/2/name,authors/3/authorId,authors/3/name,authors/4/authorId,authors/4/name,authors/5/authorId,authors/5/name,authors/6/authorId,authors/6/name,authors/7/authorId,authors/7/name,fieldsOfStudy/2,authors/8/authorId,authors/8/name,authors/9/authorId,authors/9/name,authors/10/authorId,authors/10/name,authors/11/authorId,authors/11/name,authors/12/authorId,authors/12/name,authors/13/authorId,authors/13/name,authors/14/authorId,authors/14/name,authors/15/authorId,authors/15/name,authors/16/authorId,authors/16/name,authors/17/authorId,authors/17/name,authors/18/authorId,authors/18/name,authors/19/authorId,authors/19/name,authors/20/authorId,authors/20/name,authors/21/authorId,authors/21/name,authors/22/authorId,authors/22/name,authors/23/authorId,authors/23/name,authors/24/authorId,authors/24/name,fieldsOfStudy/3
1e0a41e48821d6111329d75dc63354aa8ecd241a,https://www.semanticscholar.org/paper/1e0a41e48821d6111329d75dc63354aa8ecd241a,Explanation-Based Generalization: A Unifying View,,1986,67,368,29,true,Computer Science,40975594,Tom Michael Mitchell,50337526,R. Keller,Mathematics,1403824951,S. Kedar-Cabelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93e4cb65cb5bfa568e57495c804c4c5e2324ccaf,https://www.semanticscholar.org/paper/93e4cb65cb5bfa568e57495c804c4c5e2324ccaf,DScribe: Library of Descriptors for Machine Learning in Materials Science,,2019,98,255,5,false,Computer Science,2603574,L. Himanen,2007829129,M. Jäger,Physics,95983512,Eiaki V. Morooka,39166484,F. F. Canova,51255118,Y. S. Ranawat,2225189,D. Gao,2529275,P. Rinke,35851774,A. Foster,Materials Science,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e7d6c69fe45659e3698bd990d6a369e39bfb6b2f,https://www.semanticscholar.org/paper/e7d6c69fe45659e3698bd990d6a369e39bfb6b2f,Voltage Stability Prediction Using Active Machine Learning,"An active machine learning technique for monitoring the voltage stability in transmission systems is presented. It has been shown that machine learning algorithms may be used to supplement the traditional simulation approach, but they suffer from the difficulties of online machine learning model update and offline training data preparation. We propose an active learning solution to enhance existing machine learning applications by actively interacting with the online prediction and offline training process. The technique identifies operating points where machine learning predictions based on power system measurements contradict with actual system conditions. By creating the training set around the identified operating points, it is possible to improve the capability of machine learning tools to predict future power system states. The technique also accelerates the offline training process by reducing the amount of simulations on a detailed power system model around operating points where correct predictions are made. Experiments show a significant advantage in relation to the training time, prediction time, and number of measurements that need to be queried to achieve high prediction accuracy.",2017,33,71,2,false,Computer Science,2279271,V. Malbasa,46882254,Ce Zheng,,2527605,Po-Chen Chen,47398218,T. Popovic,2998246,M. Kezunovic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d53cd4dc81a93f496c92864509de9c9c8ca4513e,https://www.semanticscholar.org/paper/d53cd4dc81a93f496c92864509de9c9c8ca4513e,Machine Learning Methods in the Environmental Sciences: Contents,"Machine learning methods, having originated from computational intelligence (i.e. artificial intelligence), are now ubiquitous in the environmental sciences. This is the first single-authored textbook to give a unified treatment of machine learning methods and their applications in the environmental sciences. Machine learning methods began to infiltrate the environmental sciences in the 1990s. Today, thanks to their powerful nonlinear modelling capability, they are no longer an exotic fringe species, as they are heavily used in satellite data processing, in general circulation models (GCM), in weather and climate prediction, air quality forecasting, analysis and modelling of environmental data, oceanographic and hydrological forecasting, ecological modelling, and in the monitoring of snow, ice and forests, etc. End-of-chapter review questions are included, allowing readers to develop their problem-solving skills and monitor their understanding of the material presented. An appendix lists websites available for downloading computer code and data sources. A resources website is available containing datasets for exercises, and additional material to keep the book completely up-to-date. This book presents machine learning methods and their applications in the environmental sciences (including satellite remote sensing, atmospheric science, climate science, oceanography, hydrology and ecology), written at a level suitable for beginning graduate students and advanced undergraduates. It is also valuable for researchers and practitioners in environmental sciences interested in applying these new methods to their own work.",2009,1,121,5,false,Computer Science,1781249,W. Hsieh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59a916cdc943f0282908e6f3fa0360f4c5fb78d0,https://www.semanticscholar.org/paper/59a916cdc943f0282908e6f3fa0360f4c5fb78d0,Stabilizing Transformers for Reinforcement Learning,"Owing to their ability to both effectively integrate information over long time horizons and scale to massive amounts of data, self-attention architectures have recently shown breakthrough success in natural language processing (NLP), achieving state-of-the-art results in domains such as language modeling and machine translation. Harnessing the transformer's ability to process long time horizons of information could provide a similar performance boost in partially observable reinforcement learning (RL) domains, but the large-scale transformers used in NLP have yet to be successfully applied to the RL setting. In this work we demonstrate that the standard transformer architecture is difficult to optimize, which was previously observed in the supervised learning setting but becomes especially pronounced with RL objectives. We propose architectural modifications that substantially improve the stability and learning speed of the original Transformer and XL variant. The proposed architecture, the Gated Transformer-XL (GTrXL), surpasses LSTMs on challenging memory environments and achieves state-of-the-art results on the multi-task DMLab-30 benchmark suite, exceeding the performance of an external memory architecture. We show that the GTrXL, trained using the same losses, has stability and performance that consistently matches or exceeds a competitive LSTM baseline, including on more reactive tasks where memory is less critical. GTrXL offers an easy-to-train, simple-to-implement but substantially more expressive architectural alternative to the standard multi-layer LSTM ubiquitously used for RL agents in partially observable environments.",2019,57,164,18,false,Computer Science,3166516,Emilio Parisotto,2107148568,H. F. Song,Mathematics,34269227,Jack W. Rae,1996134,Razvan Pascanu,1854385,Çaglar Gülçehre,35880964,Siddhant M. Jayakumar,3093886,Max Jaderberg,31713635,Raphael Lopez Kaufman,,31993415,Aidan Clark,30155667,Seb Noury,46378362,M. Botvinick,2801204,N. Heess,2315504,R. Hadsell,,,,,,,,,,,,,,,,,,,,,,,,,
595c811c70d2e6ea29ea8aabe201d7290e6ef23c,https://www.semanticscholar.org/paper/595c811c70d2e6ea29ea8aabe201d7290e6ef23c,Weakly Supervised Learning for Hedge Classification in Scientific Literature,"We investigate automatic classification of speculative language (‘hedging’), in biomedical text using weakly supervised machine learning. Our contributions include a precise description of the task with annotation guidelines, analysis and discussion, a probabilistic weakly supervised learning model, and experimental evaluation of the methods presented. We show that hedge classification is feasible using weakly supervised ML, and point toward avenues for future research.",2007,21,207,20,false,Computer Science,2310842,Ben Medlock,145693410,Ted Briscoe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26a1094ea12e3ea1f734e1670e6ba0e96c6b4bcf,https://www.semanticscholar.org/paper/26a1094ea12e3ea1f734e1670e6ba0e96c6b4bcf,A DEEP LEARNING APPROACH TO,"Wildfires are a serious disaster, which often cause severe damages to forests and plants. Without an early detection and suitable control action, a small wildfire could grow into a big and serious one. The problem is especially fatal at night, as firefighters in general miss the chance to detect the wildfires in the very first few hours. Low-light satellites, which take pictures at night, offer an opportunity to detect night fire timely. However, previous studies identify night fires based on threshold methods or conventional machine learning approaches, which are not robust and accurate enough. In this paper, we develop a new deep learning approach, which determines night fire locations by a pixel-level classification on low-light remote sensing image. Experimental results on VIIRS data demonstrate the superiority and effectiveness of the proposed method, which outperforms conventional threshold and machine learning approaches.",2021,12,169,11,false,,2118461571,Yue Wang,2072724646,Ye Ni,,48569885,Xutao Li,144782498,Yunming Ye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
465d56d1f1874f76b2a1094d1a694d23c65d5242,https://www.semanticscholar.org/paper/465d56d1f1874f76b2a1094d1a694d23c65d5242,The promise of machine learning in cybersecurity,"Over the last few years' machine learning has migrated from the laboratory to the forefront of operational systems. Amazon, Google and Facebook use machine learning every day to improve customer experiences, suggested purchases or connect people socially with new applications and facilitate personal connections. Machine learning's powerful capability is also there for cybersecurity. Cybersecurity is positioned to leverage machine learning to improve malware detection, triage events, recognize breaches and alert organizations to security issues. Machine learning can be used to identify advanced targeting and threats such as organization profiling, infrastructure vulnerabilities and potential interdependent vulnerabilities and exploits. Machine learning can significantly change the cybersecurity landscape. Malware by itself can represent as many as 3 million new samples an hour. Traditional malware detection and malware analysis is unable to pace with new attacks and variants. New attacks and sophisticated malware have been able to bypass network and end-point detection to deliver cyber-attacks at alarming rates. New techniques like machine learning must be leveraged to address the growing malware problem. This paper describes how machine learning can be used to detect and highlight advanced malware for cyber defense analysts. The results of our initial research and a discussion of future research to extend machine learning is presented.",2017,11,56,2,false,Computer Science,40558000,James B. Fraley,144403288,J. Cannady,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70f6937b6253db8209d8fd6a4115e766946f04c5,https://www.semanticscholar.org/paper/70f6937b6253db8209d8fd6a4115e766946f04c5,eDoctor: machine learning and the future of medicine,"Machine learning (ML) is a burgeoning field of medicine with huge resources being applied to fuse computer science and statistics to medical problems. Proponents of ML extol its ability to deal with large, complex and disparate data, often found within medicine and feel that ML is the future for biomedical research, personalized medicine, computer‐aided diagnosis to significantly advance global health care. However, the concepts of ML are unfamiliar to many medical professionals and there is untapped potential in the use of ML as a research tool. In this article, we provide an overview of the theory behind ML, explore the common ML algorithms used in medicine including their pitfalls and discuss the potential future of ML in medicine.",2018,110,181,1,true,Medicine,26612400,G. Handelman,6129704,H. Kok,,35333607,R. Chandra,3144725,A. H. Razavi,153692329,M. Lee,40911580,H. Asadi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11a9f7712b88f698bc062797872867b8b4e5f439,https://www.semanticscholar.org/paper/11a9f7712b88f698bc062797872867b8b4e5f439,Applying machine learning to agricultural data,,1995,35,135,3,true,Engineering,1728867,R. McQueen,2072119972,Stephen R. Garner,,1389909404,C. Nevill-Manning,9419406,I. Witten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f7a062bc0c39672c327df0042866dc328e700d2b,https://www.semanticscholar.org/paper/f7a062bc0c39672c327df0042866dc328e700d2b,Predicting weather forecast uncertainty with machine learning,"Weather forecasts are inherently uncertain. Therefore, for many applications forecasts are only considered valuable if an uncertainty estimate can be assigned to them. Currently, the best method to provide a confidence estimate for individual forecasts is to produce an ensemble of numerical weather simulations, which is computationally very expensive. Here, we assess whether machine learning techniques can provide an alternative approach to predict the uncertainty of a weather forecast given the large‐scale atmospheric state at initialization. We propose a method based on deep learning with artificial convolutional neural networks that is trained on past weather forecasts. Given a new weather situation, it assigns a scalar value of confidence to medium‐range forecasts initialized from the said atmospheric state, indicating whether the predictability is higher or lower than usual for the time of the year. While our method has a lower skill than ensemble weather forecast models in predicting forecast uncertainty, it is computationally very efficient and outperforms a range of alternative methods that do not involve performing numerical forecasts. This shows that it is possible to use machine learning in order to estimate future forecast uncertainty from past forecasts. The main constraint in the performance of our method seems to be the number of past forecasts available for training the machine learning algorithm.",2018,26,99,1,true,Computer Science,89677034,S. Scher,8752529,G. Messori,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86ce004214845a1683d59b64c4363a067d342cac,https://www.semanticscholar.org/paper/86ce004214845a1683d59b64c4363a067d342cac,Machine Learning Methods for Estimating Heterogeneous Causal Effects∗,"In this paper we study the problems of estimating heterogeneity in causal effects in experimental or observational studies and conducting inference about the magnitude of the differences in treatment effects across subsets of the population. In applications, our method provides a data-driven approach to determine which subpopulations have large or small treatment effects and to test hypotheses about the differences in these effects. For experiments, our method allows researchers to identify heterogeneity in treatment effects that was not specified in a pre-analysis plan, without concern about invalidating inference due to multiple testing. In most of the literature on supervised machine learning (e.g. regression trees, random forests, LASSO, etc.), the goal is to build a model of the relationship between a unit’s attributes and an observed outcome. A prominent role in these methods is played by cross-validation which compares predictions to actual outcomes in test samples, in order to select the level of complexity of the model that provides the best predictive power. Our method is closely related, but it differs in that it is tailored for predicting causal effects of a treatment rather than a unit’s outcome. The challenge is that the “ground truth” for a causal effect is not observed for any individual unit: we observe the unit with the treatment, or without the treatment, but not both at the same time. Thus, it is not obvious how to use cross-validation to determine whether a causal effect has been accurately predicted. We propose several novel cross-validation criteria for this problem and demonstrate through simulations the conditions under which they perform better than standard methods for the problem of causal effects. We then apply the method to a large-scale field experiment re-ranking results on a search engine.",2015,42,192,27,false,,2631417,S. Athey,47166531,G. Imbens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a104f5056f066b5c29c8f1320e37535220b7ce6e,https://www.semanticscholar.org/paper/a104f5056f066b5c29c8f1320e37535220b7ce6e,Forecasting tourist arrivals with machine learning and internet search index,"The queries entered into search engines register hundreds of millions of different searches by tourists, not only reflecting the trends of the searchers' preferences for travel products, but also offering a forecasting of their future travel behavior. This paper proposed a forecasting framework based on internet search index and machine learning to forecast tourist arrivals, and compared the forecasting performance of two different search engines data, Baidu and Google. The empirical results suggest that the proposed KELM models by fusing Baidu index and Google index can significantly improve the forecasting performance and outperform other benchmark models in terms of forecasting accuracy.",2017,52,185,9,false,Computer Science,48904871,Shaolong Sun,34203815,Shouyang Wang,,2023780929,Yunjie Wei,35344980,X. Yang,145690550,K. Tsui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1a270a3e6a014943845660dc0630763deb6d4d09,https://www.semanticscholar.org/paper/1a270a3e6a014943845660dc0630763deb6d4d09,"Prediction Models of Functional Outcomes for Individuals in the Clinical High-Risk State for Psychosis or With Recent-Onset Depression: A Multimodal, Multisite Machine Learning Analysis","Importance Social and occupational impairments contribute to the burden of psychosis and depression. There is a need for risk stratification tools to inform personalized functional-disability preventive strategies for individuals in at-risk and early phases of these illnesses. Objective To determine whether predictors associated with social and role functioning can be identified in patients in clinical high-risk (CHR) states for psychosis or with recent-onset depression (ROD) using clinical, imaging-based, and combined machine learning; assess the geographic, transdiagnostic, and prognostic generalizability of machine learning and compare it with human prognostication; and explore sequential prognosis encompassing clinical and combined machine learning. Design, Setting, and Participants This multisite naturalistic study followed up patients in CHR states, with ROD, and with recent-onset psychosis, and healthy control participants for 18 months in 7 academic early-recognition services in 5 European countries. Participants were recruited between February 2014 and May 2016, and data were analyzed from April 2017 to January 2018. ain Outcomes and Measures Performance and generalizability of prognostic models. Results A total of 116 individuals in CHR states (mean [SD] age, 24.0 [5.1] years; 58 [50.0%] female) and 120 patients with ROD (mean [SD] age, 26.1 [6.1] years; 65 [54.2%] female) were followed up for a mean (SD) of 329 (142) days. Machine learning predicted the 1-year social-functioning outcomes with a balanced accuracy of 76.9% of patients in CHR states and 66.2% of patients with ROD using clinical baseline data. Balanced accuracy in models using structural neuroimaging was 76.2% in patients in CHR states and 65.0% in patients with ROD, and in combined models, it was 82.7% for CHR states and 70.3% for ROD. Lower functioning before study entry was a transdiagnostic predictor. Medial prefrontal and temporo-parieto-occipital gray matter volume (GMV) reductions and cerebellar and dorsolateral prefrontal GMV increments had predictive value in the CHR group; reduced mediotemporal and increased prefrontal-perisylvian GMV had predictive value in patients with ROD. Poor prognoses were associated with increased risk of psychotic, depressive, and anxiety disorders at follow-up in patients in the CHR state but not ones with ROD. Machine learning outperformed expert prognostication. Adding neuroimaging machine learning to clinical machine learning provided a 1.9-fold increase of prognostic certainty in uncertain cases of patients in CHR states, and a 10.5-fold increase of prognostic certainty for patients with ROD. Conclusions and Relevance Precision medicine tools could augment effective therapeutic strategies aiming at the prevention of social functioning impairments in patients with CHR states or with ROD.",2018,130,122,3,true,Medicine,3214043,N. Koutsouleris,1414119219,L. Kambeitz-Ilankovic,,1982479,S. Ruhrmann,40892922,M. Rosen,32098768,A. Ruef,5672681,D. Dwyer,5250359,M. Paolini,15568397,Katharine Chisholm,,2876416,J. Kambeitz,40900560,T. Haidl,12462273,A. Schmidt,40210909,J. Gillam,1398034341,F. Schultze-Lutter,2660554,P. Falkai,145371637,M. Reiser,146173036,A. Riecher-Rössler,4361455,R. Upthegrove,34718106,J. Hietala,6257052,R. Salokangas,8770059,C. Pantelis,2875471,E. Meisenzahl,2086924,S. Wood,2423864,D. Beque,3110755,P. Brambilla,48682353,S. Borgwardt,
8f7a7aea33c942e626832f014a831361b7fa39c7,https://www.semanticscholar.org/paper/8f7a7aea33c942e626832f014a831361b7fa39c7,PotentialNet for Molecular Property Prediction,"The arc of drug discovery entails a multiparameter optimization problem spanning vast length scales. The key parameters range from solubility (angstroms) to protein–ligand binding (nanometers) to in vivo toxicity (meters). Through feature learning—instead of feature engineering—deep neural networks promise to outperform both traditional physics-based and knowledge-based machine learning models for predicting molecular properties pertinent to drug discovery. To this end, we present the PotentialNet family of graph convolutions. These models are specifically designed for and achieve state-of-the-art performance for protein–ligand binding affinity. We further validate these deep neural networks by setting new standards of performance in several ligand-based tasks. In parallel, we introduce a new metric, the Regression Enrichment Factor EFχ(R), to measure the early enrichment of computational models for chemical data. Finally, we introduce a cross-validation strategy based on structural homology clustering that can more accurately measure model generalizability, which crucially distinguishes the aims of machine learning for drug discovery from standard machine learning tasks.",2018,60,210,4,true,Computer Science,5932099,Evan N. Feinberg,39460558,Debnil Sur,Medicine,9957625,Zhenqin Wu,8751433,B. Husic,80646261,Huanghao Mai,2154902070,Yang Li,51248807,Saisai Sun,49500220,Jianyi Yang,,2378027,Bharath Ramsundar,1806271,V. Pande,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78cd29d44f06f180af1b87c2f36be9a8492741f3,https://www.semanticscholar.org/paper/78cd29d44f06f180af1b87c2f36be9a8492741f3,Learning from ambiguously labeled examples,,2005,45,164,43,true,Computer Science,1691955,E. Hüllermeier,49966445,J. Beringer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
