paperId,url,title,abstract,year,referenceCount,citationCount,influentialCitationCount,isOpenAccess,fieldsOfStudy/0,fieldsOfStudy/1,authors/0/authorId,authors/0/name,authors/1/authorId,authors/1/name,authors/2/authorId,authors/2/name,authors/3/authorId,authors/3/name,authors/4/authorId,authors/4/name,authors/5/authorId,authors/5/name,fieldsOfStudy/2,authors/6/authorId,authors/6/name,authors/7/authorId,authors/7/name,authors/8/authorId,authors/8/name,authors/9/authorId,authors/9/name,authors/10/authorId,authors/10/name,authors/11/authorId,authors/11/name,authors/12/authorId,authors/12/name
69e3fe81fa48e99bcbaebfaed7839848e186ac25,https://www.semanticscholar.org/paper/69e3fe81fa48e99bcbaebfaed7839848e186ac25,Learning to match ontologies on the Semantic Web,,2003,47,584,42,false,Computer Science,,3030274,A. Doan,2224716,J. Madhavan,2944471,Robin Dhamankar,1740213,Pedro M. Domingos,1770962,A. Halevy,,,,,,,,,,,,,,,,,
0896636887023435ec6928b97598d19be854f1bb,https://www.semanticscholar.org/paper/0896636887023435ec6928b97598d19be854f1bb,Machine Learning in Document Analysis and Recognition,,2008,70,67,2,true,Computer Science,,3285734,S. Marinai,34878566,H. Fujisawa,,,,,,,,,,,,,,,,,,,,,,,
61c05d7cab4448a1585596cc7e00ab271c442c2e,https://www.semanticscholar.org/paper/61c05d7cab4448a1585596cc7e00ab271c442c2e,Optimizing distributions over molecular space. An Objective-Reinforced Generative Adversarial Network for Inverse-design Chemistry (ORGANIC),"Molecular discovery seeks to generate chemical species tailored to very speciﬁc needs. In this paper, we present ORGANIC , a framework based on Objective-Reinforced Generative Adversarial Networks (ORGAN), capable of producing a distribution over molecular space that matches with a certain set of desirable metrics. This methodology combines two successful techniques from the machine learning community: a Generative Adversarial Network (GAN), to create non-repetitive sensible molecular species, and Reinforcement Learning (RL), to bias this generative distribution towards certain attributes. We explore several applications, from optimization of random physicochemical properties to candidates for drug discovery and organic photovoltaic material design.",2017,48,193,6,false,Mathematics,,1380248978,Benjamín Sánchez-Lengeling,51112526,C. Outeiral,2176123442,GL Guimaraes,1380248954,Alán Aspuru-Guzik,,,,,,,,,,,,,,,,,,,
81c2d24b639333f1cc201eeb4e82c4bb8b1f5272,https://www.semanticscholar.org/paper/81c2d24b639333f1cc201eeb4e82c4bb8b1f5272,Breast cancer molecular subtype classifier that incorporates MRI features,To use features extracted from magnetic resonance (MR) images and a machine‐learning method to assist in differentiating breast cancer molecular subtypes.,2016,33,96,3,true,Medicine,,2029929,E. Sutton,2650801,Brittany Z Dashevsky,1743648,J. Oh,3055503,H. Veeraraghavan,33991613,A. Apte,5133564,S. Thakur,,2083337984,Elizabeth A Morris,1769439,J. Deasy,,,,,,,,,,
063b4fcf59444df073144675ac2c5fe1a63c233a,https://www.semanticscholar.org/paper/063b4fcf59444df073144675ac2c5fe1a63c233a,Extraction Patterns for Information Extraction Tasks : A Survey,"Information Extraction systems rely on a set of extraction patternsthat they use in order to retrieve from each document the relevant information. In this paper we survey the various types of extraction patterns that are generated by machine learning algorithms. We identify three main categories of patterns, which cover a variety of application domains, and we compare and contrast the patterns from each category.",1999,16,178,7,false,,,123035064,K. Minton,,,,,,,,,,,,,,,,,,,,,,,,,
5145a5c8fb950ff52d3ad991d9c1d9886d726451,https://www.semanticscholar.org/paper/5145a5c8fb950ff52d3ad991d9c1d9886d726451,On the Prospects for a (Deep) Learning Health Care System,"In 1976, Maxmen1 predicted that artificial intelligence (AI) in the 21st century would usher in “the postphysician era,” with health care provided by paramedics and computers. Today, the mass extinction of physicians remains unlikely. However, as outlined by Hinton2 in a related Viewpoint, the emergence of a radically different approach to AI, called deep learning, has the potential to effect major changes in clinical medicine and health care delivery. This Viewpoint reviews some of the factors driving wide adoption of deep learning and other forms of machine learning in the health ecosystem.",2018,19,140,4,false,Medicine,,144625283,C. Naylor,,,,,,,,,,,,,,,,,,,,,,,,,
eea2d27488e5ee098c62f85274a294c4c1993543,https://www.semanticscholar.org/paper/eea2d27488e5ee098c62f85274a294c4c1993543,Curious machines: active learning with structured instances,"Supervised machine learning is a branch of artificial intelligence concerned with automatically inducing predictive models from labeled data. Such learning approaches are useful for many interesting real-world applications, but particularly shine for tasks involving the automatic organization, extraction, and retrieval of information from large collections of data (e.g., text, images, and other digital media). 
In traditional supervised learning, one uses ""labeled"" training data to induce a model. However, labeled instances for real-world applications are often difficult, expensive, or time consuming to obtain. Consider a complex task such as extracting key person and organization names from text documents. While gathering large amounts of unlabeled documents for these tasks is often relatively easy (e.g., from the World Wide Web), labeling these texts usually requires experienced human annotators with specific domain knowledge and training. There are implicit costs associated with obtaining these labels from domain experts, such as limited time and financial resources. This is especially true for applications that involve learning from instances with complex structures, which can require labels at varying levels of granularity. 
Active learning addresses this inherent bottleneck by allowing the learner to selectively choose which parts of the available data are labeled for training. The goal is to maximize the accuracy of the learner through such ""queries,"" while minimizing the work required of human annotators. In this thesis, I explore several important questions regarding active learning for these and similar tasks involving structured instances. What query strategies are available for these learning algorithms, and how do they compare? How might a learner pose queries at different levels of granularity, as with multiple-instance learning? Are there relationships between certain properties of a query and its difficulty for the annotator? If so, can these relationships be learned and exploited during active learning? The answers to the questions illustrate the utility and promise of active learning algorithms in complex real-world learning systems.",2008,157,52,5,false,Computer Science,,144557047,M. Craven,1717452,Burr Settles,,,,,,,,,,,,,,,,,,,,,,,
570948aca9ba058da1a42d7dc7101326092d8be1,https://www.semanticscholar.org/paper/570948aca9ba058da1a42d7dc7101326092d8be1,A learning interface agent for scheduling meetings,"This paper describes a Learning Interface Agent for a meeting scheduling application. The agent employs Machine Learning techniques to customize itself to the user’s personal scheduling rules and preferences by observing the user’s actions and receiving direct userfeedback. Our approach provides the user with sophisticated control over the gradual delegation of scheduling tasks to the agent, as a trust relationship is built. We report upon an experiment in which a collection of such assistants became gradually more helpful to their users through the use of memory-based and reinforcement learning. The experimental data reported upon demonstrate that the learning approach to building intelligent interface agents is a very promising one which has several advantages over more standard approaches.",1993,12,192,8,false,Computer Science,,2683445,Robyn Kozierok,1701876,P. Maes,,,,,,,,,,,,,,,,,,,,,,,
e9a8de5f88f3807ffff97355c9f0c5dc7031fc7a,https://www.semanticscholar.org/paper/e9a8de5f88f3807ffff97355c9f0c5dc7031fc7a,Learning Graphs From Data: A Signal Representation Perspective,"The construction of a meaningful graph topology plays a crucial role in the effective representation, processing, analysis, and visualization of structured data. When a natural choice of the graph is not readily available from the data sets, it is thus desirable to infer or learn a graph topology from the data. In this article, we survey solutions to the problem of graph learning, including classical viewpoints from statistics and physics, and more recent approaches that adopt a graph signal processing (GSP) perspective. We further emphasize the conceptual similarities and differences between classical and GSP-based graph-inference methods and highlight the potential advantage of the latter in a number of theoretical and practical scenarios. We conclude with several open issues and challenges that are keys to the design of future signal processing and machine-learning algorithms for learning graphs from data.",2018,108,236,13,true,Mathematics,Computer Science,145392527,Xiaowen Dong,3333045,D. Thanou,1747902,M. Rabbat,1703189,P. Frossard,,,,,,,,,,,,,,,,,,,
6c1309a5cb147856f785253d99424685cf5c12fc,https://www.semanticscholar.org/paper/6c1309a5cb147856f785253d99424685cf5c12fc,Reinforcement learning for true adaptive traffic signal control,"The ability to exert real-time, adaptive control of transportation processes is the core of many intelligent transportation systems decision support tools. Reinforcement learning, an artificial intelligence approach undergoing development in the machine- learning community, offers key advantages in this regard. The ability of a control agent to learn relationships between control actions and their effect on the environment while pursuing a goal is a distinct improvement over prespecified models of the environment. Prespecified models are a prerequisite of conventional control methods and their accuracy limits the performance of control agents. This paper contains an introduction to Q-learning, a simple yet powerful reinforcement learning algorithm, and presents a case study involving application to traffic signal control. Encouraging results of the application to an isolated traffic signal, particularly under variable traffic conditions, are presented. A broader research effort is outlined, including extension to linear and networked signal systems and integration with dynamic route guidance. The research objective involves optimal control of heavily congested traffic across a two-dimensional road network—a challenging task for conventional traffic signal control methodologies.",2003,26,408,19,false,Engineering,,1770243,B. Abdulhai,98155768,R. Pringle,69037486,G. J. Karakoulas,,,,,,,,,,,,,,,,,,,,,
e4f7083dc2ece13b0a9b76d0e111614bb519724c,https://www.semanticscholar.org/paper/e4f7083dc2ece13b0a9b76d0e111614bb519724c,Learning Convex Combinations of Continuously Parameterized Basic Kernels,,2005,21,111,15,true,Mathematics,Computer Science,50033175,Andreas Argyriou,1708279,C. Micchelli,1704699,M. Pontil,,,,,,,,,,,,,,,,,,,,,
a17dfcb044539b1c59f078c382262fb2eb70905e,https://www.semanticscholar.org/paper/a17dfcb044539b1c59f078c382262fb2eb70905e,Applications Of Multi-Objective Evolutionary Algorithms,An Introduction to Multi-Objective Evolutionary Algorithms and Their Applications Optimal Design of Industrial Electromagnetic Devices: A Multiobjective Evolutionary Approach Using a Particle Swarm Optimizer with a Multi-Objective Selection Scheme to Design Combinational Logic Circuits Automatic Control System Design via a Multiobjective Evolutionary Algorithm Evolutionary Multi-Objective Optimization of Trusses A Multi-Objective Evolutionary Algorithm for the Covering Tour Problem Multiobjective Aerodynamic Design and Visualization of Supersonic Wings by Using Adaptive Range Multiobjective Genetic Algorithms Mutli-Objective Spectroscopic Data Analysis of Inertial Confinement Fusion Implosion Cores: Plasma Gradient Determination On Machine Learning with Multiobjective Genetic Optimization and other papers.,2004,0,401,16,false,Engineering,,145485250,C. Coello,144799804,G. Lamont,,,,,,,,,,,,,,,,,,,,,,,
e46429c5522d6a598b1f3e6c29a87fbeaf118538,https://www.semanticscholar.org/paper/e46429c5522d6a598b1f3e6c29a87fbeaf118538,Machine Learning Based DDoS Attack Detection from Source Side in Cloud,"Denial of service (DOS) attacks are a serious threat to network security. These attacks are often sourced from virtual machines in the cloud, rather than from the attacker's own machine, to achieve anonymity and higher network bandwidth. Past research focused on analyzing traffic on the destination (victim's) side with predefined thresholds. These approaches have significant disadvantages. They are only passive defenses after the attack, they cannot use the outbound statistical features of attacks, and it is hard to trace back to the attacker with these approaches. In this paper, we propose a DOS attack detection system on the source side in the cloud, based on machine learning techniques. This system leverages statistical information from both the cloud server's hypervisor and the virtual machines, to prevent network packages from being sent out to the outside network. We evaluate nine machine learning algorithms and carefully compare their performance. Our experimental results show that more than 99.7% of four kinds of DOS attacks are successfully detected. Our approach does not degrade performance and can be easily extended to broader DOS attacks.",2017,16,95,10,false,Computer Science,,21145493,Zecheng He,2146331573,Tianwei Zhang,144220460,R. Lee,,,,,,,,,,,,,,,,,,,,,
c1eea18c70325f1ae381b3efa7d6dc50c649c69c,https://www.semanticscholar.org/paper/c1eea18c70325f1ae381b3efa7d6dc50c649c69c,Intelligent Parkinson Disease Prediction Using Machine Learning Algorithms,"Diagnosis of the Parkinson disease through machine learning approache provides better understanding from PD dataset in the present decade. Orange v2.0b and weka v3.4.10 has been used in the present experimentation for the statistical analysis, classification, Evaluation and unsupervised learning methods. Voice dataset for Parkinson disease has been retrieved from UCI Machine learning repository from Center for Machine Learning and Intelligent Systems. The dataset contains name, MDVP:Fo(Hz), MDVP:Fhi(Hz), MDVP:Flo(Hz), MDVP:Jitter(%), MDVP: Jitter(Abs), MDVP:RAP, MDVP:PPQ, Jitter:DDP, MDVP:Shimmer, MDVP:Shimmer(dB), Shimmer:APQ3, Shimmer:APQ5, MDVP:APQ, Shimmer:DDA, NHR, HNR, status, RPDE, DFA, spread1, spread2, D2, PPE attributes. The parallel coordinates shows higher variation in Parkinson disease dataset. SVM has shown good accuracy (88.9%) compared to Majority and k-NN algorithms. Classification algorithm like Random Forest has shown good accuracy (90.26) and Naive Bayes has shown least accuracy (69.23. Higher number of clusters in healthy dataset in Fo and less number in diseased data has been predicted by Hierarchal clustering and SOM.",2013,15,54,2,false,Computer Science,,2151493349,M. Rao,9293181,G. V. L. Narayana,144350988,D. Kaladhar,145014843,T. Vital,,,,,,,,,,,,,,,,,,,
66773ecea49a061fd5dd6561e0e36afa8cae54ba,https://www.semanticscholar.org/paper/66773ecea49a061fd5dd6561e0e36afa8cae54ba,Security analysis of online centroid anomaly detection,"Security issues are crucial in a number of machine learning applications, especially in scenarios dealing with human activity rather than natural phenomena (e.g., information ranking, spam detection, malware detection, etc.). In such cases, learning algorithms may have to cope with manipulated data aimed at hampering decision making. Although some previous work addressed the issue of handling malicious data in the context of supervised learning, very little is known about the behavior of anomaly detection methods in such scenarios. In this contribution, we analyze the performance of a particular method--online centroid anomaly detection--in the presence of adversarial noise. Our analysis addresses the following security-related issues: formalization of learning and attack processes, derivation of an optimal attack, and analysis of attack efficiency and limitations. We derive bounds on the effectiveness of a poisoning attack against centroid anomaly detection under different conditions: attacker's full or limited control over the traffic and bounded false positive rate. Our bounds show that whereas a poisoning attack can be effectively staged in the unconstrained case, it can be made arbitrarily difficult (a strict upper bound on the attacker's gain) if external constraints are properly used. Our experimental evaluation, carried out on real traces of HTTP and exploit traffic, confirms the tightness of our theoretical bounds and the practicality of our protection mechanisms.",2010,69,96,5,false,Mathematics,Computer Science,2749512,M. Kloft,1754215,P. Laskov,,,,,,,,,,,,,,,,,,,,,,,
cec81c1acbc36503108337a74d845008d5e68f70,https://www.semanticscholar.org/paper/cec81c1acbc36503108337a74d845008d5e68f70,Machine Learning for Prediction in Electronic Health Data.,"Machine learning for prediction in electronic health data has been deployed for many clinical questions during the last decade. Machine learning methods may excel at finding new features or nonlinear relationships in the data, as well as handling settings with more predictor variables than observations. However, the usefulness of both these data and machine learning has varied. Electronic health data often have quality issues (eg, missingness, misclassification, measurement error), and machine learning may perform similarly to standard techniques for some research questions. Ensembles (running multiple algorithms and either selecting the single best algorithm or creating a weighted average) can help mitigate the latter concern. Using several machine learning tools, Wong et al1 predicted delirium risk for newly hospitalized patients with high-dimensional electronic health record data at a large academic health institution. They compared these approaches with a questionnaire-based scoring system and found improved performance for machine learning with respect to several metrics calculated in a single holdout sample. Their article is a step toward updating delirium risk prediction. It also provides an opportunity to discuss 2 key issues in the current state of machine learning for prediction in electronic health data: evaluation and generalizability. The machine learning researchers who develop novel algorithms for prediction and the clinical teams interested in implementing them are frequently and unfortunately 2 nonintersecting groups. Thus, these algorithms may originally be built and evaluated in the machine learning literature based on metrics that are less clinically useful than other choices. Computer scientists and statisticians may optimize to achieve the best area under the receiver operating characteristic curve (AUC), but what a clinical team might need is high sensitivity or positive predictive value. Worse yet, algorithms can have misleading performance when evaluated only along 1 or 2 dimensions. For example, high AUC, accuracy, and positive predictive values can be accompanied by near-zero levels of sensitivity and specificity. It can also be essential to calculate metrics like the percentage of true cases in the top risk percentile.2 This is especially important when a goal of the tool is to target high-risk patients for interventions. Wong and colleagues1 helpfully compute AUC, positive predictive values, sensitivity, and specificity. However, one accepted standard for evaluation that should be adopted in future clinical machine learning applications is K-fold cross-validation (eg, with K = 10) rather than the single holdout validation sample in their article. K-fold cross-validation involves K successive mutually exclusive validation sets where the algorithm fitting is iteratively performed on the nonvalidation data (ie, training set). At the end, each observation in the full data has a predicted value that was obtained from when it was part of a validation set. Typically, metrics calculated based on these K-fold cross-validated predicted values will more effectively assess overfitting and have lower variance.3 Of course, assessing the generalizability of a prediction algorithm goes well beyond using crossvalidated metrics to evaluate overfitting. Wong et al1 carefully discussed a number of limitations in their work, including the lack of external validation in other health systems. As in similar studies, the step from good performance in the study to a generalizable algorithm is vast and sometimes may not be feasible. Patients receiving treatment in varied care settings or geographic regions simply may require tailored tools. Recognizing the need for unique tools in different populations is not inherently negative, but one of many considerations not magically solved by using machine learning. Even those algorithms that prove to be generalizable may quickly become outdated as treatment patterns or physician incentives to code health conditions change.4 Increased social tolerance for certain + Related article",2018,11,54,1,true,Computer Science,Medicine,48345067,Sherri Rose,,,,,,,,,,,,,,,,,,,,,,,,,
cedea36fa3692281b3ac767335fe49a16d00957d,https://www.semanticscholar.org/paper/cedea36fa3692281b3ac767335fe49a16d00957d,Structural Topic Models for Open‐Ended Survey Responses,"Collection and especially analysis of open-ended survey responses are relatively rare in the discipline and when conducted are almost exclusively done through human coding. We present an alternative, semiautomated approach, the structural topic model (STM) (Roberts, Stewart, and Airoldi 2013; Roberts et al. 2013), that draws on recent developments in machine learning based analysis of textual data. A crucial contribution of the method is that it incorporates information about the document, such as the author's gender, political affiliation, and treatment assignment (if an experimental study). This article focuses on how the STM is helpful for survey researchers and experimentalists. The STM makes analyzing open-ended responses easier, more revealing, and capable of being used to estimate treatment effects. We illustrate these innovations with analysis of text from surveys and experiments.",2014,71,920,111,true,Computer Science,,2464550,Margaret E. Roberts,28924497,Brandon M Stewart,3252940,D. Tingley,2061550766,Christopher Lucas,1403360325,Jetson Leder-Luis,13901928,S. Gadarian,,50483051,B. Albertson,2157480,David G. Rand,,,,,,,,,,
0d482366a508c33346bf8af10736d10a31233dfc,https://www.semanticscholar.org/paper/0d482366a508c33346bf8af10736d10a31233dfc,Fault Detection in Wireless Sensor Networks Through SVM Classifier,"Wireless sensor networks (WSNs) are prone to many failures such as hardware failures, software failures, and communication failures. The fault detection in WSNs is a challenging problem due to sensor resources limitation and the variety of deployment field. Furthermore, the detection has to be precise to avoid negative alerts, and rapid to limit loss. The use of machine learning seems to be one of the most convenient solutions for detecting failure in WSNs. In this paper, support vector machines (SVMs) classification method is used for this purpose. Based on statistical learning theory, SVM is used in our context to define a decision function. As a light process in term of required resources, this decision function can be easily executed at cluster heads to detect anomalous sensor. The effectiveness of SVM for fault detection in WSNs is shown through an experimental study, comparing it to latest for the same application.",2018,26,153,16,false,Computer Science,,2522993,S. Zidi,2099267,T. Moulahi,2894526,B. Alaya,,,,,,,,,,,,,,,,,,,,,
eb3caabde41ce45f895b60e59ef88d66eeaf9711,https://www.semanticscholar.org/paper/eb3caabde41ce45f895b60e59ef88d66eeaf9711,A Contextual Bandit Bake-off,"Contextual bandit algorithms are essential for solving many real-world interactive machine learning problems. Despite multiple recent successes on statistically and computationally efficient methods, the practical behavior of these algorithms is still poorly understood. We leverage the availability of large numbers of supervised learning datasets to compare and empirically optimize contextual bandit algorithms, focusing on practical methods that learn by relying on optimization oracles from supervised learning. We find that a recent method (Foster et al., 2018) using optimism under uncertainty works the best overall. A surprisingly close second is a simple greedy baseline that only explores implicitly through the diversity of contexts, followed by a variant of Online Cover (Agarwal et al., 2014) which tends to be more conservative but robust to problem specification by design. Along the way, we also evaluate and improve several internal components of contextual bandit algorithm design. Overall, this is a thorough study and review of contextual bandit methodology.",2018,39,65,14,false,Computer Science,Mathematics,2269602,A. Bietti,40333747,Alekh Agarwal,144162125,J. Langford,,,,,,,,,,,,,,,,,,,,,
