paperId,url,title,abstract,year,referenceCount,citationCount,influentialCitationCount,isOpenAccess,fieldsOfStudy/0,fieldsOfStudy/1,authors/0/authorId,authors/0/name,authors/1/authorId,authors/1/name,authors/2/authorId,authors/2/name,authors/3/authorId,authors/3/name,authors/4/authorId,authors/4/name,authors/5/authorId,authors/5/name,authors/6/authorId,authors/6/name,authors/7/authorId,authors/7/name,authors/8/authorId,authors/8/name,authors/9/authorId,authors/9/name,authors/10/authorId,authors/10/name,authors/11/authorId,authors/11/name,authors/12/authorId,authors/12/name,authors/13/authorId,authors/13/name,authors/14/authorId,authors/14/name,authors/15/authorId,authors/15/name,authors/16/authorId,authors/16/name,authors/17/authorId,authors/17/name,authors/18/authorId,authors/18/name,authors/19/authorId,authors/19/name,fieldsOfStudy/2,authors/20/authorId,authors/20/name,authors/21/authorId,authors/21/name,authors/22/authorId,authors/22/name,authors/23/authorId,authors/23/name,authors/24/authorId,authors/24/name,authors/25/authorId,authors/25/name,authors/26/authorId,authors/26/name,authors/27/authorId,authors/27/name,authors/28/authorId,authors/28/name,authors/29/authorId,authors/29/name
dffb3a5cf8d7cfa687eaf2fb0070c3c9e7389bc2,https://www.semanticscholar.org/paper/dffb3a5cf8d7cfa687eaf2fb0070c3c9e7389bc2,Enhanced random search based incremental extreme learning machine,,2008,27,850,46,false,Mathematics,Computer Science,145678691,G. Huang,2146071327,Lei Chen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b02fa50b958dd4b4e5711fdb55f661436a49e6a8,https://www.semanticscholar.org/paper/b02fa50b958dd4b4e5711fdb55f661436a49e6a8,Extreme Learning Machine 기반 퍼지 패턴 분류기 설계,"본 논문에서는 인공 신경망의 일종인 Extreme Learning Machine의 학습 알고리즘을 기반으로 하여 노이즈에 강한 특성을 보이는 퍼지 집합 이론을 이용한 새로운 패턴 분류기를 제안 한다. 기존 인공 신경망에 비해 학습속도가 매우 빠르며, 모델의 일반화 성능이 우수하다고 알려진 Extreme Learning Machine의 학습 알고리즘을 퍼지 패턴 분류기에 적용하여 퍼지 패턴 분류기의 학습 속도와 패턴 분류 일반화 성능을 개선 한다. 제안된 퍼지 패턴 분류기의 학습 속도와 일반화 성능을 평가하기 위하여, 다양한 머신 러닝 데이터 집합을 사용한다.",2015,0,571,25,false,,,52371059,안태천,52357311,노석범,52432389,황국연,52322279,王繼紅,70296566,김용수,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9664778568004b26d3a51db03c2d2a0a865a136b,https://www.semanticscholar.org/paper/9664778568004b26d3a51db03c2d2a0a865a136b,Hierarchical document categorization with support vector machines,"Automatically categorizing documents into pre-defined topic hierarchies or taxonomies is a crucial step in knowledge and content management. Standard machine learning techniques like Support Vector Machines and related large margin methods have been successfully applied for this task, albeit the fact that they ignore the inter-class relationships. In this paper, we propose a novel hierarchical classification method that generalizes Support Vector Machine learning and that is based on discriminant functions that are structured in a way that mirrors the class hierarchy. Our method can work with arbitrary, not necessarily singly connected taxonomies and can deal with task-specific loss functions. All parameters are learned jointly by optimizing a common objective function corresponding to a regularized upper bound on the empirical loss. We present experimental results on the WIPO-alpha patent collection to show the competitiveness of our approach.",2004,26,422,45,true,Computer Science,,3050583,Lijuan Cai,143936663,Thomas Hofmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b5ae39d8bf8a06ae91b236ef115fdab8921e6455,https://www.semanticscholar.org/paper/b5ae39d8bf8a06ae91b236ef115fdab8921e6455,Optimization method based extreme learning machine for classification,,2010,31,810,44,false,Mathematics,Computer Science,145678691,G. Huang,3210833,Xiaojian Ding,2986982,Hongming Zhou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31e12b8d558a7515f3a1e3337551f5f30e466cde,https://www.semanticscholar.org/paper/31e12b8d558a7515f3a1e3337551f5f30e466cde,Unified representation of molecules and crystals for machine learning,"Accurate simulations of atomistic systems from first principles are limited by computational cost. In high-throughput settings, machine learning can reduce these costs significantly by accurately interpolating between reference calculations. For this, kernel learning approaches crucially require a representation that accommodates arbitrary atomistic systems. We introduce a many-body tensor representation that is invariant to translations, rotations, and nuclear permutations of same elements, unique, differentiable, can represent molecules and crystals, and is fast to compute. Empirical evidence for competitive energy and force prediction errors is presented for changes in molecular structure, crystal chemistry, and molecular dynamics using kernel regression and symmetric gradient-domain machine learning as models. Applicability is demonstrated for phase diagrams of Pt-group/transition-metal binary systems.",2017,98,121,7,false,Physics,Chemistry,94267262,Haoyan Huo,48041657,M. Rupp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66f44806cd46a27f02ceb74bdfd9ad6e77e044ca,https://www.semanticscholar.org/paper/66f44806cd46a27f02ceb74bdfd9ad6e77e044ca,Toward an Online Anomaly Intrusion Detection System Based on Deep Learning,"In the past twenty years, progress in intrusion detection has been steady but slow. The biggest challenge is to detect new attacks in real time. In this work, a deep learning approach for anomaly detection using a Restricted Boltzmann Machine (RBM) and a deep belief network are implemented. Our method uses a one-hidden layer RBM to perform unsupervised feature reduction. The resultant weights from this RBM are passed to another RBM producing a deep belief network. The pre-trained weights are passed into a fine tuning layer consisting of a Logistic Regression (LR) classifier with multi-class soft-max. We have implemented the deep learning architecture in C++ in Microsoft Visual Studio 2013 and we use the DARPA KDDCUP'99 dataset to evaluate its performance. Our architecture outperforms previous deep learning methods implemented by Li and Salama in both detection speed and accuracy. We achieve a detection rate of 97.9% on the total 10% KDDCUP'99 test dataset. By improving the training process of the simulation, we are also able to produce a low false negative rate of 2.47%. Although the deficiencies in the KDDCUP'99 dataset are well understood, it still presents machine learning approaches for predicting attacks with a reasonable challenge. Our future work will include applying our machine learning strategy to larger and more challenging datasets, which include larger classes of attacks.",2016,22,165,11,false,Computer Science,,8837455,Khaled Alrawashdeh,145554708,C. Purdy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
016fb4a9312b8b7fcf4fe1d96b85054cc52cc5cb,https://www.semanticscholar.org/paper/016fb4a9312b8b7fcf4fe1d96b85054cc52cc5cb,Weka-A Machine Learning Workbench for Data Mining,,2005,13,465,31,true,Computer Science,,1767318,Eibe Frank,118860642,M. Hall,144189431,G. Holmes,11469550,Richard Kirkby,1737420,B. Pfahringer,9419406,I. Witten,33614647,Leonard E. Trigg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
087874409722c38bbb643e3c7328e86a49a1aac6,https://www.semanticscholar.org/paper/087874409722c38bbb643e3c7328e86a49a1aac6,Multi-Agent Machine Learning: A Reinforcement Approach,"multi agent machine learning a reinforcement approach multi-agent machine learning: a reinforcement approach by multi agent machine learning a reinforcement approach multi agent machine learning a reinforcement approach user crowd simulation via multi-agent reinforcement learning multi-agent machine learning: a reinforcement approach by multi-agent reinforcement learning for planning and multi-agent machine download.e-bookshelf multi-agent machine learning buch cooperative multi-agent learning: the state of the art learning to communicate with deep multi-agent a modular approach to multi-agent reinforcement learning multi agent machine learning a reinforcement approach multi-agent machine learning: a reinforcement approach by multi-agent machine learning: a reinforcement approach multi agent machine learning a reinforcement approach interactive machine learning 2015w, se, 2.0 3.0 ects 45 06 online learning for multi-agent local navigation learning to communicate with deep multi-agent a mas reinforcement learning approach for indeterministic safe, multi-agent, reinforcement learning for arxiv multi-agent inverse reinforcement learning combining machine learning and multi-agent approach for robocup soccer simulation: a reinforcement learning approach multi-agent relational reinforcement learning a generic multi-agent reinforcement learning approach for supervised rule learning and reinforcement learning in a multi-agent reinforcement learning simulation for multi iensemble: a framework for committee machine based on simulation and investigation of multi-agent reinforcement hierarchical reinforcement learning in multi-agent environment learning to cooperate in multi-agent systems by combining traf?c light control by multiagent reinforcement learning multi-agent relational reinforcement learning cooperative reinforcement learning in topology-based multi multi-agent case-based reasoning for cooperative cooperative coevolution of multi-agent systems conditional random fields for multi-agent reinforcement",2014,5,91,6,true,Computer Science,,8488870,H. Schwartz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a450156bd8a1e3b808f93e959ae9e79983c5751b,https://www.semanticscholar.org/paper/a450156bd8a1e3b808f93e959ae9e79983c5751b,Controlling an organic synthesis robot with machine learning to search for new reactivity,,2018,29,317,3,true,Computer Science,Medicine,143833570,J. Granda,51094241,Liva Donina,8624338,Vincenza Dragone,144520265,D. Long,144141592,L. Cronin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
796d70a6eb0428ae19f1187ae1c81185d4ae6701,https://www.semanticscholar.org/paper/796d70a6eb0428ae19f1187ae1c81185d4ae6701,Automating Biomedical Data Science Through Tree-Based Pipeline Optimization,,2016,25,253,15,true,Computer Science,,3297552,Randal S. Olson,1800213,R. Urbanowicz,33828310,Peter C. Andrews,2173303,Nicole A. Lavender,40217217,L. C. Kidd,152512193,J. Moore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f986968735459e789890f24b6b277b0920a9725d,https://www.semanticscholar.org/paper/f986968735459e789890f24b6b277b0920a9725d,Places: A 10 Million Image Database for Scene Recognition,"The rise of multi-million-item dataset initiatives has enabled data-hungry machine learning algorithms to reach near-human semantic classification performance at tasks such as visual object and scene recognition. Here we describe the Places Database, a repository of 10 million scene photographs, labeled with scene semantic categories, comprising a large and diverse list of the types of environments encountered in the world. Using the state-of-the-art Convolutional Neural Networks (CNNs), we provide scene classification CNNs (Places-CNNs) as baselines, that significantly outperform the previous approaches. Visualization of the CNNs trained on Places shows that object detectors emerge as an intermediate representation of scene classification. With its high-coverage and high-diversity of exemplars, the Places Database along with the Places-CNNs offer a novel resource to guide future progress on scene recognition problems.",2018,46,2414,491,false,Computer Science,Medicine,145291669,Bolei Zhou,2677488,À. Lapedriza,2556428,A. Khosla,143868587,A. Oliva,143805211,A. Torralba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54648b90b4bc3c94fdb9340598161993a13ecbc8,https://www.semanticscholar.org/paper/54648b90b4bc3c94fdb9340598161993a13ecbc8,Introduction to Machine Learning and R,,2018,3,76,9,false,Computer Science,,2544242,K. Ramasubramanian,2110052761,Abhishek Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16ea21723cbc1dcafec799072d47ef202b9fb172,https://www.semanticscholar.org/paper/16ea21723cbc1dcafec799072d47ef202b9fb172,Machine Learning and Law,"This Article explores the application of machine learning techniques within the practice of law. Broadly speaking “machine learning” refers to computer algorithms that have the ability to “learn” or improve in performance over time on some task. In general, machine learning algorithms are designed to detect patterns in data and then apply these patterns going forward to new data in order to automate particular tasks. Outside of law, machine learning techniques have been successfully applied to automate tasks that were once thought to necessitate human intelligence — for example language translation, fraud-detection, driving automobiles, facial recognition, and data-mining. If performing well, machine learning algorithms can produce automated results that approximate those that would have been made by a similarly situated person.This Article begins by explaining some basic principles underlying machine learning methods, in a manner accessible to non-technical audiences. The second part explores a broader puzzle: legal practice is thought to require advanced cognitive abilities, but such higher-order cognition remains outside the capability of current machine-learning technology. This part identifies a core principle: how certain tasks that are normally thought to require human intelligence can sometimes be automated through the use of non-intelligent computational techniques that employ heuristics or proxies (e.g., statistical correlations) capable of producing useful, “intelligent” results. The third part applies this principle to the practice of law, discussing machine-learning automation in the context of certain legal tasks currently performed by attorneys: including predicting the outcomes of legal cases, finding hidden relationships in legal documents and data, electronic discovery, and the automated organization of documents.",2014,2,111,4,false,Computer Science,,2363337,Harry Surden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
373f58aa40b174e828d931395253905f724ce799,https://www.semanticscholar.org/paper/373f58aa40b174e828d931395253905f724ce799,Diffuse large B-cell lymphoma outcome prediction by gene-expression profiling and supervised machine learning,,2002,61,2419,121,false,Medicine,,4262091,M. Shipp,145518187,K. Ross,144085315,P. Tamayo,2037679,A. Weng,4661510,J. Kutok,145391395,R. Aguiar,2363402,M. Gaasenbeek,27370905,Michael Angelo,48940636,Michael Reich,4586840,G. Pinkus,2066732340,Tane S. Ray,2134890916,Margaret A. Koval,49508811,K. Last,46778305,A. Norton,2095398338,T. A. Lister,1727782,J. Mesirov,31916893,D. Neuberg,9311320,E. Lander,4788009,J. Aster,2900051,T. Golub,,,,,,,,,,,,,,,,,,,,,
09622b0c84bf812814af5b64b0c83dce796899c4,https://www.semanticscholar.org/paper/09622b0c84bf812814af5b64b0c83dce796899c4,Content-based book recommending using learning for text categorization,"Recommender systems improve access to relevant products and information by making personalized suggestions based on previous examples of a user's likes and dislikes. Most existing recommender systems use collaborative filtering methods that base recommendations on other users' preferences. By contrast,content-based methods use information about an item itself to make suggestions.This approach has the advantage of being able to recommend previously unrated items to users with unique interests and to provide explanations for its recommendations. We describe a content-based book recommending system that utilizes information extraction and a machine-learning algorithm for text categorization. Initial experimental results demonstrate that this approach can produce accurate recommendations.",1999,73,1553,64,false,Computer Science,,1797655,R. Mooney,143747945,Loriene Roy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e3d8a9d35232d7967780019f0fa93626ca1373cb,https://www.semanticscholar.org/paper/e3d8a9d35232d7967780019f0fa93626ca1373cb,"Beyond Accuracy, F-Score and ROC: A Family of Discriminant Measures for Performance Evaluation",,2006,44,1221,87,true,Computer Science,,145368345,Marina Sokolova,1743642,N. Japkowicz,66114340,S. Szpakowicz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33e46a618fdb22d46951f548d6ceeb384e7f1687,https://www.semanticscholar.org/paper/33e46a618fdb22d46951f548d6ceeb384e7f1687,Pedestrian Detection via Classification on Riemannian Manifolds,"We present a new algorithm to detect pedestrian in still images utilizing covariance matrices as object descriptors. Since the descriptors do not form a vector space, well known machine learning techniques are not well suited to learn the classifiers. The space of d-dimensional nonsingular covariance matrices can be represented as a connected Riemannian manifold. The main contribution of the paper is a novel approach for classifying points lying on a connected Riemannian manifold using the geometry of the space. The algorithm is tested on INRIA and DaimlerChrysler pedestrian datasets where superior detection rates are observed over the previous approaches.",2008,62,965,86,false,Medicine,Computer Science,2577513,Oncel Tuzel,29905643,F. Porikli,145776090,P. Meer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mathematics,,,,,,,,,,,,,,,,,,,,
562a596836f42714d81e1f861671959ba12e0246,https://www.semanticscholar.org/paper/562a596836f42714d81e1f861671959ba12e0246,Machine Learning Methods for Predicting Failures in Hard Drives: A Multiple-Instance Application,"We compare machine learning methods applied to a difficult real-world problem: predicting computer hard-drive failure using attributes monitored internally by individual drives. The problem is one of detecting rare events in a time series of noisy and nonparametrically-distributed data. We develop a new algorithm based on the multiple-instance learning framework and the naive Bayesian classifier (mi-NB) which is specifically designed for the low false-alarm case, and is shown to have promising performance. Other methods compared are support vector machines (SVMs), unsupervised clustering, and non-parametric statistical tests (rank-sum and reverse arrangements). The failure-prediction performance of the SVM, rank-sum and mi-NB algorithm is considerably better than the threshold method currently implemented in drives, while maintaining low false alarm rates. Our results suggest that nonparametric statistical tests should be considered for learning problems involving detecting rare events in time series data. An appendix details the calculation of rank-sum significance probabilities in the case of discrete, tied observations, and we give new recommendations about when the exact calculation should be used instead of the commonly-used normal approximation. These normal approximations may be particularly inaccurate for rare event problems like hard drive failures.",2005,51,255,25,false,Computer Science,,31052092,J. Murray,2066539,G. Hughes,1395421758,K. Kreutz-Delgado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2fd16119232846ff99e0583f4790f2083382bda0,https://www.semanticscholar.org/paper/2fd16119232846ff99e0583f4790f2083382bda0,Hidden physics models: Machine learning of nonlinear partial differential equations,,2017,70,731,24,true,Computer Science,Mathematics,145401977,M. Raissi,1720124,G. Karniadakis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d6aa631d44a7f2cbb3ab07f3b993f4e5c5c4150b,https://www.semanticscholar.org/paper/d6aa631d44a7f2cbb3ab07f3b993f4e5c5c4150b,Technical Update: Least-Squares Temporal Difference Learning,,2002,23,344,59,true,Computer Science,,3214276,J. Boyan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a39398f68ae7e042f2ef5009e31b4e6a20fd5736,https://www.semanticscholar.org/paper/a39398f68ae7e042f2ef5009e31b4e6a20fd5736,Learning Deep Transformer Models for Machine Translation,"Transformer is the state-of-the-art model in recent machine translation evaluations. Two strands of research are promising to improve models of this kind: the first uses wide networks (a.k.a. Transformer-Big) and has been the de facto standard for development of the Transformer system, and the other uses deeper language representation but faces the difficulty arising from learning deep networks. Here, we continue the line of research on the latter. We claim that a truly deep Transformer model can surpass the Transformer-Big counterpart by 1) proper use of layer normalization and 2) a novel way of passing the combination of previous layers to the next. On WMT’16 English-German and NIST OpenMT’12 Chinese-English tasks, our deep system (30/25-layer encoder) outperforms the shallow Transformer-Big/Base baseline (6-layer encoder) by 0.4-2.4 BLEU points. As another bonus, the deep model is 1.6X smaller in size and 3X faster in training than Transformer-Big.",2019,36,316,40,true,Computer Science,,2183631046,Qiang Wang,49730090,Bei Li,1391183811,Tong Xiao,1728004,Jingbo Zhu,2348067,Changliang Li,1758353,Derek F. Wong,1774304,Lidia S. Chao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
