paperId,url,title,abstract,year,referenceCount,citationCount,influentialCitationCount,isOpenAccess,fieldsOfStudy/0,fieldsOfStudy/1,authors/0/authorId,authors/0/name,authors/1/authorId,authors/1/name,authors/2/authorId,authors/2/name,authors/3/authorId,authors/3/name,authors/4/authorId,authors/4/name,authors/5/authorId,authors/5/name,authors/6/authorId,authors/6/name,authors/7/authorId,authors/7/name,fieldsOfStudy/2,authors/8/authorId,authors/8/name,authors/9/authorId,authors/9/name,authors/10/authorId,authors/10/name,authors/11/authorId,authors/11/name,authors/12/authorId,authors/12/name,fieldsOfStudy/3
92ab9599524eccd753a5d5300f4001d13c543ce3,https://www.semanticscholar.org/paper/92ab9599524eccd753a5d5300f4001d13c543ce3,An Introduction to Machine Learning Communications Systems,"We introduce and motivate machine learning (ML) communications systems that aim to improve on and to even replace the vast expert knowledge in the field of communications using modern machine learning techniques. These have recently achieved breakthroughs in many different domains, but not yet in communications. By interpreting a communications system as an autoencoder, we develop a fundamental new way to think about radio communications system design as an end-to-end reconstruction optimization task that seeks to jointly optimize transmitter and receiver components in a single process. We further present the concept of Radio Transformer Networks (RTNs) as a means to incorporate expert domain knowledge in the ML model and study the application of convolutional neural networks (CNNs) on raw IQ time-series data for modulation classification. We conclude the paper with a deep discussion of open challenges and areas for future investigation.",2017,52,95,4,False,Computer Science,,1388350203,Tim O'Shea,1749686.0,J. Hoydis,,,,,,,,,,,,,,,,,,,,,,,,
ede72940ae0246a292d644bd3c7e0ebf1e12a01a,https://www.semanticscholar.org/paper/ede72940ae0246a292d644bd3c7e0ebf1e12a01a,Opportunities and Challenges for Machine Learning in Materials Science,"Advances in machine learning have impacted myriad areas of materials science, such as the discovery of novel materials and the improvement of molecular simulations, with likely many more important developments to come. Given the rapid changes in this field, it is challenging to understand both the breadth of opportunities and the best practices for their use. In this review, we address aspects of both problems by providing an overview of the areas in which machine learning has recently had significant impact in materials science, and then we provide a more detailed discussion on determining the accuracy and domain of applicability of some common types of machine learning models. Finally, we discuss some opportunities and challenges for the materials community to fully utilize the capabilities of machine learning.",2020,248,79,0,True,Materials Science,Physics,79150910,D. Morgan,46940104.0,R. Jacobs,,,,,,,,,,,,,,,,,,,,,,,,
d395c7b8d43faaa37d69506cad18eb6ec58e26d7,https://www.semanticscholar.org/paper/d395c7b8d43faaa37d69506cad18eb6ec58e26d7,A novel method for protein secondary structure prediction using dual‐layer SVM and profiles,"A high‐performance method was developed for protein secondary structure prediction based on the dual‐layer support vector machine (SVM) and position‐specific scoring matrices (PSSMs). SVM is a new machine learning technology that has been successfully applied in solving problems in the field of bioinformatics. The SVM's performance is usually better than that of traditional machine learning approaches. The performance was further improved by combining PSSM profiles with the SVM analysis. The PSSMs were generated from PSI‐BLAST profiles, which contain important evolution information. The final prediction results were generated from the second SVM layer output. On the CB513 data set, the three‐state overall per‐residue accuracy, Q3, reached 75.2%, while segment overlap (SOV) accuracy increased to 80.0%. On the CB396 data set, the Q3 of our method reached 74.0% and the SOV reached 78.1%. A web server utilizing the method has been constructed and is available at http://www.bioinfo.tsinghua.edu.cn/pmsvm. Proteins 2004;00:000–000. © 2004 Wiley‐Liss, Inc.",2004,30,195,12,False,Computer Science,Medicine,50115727,Jian Guo,2108276437.0,Hu Chen,2300991.0,Zhirong Sun,2153417.0,Yuanlie Lin,,,,,,,,,,,,,,,,,,,,
e377d9dd1eefa68f826261d82cb10665e04fe034,https://www.semanticscholar.org/paper/e377d9dd1eefa68f826261d82cb10665e04fe034,Accelerating crystal structure prediction by machine-learning interatomic potentials with active learning,"We propose a methodology for crystal structure prediction that is based on the evolutionary algorithm USPEX and the machine-learning interatomic potentials actively learning on-the-fly. Our methodology allows for an automated construction of an interatomic interaction model from scratch, replacing the expensive density functional theory (DFT) and giving a speedup of several orders of magnitude. Predicted low-energy structures are then tested on DFT, ensuring that our machine-learning model does not introduce any prediction error. We tested our methodology on prediction of crystal structures of carbon, high-pressure phases of sodium, and boron allotropes, including those that have more than 100 atoms in the primitive cell. All the the main allotropes have been reproduced, and a hitherto unknown 54-atom structure of boron has been predicted with very modest computational effort.",2018,89,134,1,True,Physics,,51019270,E. Podryabinkin,2144661717.0,E. Tikhonov,2810901.0,A. Shapeev,1793507.0,A. Oganov,,,,,,,,,,,,,,,,,,,,
ab3a1407179e67f18f81497f915d1b010a552092,https://www.semanticscholar.org/paper/ab3a1407179e67f18f81497f915d1b010a552092,A Survey on Behavior Recognition Using WiFi Channel State Information,"In this article, we present a survey of recent advances in passive human behavior recognition in indoor areas using the channel state information (CSI) of commercial WiFi systems. The movement of the human body parts cause changes in the wireless signal reflections, which result in variations in the CSI. By analyzing the data streams of CSIs for different activities and comparing them against stored models, human behavior can be recognized. This is done by extracting features from CSI data streams and using machine learning techniques to build models and classifiers. The techniques from the literature that are presented herein have great performance; however, instead of the machine learning techniques employed in these works, we propose to use deep learning techniques such as long-short term memory (LSTM) recurrent neural networking (RNN) and show the improved performance. We also discuss different challenges such as environment change, frame rate selection, and the multi-user scenario; and finally suggest possible directions for future work.",2017,14,203,41,False,Computer Science,,1732890,Siamak Yousefi,32062191.0,H. Narui,2494634.0,Sankalp Dayal,2490652.0,S. Ermon,1742726.0,S. Valaee,,,,,,,,,,,,,,,,,,
3bcdf9cc129d6e39d9ede590672b3f1ad41acd49,https://www.semanticscholar.org/paper/3bcdf9cc129d6e39d9ede590672b3f1ad41acd49,An explainable deep machine vision framework for plant stress phenotyping,"Significance Plant stress identification based on visual symptoms has predominately remained a manual exercise performed by trained pathologists, primarily due to the occurrence of confounding symptoms. However, the manual rating process is tedious, is time-consuming, and suffers from inter- and intrarater variabilities. Our work resolves such issues via the concept of explainable deep machine learning to automate the process of plant stress identification, classification, and quantification. We construct a very accurate model that can not only deliver trained pathologist-level performance but can also explain which visual symptoms are used to make predictions. We demonstrate that our method is applicable to a large variety of biotic and abiotic stresses and is transferable to other imaging conditions and plants. Current approaches for accurate identification, classification, and quantification of biotic and abiotic stresses in crop research and production are predominantly visual and require specialized training. However, such techniques are hindered by subjectivity resulting from inter- and intrarater cognitive variability. This translates to erroneous decisions and a significant waste of resources. Here, we demonstrate a machine learning framework’s ability to identify and classify a diverse set of foliar stresses in soybean [Glycine max (L.) Merr.] with remarkable accuracy. We also present an explanation mechanism, using the top-K high-resolution feature maps that isolate the visual symptoms used to make predictions. This unsupervised identification of visual symptoms provides a quantitative measure of stress severity, allowing for identification (type of foliar stress), classification (low, medium, or high stress), and quantification (stress severity) in a single framework without detailed symptom annotation by experts. We reliably identified and classified several biotic (bacterial and fungal diseases) and abiotic (chemical injury and nutrient deficiency) stresses by learning from over 25,000 images. The learned model is robust to input image perturbations, demonstrating viability for high-throughput deployment. We also noticed that the learned model appears to be agnostic to species, seemingly demonstrating an ability of transfer learning. The availability of an explainable model that can consistently, rapidly, and accurately identify and quantify foliar stresses would have significant implications in scientific research, plant breeding, and crop production. The trained model could be deployed in mobile platforms (e.g., unmanned air vehicles and automated ground scouts) for rapid, large-scale scouting or as a mobile application for real-time detection of stress by farmers and researchers.",2018,22,272,8,True,Computer Science,Medicine,34892652,Sambuddha Ghosal,47998550.0,David Blystone,152395021.0,Asheesh K Singh,3042938.0,B. Ganapathysubramanian,1712215532.0,Arti Singh,144016196.0,S. Sarkar,,,,,,,,,,,,,,,,
20966ec8b64dd7b713873c3a13e3d8e25d1d833f,https://www.semanticscholar.org/paper/20966ec8b64dd7b713873c3a13e3d8e25d1d833f,Land-Use Land-Cover Classification by Machine Learning Classifiers for Satellite Observations - A Review,"Rapid and uncontrolled population growth along with economic and industrial development, especially in developing countries during the late twentieth and early twenty-first centuries, have increased the rate of land-use/land-cover (LULC) change many times. Since quantitative assessment of changes in LULC is one of the most efficient means to understand and manage the land transformation, there is a need to examine the accuracy of different algorithms for LULC mapping in order to identify the best classifier for further applications of earth observations. In this article, six machine-learning algorithms, namely random forest (RF), support vector machine (SVM), artificial neural network (ANN), fuzzy adaptive resonance theory-supervised predictive mapping (Fuzzy ARTMAP), spectral angle mapper (SAM) and Mahalanobis distance (MD) were examined. Accuracy assessment was performed by using Kappa coefficient, receiver operational curve (RoC), index-based validation and root mean square error (RMSE). Results of Kappa coefficient show that all the classifiers have a similar accuracy level with minor variation, but the RF algorithm has the highest accuracy of 0.89 and the MD algorithm (parametric classifier) has the least accuracy of 0.82. In addition, the index-based LULC and visual cross-validation show that the RF algorithm (correlations between RF and normalised differentiation water index, normalised differentiation vegetation index and normalised differentiation built-up index are 0.96, 0.99 and 1, respectively, at 0.05 level of significance) has the highest accuracy level in comparison to the other classifiers adopted. Findings from the literature also proved that ANN and RF algorithms are the best LULC classifiers, although a non-parametric classifier like SAM (Kappa coefficient 0.84; area under curve (AUC) 0.85) has a better and consistent accuracy level than the other machine-learning algorithms. Finally, this review concludes that the RF algorithm is the best machine-learning LULC classifier, among the six examined algorithms although it is necessary to further test the RF algorithm in different morphoclimatic conditions in the future.",2020,110,218,4,True,Computer Science,,89374469,Swapan Talukdar,152612867.0,P. Singha,1756706678.0,Susanta Mahato,108164555.0,Shahfahad,40959887.0,Swades Pal,2352071.0,Y. Liou,2148758361.0,Atiqur Rahman,,,,,,,,,,,,,,
feb62bea49eae95fd1c616b840e4ca652fc06fed,https://www.semanticscholar.org/paper/feb62bea49eae95fd1c616b840e4ca652fc06fed,Visualizing Dataflow Graphs of Deep Learning Models in TensorFlow,"We present a design study of the TensorFlow Graph Visualizer, part of the TensorFlow machine intelligence platform. This tool helps users understand complex machine learning architectures by visualizing their underlying dataflow graphs. The tool works by applying a series of graph transformations that enable standard layout techniques to produce a legible interactive diagram. To declutter the graph, we decouple non-critical nodes from the layout. To provide an overview, we build a clustered graph using the hierarchical structure annotated in the source code. To support exploration of nested structure on demand, we perform edge bundling to enable stable and responsive cluster expansion. Finally, we detect and highlight repeated structures to emphasize a model's modular composition. To demonstrate the utility of the visualizer, we describe example usage scenarios and report user feedback. Overall, users find the visualizer useful for understanding, debugging, and sharing the structures of their models.",2018,56,263,23,False,Computer Science,Medicine,8334069,Kanit Wongsuphasawat,2842148.0,D. Smilkov,49556437.0,James Wexler,2109357255.0,Jimbo Wilson,30415265.0,Dandelion Mané,40514522.0,Doug Fritz,1707347.0,Dilip Krishnan,1765169.0,F. Viégas,,145233583.0,M. Wattenberg,,,,,,,,,
7078de49e9f80a11d1c2f52f8a14bf95f5cacd34,https://www.semanticscholar.org/paper/7078de49e9f80a11d1c2f52f8a14bf95f5cacd34,Trustless Machine Learning Contracts; Evaluating and Exchanging Machine Learning Models on the Ethereum Blockchain,"Using blockchain technology, it is possible to create contracts that offer a reward in exchange for a trained machine learning model for a particular data set. This would allow users to train machine learning models for a reward in a trustless manner. The smart contract will use the blockchain to automatically validate the solution, so there would be no debate about whether the solution was correct or not. Users who submit the solutions won't have counterparty risk that they won't get paid for their work. Contracts can be created easily by anyone with a dataset, even programmatically by software agents. This creates a market where parties who are good at solving machine learning problems can directly monetize their skillset, and where any organization or software agent that has a problem to solve with AI can solicit solutions from all over the world. This will incentivize the creation of better machine learning models, and make AI more accessible to companies and software agents.",2018,17,73,12,False,Computer Science,,2073104718,A. B. Kurtulmus,123476763.0,K. Daniel,,,,,,,,,,,,,,,,,,,,,,,,
136dee73f203df2f4831994bf4f0c0a4ad2e764e,https://www.semanticscholar.org/paper/136dee73f203df2f4831994bf4f0c0a4ad2e764e,Ensemble Adversarial Training: Attacks and Defenses,"Adversarial examples are perturbed inputs designed to fool machine learning models. Adversarial training injects such examples into training data to increase robustness. To scale this technique to large datasets, perturbations are crafted using fast single-step methods that maximize a linear approximation of the model's loss. We show that this form of adversarial training converges to a degenerate global minimum, wherein small curvature artifacts near the data points obfuscate a linear approximation of the loss. The model thus learns to generate weak perturbations, rather than defend against strong ones. As a result, we find that adversarial training remains vulnerable to black-box attacks, where we transfer perturbations computed on undefended models, as well as to a powerful novel single-step attack that escapes the non-smooth vicinity of the input data via a small random step. We further introduce Ensemble Adversarial Training, a technique that augments training data with perturbations transferred from other models. On ImageNet, Ensemble Adversarial Training yields models with strong robustness to black-box attacks. In particular, our most robust model won the first round of the NIPS 2017 competition on Defenses against Adversarial Attacks. However, subsequent work found that more elaborate black-box attacks could significantly enhance transferability and reduce the accuracy of our models.",2017,63,1914,264,False,Mathematics,Computer Science,2444919,Florian Tramèr,145714153.0,A. Kurakin,1967156.0,Nicolas Papernot,1752788.0,D. Boneh,144061974.0,P. Mcdaniel,,,,,,,,,,,,,,,,,,
3e2da7c1c7dfc7960d1515b61f32fdc55359eea7,https://www.semanticscholar.org/paper/3e2da7c1c7dfc7960d1515b61f32fdc55359eea7,An open access repository of images on plant health to enable the development of mobile disease diagnostics through machine learning and crowdsourcing,"Human society needs to increase food production by an estimated 70% by 2050 to feed an expected population size that is predicted to be over 9 billion people. Currently infectious diseases reduce the potential yield by an average of 40% with many farmers in the developing world experiencing yield losses as high as 100%. Infectious diseases of crops are not new and historic examples such as the Irish Potato Famine of 1845-49 demonstrate this. But what is new is the widespread distribution of smartphones among crop growers around the world with an expected 5 billion smartphones by 2020. This offers the potential of turning the smartphone into a valuable tool for diverse communities growing food. One potential application is the development of mobile disease diagnostics through machine learning and crowdsourcing. Computer vision and machine learning have shown their potential to automatically classify images. To do this for plant diseases requires a training set that facilitates the development of the algorithms. Here we announce the release of >50,000 expertly curated images on healthy and infected leaves of crops plants through the existing platform www.PlantVillage.org. We describe both the data and the platform. These data are the beginning of an on-going, crowdsourcing effort to enable computer vision approaches to help solve the problem of yield losses in crop plants due to infectious diseases.",2015,47,494,60,False,Computer Science,,2068146094,David P. Hughes,3046313.0,M. Salathé,,,,,,,,,,,,,,,,,,,,,,,,
f1e0484607a57687da6f663954292b0c848141f1,https://www.semanticscholar.org/paper/f1e0484607a57687da6f663954292b0c848141f1,Adversarial Sensor Attack on LiDAR-based Perception in Autonomous Driving,"In Autonomous Vehicles (AVs), one fundamental pillar is perception,which leverages sensors like cameras and LiDARs (Light Detection and Ranging) to understand the driving environment. Due to its direct impact on road safety, multiple prior efforts have been made to study its the security of perception systems. In contrast to prior work that concentrates on camera-based perception, in this work we perform the first security study of LiDAR-based perception in AV settings, which is highly important but unexplored. We consider LiDAR spoofing attacks as the threat model and set the attack goal as spoofing obstacles close to the front of a victim AV. We find that blindly applying LiDAR spoofing is insufficient to achieve this goal due to the machine learning-based object detection process.Thus, we then explore the possibility of strategically controlling the spoofed attack to fool the machine learning model. We formulate this task as an optimization problem and design modeling methods for the input perturbation function and the objective function.We also identify the inherent limitations of directly solving the problem using optimization and design an algorithm that combines optimization and global sampling, which improves the attack success rates to around 75%. As a case study to understand the attack impact at the AV driving decision level, we construct and evaluate two attack scenarios that may damage road safety and mobility.We also discuss defense directions at the AV system, sensor, and machine learning model levels.",2019,52,245,21,True,Computer Science,Engineering,2146176464,Yulong Cao,2723309.0,Chaowei Xiao,51011036.0,Benjamin Cyr,51092355.0,Yimeng Zhou,2087289279.0,Wonseok Park,2921321.0,Sara Rampazzi,39645110.0,Qi Alfred Chen,144070916.0,Kevin Fu,Mathematics,3895596.0,Z. Morley Mao,,,,,,,,,
ff95dcec9098a66f0110b10b76618f1eee505f84,https://www.semanticscholar.org/paper/ff95dcec9098a66f0110b10b76618f1eee505f84,"A tutorial survey of architectures, algorithms, and applications for deep learning","In this invited paper, my overview material on the same topic as presented in the plenary overview session of APSIPA-2011 and the tutorial material presented in the same conference [1] are expanded and updated to include more recent developments in deep learning. The previous and the updated materials cover both theory and applications, and analyze its future directions. The goal of this tutorial survey is to introduce the emerging area of deep learning or hierarchical learning to the APSIPA community. Deep learning refers to a class of machine learning techniques, developed largely since 2006, where many stages of non-linear information processing in hierarchical architectures are exploited for pattern classification and for feature learning. In the more recent literature, it is also connected to representation learning, which involves a hierarchy of features or concepts where higher-level concepts are defined from lower-level ones and where the same lower-level concepts help to define higher-level ones. In this tutorial survey, a brief history of deep learning research is discussed first. Then, a classificatory scheme is developed to analyze and summarize major work reported in the recent deep learning literature. Using this scheme, I provide a taxonomy-oriented survey on the existing deep architectures and algorithms in the literature, and categorize them into three classes: generative, discriminative, and hybrid. Three representative deep architectures – deep autoencoders, deep stacking networks with their generalization to the temporal domain (recurrent networks), and deep neural networks (pretrained with deep belief networks) – one in each of the three classes, are presented in more detail. Next, selected applications of deep learning are reviewed in broad areas of signal and information processing including audio/speech, image/vision, multimodality, language modeling, natural language processing, and information retrieval. Finally, future directions of deep learning are discussed and analyzed.",2014,244,627,31,True,Computer Science,,144718788,L. Deng,,,,,,,,,,,,,,,,,,,,,,,,,,
