paperId,url,title,abstract,year,referenceCount,citationCount,influentialCitationCount,isOpenAccess,fieldsOfStudy/0,authors/0/authorId,authors/0/name,authors/1/authorId,authors/1/name,authors/2/authorId,authors/2/name,authors/3/authorId,authors/3/name,authors/4/authorId,authors/4/name,authors/5/authorId,authors/5/name,authors/6/authorId,authors/6/name,authors/7/authorId,authors/7/name,fieldsOfStudy/1,fieldsOfStudy/2,authors/8/authorId,authors/8/name,authors/9/authorId,authors/9/name,authors/10/authorId,authors/10/name,authors/11/authorId,authors/11/name,authors/12/authorId,authors/12/name,authors/13/authorId,authors/13/name,authors/14/authorId,authors/14/name,authors/15/authorId,authors/15/name,authors/16/authorId,authors/16/name,authors/17/authorId,authors/17/name,authors/18/authorId,authors/18/name,fieldsOfStudy/3
7e3224180c274ce8bb64a998ba2aafa6427dfbb0,https://www.semanticscholar.org/paper/7e3224180c274ce8bb64a998ba2aafa6427dfbb0,Kymatio: Scattering Transforms in Python,"The wavelet scattering transform is an invariant signal representation suitable for many signal processing and machine learning applications. We present the Kymatio software package, an easy-to-use, high-performance Python implementation of the scattering transform in 1D, 2D, and 3D that is compatible with modern deep learning frameworks. All transforms may be executed on a GPU (in addition to CPU), offering a considerable speed up over CPU implementations. The package also has a small memory footprint, resulting inefficient memory usage. The source code, documentation, and examples are available undera BSD license at this https URL",2018,20,67,7,False,Computer Science,3357294.0,M. Andreux,3433059.0,Tomás Angles,2969624.0,Georgios Exarchakis,48077877.0,R. Leonarduzzi,51518656.0,G. Rochette,46199268.0,L. Thiry,67004796.0,J. Zarka,1746242.0,S. Mallat,Engineering,Mathematics,2708847.0,J. Andén,1829344.0,Eugene Belilovsky,143627859.0,Joan Bruna,2507441.0,V. Lostanlen,145500870.0,M. Hirn,3306593.0,Edouard Oyallon,66686215.0,Sixhin Zhang,1881241.0,Carmine-Emanuele Cella,1823753.0,Michael Eickenberg,,,,,
64ed5d1ee562207d7e8d9921be981a3a00e50405,https://www.semanticscholar.org/paper/64ed5d1ee562207d7e8d9921be981a3a00e50405,Learning Constraints From Examples,"While constraints are ubiquitous in artificial intelligence and constraints are also commonly used in machine learning and data mining, the problem of learning constraints from examples has received less attention. In this paper, we discuss the problem of constraint learning in detail, indicate some subtle differences with standard machine learning problems, sketch some applications and summarize the state-of-the-art.",2018,50,58,1,True,Computer Science,1740042.0,L. D. Raedt,1702610.0,Andrea Passerini,2580338.0,Stefano Teso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00107f0f32068ee03e9e254f712dd0358449e119,https://www.semanticscholar.org/paper/00107f0f32068ee03e9e254f712dd0358449e119,Random Rotation Ensembles,"In machine learning, ensemble methods combine the predictions of multiple base learners to construct more accurate aggregate predictions. Established supervised learning algorithms inject randomness into the construction of the individual base learners in an effort to promote diversity within the resulting ensembles. An undesirable side effect of this approach is that it generally also reduces the accuracy of the base learners. In this paper, we introduce a method that is simple to implement yet general and effective in improving ensemble diversity with only modest impact on the accuracy of the individual base learners. By randomly rotating the feature space prior to inducing the base learners, we achieve favorable aggregate predictions on standard data sets compared to state of the art ensemble methods, most notably for tree-based ensembles, which are particularly sensitive to rotation.",2016,53,104,14,False,Computer Science,33444231.0,R. Blaser,3350586.0,P. Fryzlewicz,,,,,,,,,,,,,Mathematics,,,,,,,,,,,,,,,,,,,,,,,,
9bd957c67683bc873998b242b331e9c9d6992db9,https://www.semanticscholar.org/paper/9bd957c67683bc873998b242b331e9c9d6992db9,A review of approaches to identifying patient phenotype cohorts using electronic health records,"Objective To summarize literature describing approaches aimed at automatically identifying patients with a common phenotype. Materials and methods We performed a review of studies describing systems or reporting techniques developed for identifying cohorts of patients with specific phenotypes. Every full text article published in (1) Journal of American Medical Informatics Association, (2) Journal of Biomedical Informatics, (3) Proceedings of the Annual American Medical Informatics Association Symposium, and (4) Proceedings of Clinical Research Informatics Conference within the past 3 years was assessed for inclusion in the review. Only articles using automated techniques were included. Results Ninety-seven articles met our inclusion criteria. Forty-six used natural language processing (NLP)-based techniques, 24 described rule-based systems, 41 used statistical analyses, data mining, or machine learning techniques, while 22 described hybrid systems. Nine articles described the architecture of large-scale systems developed for determining cohort eligibility of patients. Discussion We observe that there is a rise in the number of studies associated with cohort identification using electronic medical records. Statistical analyses or machine learning, followed by NLP techniques, are gaining popularity over the years in comparison with rule-based systems. Conclusions There are a variety of approaches for classifying patients into a particular phenotype. Different techniques and data sources are used, and good performance is reported on datasets at respective institutions. However, no system makes comprehensive use of electronic medical records addressing all of their known weaknesses.",2013,104,388,14,True,Computer Science,1866532.0,Chaitanya P. Shivade,30088877.0,Preethi Raghavan,1398481836.0,E. Fosler-Lussier,1797944.0,P. Embí,2763493.0,Noémie Elhadad,47163349.0,Stephen B. Johnson,145812029.0,A. Lai,,,Medicine,,,,,,,,,,,,,,,,,,,,,,,,
75c364909914f17791837ec88090262aa6656d3e,https://www.semanticscholar.org/paper/75c364909914f17791837ec88090262aa6656d3e,Big data in IBD: big progress for clinical practice,"IBD is a complex multifactorial inflammatory disease of the gut driven by extrinsic and intrinsic factors, including host genetics, the immune system, environmental factors and the gut microbiome. Technological advancements such as next-generation sequencing, high-throughput omics data generation and molecular networks have catalysed IBD research. The advent of artificial intelligence, in particular, machine learning, and systems biology has opened the avenue for the efficient integration and interpretation of big datasets for discovering clinically translatable knowledge. In this narrative review, we discuss how big data integration and machine learning have been applied to translational IBD research. Approaches such as machine learning may enable patient stratification, prediction of disease progression and therapy responses for fine-tuning treatment options with positive impacts on cost, health and safety. We also outline the challenges and opportunities presented by machine learning and big data in clinical IBD research.",2020,134,67,1,True,Computer Science,11918365.0,N. S. Seyed Tabib,89037982.0,M. Madgwick,47798382.0,P. Sudhakar,6050881.0,B. Verstockt,2961601.0,T. Korcsmáros,3615640.0,S. Vermeire,,,,,Medicine,,,,,,,,,,,,,,,,,,,,,,,,
77b5185dafb9e5b884a677a32713e54c253a4e0b,https://www.semanticscholar.org/paper/77b5185dafb9e5b884a677a32713e54c253a4e0b,Improving Performance in Neural Networks Using a Boosting Algorithm,"A boosting algorithm converts a learning machine with error rate less than 50% to one with an arbitrarily low error rate. However, the algorithm discussed here depends on having a large supply of independent training samples. We show how to circumvent this problem and generate an ensemble of learning machines whose performance in optical character recognition problems is dramatically improved over that of a single network. We report the effect of boosting on four databases (all handwritten) consisting of 12,000 digits from segmented ZIP codes from the United State Postal Service (USPS) and the following from the National Institute of Standards and Testing (NIST): 220,000 digits, 45,000 upper case alphas, and 45,000 lower case alphas. We use two performance measures: the raw error rate (no rejects) and the reject rate required to achieve a 1% error rate on the patterns not rejected. Boosting improved performance in some cases by a factor of three.",1992,10,202,4,False,Computer Science,2050470845.0,H. Drucker,1716301.0,R. Schapire,2812486.0,P. Simard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f971658ab845d7573c4bbb760d5e7e5332025254,https://www.semanticscholar.org/paper/f971658ab845d7573c4bbb760d5e7e5332025254,Beyond Data and Model Parallelism for Deep Neural Networks,"The computational requirements for training deep neural networks (DNNs) have grown to the point that it is now standard practice to parallelize training. Existing deep learning systems commonly use data or model parallelism, but unfortunately, these strategies often result in suboptimal parallelization performance. In this paper, we define a more comprehensive search space of parallelization strategies for DNNs called SOAP, which includes strategies to parallelize a DNN in the Sample, Operation, Attribute, and Parameter dimensions. We also propose FlexFlow, a deep learning framework that uses guided randomized search of the SOAP space to find a fast parallelization strategy for a specific parallel machine. To accelerate this search, FlexFlow introduces a novel execution simulator that can accurately predict a parallelization strategy's performance and is three orders of magnitude faster than prior approaches that have to execute each strategy. We evaluate FlexFlow with six real-world DNN benchmarks on two GPU clusters and show that FlexFlow can increase training throughput by up to 3.8x over state-of-the-art approaches, even when including its search time, and also improves scalability.",2018,46,270,33,False,Computer Science,2072782550.0,Zhihao Jia,143834867.0,M. Zaharia,144653825.0,A. Aiken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5817758f0c0fe5242239fa8fe32aba713c893e11,https://www.semanticscholar.org/paper/5817758f0c0fe5242239fa8fe32aba713c893e11,DeepSynergy: predicting anti-cancer drug synergy with Deep Learning,"Abstract Motivation While drug combination therapies are a well-established concept in cancer treatment, identifying novel synergistic combinations is challenging due to the size of combinatorial space. However, computational approaches have emerged as a time- and cost-efficient way to prioritize combinations to test, based on recently available large-scale combination screening data. Recently, Deep Learning has had an impact in many research areas by achieving new state-of-the-art model performance. However, Deep Learning has not yet been applied to drug synergy prediction, which is the approach we present here, termed DeepSynergy. DeepSynergy uses chemical and genomic information as input information, a normalization strategy to account for input data heterogeneity, and conical layers to model drug synergies. Results DeepSynergy was compared to other machine learning methods such as Gradient Boosting Machines, Random Forests, Support Vector Machines and Elastic Nets on the largest publicly available synergy dataset with respect to mean squared error. DeepSynergy significantly outperformed the other methods with an improvement of 7.2% over the second best method at the prediction of novel drug combinations within the space of explored drugs and cell lines. At this task, the mean Pearson correlation coefficient between the measured and the predicted values of DeepSynergy was 0.73. Applying DeepSynergy for classification of these novel drug combinations resulted in a high predictive performance of an AUC of 0.90. Furthermore, we found that all compared methods exhibit low predictive performance when extrapolating to unexplored drugs or cell lines, which we suggest is due to limitations in the size and diversity of the dataset. We envision that DeepSynergy could be a valuable tool for selecting novel synergistic drug combinations. Availability and implementation DeepSynergy is available via www.bioinf.jku.at/software/DeepSynergy. Supplementary information Supplementary data are available at Bioinformatics online.",2017,78,210,18,True,Computer Science,32764807.0,Kristina Preuer,49350357.0,Richard P. I. Lewis,3308557.0,S. Hochreiter,144917032.0,A. Bender,3044083.0,K. Bulusu,1994964.0,G. Klambauer,,,,,Medicine,,,,,,,,,,,,,,,,,,,,,,,,
0f46311c0c7a2c7deabd9ede92aaf6525c5f030b,https://www.semanticscholar.org/paper/0f46311c0c7a2c7deabd9ede92aaf6525c5f030b,SVM selective sampling for ranking with application to data retrieval,"Learning ranking (or preference) functions has been a major issue in the machine learning community and has produced many applications in information retrieval. SVMs (Support Vector Machines) - a classification and regression methodology - have also shown excellent performance in learning ranking functions. They effectively learn ranking functions of high generalization based on the ""large-margin"" principle and also systematically support nonlinear ranking by the ""kernel trick"". In this paper, we propose an SVM selective sampling technique for learning ranking functions. SVM selective sampling (or active learning with SVM) has been studied in the context of classification. Such techniques reduce the labeling effort in learning classification functions by selecting only the most informative samples to be labeled. However, they are not extendable to learning ranking functions, as the labeled data in ranking is relative ordering, or partial orders of data. Our proposed sampling technique effectively learns an accurate SVM ranking function with fewer partial orders. We apply our sampling technique to the data retrieval application, which enables fuzzy search on relational databases by interacting with users for learning their preferences. Experimental results show a significant reduction of the labeling effort in inducing accurate ranking functions.",2005,18,127,9,False,Computer Science,1723357.0,Hwanjo Yu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6e1836fe278b1e9fe8b39f6295d387dc1f4d96e6,https://www.semanticscholar.org/paper/6e1836fe278b1e9fe8b39f6295d387dc1f4d96e6,A machine learning approach to improve congestion control over wireless computer networks,"In this paper, we present the application of machine learning techniques to the improvement of the congestion control of TCP in wired/wireless networks. TCP is sub-optimal in hybrid wired/wireless networks because it reacts in the same way to losses due to congestion and losses due to link errors. We thus propose to use machine learning techniques to build automatically a loss classifier from a database obtained by simulations of random network topologies. Several machine learning algorithms are compared for this task and the best method for this application turns out to be decision tree boosting. It outperforms ad hoc classifiers proposed in the networking literature.",2004,17,58,2,True,Computer Science,50206577.0,P. Geurts,1927410.0,Ibtissam El Khayat,143742222.0,G. Leduc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fb76df7b3e0fb9353b5d8aabb2a1e1468f6d2878,https://www.semanticscholar.org/paper/fb76df7b3e0fb9353b5d8aabb2a1e1468f6d2878,SOIL MOISTURE PREDICTION USING SUPPORT VECTOR MACHINES 1,"ABSTRACT: Herein, a recently developed methodology, Support Vector Machines (SVMs), is presented and applied to the challenge of soil moisture prediction. Support Vector Machines are derived from statistical learning theory and can be used to predict a quantity forward in time based on training that uses past data, hence providing a statistically sound approach to solving inverse problems. The principal strength of SVMs lies in the fact that they employ Structural Risk Minimization (SRM) instead of Empirical Risk Minimization (ERM). The SVMs formulate a quadratic optimization problem that ensures a global optimum, which makes them superior to traditional learning algorithms such as Artificial Neural Networks (ANNs). The resulting model is sparse and not characterized by the “curse of dimensionality.” Soil moisture distribution and variation is helpful in predicting and understanding various hydrologic processes, including weather changes, energy and moisture fluxes, drought, irrigation scheduling, and rainfall/runoff generation. Soil moisture and meteorological data are used to generate SVM predictions for four and seven days ahead. Predictions show good agreement with actual soil moisture measurements. Results from the SVM modeling are compared with predictions obtained from ANN models and show that SVM models performed better for soil moisture forecasting than ANN models.",2006,31,217,7,False,Geology,143700349.0,M. Gill,6177758.0,T. Asefa,5677979.0,M. Kemblowski,38543517.0,M. McKee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e5e41ca6d5ebbf5f8ef1c77791fa4c75ef1ceb1b,https://www.semanticscholar.org/paper/e5e41ca6d5ebbf5f8ef1c77791fa4c75ef1ceb1b,Secure and Robust Machine Learning for Healthcare: A Survey,"Recent years have witnessed widespread adoption of machine learning (ML)/deep learning (DL) techniques due to their superior performance for a variety of healthcare applications ranging from the prediction of cardiac arrest from one-dimensional heart signals to computer-aided diagnosis (CADx) using multi-dimensional medical images. Notwithstanding the impressive performance of ML/DL, there are still lingering doubts regarding the robustness of ML/DL in healthcare settings (which is traditionally considered quite challenging due to the myriad security and privacy issues involved), especially in light of recent results that have shown that ML/DL are vulnerable to adversarial attacks. In this paper, we present an overview of various application areas in healthcare that leverage such techniques from security and privacy point of view and present associated challenges. In addition, we present potential methods to ensure secure and privacy-preserving ML for healthcare applications. Finally, we provide insight into the current research challenges and promising directions for future research.",2020,211,110,3,True,Computer Science,9514351.0,A. Qayyum,1734917.0,Junaid Qadir,144769156.0,M. Bilal,1404786833.0,A. Al-Fuqaha,,,,,,,,,Medicine,Engineering,,,,,,,,,,,,,,,,,,,,,,,Mathematics
33987e58b45755a6120905ce582fc9cbec434763,https://www.semanticscholar.org/paper/33987e58b45755a6120905ce582fc9cbec434763,A Machine-learning Approach for Classifying and Categorizing Android Sources and Sinks,"Today’s smartphone users face a security dilemma: many apps they install operate on privacy-sensitive data, although 
they might originate from developers whose trustworthiness is hard to judge. Researchers have addressed the problem with more and more sophisticated static and dynamic analysis tools as an aid to assess how apps use private user data. Those tools, however, rely on the manual configuration of lists of sources of sensitive data as well as sinks which might leak data to untrusted observers. Such lists are hard to come by. We thus propose SUSI, a novel machine-learning guided approach for identifying sources and sinks directly from the code of any Android API. Given a training set of hand-annotated sources and sinks, SUSI identifies other sources and sinks in the entire API. To provide more fine-grained information, SUSI further categorizes the sources (e.g., unique identifier, location information, etc.) and sinks (e.g., network, file, etc.). For Android 4.2, SUSI identifies hundreds of sources and sinks with over 92% accuracy, many of which are missed by current information-flow tracking tools. An evaluation of about 11,000 malware samples confirms that many of these sources and sinks are indeed used. We furthermore show that SUSI can reliably classify sources and sinks even in new, previously unseen Android versions and components like Google Glass or the Chromecast API.",2014,46,312,38,True,Computer Science,2864202.0,Siegfried Rasthofer,2524362.0,Steven Arzt,1752222.0,E. Bodden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
