paperId,url,title,abstract,year,referenceCount,citationCount,influentialCitationCount,isOpenAccess,fieldsOfStudy/0,authors/0/authorId,authors/0/name,authors/1/authorId,authors/1/name,authors/2/authorId,authors/2/name,authors/3/authorId,authors/3/name,fieldsOfStudy/1,fieldsOfStudy/2,authors/4/authorId,authors/4/name,authors/5/authorId,authors/5/name,authors/6/authorId,authors/6/name,authors/7/authorId,authors/7/name,authors/8/authorId,authors/8/name,fieldsOfStudy/3,authors/9/authorId,authors/9/name,authors/10/authorId,authors/10/name,authors/11/authorId,authors/11/name,authors/12/authorId,authors/12/name,authors/13/authorId,authors/13/name,authors/14/authorId,authors/14/name,authors/15/authorId,authors/15/name,authors/16/authorId,authors/16/name,authors/17/authorId,authors/17/name
646d73e2cdcb628d4c1569e9766a1dd9748ef819,https://www.semanticscholar.org/paper/646d73e2cdcb628d4c1569e9766a1dd9748ef819,"""The human body is a black box"": supporting clinical decision-making with deep learning","Machine learning technologies are increasingly developed for use in healthcare. While research communities have focused on creating state-of-the-art models, there has been less focus on real world implementation and the associated challenges to fairness, transparency, and accountability that come from actual, situated use. Serious questions remain underexamined regarding how to ethically build models, interpret and explain model output, recognize and account for biases, and minimize disruptions to professional expertise and work cultures. We address this gap in the literature and provide a detailed case study covering the development, implementation, and evaluation of Sepsis Watch, a machine learning-driven tool that assists hospital clinicians in the early diagnosis and treatment of sepsis. Sepsis is a severe infection that can lead to organ failure or death if not treated in time and is the leading cause of inpatient deaths in US hospitals. We, the team that developed and evaluated the tool, discuss our conceptualization of the tool not as a model deployed in the world but instead as a socio-technical system requiring integration into existing social and professional contexts. Rather than focusing solely on model interpretability to ensure fair and accountable machine learning, we point toward four key values and practices that should be considered when developing machine learning to support clinical decision-making: rigorously define the problem in context, build relationships with stakeholders, respect professional discretion, and create ongoing feedback loops with stakeholders. Our work has significant implications for future research regarding mechanisms of institutional accountability and considerations for responsibly designing machine learning systems. Our work underscores the limits of model interpretability as a solution to ensure transparency, accuracy, and accountability in practice. Instead, our work demonstrates other means and goals to achieve FATML values in design and in practice.",2019,70,83,9,False,Psychology,47057856,M. Sendak,21817215.0,M. Elish,145866390.0,M. Gao,2585470.0,Joseph D. Futoma,Computer Science,,2076928049.0,W. Ratliff,48448064.0,M. Nichols,39743396.0,A. Bedoya,12308037.0,S. Balu,1409737692.0,Cara O'Brien,,,,,,,,,,,,,,,,,,,
ee0d116972a61613bf0552cbfef1b6c463514c89,https://www.semanticscholar.org/paper/ee0d116972a61613bf0552cbfef1b6c463514c89,Machine Learning-augmented Predictive Modeling of Turbulent Separated Flows over Airfoils,"A modeling paradigm is developed to augment predictive models of turbulence by effectively utilizing limited data generated from physical experiments. The key components of our approach involve inverse modeling to infer the spatial distribution of model discrepancies, and, machine learning to reconstruct discrepancy information from a large number of inverse problems into corrective model forms. We apply the methodology to turbulent flows over airfoils involving flow separation. Model augmentations are developed for the Spalart Allmaras (SA) model using adjoint-based full field inference on experimentally measured lift coefficient data. When these model forms are reconstructed using neural networks (NN) and embedded within a standard solver, we show that much improved predictions in lift can be obtained for geometries and flow conditions that were not used to train the model. The NN-augmented SA model also predicts surface pressures extremely well. Portability of this approach is demonstrated by confirming that predictive improvements are preserved when the augmentation is embedded in a different commercial finite-element solver. The broader vision is that by incorporating data that can reveal the form of the innate model discrepancy, the applicability of data-driven turbulence models can be extended to more general flows.",2016,73,228,4,True,Computer Science,2111007498,Anand Pratap Singh,3451561.0,S. Medida,1974037.0,K. Duraisamy,,,Mathematics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
abf77aff13ccd0301a3e693f5d1247a924791bad,https://www.semanticscholar.org/paper/abf77aff13ccd0301a3e693f5d1247a924791bad,A Unified Gradient Regularization Family for Adversarial Examples,"Adversarial examples are augmented data points generated by imperceptible perturbation of input samples. They have recently drawn much attention with the machine learning and data mining community. Being difficult to distinguish from real examples, such adversarial examples could change the prediction of many of the best learning models including the state-of-the-art deep learning models. Recent attempts have been made to build robust models that take into account adversarial examples. However, these methods can either lead to performance drops or lack mathematical motivations. In this paper, we propose a unified framework to build robust machine learning models against adversarial examples. More specifically, using the unified framework, we develop a family of gradient regularization methods that effectively penalize the gradient of loss function w.r.t. inputs. Our proposed framework is appealing in that it offers a unified view to deal with adversarial examples. It incorporates another recently-proposed perturbation based approach as a special case. In addition, we present some visual effects that reveals semantic meaning in those perturbations, and thus support our regularization method and provide another explanation for generalizability of adversarial examples. By applying this technique to Maxout networks, we conduct a series of experiments and achieve encouraging results on two benchmark datasets. In particular, we attain the best accuracy on MNIST data (without data augmentation) and competitive performance on CIFAR-10 data.",2015,23,156,6,True,Computer Science,2753561,Chunchuan Lyu,5380819.0,Kaizhu Huang,39935739.0,Hai-Ning Liang,,,Mathematics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e2c04849a3802715d5a9d89179c9f161014d6c2a,https://www.semanticscholar.org/paper/e2c04849a3802715d5a9d89179c9f161014d6c2a,Modeling pixel means and covariances using factorized third-order boltzmann machines,"Learning a generative model of natural images is a useful way of extracting features that capture interesting regularities. Previous work on learning such models has focused on methods in which the latent features are used to determine the mean and variance of each pixel independently, or on methods in which the hidden units determine the covariance matrix of a zero-mean Gaussian distribution. In this work, we propose a probabilistic model that combines these two approaches into a single framework. We represent each image using one set of binary latent features that model the image-specific covariance and a separate set that model the mean. We show that this approach provides a probabilistic framework for the widely used simple-cell complex-cell architecture, it produces very realistic samples of natural images and it extracts features that yield state-of-the-art recognition accuracy on the challenging CIFAR 10 dataset.",2010,35,261,38,False,Mathematics,1706809,Marc'Aurelio Ranzato,1695689.0,Geoffrey E. Hinton,,,,,Computer Science,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2a9f505e1ab148aa3d91810f509ee133272be554,https://www.semanticscholar.org/paper/2a9f505e1ab148aa3d91810f509ee133272be554,Machine-Learning Techniques for Customer Retention: A Comparative Study,"Nowadays, customers have become more interested in the quality of service (QoS) that organizations can provide them. Services provided by different vendors are not highly distinguished which increases competition between organizations to maintain and increase their QoS. Customer Relationship Management systems are used to enable organizations to acquire new customers, establish a continuous relationship with them and increase customer retention for more profitability. CRM systems use machine-learning models to analyze customers’ personal and behavioral data to give organization a competitive advantage by increasing customer retention rate. Those models can predict customers who are expected to churn and reasons of churn. Predictions are used to design targeted marketing plans and service offers. This paper tries to compare and analyze the performance of different machine-learning techniques that are used for churn prediction problem. Ten analytical techniques that belong to different categories of learning are chosen for this study. The chosen techniques include Discriminant Analysis, Decision Trees (CART), instance-based learning (k-nearest neighbors), Support Vector Machines, Logistic Regression, ensemble–based learning techniques (Random Forest, Ada Boosting trees and Stochastic Gradient Boosting), Naive Bayesian, and Multi-layer perceptron. Models were applied on a dataset of telecommunication that contains 3333 records. Results show that both random forest and ADA boost outperform all other techniques with almost the same accuracy 96%. Both Multi-layer perceptron and Support vector machine can be recommended as well with 94% accuracy. Decision tree achieved 90%, naive Bayesian 88% and finally logistic regression and Linear Discriminant Analysis (LDA) with accuracy 86.7%.",2018,67,60,4,True,Computer Science,47070331,S. Sabbeh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a17bad00f1e031e22cdf5b83369c5defeaea9d1e,https://www.semanticscholar.org/paper/a17bad00f1e031e22cdf5b83369c5defeaea9d1e,Deep Challenges Associated with Deep Learning,"Deep learning is a recent emerging field of research in data science. Deep learning is essentially a combination of artificial intelligence and machine learning. Inspired by brain neurons, this has proven greater flexibility and builds more accurate models compared to machine learning. But making theoretical designs and to perform desired experiments are quite challenging due to many aspects. In the present paper, these challenges have been discussed to provide researchers a clear vision for the futuristic research in the field of deep learning.",2019,9,23,0,False,Computer Science,51233230,Ochin Sharma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82bab33fc8793565697e893c19117220b496dc67,https://www.semanticscholar.org/paper/82bab33fc8793565697e893c19117220b496dc67,Machine learning for online query relaxation,"In this paper we provide a fast, data-driven solution to the failing query problem: given a query that returns an empty answer, how can one relax the query's constraints so that it returns a non-empty set of tuples? We introduce a novel algorithm, loqr, which is designed to relax queries that are in the disjunctive normal form and contain a mixture of discrete and continuous attributes. loqr discovers the implicit relationships that exist among the various domain attributes and then uses this knowledge to relax the constraints from the failing query.In a first step, loqr uses a small, randomly-chosen subset of the target database to learn a set of decision rules that predict whether an attribute's value satisfies the constraints in the failing query; this query-driven operation is performed online for each failing query. In the second step, loqr uses nearest-neighbor techniques to find the learned rule that is the most similar to the failing query; then it uses the attributes' values from this rule to relax the failing query's constraints. Our experiments on six application domains show that loqr is both robust and fast: it successfully relaxes more than 95% of the failing queries, and it takes under a second for processing queries that consist of up to 20 attributes (larger queries of up to 93 attributes are processed in several seconds).",2004,29,68,2,False,Mathematics,3276863,Ion Muslea,,,,,,,Computer Science,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b1bd8464fad64d70cef2273fefdf95877998b75b,https://www.semanticscholar.org/paper/b1bd8464fad64d70cef2273fefdf95877998b75b,Machine-Learning Quantum States in the NISQ Era,"We review the development of generative modeling techniques in machine learning for the purpose of reconstructing real, noisy, many-qubit quantum states. Motivated by its interpretability and utility, we discuss in detail the theory of the restricted Boltzmann machine. We demonstrate its practical use for state reconstruction, starting from a classical thermal distribution of Ising spins, then moving systematically through increasingly complex pure and mixed quantum states. We review recent techniques in reconstruction of a cold atom wavefunction, intended for use on experimental noisy intermediate-scale quantum (NISQ) devices. Finally, we discuss the outlook for future experimental state reconstruction using machine learning in the NISQ era and beyond.",2019,26,56,1,True,Physics,3422999,G. Torlai,3422513.0,R. Melko,,,,,Computer Science,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e4bcb45990a928ac06df4dc24dc07e16fcac9141,https://www.semanticscholar.org/paper/e4bcb45990a928ac06df4dc24dc07e16fcac9141,Synthesizing benchmarks for predictive modeling,"Predictive modeling using machine learning is an effective method for building compiler heuristics, but there is a shortage of benchmarks. Typical machine learning experiments outside of the compilation field train over thousands or millions of examples. In machine learning for compilers, however, there are typically only a few dozen common benchmarks available. This limits the quality of learned models, as they have very sparse training data for what are often high-dimensional feature spaces. What is needed is a way to generate an unbounded number of training programs that finely cover the feature space. At the same time the generated programs must be similar to the types of programs that human developers actually write, otherwise the learning will target the wrong parts of the feature space. We mine open source repositories for program fragments and apply deep learning techniques to automatically construct models for how humans write programs. We sample these models to generate an unbounded number of runnable training programs. The quality of the programs is such that even human developers struggle to distinguish our generated programs from hand-written code. We use our generator for OpenCL programs, CLgen, to automatically synthesize thousands of programs and show that learning over these improves the performance of a state of the art predictive model by 1.27x. In addition, the fine covering of the feature space automatically exposes weaknesses in the feature design which are invisible with the sparse training examples from existing benchmark suites. Correcting these weaknesses further increases performance by 4.30x.",2017,57,84,8,True,Computer Science,2059804383,Chris Cummins,1955185.0,Pavlos Petoumenos,,Zheng Wang,2476647.0,H. Leather,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bb4de6ce625837aae1c7b09576cd9173d3ac0729,https://www.semanticscholar.org/paper/bb4de6ce625837aae1c7b09576cd9173d3ac0729,Large‐scale data mining using genetics‐based machine learning,"In the last decade, genetics‐based machine learning methods have shown their competence in large‐scale data mining tasks because of the scalability capacity that these techniques have demonstrated. This capacity goes beyond the innate massive parallelism of evolutionary computation methods by the proposal of a variety of mechanisms specifically tailored for machine learning tasks, including knowledge representations that exploit regularities in the datasets, hardware accelerations or data‐intensive computing methods, among others. This paper reviews different classes of methods that alone or (in many cases) combined accelerate genetics‐based machine learning methods. © 2013 Wiley Periodicals, Inc.",2013,143,47,0,False,Computer Science,1697337,J. Bacardit,1822628.0,Xavier Llorà,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45b5765cd1847f6a370da01483a53e9ed9676557,https://www.semanticscholar.org/paper/45b5765cd1847f6a370da01483a53e9ed9676557,On exponential convergence of SGD in non-convex over-parametrized learning,"Large over-parametrized models learned via stochastic gradient descent (SGD) methods have become a key element in modern machine learning. Although SGD methods are very effective in practice, most theoretical analyses of SGD suggest slower convergence than what is empirically observed. In our recent work [8] we analyzed how interpolation, common in modern over-parametrized learning, results in exponential convergence of SGD with constant step size for convex loss functions. In this note, we extend those results to a much broader non-convex function class satisfying the Polyak-Lojasiewicz (PL) condition. A number of important non-convex problems in machine learning, including some classes of neural networks, have been recently shown to satisfy the PL condition. We argue that the PL condition provides a relevant and attractive setting for many machine learning problems, particularly in the over-parametrized regime.",2018,15,66,12,False,Computer Science,1679638,Raef Bassily,145520115.0,Mikhail Belkin,143791100.0,Siyuan Ma,,,Mathematics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5d819d0949692635e73368f8879a3b2ab0462974,https://www.semanticscholar.org/paper/5d819d0949692635e73368f8879a3b2ab0462974,"Comprehensive survey of deep learning in remote sensing: theories, tools, and challenges for the community","Abstract. In recent years, deep learning (DL), a rebranding of neural networks (NNs), has risen to the top in numerous areas, namely computer vision (CV), speech recognition, and natural language processing. Whereas remote sensing (RS) possesses a number of unique challenges, primarily related to sensors and applications, inevitably RS draws from many of the same theories as CV, e.g., statistics, fusion, and machine learning, to name a few. This means that the RS community should not only be aware of advancements such as DL, but also be leading researchers in this area. Herein, we provide the most comprehensive survey of state-of-the-art RS DL research. We also review recent new developments in the DL field that can be used in DL for RS. Namely, we focus on theories, tools, and challenges for the RS community. Specifically, we focus on unsolved challenges and opportunities as they relate to (i) inadequate data sets, (ii) human-understandable solutions for modeling physical phenomena, (iii) big data, (iv) nontraditional heterogeneous data sources, (v) DL architectures and learning algorithms for spectral, spatial, and temporal data, (vi) transfer learning, (vii) an improved theoretical understanding of DL systems, (viii) high barriers to entry, and (ix) training and optimizing the DL.",2017,417,390,14,True,Computer Science,145672842,J. Ball,152900419.0,Derek T. Anderson,2863960.0,Chee Seng Chan,,,Engineering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0c8067178c90f12df1eed68926d658c21b4e04f1,https://www.semanticscholar.org/paper/0c8067178c90f12df1eed68926d658c21b4e04f1,Convex Learning of Multiple Tasks and their Structure,"Reducing the amount of human supervision is a key problem in machine learning and a natural approach is that of exploiting the relations (structure) among different tasks. This is the idea at the core of multi-task learning. In this context a fundamental question is how to incorporate the tasks structure in the learning problem. We tackle this question by studying a general computational framework that allows to encode apriori knowledge of the tasks structure in the form of a convex penalty; in this setting a variety of previously proposed methods can be recovered as special cases, including linear and non-linear approaches. Within this framework, we show that tasks and their structure can be efficiently learned considering a convex optimization problem that can be approached by means of block coordinate methods such as alternating minimization and for which we prove convergence to the global minimum.",2015,42,63,12,False,Computer Science,7666146,C. Ciliberto,2211263.0,Youssef Mroueh,1685292.0,T. Poggio,1690976.0,L. Rosasco,Mathematics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bf6d4aeeb10cb389d019e7f25fdc6dfba48036dc,https://www.semanticscholar.org/paper/bf6d4aeeb10cb389d019e7f25fdc6dfba48036dc,Quantum-Assisted Learning of Hardware-Embedded Probabilistic Graphical Models,"Mainstream machine-learning techniques such as deep learning and probabilistic programming rely heavily on sampling from generally intractable probability distributions. There is increasing interest in the potential advantages of using quantum computing technologies as sampling engines to speed up these tasks or to make them more effective. However, some pressing challenges in state-of-the-art quantum annealers have to be overcome before we can assess their actual performance. The sparse connectivity, resulting from the local interaction between quantum bits in physical hardware implementations, is considered the most severe limitation to the quality of constructing powerful generative unsupervised machine-learning models. Here we use embedding techniques to add redundancy to data sets, allowing us to increase the modeling capacity of quantum annealers. We illustrate our findings by training hardware-embedded graphical models on a binarized data set of handwritten digits and two synthetic data sets in experiments with up to 940 quantum bits. Our model can be trained in quantum hardware without full knowledge of the effective parameters specifying the corresponding quantum Gibbs-like distribution; therefore, this approach avoids the need to infer the effective temperature at each iteration, speeding up learning; it also mitigates the effect of noise in the control parameters, making it robust to deviations from the reference Gibbs distribution. Our approach demonstrates the feasibility of using quantum annealers for implementing generative models, and it provides a suitable framework for benchmarking these quantum technologies on machine-learning-related tasks.",2016,78,90,2,True,Physics,3468759,M. Benedetti,1402789590.0,John Realpe-G'omez,144637418.0,R. Biswas,1402938096.0,A. Perdomo-Ortiz,Computer Science,Mathematics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
