paperId,url,title,abstract,year,referenceCount,citationCount,influentialCitationCount,isOpenAccess,fieldsOfStudy/0,fieldsOfStudy/1,authors/0/authorId,authors/0/name,authors/1/authorId,authors/1/name,authors/2/authorId,authors/2/name,authors/3/authorId,authors/3/name,fieldsOfStudy/2,authors/4/authorId,authors/4/name,authors/5/authorId,authors/5/name,authors/6/authorId,authors/6/name,authors/7/authorId,authors/7/name,authors/8/authorId,authors/8/name,authors/9/authorId,authors/9/name,authors/10/authorId,authors/10/name,authors/11/authorId,authors/11/name,authors/12/authorId,authors/12/name,authors/13/authorId,authors/13/name,authors/14/authorId,authors/14/name,authors/15/authorId,authors/15/name,authors/16/authorId,authors/16/name,authors/17/authorId,authors/17/name,authors/18/authorId,authors/18/name,authors/19/authorId,authors/19/name,authors/20/authorId,authors/20/name,authors/21/authorId,authors/21/name,authors/22/authorId,authors/22/name,authors/23/authorId,authors/23/name,authors/24/authorId,authors/24/name,authors/25/authorId,authors/25/name,authors/26/authorId,authors/26/name,authors/27/authorId,authors/27/name,authors/28/authorId,authors/28/name,authors/29/authorId,authors/29/name,authors/30/authorId,authors/30/name,authors/31/authorId,authors/31/name,authors/32/authorId,authors/32/name,authors/33/authorId,authors/33/name,authors/34/authorId,authors/34/name,authors/35/authorId,authors/35/name,authors/36/authorId,authors/36/name,authors/37/authorId,authors/37/name,authors/38/authorId,authors/38/name,authors/39/authorId,authors/39/name,authors/40/authorId,authors/40/name,authors/41/authorId,authors/41/name,authors/42/authorId,authors/42/name
309910c14208c0bc739e6a935530d524a5f86a8a,https://www.semanticscholar.org/paper/309910c14208c0bc739e6a935530d524a5f86a8a,Estimating pixel-scale land cover classification confidence using nonparametric machine learning methods,"Conventional approaches to accuracy assessment for land cover maps produced from remote sensing use either confusion matrices or the Kappa statistic to quantify map quality. These approaches yield global or class-specific measures of map quality by comparing classification results with independent ground-truth data. In most maps, considerable spatial variation is present in the accuracy of land cover labels that is not captured by these statistics. To date, this issue has rarely been addressed in the land cover remote sensing literature. The authors present a method to estimate pixel-scale land cover classification confidence using nonparametric machine learning methods. The method is based on recent theoretical developments from the domains of statistics and machine learning that explain the machine learning technique known as ""boosting"" as being equivalent to additive logistic regression. As a result, results from classification algorithms that use boosting can be assigned classification confidences based on probability estimates assigned to them using this theory. they test this approach using three different data sets. Their results demonstrate that classification errors tend to have low classification confidence while correctly classified pixels tend to have higher confidence. Thus, the method described in this paper may be used as a basis for providing spatially explicit maps of classification quality. This type of information will provide substantial additional information regarding map quality relative to more conventional quality measures and should be useful to end-users of map products derived from remote sensing.",2001,58,102,5,False,Computer Science,,40299392.0,D. McIver,33917772.0,M. Friedl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5e7047851d05b2ecef5de451dda5404acda726de,https://www.semanticscholar.org/paper/5e7047851d05b2ecef5de451dda5404acda726de,Learning from Protein Structure with Geometric Vector Perceptrons,"Learning on 3D structures of large biomolecules is emerging as a distinct area in machine learning, but there has yet to emerge a unifying network architecture that simultaneously leverages the graph-structured and geometric aspects of the problem domain. To address this gap, we introduce geometric vector perceptrons, which extend standard dense layers to operate on collections of Euclidean vectors. Graph neural networks equipped with such layers are able to perform both geometric and relational reasoning on efficient and natural representations of macromolecular structure. We demonstrate our approach on two important problems in learning from protein structure: model quality assessment and computational protein design. Our approach improves over existing classes of architectures, including state-of-the-art graph-based and voxel-based methods.",2020,48,81,20,False,Computer Science,Biology,2064253810.0,Bowen Jing,2269018.0,Stephan Eismann,8844033.0,Patricia Suriana,144531620.0,Raphael J. L. Townshend,Mathematics,2561280.0,R. Dror,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7177edea5d1116fe5473c3e6ff41a48c91f402aa,https://www.semanticscholar.org/paper/7177edea5d1116fe5473c3e6ff41a48c91f402aa,Mitigating the compiler optimization phase-ordering problem using machine learning,"Today's compilers have a plethora of optimizations to choose from, and the correct choice of optimizations can have a significant impact on the performance of the code being optimized. Furthermore, choosing the correct order in which to apply those optimizations has been a long standing problem in compilation research. Each of these optimizations interacts with the code and in turn with all other optimizations in complicated ways. Traditional compilers typically apply the same set of optimization in a fixed order to all functions in a program, without regard the code being optimized. Understanding the interactions of optimizations is very important in determining a good solution to the phase-ordering problem. This paper develops a new approach that automatically selects good optimization orderings on a per method basis within a dynamic compiler. Our approach formulates the phase-ordering problem as a Markov process and uses a characterization of the current state of the code being optimized to creating a better solution to the phase ordering problem. Our technique uses neuro-evolution to construct an artificial neural network that is capable of predicting beneficial optimization ordering for a piece of code that is being optimized. We implemented our technique in Jikes RVM and achieved significant improvements on a set of standard Java benchmarks over a well-engineered fixed order.",2012,29,120,14,True,Computer Science,,144347192.0,Sameer Kulkarni,1874233.0,J. Cavazos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208f0e4195e22e8079ee894397b7a3d1ce99091b,https://www.semanticscholar.org/paper/208f0e4195e22e8079ee894397b7a3d1ce99091b,Identifying implementation bugs in machine learning based image classifiers using metamorphic testing,"We have recently witnessed tremendous success of Machine Learning (ML) in practical applications. Computer vision, speech recognition and language translation have all seen a near human level performance. We expect, in the near future, most business applications will have some form of ML. However, testing such applications is extremely challenging and would be very expensive if we follow today's methodologies. In this work, we present an articulation of the challenges in testing ML based applications. We then present our solution approach, based on the concept of Metamorphic Testing, which aims to identify implementation bugs in ML based image classifiers. We have developed metamorphic relations for an application based on Support Vector Machine and a Deep Learning based application. Empirical validation showed that our approach was able to catch 71% of the implementation bugs in the ML applications.",2018,37,120,11,True,Computer Science,,15854877.0,Anurag Dwarakanath,2059931153.0,Manish Ahuja,51123546.0,Samarth Sikand,51126776.0,Raghotham M. Rao,,145471941.0,R. Bose,2071149341.0,Neville Dubash,49424498.0,Sanjay Podder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aad41c3828185b8d3e89b73867476b63ad0b9383,https://www.semanticscholar.org/paper/aad41c3828185b8d3e89b73867476b63ad0b9383,Neural Models for Information Retrieval,"Neural ranking models for information retrieval (IR) use shallow or deep neural networks to rank search results in response to a query. Traditional learning to rank models employ machine learning techniques over hand-crafted IR features. By contrast, neural models learn representations of language from raw text that can bridge the gap between query and document vocabulary. Unlike classical IR models, these new machine learning based approaches are data-hungry, requiring large scale training data before they can be deployed. This tutorial introduces basic concepts and intuitions behind neural IR models, and places them in the context of traditional retrieval models. We begin by introducing fundamental concepts of IR and different neural and non-neural approaches to learning vector representations of text. We then review shallow neural IR methods that employ pre-trained neural term embeddings without learning the IR task end-to-end. We introduce deep neural networks next, discussing popular deep architectures. Finally, we review the current DNN models for information retrieval. We conclude with a discussion on potential future directions for neural IR.",2017,231,137,9,False,Computer Science,,116506812.0,Bhaskar Mitra,1703980.0,Nick Craswell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3babafe0c2d2b5109a31ec79fa38ffa3caba9709,https://www.semanticscholar.org/paper/3babafe0c2d2b5109a31ec79fa38ffa3caba9709,Ship localization in Santa Barbara Channel using machine learning classifiers.,"Machine learning classifiers are shown to outperform conventional matched field processing for a deep water (600 m depth) ocean acoustic-based ship range estimation problem in the Santa Barbara Channel Experiment when limited environmental information is known. Recordings of three different ships of opportunity on a vertical array were used as training and test data for the feed-forward neural network and support vector machine classifiers, demonstrating the feasibility of machine learning methods to locate unseen sources. The classifiers perform well up to 10 km range whereas the conventional matched field processing fails at about 4 km range without accurate environmental information.",2017,17,59,1,True,Computer Science,Medicine,8792988.0,Haiqiang Niu,15018343.0,Emma Ozanich,1929240.0,P. Gerstoft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82f7073b503143cf3ed4d59dca2f206ba18a31b9,https://www.semanticscholar.org/paper/82f7073b503143cf3ed4d59dca2f206ba18a31b9,Optimizing Federated Learning on Non-IID Data with Reinforcement Learning,"The widespread deployment of machine learning applications in ubiquitous environments has sparked interests in exploiting the vast amount of data stored on mobile devices. To preserve data privacy, Federated Learning has been proposed to learn a shared model by performing distributed training locally on participating devices and aggregating the local models into a global one. However, due to the limited network connectivity of mobile devices, it is not practical for federated learning to perform model updates and aggregation on all participating devices in parallel. Besides, data samples across all devices are usually not independent and identically distributed (IID), posing additional challenges to the convergence and speed of federated learning. In this paper, we propose Favor, an experience-driven control framework that intelligently chooses the client devices to participate in each round of federated learning to counterbalance the bias introduced by non-IID data and to speed up convergence. Through both empirical and mathematical analysis, we observe an implicit connection between the distribution of training data on a device and the model weights trained based on those data, which enables us to profile the data distribution on that device based on its uploaded model weights. We then propose a mechanism based on deep Q-learning that learns to select a subset of devices in each communication round to maximize a reward that encourages the increase of validation accuracy and penalizes the use of more communication rounds. With extensive experiments performed in PyTorch, we show that the number of communication rounds required in federated learning can be reduced by up to 49% on the MNIST dataset, 23% on FashionMNIST, and 42% on CIFAR-10, as compared to the Federated Averaging algorithm.",2020,18,236,27,False,Computer Science,,39483391.0,Hao Wang,2005216177.0,Zakhary Kaplan,1714907.0,Di Niu,91269142.0,Baochun Li,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214bb2e60990ee1c8f396a0f29a93af187f951c2,https://www.semanticscholar.org/paper/214bb2e60990ee1c8f396a0f29a93af187f951c2,The Value of Collaboration in Convex Machine Learning with Differential Privacy,"In this paper, we apply machine learning to distributed private data owned by multiple data owners, entities with access to non-overlapping training datasets. We use noisy, differentially-private gradients to minimize the fitness cost of the machine learning model using stochastic gradient descent. We quantify the quality of the trained model, using the fitness cost, as a function of privacy budget and size of the distributed datasets to capture the trade-off between privacy and utility in machine learning. This way, we can predict the outcome of collaboration among privacy-aware data owners prior to executing potentially computationally-expensive machine learning algorithms. Particularly, we show that the difference between the fitness of the trained machine learning model using differentially-private gradient queries and the fitness of the trained machine model in the absence of any privacy concerns is inversely proportional to the size of the training datasets squared and the privacy budget squared. We successfully validate the performance prediction with the actual performance of the proposed privacy-aware learning algorithms, applied to: financial datasets for determining interest rates of loans using regression; and detecting credit card frauds using support vector machines.",2019,35,44,4,True,Computer Science,Mathematics,2068343830.0,Nan Wu,145788331.0,Farhad Farokhi,2153149908.0,David B. Smith,1708760.0,M. Kâafar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e55a12818d7b65f3b728059ab8937c30bfa2b694,https://www.semanticscholar.org/paper/e55a12818d7b65f3b728059ab8937c30bfa2b694,Gesture modeling and recognition using finite state machines,"We propose a state-based approach to gesture learning and recognition. Using spatial clustering and temporal alignment, each gesture is defined to be an ordered sequence of states in spatial-temporal space. The 2D image positions of the centers of the head and both hands of the user are used as features; these are located by a color-based tracking method. From training data of a given gesture, we first learn the spatial information and then group the data into segments that are automatically aligned temporally. The temporal information is further integrated to build a finite state machine (FSM) recognizer. Each gesture has a FSM corresponding to it. The computational efficiency of the FSM recognizers allows us to achieve real-time on-line performance. We apply this technique to build an experimental system that plays a game of ""Simon Says"" with the user.",2000,11,269,9,True,Computer Science,,8824068.0,P. Hong,153652752.0,Thomas S. Huang,144097660.0,M. Turk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0bff8898e3ebb1ab67fd20b5db00c6cb1938e6c3,https://www.semanticscholar.org/paper/0bff8898e3ebb1ab67fd20b5db00c6cb1938e6c3,Learning to combine foveal glimpses with a third-order Boltzmann machine,"We describe a model based on a Boltzmann machine with third-order connections that can learn how to accumulate information about a shape over several fixations. The model uses a retina that only has enough high resolution pixels to cover a small area of the image, so it must decide on a sequence of fixations and it must combine the ""glimpse"" at each fixation with the location of the fixation before integrating the information with information from other glimpses of the same object. We evaluate this model on a synthetic dataset and two image classification datasets, showing that it can perform at least as well as a model trained on whole images.",2010,24,385,8,False,Computer Science,,1777528.0,H. Larochelle,1695689.0,Geoffrey E. Hinton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a72af788be16139536d3f19a2381c4504de7ae6b,https://www.semanticscholar.org/paper/a72af788be16139536d3f19a2381c4504de7ae6b,A Machine Learning Methodology for Diagnosing Chronic Kidney Disease,"Chronic kidney disease (CKD) is a global health problem with high morbidity and mortality rate, and it induces other diseases. Since there are no obvious symptoms during the early stages of CKD, patients often fail to notice the disease. Early detection of CKD enables patients to receive timely treatment to ameliorate the progression of this disease. Machine learning models can effectively aid clinicians achieve this goal due to their fast and accurate recognition performance. In this study, we propose a machine learning methodology for diagnosing CKD. The CKD data set was obtained from the University of California Irvine (UCI) machine learning repository, which has a large number of missing values. KNN imputation was used to fill in the missing values, which selects several complete samples with the most similar measurements to process the missing data for each incomplete sample. Missing values are usually seen in real-life medical situations because patients may miss some measurements for various reasons. After effectively filling out the incomplete data set, six machine learning algorithms (logistic regression, random forest, support vector machine, k-nearest neighbor, naive Bayes classifier and feed forward neural network) were used to establish models. Among these machine learning models, random forest achieved the best performance with 99.75% diagnosis accuracy. By analyzing the misjudgments generated by the established models, we proposed an integrated model that combines logistic regression and random forest by using perceptron, which could achieve an average accuracy of 99.83% after ten times of simulation. Hence, we speculated that this methodology could be applicable to more complicated clinical data for disease diagnosis.",2020,35,62,6,True,Computer Science,,1491639926.0,Jiongming Qin,2118537154.0,Lin Chen,2108173123.0,Yuhua Liu,50557626.0,Chuanjun Liu,,15939357.0,Changhao Feng,2146711235.0,Bin Chen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5910ccdd6658998d3fd695945050aeaf40b2f182,https://www.semanticscholar.org/paper/5910ccdd6658998d3fd695945050aeaf40b2f182,Memory-Based Language Processing,"Memory-based language processing--a machine learning and problem solving method for language technology--is based on the idea that the direct re-use of examples using analogical reasoning is more suited for solving language processing problems than the application of rules extracted from those examples. This book discusses the theory and practice of memory-based language processing, showing its comparative strengths over alternative methods of language modelling. Language is complex, with few generalizations, many sub-regularities and exceptions, and the advantage of memory-based language processing is that it does not abstract away from this valuable low-frequency information.",2009,11,410,14,False,Computer Science,,1735272.0,Walter Daelemans,145977875.0,Antal van den Bosch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ae85a32fb402effb4f1a2bde1d40243c66fd1096,https://www.semanticscholar.org/paper/ae85a32fb402effb4f1a2bde1d40243c66fd1096,Hate speech detection in the Indonesian language: A dataset and preliminary study,"The objective of our work is to detect hate speech in the Indonesian language. As far as we know, the research on this subject is still very rare. The only research we found has created a dataset for hate speech against religion, but the quality of this dataset is inadequate. Our research aimed to create a new dataset that covers hate speech in general, including hatred for religion, race, ethnicity, and gender. In addition, we also conducted a preliminary study using machine learning approach. Machine learning so far is the most frequently used approach in classifying text. We compared the performance of several features and machine learning algorithms for hate speech detection. Features that extracted were word n-gram with n=l and n=2, character n-gram with n=3 and n=4, and negative sentiment. The classification was performed using Naïve Bayes, Support Vector Machine, Bayesian Logistic Regression, and Random Forest Decision Tree. An F-measure of 93.5% was achieved when using word n-gram feature with Random Forest Decision Tree algorithm. Results also show that word n-gram feature outperformed character n-gram.",2017,11,108,16,False,Computer Science,,2683858.0,Ika Alfina,2072451661.0,Rio Mulia,2656725.0,M. I. Fanany,41037202.0,Yudo Ekanata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
408b3539cad0d5ca5f74ab60d4ed0b290f133a84,https://www.semanticscholar.org/paper/408b3539cad0d5ca5f74ab60d4ed0b290f133a84,Comparing Boosting and Bagging Techniques With Noisy and Imbalanced Data,"This paper compares the performance of several boosting and bagging techniques in the context of learning from imbalanced and noisy binary-class data. Noise and class imbalance are two well-established data characteristics encountered in a wide range of data mining and machine learning initiatives. The learning algorithms studied in this paper, which include SMOTEBoost, RUSBoost, Exactly Balanced Bagging, and Roughly Balanced Bagging, combine boosting or bagging with data sampling to make them more effective when data are imbalanced. These techniques are evaluated in a comprehensive suite of experiments, for which nearly four million classification models were trained. All classifiers are assessed using seven different performance metrics, providing a complete perspective on the performance of these techniques, and results are tested for statistical significance via analysis-of-variance modeling. The experiments show that the bagging techniques generally outperform boosting, and hence in noisy data environments, bagging is the preferred method for handling class imbalance.",2011,46,241,16,False,Computer Science,,1725285.0,T. Khoshgoftaar,3328057.0,J. V. Hulse,1690347.0,A. Napolitano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
464656fc6431f1db8b2e0b0b3093a5df1cb7958e,https://www.semanticscholar.org/paper/464656fc6431f1db8b2e0b0b3093a5df1cb7958e,Interpretability of machine learning models and representations: an introduction,"Interpretability is often a major concern in machine learning. Although many authors agree with this statement, interpretability is often tackled with intuitive arguments, distinct (yet related) terms and heuristic quantifications. This short survey aims to clarify the concepts related to interpretability and emphasises the distinction between interpreting models and representations, as well as heuristic-based and user-based approaches.",2016,29,85,11,False,Computer Science,,8533198.0,A. Bibal,1786603.0,Benoît Frénay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e0a9287d3004e95b36630476faab72c18684d731,https://www.semanticscholar.org/paper/e0a9287d3004e95b36630476faab72c18684d731,"On neurobiological, neuro-fuzzy, machine learning, and statistical pattern recognition techniques","In this paper, we propose two new neuro-fuzzy schemes, one for classification and one for clustering problems. The classification scheme is based on Simpson's fuzzy min-max method (1992, 1993) and relaxes some assumptions he makes. This enables our scheme to handle mutually nonexclusive classes. The neuro-fuzzy clustering scheme is a multiresolution algorithm that is modeled after the mechanics of human pattern recognition. We also present data from an exhaustive comparison of these techniques with neural, statistical, machine learning, and other traditional approaches to pattern recognition applications. The data sets used for comparisons include those from the machine learning repository at the University of California, Irvine. We find that our proposed schemes compare quite well with the existing techniques, and in addition offer the advantages of one-pass learning and online adaptation.",1997,80,86,4,False,Computer Science,Medicine,145029954.0,A. Joshi,3118728.0,Narendran Ramakrishman,1682549.0,E. Houstis,34227915.0,Purdue R. Rice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21ad6fda64e3749692dc73b32278bd47ed415acb,https://www.semanticscholar.org/paper/21ad6fda64e3749692dc73b32278bd47ed415acb,Active learning in multimedia annotation and retrieval: A survey,"Active learning is a machine learning technique that selects the most informative samples for labeling and uses them as training data. It has been widely explored in multimedia research community for its capability of reducing human annotation effort. In this article, we provide a survey on the efforts of leveraging active learning in multimedia annotation and retrieval. We mainly focus on two application domains: image/video annotation and content-based image retrieval. We first briefly introduce the principle of active learning and then we analyze the sample selection criteria. We categorize the existing sample selection strategies used in multimedia annotation and retrieval into five criteria: risk reduction, uncertainty, diversity, density and relevance. We then introduce several classification models used in active learning-based multimedia annotation and retrieval, including semi-supervised learning, multilabel learning and multiple instance learning. We also provide a discussion on several future trends in this research direction. In particular, we discuss cost analysis of human annotation and large-scale interactive multimedia annotation.",2011,95,238,11,False,Computer Science,,2146057887.0,Meng Wang,143863244.0,Xiansheng Hua,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ea22871302da564c1b5c7ee8fc5f0839133198ff,https://www.semanticscholar.org/paper/ea22871302da564c1b5c7ee8fc5f0839133198ff,Quantum Generative Adversarial Learning.,"Generative adversarial networks represent a powerful tool for classical machine learning: a generator tries to create statistics for data that mimics those of a true data set, while a discriminator tries to discriminate between the true and fake data. The learning process for generator and discriminator can be thought of as an adversarial game, and under reasonable assumptions, the game converges to the point where the generator generates the same statistics as the true data and the discriminator is unable to discriminate between the true and the generated data. This Letter introduces the notion of quantum generative adversarial networks, where the data consist either of quantum states or of classical data, and the generator and discriminator are equipped with quantum information processors. We show that the unique fixed point of the quantum adversarial game also occurs when the generator produces the same statistics as the data. Neither the generator nor the discriminator perform quantum tomography; linear programing drives them to the optimal. Since quantum systems are intrinsically probabilistic, the proof of the quantum case is different from-and simpler than-the classical case. We show that, when the data consist of samples of measurements made on high-dimensional spaces, quantum adversarial networks may exhibit an exponential advantage over classical adversarial networks.",2018,21,231,9,True,Medicine,Computer Science,145762777.0,S. Lloyd,2260031.0,C. Weedbrook,,,,,Physics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bc89a6fbf43cf911f71e5428d0b4a70fa5a40be9,https://www.semanticscholar.org/paper/bc89a6fbf43cf911f71e5428d0b4a70fa5a40be9,A Human-Centered Agenda for Intelligible Machine Learning,"To build machine learning systems that are reliable, trustworthy, and fair, we must be able to provide relevant stakeholders with an understanding of how these systems work. Yet what makes a system “intelligible” is difficult to pin down. Intelligibility is a fundamentally human-centered concept that lacks a one-size-fits-all solution. Although many intelligibility techniques have been proposed in the machine learning literature, there are many more open questions about how best to provide stakeholders with the information they need to achieve their desired goals. In this chapter, we begin with an overview of the intelligible machine learning landscape and give several examples of the diverse ways in which needs for intelligibility can arise. We provide an overview of the techniques for achieving intelligibility that have been proposed in the machine learning literature. We discuss the importance of taking a human-centered strategy when designing intelligibility techniques or when verifying that these techniques achieve their intended goals. We also argue that the notion of intelligibility should be expanded beyond machine learning models to other components of machine learning systems, such as datasets and performance metrics. Finally, we emphasize the necessity of tight integration between the machine learning and human–computer interaction communities.",2021,69,40,0,False,Computer Science,,4006636.0,Jennifer Wortman Vaughan,1831395.0,H. Wallach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9d531d27cd6163fbf9d6ee0ede577b4342f77c62,https://www.semanticscholar.org/paper/9d531d27cd6163fbf9d6ee0ede577b4342f77c62,Using Supervised Machine Learning to Code Policy Issues,"Content analysis of political communication usually covers large amounts of material and makes the study of dynamics in issue salience a costly enterprise. In this article, we present a supervised machine learning approach for the automatic coding of policy issues, which we apply to news articles and parliamentary questions. Comparing computer-based annotations with human annotations shows that our method approaches the performance of human coders. Furthermore, we investigate the capability of an automatic coding tool, which is based on supervised machine learning, to generalize across contexts. We conclude by highlighting implications for methodological advances and empirical theory testing.",2015,15,75,4,True,Sociology,,2423093.0,Bjorn Burscher,72580502.0,R. Vliegenthart,51913730.0,C. D. de Vreese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26d11d2eab9b9842130e1fef2ce6f6e22324556d,https://www.semanticscholar.org/paper/26d11d2eab9b9842130e1fef2ce6f6e22324556d,Coronavirus (COVID-19) Classification using CT Images by Machine Learning Methods,"This study presents early phase detection of Coronavirus (COVID-19), which is named by World Health Organization (WHO), by machine learning methods. The detection process was implemented on abdominal Computed Tomography (CT) images. The expert radiologists detected from CT images that COVID-19 shows different behaviours from other viral pneumonia. Therefore, the clinical experts specify that COVID-19 virus needs to be diagnosed in early phase. For detection of the COVID-19, four different datasets were formed by taking patches sized as 16x16, 32x32, 48x48, 64x64 from 150 CT images. The feature extraction process was applied to patches to increase the classification performance. Grey Level Co-occurrence Matrix (GLCM), Local Directional Pattern (LDP), Grey Level Run Length Matrix (GLRLM), Grey-Level Size Zone Matrix (GLSZM), and Discrete Wavelet Transform (DWT) algorithms were used as feature extraction methods. Support Vector Machines (SVM) classified the extracted features. 2-fold, 5-fold and 10-fold cross-validations were implemented during the classification process. Sensitivity, specificity, accuracy, precision, and F-score metrics were used to evaluate the classification performance. The best classification accuracy was obtained as 99.68% with 10-fold cross-validation and GLSZM feature extraction method.",2020,32,245,20,False,Computer Science,Mathematics,27841306.0,Mücahid Barstugan,40704934.0,U. Ozkaya,51426877.0,Ş. Öztürk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f50f097c55f1afa67efd4b1d3217751646d66eaf,https://www.semanticscholar.org/paper/f50f097c55f1afa67efd4b1d3217751646d66eaf,Interpersonal Synchrony: A Survey of Evaluation Methods across Disciplines,"Synchrony refers to individuals' temporal coordination during social interactions. The analysis of this phenomenon is complex, requiring the perception and integration of multimodal communicative signals. The evaluation of synchrony has received multidisciplinary attention because of its role in early development, language learning, and social connection. Originally studied by developmental psychologists, synchrony has now captured the interest of researchers in such fields as social signal processing, robotics, and machine learning. This paper emphasizes the current questions asked by synchrony evaluation and the state-of-the-art related methods. First, we present definitions and functions of synchrony in youth and adulthood. Next, we review the noncomputational and computational approaches of annotating, evaluating, and modeling interactional synchrony. Finally, the current limitations and future research directions in the fields of developmental robotics, social robotics, and clinical studies are discussed.",2012,158,349,15,False,Computer Science,Psychology,2729370.0,E. Delaherche,1680828.0,M. Chetouani,153344543.0,A. Mahdhaoui,1402522992.0,C. Saint-Georges,,2241189.0,Sylvie Viaux,2106390686.0,D. Cohen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f01049c187806b3a7794b11219b7a3ce3f5bf692,https://www.semanticscholar.org/paper/f01049c187806b3a7794b11219b7a3ce3f5bf692,The Russian Theory of Activity: Current Applications To Design and Learning,"Contents: E.A. Fleishman, Foreword. The Concept of Work Activity. Self-Regulation of Activity. Information Processing. Design of the Human Machine System. Representative Examples of Russian Ergonomics Studies. System-Structural Analysis and Design of Work Activity. Learning and Training. Other Theories of Learning From Activity Viewpoint. Characteristics of the Work Process.",1997,8,122,13,False,Computer Science,,70091035.0,G. Z. Bednyĭ,145597119.0,D. Meister,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
