paperId,url,title,abstract,year,referenceCount,citationCount,influentialCitationCount,isOpenAccess,fieldsOfStudy/0,authors/0/authorId,authors/0/name,authors/1/authorId,authors/1/name,fieldsOfStudy/1,authors/2/authorId,authors/2/name,authors/3/authorId,authors/3/name,authors/4/authorId,authors/4/name,authors/5/authorId,authors/5/name,authors/6/authorId,authors/6/name,authors/7/authorId,authors/7/name,fieldsOfStudy/2,authors/8/authorId,authors/8/name,authors/9/authorId,authors/9/name,authors/10/authorId,authors/10/name,authors/11/authorId,authors/11/name,authors/12/authorId,authors/12/name,authors/13/authorId,authors/13/name,authors/14/authorId,authors/14/name,authors/15/authorId,authors/15/name,authors/16/authorId,authors/16/name,authors/17/authorId,authors/17/name,fieldsOfStudy/3
e70b9a38fcf8373865dd6e7b45e45cca7ff2eaa9,https://www.semanticscholar.org/paper/e70b9a38fcf8373865dd6e7b45e45cca7ff2eaa9,Semi-supervised Knowledge Transfer for Deep Learning from Private Training Data,"Some machine learning applications involve training data that is sensitive, such as the medical histories of patients in a clinical trial. A model may inadvertently and implicitly store some of its training data; careful analysis of the model may therefore reveal sensitive information. To address this problem, we demonstrate a generally applicable approach to providing strong privacy guarantees for training data: Private Aggregation of Teacher Ensembles (PATE). The approach combines, in a black-box fashion, multiple models trained with disjoint datasets, such as records from different subsets of users. Because they rely directly on sensitive data, these models are not published, but instead used as ""teachers"" for a ""student"" model. The student learns to predict an output chosen by noisy voting among all of the teachers, and cannot directly access an individual teacher or the underlying data or parameters. The student's privacy properties can be understood both intuitively (since no single teacher and thus no single dataset dictates the student's training) and formally, in terms of differential privacy. These properties hold even if an adversary can not only query the student but also inspect its internal workings. Compared with previous work, the approach imposes only weak assumptions on how teachers are trained: it applies to any model, including non-convex models like DNNs. We achieve state-of-the-art privacy/utility trade-offs on MNIST and SVHN thanks to an improved privacy analysis and semi-supervised learning.",2016,42,685,118,False,Computer Science,1967156,Nicolas Papernot,2057642721.0,Martín Abadi,Mathematics,1758110.0,Ú. Erlingsson,153440022.0,Ian J. Goodfellow,35210462.0,Kunal Talwar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d592544922d2a8849c4ca14867797ab76d0f0953,https://www.semanticscholar.org/paper/d592544922d2a8849c4ca14867797ab76d0f0953,Support vector machine techniques for nonlinear equalization,"The emerging machine learning technique called support vector machines is proposed as a method for performing nonlinear equalization in communication systems. The support vector machine has the advantage that a smaller number of parameters for the model can be identified in a manner that does not require the extent of prior information or heuristic assumptions that some previous techniques require. Furthermore, the optimization method of a support vector machine is quadratic programming, which is a well-studied and understood mathematical programming technique. Support vector machine simulations are carried out on nonlinear problems previously studied by other researchers using neural networks. This allows initial comparison against other techniques to determine the feasibility of using the proposed method for nonlinear detection. Results show that support vector machines perform as well as neural networks on the nonlinear problems investigated. A method is then proposed to introduce decision feedback processing to support vector machines to address the fact that intersymbol interference (ISI) data generates input vectors having temporal correlation, whereas a standard support vector machine assumes independent input vectors. Presenting the problem from the viewpoint of the pattern space illustrates the utility of a bank of support vector machines. This approach yields a nonlinear processing method that is somewhat different than the nonlinear decision feedback method whereby the linear feedback filter of the decision feedback equalizer is replaced by a Volterra filter. A simulation using a linear system shows that the proposed method performs equally to a conventional decision feedback equalizer for this problem.",2000,40,300,14,False,Computer Science,1736284,D. Sebald,1686036.0,J. Bucklew,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bef0912974f272d6951de503c2f3edfa725e899f,https://www.semanticscholar.org/paper/bef0912974f272d6951de503c2f3edfa725e899f,SURVEY ON EVOLVING DEEP LEARNING NEURAL NETWORK ARCHITECTURES,"The deep learning being a subcategory of the machine learning follows the human instincts of learning by example to produce accurate results. The deep learning performs training to the computer frame work to directly classify the tasks from the documents available either in the form of the text, image, or the sound. Most often the deep learning utilizes the neural network to perform the accurate classification and is referred as the deep neural networks; one of the most common deep neural networks used in a broader range of applications is the convolution neural network that provides an automated way of feature extraction by learning the features directly from the images or the text unlike the machine learning that extracts the features manually. This enables the deep learning neural networks to have a state of art accuracy that mostly expels even the human performance. So the paper is to present the survey on the deep learning neural network architectures utilized in various applications for having an accurate classification with an automated feature extraction.",2019,31,212,7,False,Computer Science,1423434950,A. Bashar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3883850e09fec66f389697f90d84d468ed8aa062,https://www.semanticscholar.org/paper/3883850e09fec66f389697f90d84d468ed8aa062,A Case Study of Incremental Concept Induction,"Application of machine induction techniques in complex domains promises to push the computational limits of non-incremental, search intensive induction methods. Learning effectiveness in complex domains requires the development of incremental, cost effective methods. However, discussion of dimensions for comparing the utility of differing incremental methods has been lacking. In this paper we introduce 3 dimensions for characterizing incremental concept induction systems which relate to the cost and quality of learning. The dimensions are used to compare the respective merits of 4 incremental variants of Quinlan's learning from examples program, ID3. This comparison indicates that cost effective induction can be obtained, without significantly detracting from the quality of induced knowledge.",1986,5,364,17,False,Computer Science,2620923,J. C. Schlimmer,8993101.0,D. Fisher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d5344942fbba45b7f1a17a5e16b11d4f53a954ee,https://www.semanticscholar.org/paper/d5344942fbba45b7f1a17a5e16b11d4f53a954ee,A Note on the Utility of Incremental Learning,"Historically, inductive machine learning has focused on nondincremental learning tasks, i.e., where the training set can be constructed a priori and learning stops once this set has been duly processed. There are, however, a number of areas, such as agents, where learning tasks are incremental. This paper defines the notion of incrementality for learning tasks and algorithms. It then provides some motivation for incremental learning and argues in favour of the design of incremental learning algorithms for solving incremental learning tasks. A number of issues raised by such systems are outlined and the incremental learner ILA is used for illustration.",2000,31,198,14,False,Computer Science,1398517004,C. Giraud-Carrier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02550ca5b686ba5a95b2782ae1904c98cf402c03,https://www.semanticscholar.org/paper/02550ca5b686ba5a95b2782ae1904c98cf402c03,Prototype-based models in machine learning.,"An overview is given of prototype-based models in machine learning. In this framework, observations, i.e., data, are stored in terms of typical representatives. Together with a suitable measure of similarity, the systems can be employed in the context of unsupervised and supervised analysis of potentially high-dimensional, complex datasets. We discuss basic schemes of competitive vector quantization as well as the so-called neural gas approach and Kohonen's topology-preserving self-organizing map. Supervised learning in prototype systems is exemplified in terms of learning vector quantization. Most frequently, the familiar Euclidean distance serves as a dissimilarity measure. We present extensions of the framework to nonstandard measures and give an introduction to the use of adaptive distances in relevance learning.",2016,92,98,3,True,Computer Science,144951109,Michael Biehl,143684647.0,B. Hammer,Medicine,9320960.0,T. Villmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
090a3e91629759fb66dd7206c4c3ed4c1fce45c9,https://www.semanticscholar.org/paper/090a3e91629759fb66dd7206c4c3ed4c1fce45c9,Experimental realization of a quantum support vector machine.,"The fundamental principle of artificial intelligence is the ability of machines to learn from previous experience and do future work accordingly. In the age of big data, classical learning machines often require huge computational resources in many practical cases. Quantum machine learning algorithms, on the other hand, could be exponentially faster than their classical counterparts by utilizing quantum parallelism. Here, we demonstrate a quantum machine learning algorithm to implement handwriting recognition on a four-qubit NMR test bench. The quantum machine learns standard character fonts and then recognizes handwritten characters from a set with two candidates. Because of the wide spread importance of artificial intelligence and its tremendous consumption of computational resources, quantum speedup would be extremely attractive against the challenges of big data.",2015,0,110,3,True,Computer Science,5312421,Zhaokai Li,48032382.0,Xiaomei Liu,Medicine,145203231.0,Nanyang Xu,145084594.0,Jiangfeng Du,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0b6624f39c549f99422b49e1e7a004492ed3d11c,https://www.semanticscholar.org/paper/0b6624f39c549f99422b49e1e7a004492ed3d11c,bartMachine: Machine Learning with Bayesian Additive Regression Trees,"We present a new package in R implementing Bayesian additive regression trees (BART). The package introduces many new features for data analysis using BART such as variable selection, interaction detection, model diagnostic plots, incorporation of missing data and the ability to save trees for future prediction. It is significantly faster than the current R implementation, parallelized, and capable of handling both large sample sizes and high-dimensional data.",2013,30,250,20,True,Computer Science,50645721,A. Kapelner,1576051500.0,J. Bleich,Mathematics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cd444f03cefc14ae5a322c4df9f7c4e361bbb927,https://www.semanticscholar.org/paper/cd444f03cefc14ae5a322c4df9f7c4e361bbb927,Atom-density representations for machine learning.,"The applications of machine learning techniques to chemistry and materials science become more numerous by the day. The main challenge is to devise representations of atomic systems that are at the same time complete and concise, so as to reduce the number of reference calculations that are needed to predict the properties of different types of materials reliably. This has led to a proliferation of alternative ways to convert an atomic structure into an input for a machine-learning model. We introduce an abstract definition of chemical environments that is based on a smoothed atomic density, using a bra-ket notation to emphasize basis set independence and to highlight the connections with some popular choices of representations for describing atomic systems. The correlations between the spatial distribution of atoms and their chemical identities are computed as inner products between these feature kets, which can be given an explicit representation in terms of the expansion of the atom density on orthogonal basis functions, that is equivalent to the smooth overlap of atomic positions power spectrum, but also in real space, corresponding to n-body correlations of the atom density. This formalism lays the foundations for a more systematic tuning of the behavior of the representations, by introducing operators that represent the correlations between structure, composition, and the target properties. It provides a unifying picture of recent developments in the field and indicates a way forward toward more effective and computationally affordable machine-learning schemes for molecules and materials.",2018,77,105,1,True,Materials Science,11042469,Michael J. Willatt,34778608.0,F. Musil,Physics,1917770.0,M. Ceriotti,,,,,,,,,,,Medicine,,,,,,,,,,,,,,,,,,,,,
551a2463db60c3b65074b016de83c0fbd996504d,https://www.semanticscholar.org/paper/551a2463db60c3b65074b016de83c0fbd996504d,Learning classifiers for misuse and anomaly detection using a bag of system calls representation,"In this paper, we propose a ""bag of system calls"" representation for intrusion detection in system call sequences and describe misuse and anomaly detection results with standard machine learning techniques on University of New Mexico (UNM) and MIT Lincoln Lab (MIT LL) system call sequences with the proposed representation. With the feature representation as input, we compare the performance of several machine learning techniques for misuse detection and show experimental results on anomaly detection. The results show that standard machine learning and clustering techniques on simple ""bag of system calls"" representation of system call sequences is effective and often performs better than those approaches that use foreign contiguous subsequences in detecting intrusive behaviors of compromised processes.",2005,34,156,8,True,Computer Science,1955615,Dae-Ki Kang,29616408.0,D. Fuller,,145513516.0,Vasant G Honavar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6ce7dbba9fd5492acbadbd44a8590571bffa144c,https://www.semanticscholar.org/paper/6ce7dbba9fd5492acbadbd44a8590571bffa144c,GeePS: scalable deep learning on distributed GPUs with a GPU-specialized parameter server,"Large-scale deep learning requires huge computational resources to train a multi-layer neural network. Recent systems propose using 100s to 1000s of machines to train networks with tens of layers and billions of connections. While the computation involved can be done more efficiently on GPUs than on more traditional CPU cores, training such networks on a single GPU is too slow and training on distributed GPUs can be inefficient, due to data movement overheads, GPU stalls, and limited GPU memory. This paper describes a new parameter server, called GeePS, that supports scalable deep learning across GPUs distributed among multiple machines, overcoming these obstacles. We show that GeePS enables a state-of-the-art single-node GPU implementation to scale well, such as to 13 times the number of training images processed per second on 16 machines (relative to the original optimized single-node code). Moreover, GeePS achieves a higher training throughput with just four GPU machines than that a state-of-the-art CPU-only system achieves with 108 machines.",2016,42,292,32,True,Computer Science,1874200,Henggang Cui,1682058.0,H. Zhang,,1707164.0,G. Ganger,1974678.0,Phillip B. Gibbons,143977260.0,E. Xing,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e27bccbf297f11e96ec574273b75bf19871dff40,https://www.semanticscholar.org/paper/e27bccbf297f11e96ec574273b75bf19871dff40,Advances in Machine Learning Based Text Categorization,"In recent years, there have been extensive studies and rapid progresses in automatic text categorization, which is one of the hotspots and key techniques in the information retrieval and data mining field. Highlighting the state-of-art challenging issues and research trends for content information processing of Internet and other complex applications, this paper presents a survey on the up-to-date development in text categorization based on machine learning, including model, algorithm and evaluation. It is pointed out that problems such as nonlinearity, skewed data distribution, labeling bottleneck, hierarchical categorization, scalability of algorithms and categorization of Web pages are the key problems to the study of text categorization. Possible solutions to these problems are also discussed respectively. Finally, some future directions of research are given.",2006,100,114,3,False,Computer Science,101111982,Su Jinshu,9441976.0,Zhang Bo-feng,,2054666190.0,Xu Xin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80e34049beab0e1aae5cc7a15f672d68e4ecf229,https://www.semanticscholar.org/paper/80e34049beab0e1aae5cc7a15f672d68e4ecf229,PyStruct: learning structured prediction in python,"Structured prediction methods have become a central tool for many machine learning applications. While more and more algorithms are developed, only very few implementations are available. PyStruct aims at providing a general purpose implementation of standard structured prediction methods, both for practitioners and as a baseline for researchers. It is written in Python and adapts paradigms and types from the scientific Python community for seamless integration with other projects.",2014,24,88,12,False,Computer Science,2113785713,Andreas C. Müller,1699019.0,Sven Behnke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b95dda2f2e606c91b69f371c1a706248cb5f69bb,https://www.semanticscholar.org/paper/b95dda2f2e606c91b69f371c1a706248cb5f69bb,On the Feasibility of Deep Learning in Sensor Network Intrusion Detection,"In this letter, we present a comprehensive analysis of the use of machine and deep learning (DL) solutions for IDS systems in wireless sensor networks (WSNs). To accomplish this, we introduce restricted Boltzmann machine-based clustered IDS (RBC-IDS), a potential DL-based IDS methodology for monitoring critical infrastructures by WSNs. We study the performance of RBC-IDS, and compare it to the previously proposed adaptive machine learning-based IDS: the adaptively supervised and clustered hybrid IDS (ASCH-IDS). Numerical results show that RBC-IDS and ASCH-IDS achieve the same detection and accuracy rates, though the detection time of RBC-IDS is approximately twice that of ASCH-IDS.",2019,16,150,3,False,Computer Science,2823694,S. Otoum,2497479.0,B. Kantarci,,144769367.0,H. Mouftah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d108b5fb580cc7bcee4a19d83ae429d8719f951c,https://www.semanticscholar.org/paper/d108b5fb580cc7bcee4a19d83ae429d8719f951c,"Interactive Supercomputing on 40,000 Cores for Machine Learning and Data Analysis","Interactive massively parallel computations are critical for machine learning and data analysis. These computations are a staple of the MIT Lincoln Laboratory Supercomputing Center (LLSC) and has required the LLSC to develop unique interactive supercomputing capabilities. Scaling interactive machine learning frameworks, such as TensorFlow, and data analysis environments, such as MATLAB/Octave, to tens of thousands of cores presents many technical challenges – in particular, rapidly dispatching many tasks through a scheduler, such as Slurm, and starting many instances of applications with thousands of dependencies. Careful tuning of launches and prepositioning of applications overcome these challenges and allow the launching of thousands of tasks in seconds on a 40,000-core supercomputer. Specifically, this work demonstrates launching 32,000 TensorFlow processes in 4 seconds and launching 262,000 Octave processes in 40 seconds. These capabilities allow researchers to rapidly explore novel machine learning architecture and data analysis algorithms.",2018,27,121,12,True,Computer Science,2097629,A. Reuther,3257323.0,J. Kepner,,2098646.0,C. Byun,2331418.0,S. Samsi,3302251.0,W. Arcand,2159806.0,David Bestor,34001612.0,Bill Bergeron,74882299.0,V. Gadepally,,4121232.0,Michael Houle,145238688.0,M. Hubbell,2111328084.0,Michael Jones,144414765.0,Anna Klein,3385550.0,Lauren Milechin,143913450.0,J. Mullen,2417672.0,Andrew Prout,144557576.0,Antonio Rosa,145378881.0,Charles Yee,1684116.0,P. Michaleas,
2abdca069a95add94f5c0c540c09efb7adeee230,https://www.semanticscholar.org/paper/2abdca069a95add94f5c0c540c09efb7adeee230,Reproducibility in machine learning for health research: Still a ways to go,"Machine learning applied to health falls short on several reproducibility metrics compared to other machine learning subfields. Machine learning for health must be reproducible to ensure reliable clinical use. We evaluated 511 scientific papers across several machine learning subfields and found that machine learning for health compared poorly to other areas regarding reproducibility metrics, such as dataset and code accessibility. We propose recommendations to address this problem.",2021,27,56,3,False,Medicine,41153596,Matthew B. A. McDermott,118188980.0,Shirly Wang,,150247231.0,N. Marinsek,2615814.0,R. Ranganath,1748978.0,L. Foschini,2804918.0,M. Ghassemi,,,,,,,,,,,,,,,,,,,,,,,,,,
1fbfe89fbcbbb61fb3ef6e9fb02cbe3bd8ce67ca,https://www.semanticscholar.org/paper/1fbfe89fbcbbb61fb3ef6e9fb02cbe3bd8ce67ca,A REVIEW OF STUDIES ON MACHINE LEARNING TECHNIQUES,"This paper provides an extensive review of studies related to expert estimation of software development using Machine-Learning Techniques (MLT). Machine learning in this new era, is demonstrating the promise of producing consistently accurate estimates. Machine learning system effectively “learns” how to estimate from training set of completed projects. The main goal and contribution of the review is to support the research on expert estimation, i.e. to ease other researchers for relevant expert estimation studies using machine-learning techniques. This paper presents the most commonly used machine learning techniques such as neural networks, case based reasoning, classification and regression trees, rule induction, genetic algorithm & genetic programming for expert estimation in the field of software development. In each of our study we found that the results of various machine-learning techniques depends on application areas on which they are applied. Our review of study not only suggests that these techniques are competitive with traditional estimators on one data set, but also illustrate that these methods are sensitive to the data on which they are trained.",2007,27,81,3,False,,144657236,Y. Singh,1847926.0,P. Bhatia,,2099912353.0,ys,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
