paperId,url,title,abstract,year,referenceCount,citationCount,influentialCitationCount,isOpenAccess,fieldsOfStudy/0,authors/0/authorId,authors/0/name,authors/1/authorId,authors/1/name,authors/2/authorId,authors/2/name,authors/3/authorId,authors/3/name,authors/4/authorId,authors/4/name,authors/5/authorId,authors/5/name,authors/6/authorId,authors/6/name,fieldsOfStudy/1,authors/7/authorId,authors/7/name,authors/8/authorId,authors/8/name,authors/9/authorId,authors/9/name,authors/10/authorId,authors/10/name,authors/11/authorId,authors/11/name,authors/12/authorId,authors/12/name,authors/13/authorId,authors/13/name,fieldsOfStudy/2,fieldsOfStudy/3,authors/14/authorId,authors/14/name,authors/15/authorId,authors/15/name,authors/16/authorId,authors/16/name,authors/17/authorId,authors/17/name,authors/18/authorId,authors/18/name,authors/19/authorId,authors/19/name,authors/20/authorId,authors/20/name,authors/21/authorId,authors/21/name,authors/22/authorId,authors/22/name,authors/23/authorId,authors/23/name,authors/24/authorId,authors/24/name,authors/25/authorId,authors/25/name
5c8c2a2c725f2f9da095045e35cf0f7322c360d5,https://www.semanticscholar.org/paper/5c8c2a2c725f2f9da095045e35cf0f7322c360d5,Differentially Private Learning Needs Better Features (or Much More Data),"We demonstrate that differentially private machine learning has not yet reached its ""AlexNet moment"" on many canonical vision tasks: linear models trained on handcrafted features significantly outperform end-to-end deep neural networks for moderate privacy budgets. To exceed the performance of handcrafted features, we show that private learning requires either much more private data, or access to features learned on public data from a similar domain. Our work introduces simple yet strong baselines for differentially private learning that can inform the evaluation of future progress in this area.",2020,84,95,17,False,Computer Science,2444919,Florian Tramèr,1752788.0,D. Boneh,,,,,,,,,,,Mathematics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60b5e9e616fde8a50bb016c8b7ecf95e0ab3a6f5,https://www.semanticscholar.org/paper/60b5e9e616fde8a50bb016c8b7ecf95e0ab3a6f5,Machine Learning Based Toxicity Prediction: From Chemical Structural Description to Transcriptome Analysis,"Toxicity prediction is very important to public health. Among its many applications, toxicity prediction is essential to reduce the cost and labor of a drug’s preclinical and clinical trials, because a lot of drug evaluations (cellular, animal, and clinical) can be spared due to the predicted toxicity. In the era of Big Data and artificial intelligence, toxicity prediction can benefit from machine learning, which has been widely used in many fields such as natural language processing, speech recognition, image recognition, computational chemistry, and bioinformatics, with excellent performance. In this article, we review machine learning methods that have been applied to toxicity prediction, including deep learning, random forests, k-nearest neighbors, and support vector machines. We also discuss the input parameter to the machine learning algorithm, especially its shift from chemical structural description only to that combined with human transcriptome data analysis, which can greatly enhance prediction accuracy.",2018,182,78,0,True,Computer Science,2108407123,Yunyi Wu,50248198.0,Guanyu Wang,,,,,,,,,,,Medicine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2d8eaad2d960c5f073f464c3e8c7ba8c91458703,https://www.semanticscholar.org/paper/2d8eaad2d960c5f073f464c3e8c7ba8c91458703,"Fast SDP Relaxations of Graph Cut Clustering, Transduction, and Other Combinatorial Problem","The rise of convex programming has changed the face of many research fields in recent years, machine learning being one of the ones that benefitted the most. A very recent developement, the relaxation of combinatorial problems to semi-definite programs (SDP), has gained considerable attention over the last decade (Helmberg, 2000; De Bie and Cristianini, 2004a). Although SDP problems can be solved in polynomial time, for many relaxations the exponent in the polynomial complexity bounds is too high for scaling to large problem sizes. This has hampered their uptake as a powerful new tool in machine learning. In this paper, we present a new and fast SDP relaxation of the normalized graph cut problem, and investigate its usefulness in unsupervised and semi-supervised learning. In particular, this provides a convex algorithm for transduction, as well as approaches to clustering. We further propose a whole cascade of fast relaxations that all hold the middle between older spectral relaxations and the new SDP relaxation, allowing one to trade off computational cost versus relaxation accuracy. Finally, we discuss how the methodology developed in this paper can be applied to other combinatorial problems in machine learning, and we treat the max-cut problem as an example.",2006,21,62,6,False,Mathematics,51204489,T. D. Bie,1685083.0,N. Cristianini,,,,,,,,,,,Computer Science,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7582e26105e37fcf63ce21dc05734cf7878a268d,https://www.semanticscholar.org/paper/7582e26105e37fcf63ce21dc05734cf7878a268d,Cardiovascular Event Prediction by Machine Learning: The Multi-Ethnic Study of Atherosclerosis,"Rationale: Machine learning may be useful to characterize cardiovascular risk, predict outcomes, and identify biomarkers in population studies. Objective: To test the ability of random survival forests, a machine learning technique, to predict 6 cardiovascular outcomes in comparison to standard cardiovascular risk scores. Methods and Results: We included participants from the MESA (Multi-Ethnic Study of Atherosclerosis). Baseline measurements were used to predict cardiovascular outcomes over 12 years of follow-up. MESA was designed to study progression of subclinical disease to cardiovascular events where participants were initially free of cardiovascular disease. All 6814 participants from MESA, aged 45 to 84 years, from 4 ethnicities, and 6 centers across the United States were included. Seven-hundred thirty-five variables from imaging and noninvasive tests, questionnaires, and biomarker panels were obtained. We used the random survival forests technique to identify the top-20 predictors of each outcome. Imaging, electrocardiography, and serum biomarkers featured heavily on the top-20 lists as opposed to traditional cardiovascular risk factors. Age was the most important predictor for all-cause mortality. Fasting glucose levels and carotid ultrasonography measures were important predictors of stroke. Coronary Artery Calcium score was the most important predictor of coronary heart disease and all atherosclerotic cardiovascular disease combined outcomes. Left ventricular structure and function and cardiac troponin-T were among the top predictors for incident heart failure. Creatinine, age, and ankle-brachial index were among the top predictors of atrial fibrillation. TNF-&agr; (tissue necrosis factor-&agr;) and IL (interleukin)-2 soluble receptors and NT-proBNP (N-Terminal Pro-B-Type Natriuretic Peptide) levels were important across all outcomes. The random survival forests technique performed better than established risk scores with increased prediction accuracy (decreased Brier score by 10%–25%). Conclusions: Machine learning in conjunction with deep phenotyping improves prediction accuracy in cardiovascular event prediction in an initially asymptomatic population. These methods may lead to greater insights on subclinical disease markers without apriori assumptions of causality. Clinical Trial Registration: URL: http://www.clinicaltrials.gov. Unique identifier: NCT00005487.",2017,63,278,7,True,Medicine,1387460830,B. Ambale-Venkatesh,2112090830.0,Xiaoying Yang,46740592.0,C. Wu,46578369.0,Kiang Liu,2488070.0,W. Hundley,7667244.0,R. McClelland,144782189.0,A. Gomes,Biology,3633886.0,A. Folsom,143665417.0,S. Shea,2801530.0,E. Guallar,1768320.0,D. Bluemke,144536034.0,J. Lima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f34f14faa6f6144adb626fa8dee1286f0b734772,https://www.semanticscholar.org/paper/f34f14faa6f6144adb626fa8dee1286f0b734772,High-Fidelity Image Generation With Fewer Labels,"Deep generative models are becoming a cornerstone of modern machine learning. Recent work on conditional generative adversarial networks has shown that learning complex, high-dimensional distributions over natural images is within reach. While the latest models are able to generate high-fidelity, diverse natural images at high resolution, they rely on a vast quantity of labeled data. In this work we demonstrate how one can benefit from recent work on self- and semi-supervised learning to outperform the state of the art on both unsupervised ImageNet synthesis, as well as in the conditional setting. In particular, the proposed approach is able to match the sample quality (as measured by FID) of the current state-of-the-art conditional model BigGAN on ImageNet using only 10% of the labels and outperform it using 20% of the labels.",2019,44,118,10,False,Computer Science,34302129,Mario Lucic,143902495.0,M. Tschannen,39687627.0,Marvin Ritter,2743563.0,Xiaohua Zhai,1936951.0,Olivier Bachem,1802148.0,S. Gelly,,,Mathematics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3bd8c180acd9363c5d177c04b2973f2a3ffef068,https://www.semanticscholar.org/paper/3bd8c180acd9363c5d177c04b2973f2a3ffef068,Limits of End-to-End Learning,"End-to-end learning refers to training a possibly complex learning system by applying gradient-based learning to the system as a whole. End-to-end learning system is specifically designed so that all modules are differentiable. In effect, not only a central learning machine, but also all ""peripheral"" modules like representation learning and memory formation are covered by a holistic learning process. The power of end-to-end learning has been demonstrated on many tasks, like playing a whole array of Atari video games with a single architecture. While pushing for solutions to more challenging tasks, network architectures keep growing more and more complex. In this paper we ask the question whether and to what extent end-to-end learning is a future-proof technique in the sense of scaling to complex and diverse data processing architectures. We point out potential inefficiencies, and we argue in particular that end-to-end learning does not make optimal use of the modular design of present neural networks. Our surprisingly simple experiments demonstrate these inefficiencies, up to the complete breakdown of learning.",2017,36,108,1,False,Computer Science,1756710,T. Glasmachers,,,,,,,,,,,,,Mathematics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecb20324e3f6eaf4f3d19a03206eb98b9cc917dc,https://www.semanticscholar.org/paper/ecb20324e3f6eaf4f3d19a03206eb98b9cc917dc,Prediction of Diabetes Using Machine Learning Algorithms in Healthcare,"There are several machine learning techniques that are used to perform predictive analytics over big data in various fields. Predictive analytics in healthcare is a challenging task but ultimately can help practitioners make big data-informed timely decisions about patient's health and treatment. This paper discusses the predictive analytics in healthcare, six different machine learning algorithms are used in this research work. For experiment purpose, a dataset of patient's medical record is obtained and six different machine learning algorithms are applied on the dataset. Performance and accuracy of the applied algorithms is discussed and compared. Comparison of the different machine learning techniques used in this study reveals which algorithm is best suited for prediction of diabetes. This paper aims to help doctors and practitioners in early prediction of diabetes using machine learning techniques.",2018,24,62,2,False,Computer Science,29860788,M. A. Sarwar,2077943450.0,Nasir Kamal,150337370.0,Wajeeha Hamid,35191617.0,M. A. Shah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a1abe16a6bc50b1e06e0a23282105db367854188,https://www.semanticscholar.org/paper/a1abe16a6bc50b1e06e0a23282105db367854188,Combinatorial screening for new materials in unconstrained composition space with machine learning,"Typically, computational screens for new materials sharply constrain the compositional search space, structural search space, or both, for the sake of tractability. To lift these constraints, we construct a machine learning model from a database of thousands of density functional theory (DFT) calculations. The resulting model can predict the thermodynamic stability of arbitrary compositions without any other input and with six orders of magnitude less computer time than DFT. We use this model to scan roughly 1.6 million candidate compositions for novel ternary compounds (AxByCz), and predict 4500 new stable materials. Our method can be readily applied to other descriptors of interest to accelerate domain-specific materials discovery.",2014,54,433,5,False,Materials Science,8839934,B. Meredig,2075308233.0,Amit Agrawal,8407652.0,S. Kirklin,39280442.0,J. Saal,1907763.0,J. Doak,2117429617.0,Alan J Thompson,2119017058.0,Kunpeng Zhang,,143975793.0,A. Choudhary,2088553.0,C. Wolverton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7da1c2d2ea8f51011b1a3006eabc03b342f792d4,https://www.semanticscholar.org/paper/7da1c2d2ea8f51011b1a3006eabc03b342f792d4,DLID: Deep Learning for Domain Adaptation by Interpolating between Domains,"In many real world applications of machine learning, the distribution of the training data (on which the machine learning model is trained) is dierent from the distribution of the test data (where the learnt model is actually deployed). This is known as the problem of Domain Adaptation. We propose a novel deep learning model for domain adaptation which attempts to learn a predictively useful representation of the data by taking into account information from the distribution shift between the training and test data. Our key proposal is to successively learn multiple intermediate representations along an \interpolating path"" between the train and test domains. Our experiments on a standard object recognition dataset show a signicant performance improvement over the state-of-the-art.",2013,30,190,17,False,Computer Science,3295092,S. Chopra,5246203.0,Suhrid Balakrishnan,33692583.0,Raghuraman Gopalan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10d7e74cfaaac6f86ddb084a441fe76e65fc9626,https://www.semanticscholar.org/paper/10d7e74cfaaac6f86ddb084a441fe76e65fc9626,Orbital-free bond breaking via machine learning.,"Using a one-dimensional model, we explore the ability of machine learning to approximate the non-interacting kinetic energy density functional of diatomics. This nonlinear interpolation between Kohn-Sham reference calculations can (i) accurately dissociate a diatomic, (ii) be systematically improved with increased reference data and (iii) generate accurate self-consistent densities via a projection method that avoids directions with no data. With relatively few densities, the error due to the interpolation is smaller than typical errors in standard exchange-correlation functionals.",2013,50,91,1,True,Physics,27796226,John C. Snyder,48041657.0,M. Rupp,39960184.0,K. Hansen,118171535.0,Leo Blooston,145034054.0,K. Müller,2544144.0,K. Burke,,,Mathematics,,,,,,,,,,,,,,,Medicine,Chemistry,,,,,,,,,,,,,,,,,,,,,,,,
3136dd4036331b4559b341560712942ca2e765e3,https://www.semanticscholar.org/paper/3136dd4036331b4559b341560712942ca2e765e3,"Machine Learning Security: Threats, Countermeasures, and Evaluations","Machine learning has been pervasively used in a wide range of applications due to its technical breakthroughs in recent years. It has demonstrated significant success in dealing with various complex problems, and shows capabilities close to humans or even beyond humans. However, recent studies show that machine learning models are vulnerable to various attacks, which will compromise the security of the models themselves and the application systems. Moreover, such attacks are stealthy due to the unexplained nature of the deep learning models. In this survey, we systematically analyze the security issues of machine learning, focusing on existing attacks on machine learning systems, corresponding defenses or secure learning techniques, and security evaluation methods. Instead of focusing on one stage or one type of attack, this paper covers all the aspects of machine learning security from the training phase to the test phase. First, the machine learning model in the presence of adversaries is presented, and the reasons why machine learning can be attacked are analyzed. Then, the machine learning security-related issues are classified into five categories: training set poisoning; backdoors in the training set; adversarial example attacks; model theft; recovery of sensitive training data. The threat models, attack approaches, and defense techniques are analyzed systematically. To demonstrate that these threats are real concerns in the physical world, we also reviewed the attacks in real-world conditions. Several suggestions on security evaluations of machine learning systems are also provided. Last, future directions for machine learning security are also presented.",2020,127,46,2,True,Computer Science,46301056,Mingfu Xue,1984508.0,Chengxiang Yuan,1421758751.0,Heyi Wu,2108051942.0,Yushu Zhang,2109335717.0,Weiqiang Liu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01c6a61f0e43689f7e4efad21aca1282642107a3,https://www.semanticscholar.org/paper/01c6a61f0e43689f7e4efad21aca1282642107a3,Optimal Solutions for Sparse Principal Component Analysis,"Given a sample covariance matrix, we examine the problem of maximizing the variance explained by a linear combination of the input variables while constraining the number of nonzero coefficients in this combination. This is known as sparse principal component analysis and has a wide array of applications in machine learning and engineering. We formulate a new semidefinite relaxation to this problem and derive a greedy algorithm that computes a full set of good solutions for all target numbers of non zero coefficients, with total complexity O(n3), where n is the number of variables. We then use the same relaxation to derive sufficient conditions for global optimality of a solution, which can be tested in O(n3), per pattern. We discuss applications in subset selection and sparse recovery and show on artificial examples and biological data that our algorithm does provide globally optimal solutions in many cases.",2007,36,335,33,False,Computer Science,1387902104,A. d’Aspremont,144570279.0,F. Bach,1701847.0,L. Ghaoui,,,,,,,,,Mathematics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
882b6899d07ce3498a04195885150ef87c02d1c3,https://www.semanticscholar.org/paper/882b6899d07ce3498a04195885150ef87c02d1c3,Statistical Theory of Learning Curves under Entropic Loss Criterion,"The present paper elucidates a universal property of learning curves, which shows how the generalization error, training error, and the complexity of the underlying stochastic machine are related and how the behavior of a stochastic machine is improved as the number of training examples increases. The error is measured by the entropic loss. It is proved that the generalization error converges to H0, the entropy of the conditional distribution of the true machine, as H0 + m/(2t), while the training error converges as H0 - m/(2t), where t is the number of examples and m shows the complexity of the network. When the model is faithful, implying that the true machine is in the model, m is reduced to m, the number of modifiable parameters. This is a universal law because it holds for any regular machine irrespective of its structure under the maximum likelihood estimator. Similar relations are obtained for the Bayes and Gibbs learning algorithms. These learning curves show the relation among the accuracy of learning, the complexity of a model, and the number of training examples.",1993,55,142,8,False,Computer Science,144362425,S. Amari,2653061.0,N. Murata,,,,,,,,,,,Mathematics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
