paperId,url,title,abstract,year,referenceCount,citationCount,influentialCitationCount,isOpenAccess,fieldsOfStudy/0,authors/0/authorId,authors/0/name,authors/1/authorId,authors/1/name,authors/2/authorId,authors/2/name,authors/3/authorId,authors/3/name,authors/4/authorId,authors/4/name,authors/5/authorId,authors/5/name,authors/6/authorId,authors/6/name,authors/7/authorId,authors/7/name,fieldsOfStudy/1,authors/8/authorId,authors/8/name,authors/9/authorId,authors/9/name,authors/10/authorId,authors/10/name,fieldsOfStudy/2,authors/11/authorId,authors/11/name,authors/12/authorId,authors/12/name,fieldsOfStudy/3,authors/13/authorId,authors/13/name,authors/14/authorId,authors/14/name,authors/15/authorId,authors/15/name,authors/16/authorId,authors/16/name
fbf9812f29156024ec693b4633a21303eead309d,https://www.semanticscholar.org/paper/fbf9812f29156024ec693b4633a21303eead309d,Machine learning algorithm validation with a limited sample size,"Advances in neuroimaging, genomic, motion tracking, eye-tracking and many other technology-based data collection methods have led to a torrent of high dimensional datasets, which commonly have a small number of samples because of the intrinsic high cost of data collection involving human participants. High dimensional data with a small number of samples is of critical importance for identifying biomarkers and conducting feasibility and pilot work, however it can lead to biased machine learning (ML) performance estimates. Our review of studies which have applied ML to predict autistic from non-autistic individuals showed that small sample size is associated with higher reported classification accuracy. Thus, we have investigated whether this bias could be caused by the use of validation methods which do not sufficiently control overfitting. Our simulations show that K-fold Cross-Validation (CV) produces strongly biased performance estimates with small sample sizes, and the bias is still evident with sample size of 1000. Nested CV and train/test split approaches produce robust and unbiased performance estimates regardless of sample size. We also show that feature selection if performed on pooled training and testing data is contributing to bias considerably more than parameter tuning. In addition, the contribution to bias by data dimensionality, hyper-parameter space and number of CV folds was explored, and validation methods were compared with discriminable data. The results suggest how to design robust testing methodologies when working with small datasets and how to interpret the results of other studies based on what validation method was used.",2019,33,382,7,True,Medicine,8452323,A. Vabalas,2283643.0,E. Gowen,2910758.0,E. Poliakoff,1807736.0,A. Casson,,,,,,,,,Computer Science,,,,,,,,,,,,,,,,,,,,
97f4a6f87f258053f2677504647696f1803c6794,https://www.semanticscholar.org/paper/97f4a6f87f258053f2677504647696f1803c6794,How to Read Articles That Use Machine Learning: Users' Guides to the Medical Literature.,"In recent years, many new clinical diagnostic tools have been developed using complicated machine learning methods. Irrespective of how a diagnostic tool is derived, it must be evaluated using a 3-step process of deriving, validating, and establishing the clinical effectiveness of the tool. Machine learning-based tools should also be assessed for the type of machine learning model used and its appropriateness for the input data type and data set size. Machine learning models also generally have additional prespecified settings called hyperparameters, which must be tuned on a data set independent of the validation set. On the validation set, the outcome against which the model is evaluated is termed the reference standard. The rigor of the reference standard must be assessed, such as against a universally accepted gold standard or expert grading.",2019,36,237,9,False,Medicine,2118113191,Yun Liu,1406206167.0,Po-Hsuan Cameron Chen,2058373914.0,Jonathan Krause,49506408.0,L. Peng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b5461f9c5d65e87561e00848921ee797902dae14,https://www.semanticscholar.org/paper/b5461f9c5d65e87561e00848921ee797902dae14,Causality for Machine Learning,"Graphical causal inference as pioneered by Judea Pearl arose from research on artiﬁcial intelligence (AI), and for a long time had little connection to the ﬁeld of machine learning. This article discusses where links have been and should be established, introducing key concepts along the way. It argues that the hard open problems of machine learning and AI are intrinsically related to causality, and explains how the ﬁeld is beginning to understand them.",2019,134,236,16,True,Computer Science,4080509,B. Scholkopf,,,,,,,,,,,,,,,Mathematics,,,,,,,,,,,,,,,,,,,,
236dfdeb4511754cf71ba220ac569b11973502cd,https://www.semanticscholar.org/paper/236dfdeb4511754cf71ba220ac569b11973502cd,Machine Learning and Deep Learning Methods for Intrusion Detection Systems: A Survey,"Networks play important roles in modern life, and cyber security has become a vital research area. An intrusion detection system (IDS) which is an important cyber security technique, monitors the state of software and hardware running in the network. Despite decades of development, existing IDSs still face challenges in improving the detection accuracy, reducing the false alarm rate and detecting unknown attacks. To solve the above problems, many researchers have focused on developing IDSs that capitalize on machine learning methods. Machine learning methods can automatically discover the essential differences between normal data and abnormal data with high accuracy. In addition, machine learning methods have strong generalizability, so they are also able to detect unknown attacks. Deep learning is a branch of machine learning, whose performance is remarkable and has become a research hotspot. This survey proposes a taxonomy of IDS that takes data objects as the main dimension to classify and summarize machine learning-based and deep learning-based IDS literature. We believe that this type of taxonomy framework is fit for cyber security researchers. The survey first clarifies the concept and taxonomy of IDSs. Then, the machine learning algorithms frequently used in IDSs, metrics, and benchmark datasets are introduced. Next, combined with the representative literature, we take the proposed taxonomic system as a baseline and explain how to solve key IDS issues with machine learning and deep learning techniques. Finally, challenges and future developments are discussed by reviewing recent representative studies.",2019,97,236,11,True,Engineering,2145593249,Hongyu Liu,2055226664.0,Bo Lang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dab261b25ff8ccd2c9144a5cb3a46b39ac0ac4bd,https://www.semanticscholar.org/paper/dab261b25ff8ccd2c9144a5cb3a46b39ac0ac4bd,Troubling Trends in Machine Learning Scholarship,"Flawed scholarship threatens to mislead the public and stymie future research by compromising ML’s intellectual foundations. Indeed, many of these problems have recurred cyclically throughout the history of AI and, more broadly, in scientific research. In 1976, Drew McDermott chastised the AI community for abandoning self-discipline, warning prophetically that ""if we can’t criticize ourselves, someone else will save us the trouble."" The current strength of machine learning owes to a large body of rigorous research to date, both theoretical and empirical. By promoting clear scientific thinking and communication, our community can sustain the trust and investment it currently enjoys.",2018,89,222,8,True,Computer Science,32219137,Zachary Chase Lipton,5164568.0,J. Steinhardt,,,,,,,,,,,,,Mathematics,,,,,,,,,,,,,,,,,,,,
18aaf8664bbae17a7d20bcb422c36e5d52201aa5,https://www.semanticscholar.org/paper/18aaf8664bbae17a7d20bcb422c36e5d52201aa5,Machine learning-assisted directed protein evolution with combinatorial libraries,"Significance Proteins often function poorly when used outside their natural contexts; directed evolution can be used to engineer them to be more efficient in new roles. We propose that the expense of experimentally testing a large number of protein variants can be decreased and the outcome can be improved by incorporating machine learning with directed evolution. Simulations on an empirical fitness landscape demonstrate that the expected performance improvement is greater with this approach. Machine learning-assisted directed evolution from a single parent produced enzyme variants that selectively synthesize the enantiomeric products of a new-to-nature chemical transformation. By exploring multiple mutations simultaneously, machine learning efficiently navigates large regions of sequence space to identify improved proteins and also produces diverse solutions to engineering problems. To reduce experimental effort associated with directed protein evolution and to explore the sequence space encoded by mutating multiple positions simultaneously, we incorporate machine learning into the directed evolution workflow. Combinatorial sequence space can be quite expensive to sample experimentally, but machine-learning models trained on tested variants provide a fast method for testing sequence space computationally. We validated this approach on a large published empirical fitness landscape for human GB1 binding protein, demonstrating that machine learning-guided directed evolution finds variants with higher fitness than those found by other directed evolution approaches. We then provide an example application in evolving an enzyme to produce each of the two possible product enantiomers (i.e., stereodivergence) of a new-to-nature carbene Si–H insertion reaction. The approach predicted libraries enriched in functional enzymes and fixed seven mutations in two rounds of evolution to identify variants for selective catalysis with 93% and 79% ee (enantiomeric excess). By greatly increasing throughput with in silico modeling, machine learning enhances the quality and diversity of sequence solutions for a protein engineering problem.",2019,53,233,5,True,Biology,51125091,Zachary Wu,145934550.0,S. Kan,144475958.0,Russell D. Lewis,8641455.0,Bruce J. Wittmann,2795724.0,F. Arnold,,,,,,,Computer Science,,,,,,,Medicine,,,,,Chemistry,,,,,,,,
8b27e2fafbe24cf9ce24f308a7e746489ff0dfb8,https://www.semanticscholar.org/paper/8b27e2fafbe24cf9ce24f308a7e746489ff0dfb8,Trainable Weka Segmentation: a machine learning tool for microscopy pixel classification,"Summary: State‐of‐the‐art light and electron microscopes are capable of acquiring large image datasets, but quantitatively evaluating the data often involves manually annotating structures of interest. This process is time‐consuming and often a major bottleneck in the evaluation pipeline. To overcome this problem, we have introduced the Trainable Weka Segmentation (TWS), a machine learning tool that leverages a limited number of manual annotations in order to train a classifier and segment the remaining data automatically. In addition, TWS can provide unsupervised segmentation learning schemes (clustering) and can be customized to employ user‐designed image features or classifiers. Availability and Implementation: TWS is distributed as open‐source software as part of the Fiji image processing distribution of ImageJ at http://imagej.net/Trainable_Weka_Segmentation. Contact: ignacio.arganda@ehu.eus Supplementary information: Supplementary data are available at Bioinformatics online.",2017,8,1051,50,True,Computer Science,1398461214,Ignacio Arganda-Carreras,2129065.0,V. Kaynig,1680265.0,C. Rueden,2504157.0,K. Eliceiri,3032174.0,Johannes E. Schindelin,145844120.0,A. Cardona,144924970.0,H. Seung,,,Medicine,,,,,,,,,,,,,,,,,,,,
3784b73a1f392160523400ec0309191c0a96d86f,https://www.semanticscholar.org/paper/3784b73a1f392160523400ec0309191c0a96d86f,MLlib: Machine Learning in Apache Spark,"Apache Spark is a popular open-source platform for large-scale data processing that is well-suited for iterative machine learning tasks. In this paper we present MLlib, Spark's open-source distributed machine learning library. MLlib provides efficient functionality for a wide range of learning settings and includes several underlying statistical, optimization, and linear algebra primitives. Shipped with Spark, MLlib supports several languages and provides a high-level API that leverages Spark's rich ecosystem to simplify the development of end-to-end machine learning pipelines. MLlib has experienced a rapid growth due to its vibrant open-source community of over 140 contributors, and includes extensive documentation to support further growth and to let users quickly get up to speed.",2015,34,1567,171,False,Computer Science,39309572,Xiangrui Meng,2086593199.0,Joseph K. Bradley,2065287033.0,Burak Yavuz,144752747.0,Evan R. Sparks,2697906.0,S. Venkataraman,2536434.0,Davies Liu,2114973651.0,Jeremy Freeman,2064759911.0,D. B. Tsai,Mathematics,2089931559.0,Manish Amde,2060860697.0,Sean Owen,40413768.0,Doris Xin,,2066641.0,Reynold Xin,143666627.0,M. Franklin,,5985064.0,R. Zadeh,143834867.0,M. Zaharia,145532827.0,Ameet S. Talwalkar,,
b3ea2d9c8e5ea3b87ace121f0bece71565abc187,https://www.semanticscholar.org/paper/b3ea2d9c8e5ea3b87ace121f0bece71565abc187,Quantifying the Carbon Emissions of Machine Learning,"From an environmental standpoint, there are a few crucial aspects of training a neural network that have a major impact on the quantity of carbon that it emits. These factors include: the location of the server used for training and the energy grid that it uses, the length of the training procedure, and even the make and model of hardware on which the training takes place. In order to approximate these emissions, we present our Machine Learning Emissions Calculator, a tool for our community to better understand the environmental impact of training ML models. We accompany this tool with an explanation of the factors cited above, as well as concrete actions that individual practitioners and organizations can take to mitigate their carbon emissions.",2019,24,216,16,False,Computer Science,8651990,Alexandre Lacoste,2993731.0,A. Luccioni,97574153.0,V. Schmidt,2526021.0,Thomas Dandres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62ccd99a65bfc7c735ae1f33b75b107665de95df,https://www.semanticscholar.org/paper/62ccd99a65bfc7c735ae1f33b75b107665de95df,Federated Machine Learning,"Today’s artificial intelligence still faces two major challenges. One is that, in most industries, data exists in the form of isolated islands. The other is the strengthening of data privacy and security. We propose a possible solution to these challenges: secure federated learning. Beyond the federated-learning framework first proposed by Google in 2016, we introduce a comprehensive secure federated-learning framework, which includes horizontal federated learning, vertical federated learning, and federated transfer learning. We provide definitions, architectures, and applications for the federated-learning framework, and provide a comprehensive survey of existing works on this subject. In addition, we propose building data networks among organizations based on federated mechanisms as an effective solution to allowing knowledge to be shared without compromising user privacy.",2019,75,773,16,False,Computer Science,152290618,Qiang Yang,40457423.0,Yang Liu,11573257.0,Tianjian Chen,8230559.0,Yongxin Tong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d0ab11de3077490c80a08abd0fb8827bac84c454,https://www.semanticscholar.org/paper/d0ab11de3077490c80a08abd0fb8827bac84c454,MoleculeNet: A Benchmark for Molecular Machine Learning,"Molecular machine learning has been maturing rapidly over the last few years. Improved methods and the presence of larger datasets have enabled machine learning algorithms to make increasingly accurate predictions about molecular properties. However, algorithmic progress has been limited due to the lack of a standard benchmark to compare the efficacy of proposed methods; most new algorithms are benchmarked on different datasets making it challenging to gauge the quality of proposed methods. This work introduces MoleculeNet, a large scale benchmark for molecular machine learning. MoleculeNet curates multiple public datasets, establishes metrics for evaluation, and offers high quality open-source implementations of multiple previously proposed molecular featurization and learning algorithms (released as part of the DeepChem open source library). MoleculeNet benchmarks demonstrate that learnable representations are powerful tools for molecular machine learning and broadly offer the best performance. However, this result comes with caveats. Learnable representations still struggle to deal with complex tasks under data scarcity and highly imbalanced classification. For quantum mechanical and biophysical datasets, the use of physics-aware featurizations can be more important than choice of particular learning algorithm.",2017,36,787,154,False,Computer Science,9957625,Zhenqin Wu,2378027.0,Bharath Ramsundar,5932099.0,Evan N. Feinberg,145986494.0,Joseph Gomes,9959840.0,Caleb Geniesse,5929246.0,Aneesh S. Pappu,40867019.0,K. Leswing,1806271.0,V. Pande,,,,,,,,,,,,,,,,,,,,,
6e23398447a022fb9495c44fa80e9de593a574bc,https://www.semanticscholar.org/paper/6e23398447a022fb9495c44fa80e9de593a574bc,Machine Learning in Agriculture: A Review,"Machine learning has emerged with big data technologies and high-performance computing to create new opportunities for data intensive science in the multi-disciplinary agri-technologies domain. In this paper, we present a comprehensive review of research dedicated to applications of machine learning in agricultural production systems. The works analyzed were categorized in (a) crop management, including applications on yield prediction, disease detection, weed detection crop quality, and species recognition; (b) livestock management, including applications on animal welfare and livestock production; (c) water management; and (d) soil management. The filtering and classification of the presented articles demonstrate how agriculture will benefit from machine learning technologies. By applying machine learning to sensor data, farm management systems are evolving into real time artificial intelligence enabled programs that provide rich recommendations and insights for farmer decision support and action.",2018,117,878,19,True,Medicine,2752858,Konstantinos G. Liakos,3375011.0,P. Busato,3201660.0,D. Moshou,145802955.0,S. Pearson,2345652.0,D. Bochtis,,,,,,,Computer Science,,,,,,,,,,,,,,,,,,,,
