paperId,url,title,abstract,year,referenceCount,citationCount,influentialCitationCount,isOpenAccess,fieldsOfStudy/0,authors/0/authorId,authors/0/name,authors/1/authorId,authors/1/name,authors/2/authorId,authors/2/name,authors/3/authorId,authors/3/name,authors/4/authorId,authors/4/name,authors/5/authorId,authors/5/name,authors/6/authorId,authors/6/name,fieldsOfStudy/1,fieldsOfStudy/2,authors/7/authorId,authors/7/name,authors/8/authorId,authors/8/name,authors/9/authorId,authors/9/name,authors/10/authorId,authors/10/name,authors/11/authorId,authors/11/name
096eece19728f5d05ff6938d12b6a6ee2a814d9f,https://www.semanticscholar.org/paper/096eece19728f5d05ff6938d12b6a6ee2a814d9f,Recent advances on support vector machines research,"Abstract Support vector machines (SVMs), with their roots in Statistical Learning Theory (SLT) and optimization methods, have become powerful tools for problem solution in machine learning. SVMs reduce most machine learning problems to optimization problems and optimization lies at the heart of SVMs. Lots of SVM algorithms involve solving not only convex problems, such as linear programming, quadratic programming, second order cone programming, semi-definite programming, but also non-convex and more general optimization problems, such as integer programming, semi-infinite programming, bi-level programming and so on. The purpose of this paper is to understand SVM from the optimization point of view, review several representative optimization models in SVMs, their applications in economics, in order to promote the research interests in both optimization-based SVMs theory and economics applications. This paper starts with summarizing and explaining the nature of SVMs. It then proceeds to discuss optimization...",2012,174,135,4,true,Computer Science,143790318,Ying-jie Tian,48081578,Yong Shi,87180246,Xiaohui Liu,,,,,,,,,,,,,,,,,,,,
29f5ecc324e934d21fe8ddde814fca36cfe8eaea,https://www.semanticscholar.org/paper/29f5ecc324e934d21fe8ddde814fca36cfe8eaea,Using Three Machine Learning Techniques for Predicting Breast Cancer Recurrence,"Objective: The number and size of medical databases are increasing rapidly but most of these data are not analyzed 
for finding the valuable and hidden knowledge. Advanced data mining techniques can be used to discover hidden 
patterns and relationships. Models developed from these techniques are useful for medical practitioners to make right 
decisions. The present research studied the application of data mining techniques to develop predictive models for 
breast cancer recurrence in patients who were followed-up for two years. 
Method: The patients were registered in the Iranian Center for Breast Cancer (ICBC) program from 1997 to 2008. 
The dataset contained 1189 records, 22 predictor variables, and one outcome variable. We implemented machine 
learning techniques, i.e., Decision Tree (C4.5), Support Vector Machine (SVM), and Artificial Neural Network (ANN) to 
develop the predictive models. The main goal of this paper is to compare the performance of these three well-known 
algorithms on our data through sensitivity, specificity, and accuracy. 
Results and Conclusion: Our analysis shows that accuracy of DT, ANN and SVM are 0.936, 0.947 and 0.957 
respectively. The SVM classification model predicts breast cancer recurrence with least error rate and highest accuracy. 
The predicted accuracy of the DT model is the lowest of all. The results are achieved using 10-fold cross-validation for 
measuring the unbiased prediction accuracy of each model.",2013,23,198,9,true,Computer Science,71885275,Ahmad Lg,2992866,A. T. Eshlaghy,2096356,A. Poorebrahimi,1380749467,M. Ebrahimi,72860490,Razavi Ar,,,,,,,,,,,,,,,,
0c95aac77da302d5c605028cdd275354fd7cef9b,https://www.semanticscholar.org/paper/0c95aac77da302d5c605028cdd275354fd7cef9b,Using Factor Oracles for Machine Improvisation,,2004,22,164,12,true,Computer Science,2435162,G. Assayag,2204186,S. Dubnov,,,,,,,,,,,,,,,,,,,,,,
1e3154b10b872c100b86181ac2931c8e26f67912,https://www.semanticscholar.org/paper/1e3154b10b872c100b86181ac2931c8e26f67912,Theory of Disagreement-Based Active Learning,"Active learning is a protocol for supervised machine learning, in which a learning algorithm sequentially requests the labels of selected data points from a large pool of unlabeled data. This contrasts with passive learning, where the labeled data are taken at random. The objective in active learning is to produce a highly-accurate classifier, ideally using fewer labels than the number of random labeled data sufficient for passive learning to achieve the same. This article describes recent advances in our understanding of the theoretical benefits of active learning, and implications for the design of effective active learning algorithms. Much of the article focuses on a particular technique, namely disagreement-based active learning, which by now has amassed a mature and coherent literature. It also briefly surveys several alternative approaches from the literature. The emphasis is on theorems regarding the performance of a few general algorithms, including rigorous proofs where appropriate. However, the presentation is intended to be pedagogical, focusing on results that illustrate fundamental ideas, rather than obtaining the strongest or most general known theorems. The intended audience includes researchers and advanced graduate students in machine learning and statistics, interested in gaining a deeper understanding of the recent and ongoing developments in the theory of active learning.",2014,86,202,19,false,Computer Science,1762565,Steve Hanneke,,,,,,,,,,,,,,,,,,,,,,,,
790985a4bee821046992ff3d5322ff11dd1b4262,https://www.semanticscholar.org/paper/790985a4bee821046992ff3d5322ff11dd1b4262,Coresets for Data-efficient Training of Machine Learning Models,"Incremental gradient (IG) methods, such as stochastic gradient descent and its variants are commonly used for large scale optimization in machine learning. Despite the sustained effort to make IG methods more data-efficient, it remains an open question how to select a training data subset that can theoretically and practically perform on par with the full dataset. Here we develop CRAIG, a method to select a weighted subset (or coreset) of training data that closely estimates the full gradient by maximizing a submodular function. We prove that applying IG to this subset is guaranteed to converge to the (near)optimal solution with the same convergence rate as that of IG for convex optimization. As a result, CRAIG achieves a speedup that is inversely proportional to the size of the subset. To our knowledge, this is the first rigorous method for data-efficient training of general machine learning models. Our extensive set of experiments show that CRAIG, while achieving practically the same solution, speeds up various IG methods by up to 6x for logistic regression and 3x for training deep neural networks.",2019,51,67,18,false,Computer Science,2389094,Baharan Mirzasoleiman,1748118,J. Bilmes,1702139,J. Leskovec,,,,,,,,,,,,,,,,,,,,
87038966ecc2708af4c5c1543b1e1a456d37f743,https://www.semanticscholar.org/paper/87038966ecc2708af4c5c1543b1e1a456d37f743,An Efficient Deep Learning Model to Predict Cloud Workload for Industry Informatics,"Deep learning, as the most important architecture of current computational intelligence, achieves super performance to predict the cloud workload for industry informatics. However, it is a nontrivial task to train a deep learning model efficiently since the deep learning model often includes a great number of parameters. In this paper, an efficient deep learning model based on the canonical polyadic decomposition is proposed to predict the cloud workload for industry informatics. In the proposed model, the parameters are compressed significantly by converting the weight matrices to the canonical polyadic format. Furthermore, an efficient learning algorithm is designed to train the parameters. Finally, the proposed efficient deep learning model is applied to the workload prediction of virtual machines on cloud. Experiments are conducted on the datasets collected from PlanetLab to validate the performance of the proposed model by comparing with other machine-learning-based approaches for workload prediction of virtual machines. Results indicate that the proposed model achieves a higher training efficiency and workload prediction accuracy than state-of-the-art machine-learning-based approaches, proving the potential of the proposed model to provide predictive services for industry informatics.",2018,29,129,7,false,Computer Science,2108076070,Qingchen Zhang,1690341,L. Yang,2152532057,Zheng Yan,1803933,Zhikui Chen,47471114,Peng Li,,,,,,,,,,,,,,,,
e9b97f38a092b1056996defd7a129406decf06a0,https://www.semanticscholar.org/paper/e9b97f38a092b1056996defd7a129406decf06a0,Preference Learning,,2005,9,272,14,false,Computer Science,1747752,Johannes Fürnkranz,1691955,E. Hüllermeier,,,,,,,,,,,,,,,,,,,,,,
dd5342086bf39633e32cf96ab1bf934987b6626f,https://www.semanticscholar.org/paper/dd5342086bf39633e32cf96ab1bf934987b6626f,Does Machine Learning Automate Moral Hazard and Error?,"Machine learning tools are beginning to be deployed en masse in health care. While the statistical underpinnings of these techniques have been questioned with regard to causality and stability, we highlight a different concern here, relating to measurement issues. A characteristic feature of health data, unlike other applications of machine learning, is that neither y nor x is measured perfectly. Far from a minor nuance, this can undermine the power of machine learning algorithms to drive change in the health care system--and indeed, can cause them to reproduce and even magnify existing errors in human judgment.",2017,10,92,0,true,Economics,2062143,S. Mullainathan,3797258,Z. Obermeyer,,,,,,,,,,,Medicine,,,,,,,,,,,
2c20e7220269b28fb1935a83d0e7f2db330aa691,https://www.semanticscholar.org/paper/2c20e7220269b28fb1935a83d0e7f2db330aa691,Wild Patterns: Ten Years After the Rise of Adversarial Machine Learning,,2017,127,905,64,true,Computer Science,1684175,B. Biggio,1710171,F. Roli,,,,,,,,,,,,,,,,,,,,,,
2a4c98672f1fa529210109bffaf2b327c29676d9,https://www.semanticscholar.org/paper/2a4c98672f1fa529210109bffaf2b327c29676d9,Internet Traffic Identification using Machine Learning,"We apply an unsupervised machine learning ap- proach for Internet traffic identification and compare the results with that of a previously applied supervised machine learning approach. Our unsupervised approach uses an Expectation Max- imization (EM) based clustering algorithm and the supervised approach uses the NaBayes classifier. We find the unsu- pervised clustering technique has an accuracy up to 91% and outperform the supervised technique by up to 9%. We also find that the unsupervised technique can be used to discover traffic from previously unknown applications and has the potential to become an excellent tool for exploring Internet traffic. I. INTRODUCTION Accurate classification of Internet traffic is important in many areas such as network design, network management, and network security. One key challenge in this area is to adapt to the dynamic nature of Internet traffic. Increasingly, new applications are being deployed on the Internet; some new applications such as peer-to-peer (P2P) file sharing and online gaming are becoming popular. With the evolution of Internet traffic, both in terms of number and type of applications, however, traditional classification techniques such as those based on well-known port numbers or packet payload analysis are either no longer effective for all types of network traffic or are otherwise unable to deploy because of privacy or security concerns for the data. A promising approach that has recently received some attention is traffic classification using machine learning tech- niques (1)-(4). These approaches assume that the applications typically send data in some sort of pattern; these patterns can be used as a means of identification which would allow the connections to be classified by traffic class. To find these patterns, flow statistics (such as mean packet size, flow length, and total number of packets) available using only TCP/IP headers are needed. This allows the classification technique to avoid the use of port numbers and packet payload information in the classification process. In this paper, we apply an unsupervised learning technique (EM clustering) for the Internet traffic classification problem and compare the results with that of a previously applied supervised machine learning approach. The unsupervised clus- tering approach uses an Expectation Maximization (EM) algo- rithm (5) that is different in that it classifies unlabeled training data into groups called ""clusters"" based on similarity. The NaBayes classifier has been previously shown to have high accuracy for Internet traffic classification (2). In parallel work, Zander et al. focus on using the EM clustering approach to build the classification model (4). We complement their work by using the EM clustering approach to build a classifier and show that this classifier outperforms the Na¨ Bayes classifier in terms of classification accuracy. We also analyze the time required to build the classification models for both approaches as a function of the size of the training data set. We also explore the clusters found by the EM approach and find that the majority of the connections are in a subset of the total clusters. The rest of this paper is organized as follows. Section II presents related work. In Section III, the background on the algorithms used in the Na¨ive Bayes and EM clustering approaches are covered. In Section IV, we introduce the data sets used in our work and present our experimental results. Section V discusses the advantages and disadvantages of the approaches. Section VI presents our conclusions and describes future work avenues.",2006,16,114,6,false,Computer Science,49327521,Jeffrey Erman,145801399,A. Mahanti,2185810,M. Arlitt,,,,,,,,,,,,,,,,,,,,
1457ab94d86444dd3efc3abab351c2ad1709e7aa,https://www.semanticscholar.org/paper/1457ab94d86444dd3efc3abab351c2ad1709e7aa,Addressing uncertainty in atomistic machine learning.,"Machine-learning regression has been demonstrated to precisely emulate the potential energy and forces that are output from more expensive electronic-structure calculations. However, to predict new regions of the potential energy surface, an assessment must be made of the credibility of the predictions. In this perspective, we address the types of errors that might arise in atomistic machine learning, the unique aspects of atomistic simulations that make machine-learning challenging, and highlight how uncertainty analysis can be used to assess the validity of machine-learning predictions. We suggest this will allow researchers to more fully use machine learning for the routine acceleration of large, high-accuracy, or extended-time simulations. In our demonstrations, we use a bootstrap ensemble of neural network-based calculators, and show that the width of the ensemble can provide an estimate of the uncertainty when the width is comparable to that in the training data. Intriguingly, we also show that the uncertainty can be localized to specific atoms in the simulation, which may offer hints for the generation of training data to strategically improve the machine-learned representation.",2017,32,90,1,true,Medicine,34641730,A. Peterson,50500281,R. Christensen,3454273,A. Khorshidi,,,,,,,,,Computer Science,,,,,,,,,,,
b7c565e002471173b1b342dbee9c593b52e96f50,https://www.semanticscholar.org/paper/b7c565e002471173b1b342dbee9c593b52e96f50,A Machine Learning Approach for Non-blind Image Deconvolution,"Image deconvolution is the ill-posed problem of recovering a sharp image, given a blurry one generated by a convolution. In this work, we deal with space-invariant non-blind deconvolution. Currently, the most successful methods involve a regularized inversion of the blur in Fourier domain as a first step. This step amplifies and colors the noise, and corrupts the image information. In a second (and arguably more difficult) step, one then needs to remove the colored noise, typically using a cleverly engineered algorithm. However, the methods based on this two-step approach do not properly address the fact that the image information has been corrupted. In this work, we also rely on a two-step procedure, but learn the second step on a large dataset of natural images, using a neural network. We will show that this approach outperforms the current state-of-the-art on a large dataset of artificially blurred images. We demonstrate the practical applicability of our method in a real-world example with photographic out-of-focus blur.",2013,33,268,30,true,Mathematics,1814533,Christian J. Schuler,2068427959,Harold Christopher Burger,1734990,S. Harmeling,1707625,B. Schölkopf,,,,,,,Computer Science,,,,,,,,,,,
d4f49717c9adb46137f49606ebbdf17e3598b5a5,https://www.semanticscholar.org/paper/d4f49717c9adb46137f49606ebbdf17e3598b5a5,Hyperopt: A Python Library for Optimizing the Hyperparameters of Machine Learning Algorithms,"Sequential model-based optimization (also known as Bayesian optimization) is one of the most efficient methods (per function evaluation) of function minimization. This efficiency makes it appropriate for optimizing the hyperparameters of machine learning algorithms that are slow to train. The Hyperopt library provides algorithms and parallelization infrastructure for performing hyperparameter optimization (model selection) in Python. This paper presents an introductory tutorial on the usage of the Hyperopt library, including the description of search spaces, minimization (in serial and parallel), and the analysis of the results collected in the course of minimization. The paper closes with some discussion of ongoing and future work.",2013,5,564,60,true,Computer Science,32837403,J. Bergstra,2292273,Daniel Yamins,2042941,D. Cox,,,,,,,,,,,,,,,,,,,,
4850442c8db48500ada13a060c4d1584a575de81,https://www.semanticscholar.org/paper/4850442c8db48500ada13a060c4d1584a575de81,Static prediction games for adversarial learning problems,"The standard assumption of identically distributed training and test data is violated when the test data are generated in response to the presence of a predictive model. This becomes apparent, for example, in the context of email spam filtering. Here, email service providers employ spam filters, and spam senders engineer campaign templates to achieve a high rate of successful deliveries despite the filters. We model the interaction between the learner and the data generator as a static game in which the cost functions of the learner and the data generator are not necessarily antagonistic. We identify conditions under which this prediction game has a unique Nash equilibrium and derive algorithms that find the equilibrial prediction model. We derive two instances, the Nash logistic regression and the Nash support vector machine, and empirically explore their properties in a case study on email spam filtering.",2012,22,187,20,false,Computer Science,2057847091,Michael Brückner,1740448,C. Kanzow,1751348,T. Scheffer,,,,,,,,,,,,,,,,,,,,
586f5b3aaae4ff6e3a537e215f06a9333166baee,https://www.semanticscholar.org/paper/586f5b3aaae4ff6e3a537e215f06a9333166baee,"Some experiments in machine learning using vector evaluated genetic algorithms (artificial intelligence, optimization, adaptation, pattern recognition)","This dissertation describes experiments conducted to explore the efficacy of using vector-valued feedback with a class of adaptive procedures called genetic algorithms. The software system developed was called VEGA for Vector Evaluated Genetic Algorithm and was first used on multiple objective optimization problems. The principle conclusion of these experiments was that VEGA provided a powerful and robust search technique for complex multiobjective optimization problems of high order when little or no a priori knowledge was available to guide the search. These results were similar to those found by previous researchers using scalar genetic algorithms for scalar optimization problems. 
The VEGA technique was then applied to multiclass pattern discrimination tasks. The resulting software system was called LS-2 for Learning System - Two since it followed closely the lead of a scalar-valued learning system called LS-1 developed by Stephen Smith. The experiments revealed that LS-2 was able to evolve high performance production system programs to perform the pattern discrimination tasks it was given. In addition, experiments which varied several of the parameters of LS-2 revealed something of the sensitivity of vector-valued genetic search to the settings of these parameters. 
In sum it may be said that the VEGA approach has demonstrated the efficacy of extending the previously demonstrated power of genetic algorithms to vector-valued problems and thereby provides a new approach to machine learning.",1984,0,377,37,false,Computer Science,145738991,J. D. Schaffer,,,,,,,,,,,,,,,,,,,,,,,,
5c42daf53192d625ce6549e56b6e0d11f6dfa18c,https://www.semanticscholar.org/paper/5c42daf53192d625ce6549e56b6e0d11f6dfa18c,Sample Selection Bias Correction Theory,,2008,27,283,37,false,Computer Science,145115014,Corinna Cortes,81080659,M. Mohri,145428168,M. Riley,2435268,Afshin Rostamizadeh,,,,,,,,,,,,,,,,,,
e929cebf9d9a447f14e76b55fcb3cc504682d4df,https://www.semanticscholar.org/paper/e929cebf9d9a447f14e76b55fcb3cc504682d4df,Statistics for Machine Learning,,2017,0,81,8,false,Computer Science,66277033,Pratap Dangeti,,,,,,,,,,,,,,,,,,,,,,,,
dafa29f1f0534448d205365796d68873a0068c6b,https://www.semanticscholar.org/paper/dafa29f1f0534448d205365796d68873a0068c6b,A Survey of Zero-Shot Learning,"Most machine-learning methods focus on classifying instances whose classes have already been seen in training. In practice, many applications require classifying instances whose classes have not been seen previously. Zero-shot learning is a powerful and promising learning paradigm, in which the classes covered by training instances and the classes we aim to classify are disjoint. In this paper, we provide a comprehensive survey of zero-shot learning. First of all, we provide an overview of zero-shot learning. According to the data utilized in model optimization, we classify zero-shot learning into three learning settings. Second, we describe different semantic spaces adopted in existing zero-shot learning works. Third, we categorize existing zero-shot learning methods and introduce representative methods under each category. Fourth, we discuss different applications of zero-shot learning. Finally, we highlight promising future research directions of zero-shot learning.",2019,182,261,25,false,Computer Science,2158627516,Wei Wang,3113725,V. Zheng,9380191,Han Yu,1679209,C. Miao,,,,,,,,,,,,,,,,,,
6f7ac41dc9321cb7478919de1da6da70009023da,https://www.semanticscholar.org/paper/6f7ac41dc9321cb7478919de1da6da70009023da,Evaluating Automated and Manual Acquisition of Anaphora Resolution Strategies,"We describe one approach to build an automatically trainable anaphora resolution system. In this approach, we use Japanese newspaper articles tagged with discourse information as training examples for a machine learning algorithm which employs the C4.5 decision tree algorithm by Quinlan (Quinlan, 1993). Then, we evaluate and compare the results of several variants of the machine learning-based approach with those of our existing anaphora resolution system which uses manually-designed knowledge sources. Finally, we compare our algorithms with existing theories of anaphora, in particular, Japanese zero pronouns.",1995,15,207,22,true,Computer Science,2939759,Chinatsu Aone,48213604,Scott W. Bennett,,,,,,,,,,,,,,,,,,,,,,
171a37d680daa11a85c99c76a9cf0d5a56e1568c,https://www.semanticscholar.org/paper/171a37d680daa11a85c99c76a9cf0d5a56e1568c,Quantum machine learning for electronic structure calculations,,2018,63,89,3,true,Computer Science,27778453,Rongxin Xia,1699217,S. Kais,,,,,,,,,,,Physics,Medicine,,,,,,,,,,
a4e2861c03a96d8827c5f0244e2ae71f4c17c1ec,https://www.semanticscholar.org/paper/a4e2861c03a96d8827c5f0244e2ae71f4c17c1ec,Machine Learning for Computer Vision,,2012,52,97,3,true,Computer Science,1745672,R. Cipolla,1742452,S. Battiato,1729739,G. Farinella,,,,,,,,,,,,,,,,,,,,
ffa885d3b7a551f50e35ceb1cec37e8b1ede4aae,https://www.semanticscholar.org/paper/ffa885d3b7a551f50e35ceb1cec37e8b1ede4aae,Hierarchical Genetic Algorithms Operating on Populations of Computer Programs,"Existing approaches to artificial intelligence problems such as sequence induction, automatic programming, machine learning, planning, and pattern recognition typically require specification in advance of the size and shape of the solution to the problem (often in a unnatural and difficult way). This paper reports on a new approach in which the size and shape of the solution to such problems is dynamically created using Darwinian principles of reproduction and survival of the fittest. Moreover, the resulting solution is inherently hierarchical. The paper describes computer experiments, using the author's 4341 line LISP program, in five areas of artifical intelligence, namely (1) sequence induction (e.g. inducing a computational procedure for the recursive Fibonacci sequence and inducing a computational procedure for a cubic polynomial sequence), (2) automatic programming (e.g. discovering a computational procedure for solving pairs of linear equations, solving quadratic equations for complex roots, and discovering trigonometric identities), (3) machine learning of functions (e.g. learning a Boolean multiplexer function previously studied in neural net and classifier system work and learning the exclusive-or and parity function), (4) planning (e.g. developing a robotic action sequence that can stack an arbitrary initial configuration of blocks into a specified order), and (5) pattern recognition (e.g. translation-invariant recognition of a simple one dimensional shape in a linear retina).",1989,20,377,19,false,Computer Science,1732302,J. Koza,,,,,,,,,,,,,,,,,,,,,,,,
72cda26eb077e2fb62d559af652988ca8a9abdcb,https://www.semanticscholar.org/paper/72cda26eb077e2fb62d559af652988ca8a9abdcb,Fall Classification by Machine Learning Using Mobile Phones,"Fall prevention is a critical component of health care; falls are a common source of injury in the elderly and are associated with significant levels of mortality and morbidity. Automatically detecting falls can allow rapid response to potential emergencies; in addition, knowing the cause or manner of a fall can be beneficial for prevention studies or a more tailored emergency response. The purpose of this study is to demonstrate techniques to not only reliably detect a fall but also to automatically classify the type. We asked 15 subjects to simulate four different types of falls–left and right lateral, forward trips, and backward slips–while wearing mobile phones and previously validated, dedicated accelerometers. Nine subjects also wore the devices for ten days, to provide data for comparison with the simulated falls. We applied five machine learning classifiers to a large time-series feature set to detect falls. Support vector machines and regularized logistic regression were able to identify a fall with 98% accuracy and classify the type of fall with 99% accuracy. This work demonstrates how current machine learning approaches can simplify data collection for prevention in fall-related research as well as improve rapid response to potential injuries due to falls.",2012,37,191,9,true,Medicine,3182510,Mark V. Albert,3282030,Konrad Paul Kording,36153569,Megan Herrmann,2226306,A. Jayaraman,,,,,,,,,,,,,,,,,,
