paperId,url,title,abstract,year,referenceCount,citationCount,influentialCitationCount,isOpenAccess,fieldsOfStudy/0,fieldsOfStudy/1,authors/0/authorId,authors/0/name,authors/1/authorId,authors/1/name,authors/2/authorId,authors/2/name,authors/3/authorId,authors/3/name,authors/4/authorId,authors/4/name,authors/5/authorId,authors/5/name,authors/6/authorId,authors/6/name,authors/7/authorId,authors/7/name,authors/8/authorId,authors/8/name,authors/9/authorId,authors/9/name,authors/10/authorId,authors/10/name,authors/11/authorId,authors/11/name,authors/12/authorId,authors/12/name,authors/13/authorId,authors/13/name,authors/14/authorId,authors/14/name,authors/15/authorId,authors/15/name,authors/16/authorId,authors/16/name,authors/17/authorId,authors/17/name,authors/18/authorId,authors/18/name,authors/19/authorId,authors/19/name,authors/20/authorId,authors/20/name,authors/21/authorId,authors/21/name,authors/22/authorId,authors/22/name,fieldsOfStudy/2
b1b800aacf850a18e6504c693b4c5d33b8b3ac32,https://www.semanticscholar.org/paper/b1b800aacf850a18e6504c693b4c5d33b8b3ac32,"State of the Art—A Survey of Partially Observable Markov Decision Processes: Theory, Models, and Algorithms","This paper surveys models and algorithms dealing with partially observable Markov decision processes. A partially observable Markov decision process (POMDP) is a generalization of a Markov decision process which permits uncertainty regarding the state of a Markov process and allows for state information acquisition. A general framework for finite state and action POMDP's is presented. Next, there is a brief discussion of the development of POMDP's and their relationship with other decision processes. A wide range of models in such areas as quality control, machine maintenance, internal auditing, learning, and optimal stopping are discussed within the POMDP-framework. Lastly, algorithms for computing optimal solutions to POMDP's are presented.",1982,0,620,44,false,Mathematics,,3254214,G. Monahan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9a0ef2e00a28623c49b695ec6088ea1d965db257,https://www.semanticscholar.org/paper/9a0ef2e00a28623c49b695ec6088ea1d965db257,Classification of brain tumor type and grade using MRI texture and shape in a machine learning scheme,"The objective of this study is to investigate the use of pattern classification methods for distinguishing different types of brain tumors, such as primary gliomas from metastases, and also for grading of gliomas. The availability of an automated computer analysis tool that is more objective than human readers can potentially lead to more reliable and reproducible brain tumor diagnostic procedures. A computer‐assisted classification method combining conventional MRI and perfusion MRI is developed and used for differential diagnosis. The proposed scheme consists of several steps including region‐of‐interest definition, feature extraction, feature selection, and classification. The extracted features include tumor shape and intensity characteristics, as well as rotation invariant texture features. Feature subset selection is performed using support vector machines with recursive feature elimination. The method was applied on a population of 102 brain tumors histologically diagnosed as metastasis ( 24 ), meningiomas ( 4 ), gliomas World Health Organization grade II ( 22 ), gliomas World Health Organization grade III ( 18 ), and glioblastomas ( 34 ). The binary support vector machine classification accuracy, sensitivity, and specificity, assessed by leave‐one‐out cross‐validation, were, respectively, 85%, 87%, and 79% for discrimination of metastases from gliomas and 88%, 85%, and 96% for discrimination of high‐grade (grades III and IV) from low‐grade (grade II) neoplasms. Multiclass classification was also performed via a one‐vs‐all voting scheme. Magn Reson Med, 2009. © 2009 Wiley‐Liss, Inc.",2009,48,630,34,true,Computer Science,Medicine,1784303,E. Zacharaki,40658597,Sumei Wang,143990587,S. Chawla,9012366,Dong Soo Yoo,48750802,R. Wolf,1771697,E. Melhem,1740714,C. Davatzikos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
922838dd98d599d1d229cc73896d55e7a769aa7c,https://www.semanticscholar.org/paper/922838dd98d599d1d229cc73896d55e7a769aa7c,Learning hierarchical representations for face verification with convolutional deep belief networks,"Most modern face recognition systems rely on a feature representation given by a hand-crafted image descriptor, such as Local Binary Patterns (LBP), and achieve improved performance by combining several such representations. In this paper, we propose deep learning as a natural source for obtaining additional, complementary representations. To learn features in high-resolution images, we make use of convolutional deep belief networks. Moreover, to take advantage of global structure in an object class, we develop local convolutional restricted Boltzmann machines, a novel convolutional learning model that exploits the global structure by not assuming stationarity of features across the image, while maintaining scalability and robustness to small misalignments. We also present a novel application of deep learning to descriptors other than pixel intensity values, such as LBP. In addition, we compare performance of networks trained using unsupervised learning against networks with random filters, and empirically show that learning weights not only is necessary for obtaining good multilayer representations, but also provides robustness to the choice of the network architecture parameters. Finally, we show that a recognition system using only representations obtained from deep learning can achieve comparable accuracy with a system using a combination of hand-crafted image descriptors. Moreover, by combining these representations, we achieve state-of-the-art results on a real-world face verification database.",2012,45,401,22,true,Computer Science,,3219900,Gary B. Huang,1697141,Honglak Lee,1389846455,E. Learned-Miller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23f425d6cb57938ceaa98fce8133a6924c2f953b,https://www.semanticscholar.org/paper/23f425d6cb57938ceaa98fce8133a6924c2f953b,Three scenarios for continual learning,"Standard artificial neural networks suffer from the well-known issue of catastrophic forgetting, making continual or lifelong learning difficult for machine learning. In recent years, numerous methods have been proposed for continual learning, but due to differences in evaluation protocols it is difficult to directly compare their performance. To enable more structured comparisons, we describe three continual learning scenarios based on whether at test time task identity is provided and--in case it is not--whether it must be inferred. Any sequence of well-defined tasks can be performed according to each scenario. Using the split and permuted MNIST task protocols, for each scenario we carry out an extensive comparison of recently proposed continual learning methods. We demonstrate substantial differences between the three scenarios in terms of difficulty and in terms of how efficient different methods are. In particular, when task identity must be inferred (i.e., class incremental learning), we find that regularization-based approaches (e.g., elastic weight consolidation) fail and that replaying representations of previous experiences seems required for solving this scenario.",2019,36,348,30,false,Computer Science,Mathematics,118439707,Gido M. van de Ven,1739838,A. Tolias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e1bb329621de73d08c47beae9b5439a1c244eb1a,https://www.semanticscholar.org/paper/e1bb329621de73d08c47beae9b5439a1c244eb1a,CSI: Novelty Detection via Contrastive Learning on Distributionally Shifted Instances,"Novelty detection, i.e., identifying whether a given sample is drawn from outside the training distribution, is essential for reliable machine learning. To this end, there have been many attempts at learning a representation well-suited for novelty detection and designing a score based on such representation. In this paper, we propose a simple, yet effective method named contrasting shifted instances (CSI), inspired by the recent success on contrastive learning of visual representations. Specifically, in addition to contrasting a given sample with other instances as in conventional contrastive learning methods, our training scheme contrasts the sample with distributionally-shifted augmentations of itself. Based on this, we propose a new detection score that is specific to the proposed training scheme. Our experiments demonstrate the superiority of our method under various novelty detection scenarios, including unlabeled one-class, unlabeled multi-class and labeled multi-class settings, with various image benchmark datasets.",2020,87,231,65,false,Computer Science,Mathematics,1750599181,Jihoon Tack,9962692,Sangwoo Mo,83125078,Jongheon Jeong,143720148,Jinwoo Shin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5055701269d43e6434d76cbe0f177d8afe1e4634,https://www.semanticscholar.org/paper/5055701269d43e6434d76cbe0f177d8afe1e4634,Earthquake magnitude prediction in Hindukush region using machine learning techniques,,2016,52,111,6,false,Engineering,,2543824,K. M. Asim,1397728402,F. Martínez-Álvarez,46430042,A. Basit,9562857,T. Iqbal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8f984259d156a223d01349b366e6943d8ddc20b6,https://www.semanticscholar.org/paper/8f984259d156a223d01349b366e6943d8ddc20b6,Semantic similarity and machine learning with ontologies,"Abstract Ontologies have long been employed in the life sciences to formally represent and reason over domain knowledge and they are employed in almost every major biological database. Recently, ontologies are increasingly being used to provide background knowledge in similarity-based analysis and machine learning models. The methods employed to combine ontologies and machine learning are still novel and actively being developed. We provide an overview over the methods that use ontologies to compute similarity and incorporate them in machine learning methods; in particular, we outline how semantic similarity measures and ontology embeddings can exploit the background knowledge in ontologies and how ontologies can provide constraints that improve machine learning models. The methods and experiments we describe are available as a set of executable notebooks, and we also provide a set of slides and additional resources at https://github.com/bio-ontology-research-group/machine-learning-with-ontologies.",2020,151,46,0,true,Computer Science,Medicine,8351299,Maxat Kulmanov,14823788,F. Z. Smaili,143703146,Xin Gao,1798963,R. Hoehndorf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8b3183a2051f50520f074d92d15037fb0cde5f27,https://www.semanticscholar.org/paper/8b3183a2051f50520f074d92d15037fb0cde5f27,Hitting and commute times in large random neighborhood graphs,"In machine learning, a popular tool to analyze the structure of graphs is the hitting time and the commute distance (resistance distance). For two vertices u and v, the hitting time Huv is the expected time it takes a random walk to travel from u to v. The commute distance is its symmetrized version Cuv = Huv +Hvu. In our paper we study the behavior of hitting times and commute distances when the number n of vertices in the graph tends to infinity. We focus on random geometric graphs (e-graphs, kNN graphs and Gaussian similarity graphs), but our results also extend to graphs with a given expected degree distribution or Erdos-Renyi graphs with planted partitions. We prove that in these graph families, the suitably rescaled hitting time Huv converges to 1/dv and the rescaled commute time to 1/du+1=dv where du and dv denote the degrees of vertices u and v. In these cases, hitting and commute times do not provide information about the structure of the graph, and their use is discouraged in many machine learning applications.",2014,74,99,16,false,Computer Science,Mathematics,1728654,U. V. Luxburg,47187712,Agnes Radl,143610806,Matthias Hein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e80d63e35f35179287ef0a94dc2ef7f538c4b41f,https://www.semanticscholar.org/paper/e80d63e35f35179287ef0a94dc2ef7f538c4b41f,Genetic algorithms for fuzzy control.1. Offline system development and application,"Although fuzzy logic controllers and expert systems have been successfully applied in many complex industrial processes, they experience a deficiency in knowledge acquisition and rely to a great extent on empirical and heuristic knowledge which, in many cases, cannot be objectively elicited. Among the problems to be resolved in fuzzy controller design are the determination of the linguistic state space, definition of the membership functions of each linguistic term and the derivation of the control rules. Some of these problems can be solved by application of machine learning. First, it is desirable to simplify and automate the specification of linguistic rules. Secondly, it is also desirable that modification of control rules is possible in order to cope with previously unknown or changes in process dynamics. Machine learning methods have, in recent years, emerged from the use of learning algorithms modelled on natural and biological systems. These methods attempt to abstract the advanced mechanisms of learning exhibited by such systems, which can consequently be applied to intelligent control. One of these new algorithms is the genetic algorithm which is modelled on the processes of natural evolution. The paper develops the application of genetic algorithm techniques for fuzzy controller design. Genetic algorithms are used to automate and introduce objective criteria in defining fuzzy controller parameters.",1995,0,199,2,false,Computer Science,,20513909,D. Linkens,1903882,H. Nyongesa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37a59e8953e62fe61cb9723e1dcc2382bb427767,https://www.semanticscholar.org/paper/37a59e8953e62fe61cb9723e1dcc2382bb427767,Survey on machine learning-based QoE-QoS correlation models,"The machine learning provides a theoretical and methodological framework to quantify the relationship between user OoE (Quality of Experience) and network QoS (Quality of Service). This paper presents an overview of QoE-QoS correlation models based on machine learning techniques. According to the learning type, we propose a categorization of correlation models. For each category, we review the main existing works by citing deployed learning methods and model parameters (QoE measurement, QoS parameters and service type). Moreover, the survey will provide researchers with the latest trends and findings in this field.",2014,32,63,6,false,Computer Science,,3024857,Sana Aroussi,1692655,A. Mellouk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13ba3b487ed129afe749cf5a12bb7759341ca776,https://www.semanticscholar.org/paper/13ba3b487ed129afe749cf5a12bb7759341ca776,Learning for Safety-Critical Control with Control Barrier Functions,"Modern nonlinear control theory seeks to endow systems with properties of stability and safety, and have been deployed successfully in multiple domains. Despite this success, model uncertainty remains a significant challenge in synthesizing safe controllers, leading to degradation in the properties provided by the controllers. This paper develops a machine learning framework utilizing Control Barrier Functions (CBFs) to reduce model uncertainty as it impact the safe behavior of a system. This approach iteratively collects data and updates a controller, ultimately achieving safe behavior. We validate this method in simulation and experimentally on a Segway platform.",2019,47,101,9,false,Computer Science,Engineering,2110342359,Andrew J. Taylor,152614574,Andrew W. Singletary,1740159,Yisong Yue,37952580,A. Ames,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6207a5933d5f7971486ce73323a37567c70aeb0f,https://www.semanticscholar.org/paper/6207a5933d5f7971486ce73323a37567c70aeb0f,Did you hear that? Adversarial Examples Against Automatic Speech Recognition,"Speech is a common and effective way of communication between humans, and modern consumer devices such as smartphones and home hubs are equipped with deep learning based accurate automatic speech recognition to enable natural interaction between humans and machines. Recently, researchers have demonstrated powerful attacks against machine learning models that can fool them to produceincorrect results. However, nearly all previous research in adversarial attacks has focused on image recognition and object detection models. In this short paper, we present a first of its kind demonstration of adversarial attacks against speech classification model. Our algorithm performs targeted attacks with 87% success by adding small background noise without having to know the underlying model parameter and architecture. Our attack only changes the least significant bits of a subset of audio clip samples, and the noise does not change 89% the human listener's perception of the audio clip as evaluated in our human study.",2018,13,190,31,false,Computer Science,,3030212,M. Alzantot,144019834,Bharathan Balaji,1702254,M. Srivastava,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e1c13fe8de68ec9fa8b7dbf0807a7621e1311839,https://www.semanticscholar.org/paper/e1c13fe8de68ec9fa8b7dbf0807a7621e1311839,Machine Learning for motor skills in robotics,"Autonomous robots that can adapt to novel situations has been a long standing vision of robotics, artificial intelligence, and the cognitive sciences. Early approaches to this goal during the heydays of artificial intelligence research in the late 1980s, however, made it clear that an approach purely based on reasoning or human insights would not be able to model all the perceptuomotor tasks of future robots. Instead, new hope was put in the growing wake of machine learning that promised fully adaptive control algorithms which learn both by observation and trial-and-error. However, to date, learning techniques have yet to fulfill this promise as only few methods manage to scale into the high-dimensional domains of manipulator and humanoid robotics and usually scaling was only achieved in precisely pre-structured domains. We have investigated the ingredients for a general approach to motor skill learning in order to get one step closer towards human-like performance. For doing so, we study two major components for such an approach, i.e., firstly, a theoretically well-founded general approach to representing the required control structures for task representation and execution and, secondly, appropriate learning algorithms which can be applied in this setting.",2008,217,68,6,false,Computer Science,,145197867,Jan Peters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06f7087ee1a796eeb65ef30c10427b313af05743,https://www.semanticscholar.org/paper/06f7087ee1a796eeb65ef30c10427b313af05743,Manifold regularization and semi-supervised learning: some theoretical analyses,"Manifold regularization (Belkin et al., 2006) is a geometrically motivated framework for machine learning within which several semi-supervised algorithms have been constructed. Here we try to provide some theoretical understanding of this approach. Our main result is to expose the natural structure of a class of problems on which manifold regularization methods are helpful. We show that for such problems, no supervised learner can learn effectively. On the other hand, a manifold based learner (that knows the manifold or ""learns"" it from unlabeled examples) can learn with relatively few labeled examples. Our analysis follows a minimax style with an emphasis on finite sample results (in terms of n: the number of labeled examples). These results allow us to properly interpret manifold regularization and related spectral and geometric algorithms in terms of their potential use in semi-supervised learning.",2013,32,101,8,false,Computer Science,Mathematics,1770745,P. Niyogi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fc3fb8de45d2376df82e8d43d2f4119942609d7d,https://www.semanticscholar.org/paper/fc3fb8de45d2376df82e8d43d2f4119942609d7d,Machine Learning Techniques for Cooperative Spectrum Sensing in Cognitive Radio Networks,"We propose novel cooperative spectrum sensing (CSS) algorithms for cognitive radio (CR) networks based on machine learning techniques which are used for pattern classification. In this regard, unsupervised (e.g., K-means clustering and Gaussian mixture model (GMM)) and supervised (e.g., support vector machine (SVM) and weighted K-nearest-neighbor (KNN)) learning-based classification techniques are implemented for CSS. For a radio channel, the vector of the energy levels estimated at CR devices is treated as a feature vector and fed into a classifier to decide whether the channel is available or not. The classifier categorizes each feature vector into either of the two classes, namely, the ""channel available class"" and the ""channel unavailable class"". Prior to the online classification, the classifier needs to go through a training phase. For classification, the K-means clustering algorithm partitions the training feature vectors into K clusters, where each cluster corresponds to a combined state of primary users (PUs) and then the classifier determines the class the test energy vector belongs to. The GMM obtains a mixture of Gaussian density functions that well describes the training feature vectors. In the case of the SVM, the support vectors (i.e., a subset of training vectors which fully specify the decision function) are obtained by maximizing the margin between the separating hyperplane and the training feature vectors. Furthermore, the weighted KNN classification technique is proposed for CSS for which the weight of each feature vector is calculated by evaluating the area under the receiver operating characteristic (ROC) curve of that feature vector. The performance of each classification technique is quantified in terms of the average training time, the sample classification delay, and the ROC curve. Our comparative results clearly reveal that the proposed algorithms outperform the existing state-of-the-art CSS techniques.",2013,23,292,30,false,Computer Science,,1757321,K. Thilina,34647273,K. Choi,1706468,N. Saquib,144158811,E. Hossain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4876f8df26b3eb92b8169c3811fb772d8c8f6fd2,https://www.semanticscholar.org/paper/4876f8df26b3eb92b8169c3811fb772d8c8f6fd2,Modulation Classification Based on Signal Constellation Diagrams and Deep Learning,"Deep learning (DL) is a new machine learning (ML) methodology that has found successful implementations in many application domains. However, its usage in communications systems has not been well explored. This paper investigates the use of the DL in modulation classification, which is a major task in many communications systems. The DL relies on a massive amount of data and, for research and applications, this can be easily available in communications systems. Furthermore, unlike the ML, the DL has the advantage of not requiring manual feature selections, which significantly reduces the task complexity in modulation classification. In this paper, we use two convolutional neural network (CNN)-based DL models, AlexNet and GoogLeNet. Specifically, we develop several methods to represent modulated signals in data formats with gridlike topologies for the CNN. The impacts of representation on classification performance are also analyzed. In addition, comparisons with traditional cumulant and ML-based algorithms are presented. Experimental results demonstrate the significant performance advantage and application feasibility of the DL-based approach for modulation classification.",2019,24,217,14,false,Computer Science,Medicine,2233748,Shengliang Peng,145337201,Hanyu Jiang,1825155,Huaxia Wang,11013929,H. Alwageed,2110633627,Yu Zhou,51134994,Marjan Mazrouei Sebdani,145259429,Yu-dong Yao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3f624144a3c7d99d2e9a1063ba861fd56646bc1a,https://www.semanticscholar.org/paper/3f624144a3c7d99d2e9a1063ba861fd56646bc1a,Application of machine learning to construction injury prediction,,2016,87,160,1,true,Engineering,,123722986,A. Tixier,3911801,Matthew R. Hallowell,2889848,B. Rajagopalan,36404093,Dean Bowman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ca5642f522cd2cd44948c7e9f337c91e5f26fdcf,https://www.semanticscholar.org/paper/ca5642f522cd2cd44948c7e9f337c91e5f26fdcf,Adversarial Attacks and Defences Competition,,2018,44,215,16,true,Computer Science,Mathematics,145714153,A. Kurakin,153440022,Ian J. Goodfellow,1751569,Samy Bengio,3431029,Yinpeng Dong,37906910,Fangzhou Liao,2054800974,Ming Liang,19201674,Tianyu Pang,145254043,Jun Zhu,2109753669,Xiaolin Hu,3011497,Cihang Xie,,Jianyu Wang,2852303,Zhishuai Zhang,145888238,Zhou Ren,145081362,A. Yuille,39421868,Sangxia Huang,2143397594,Yao Zhao,2109960970,Yuzhe Zhao,2113963336,Zhonglin Han,2117316803,Junjiajia Long,41021078,Yerkebulan Berdibekov,2859858,Takuya Akiba,3117618,Seiya Tokui,2070123779,Motoki Abe,
