paperId,url,title,abstract,year,referenceCount,citationCount,influentialCitationCount,isOpenAccess,fieldsOfStudy/0,fieldsOfStudy/1,authors/0/authorId,authors/0/name,authors/1/authorId,authors/1/name,authors/2/authorId,authors/2/name,authors/3/authorId,authors/3/name,authors/4/authorId,authors/4/name,authors/5/authorId,authors/5/name,authors/6/authorId,authors/6/name,authors/7/authorId,authors/7/name,authors/8/authorId,authors/8/name,authors/9/authorId,authors/9/name,authors/10/authorId,authors/10/name,authors/11/authorId,authors/11/name,authors/12/authorId,authors/12/name,authors/13/authorId,authors/13/name,authors/14/authorId,authors/14/name,authors/15/authorId,authors/15/name,fieldsOfStudy/2,fieldsOfStudy/3,authors/16/authorId,authors/16/name
3e317d0a505535bc2ae045b587ac2a9492ddc86f,https://www.semanticscholar.org/paper/3e317d0a505535bc2ae045b587ac2a9492ddc86f,On the Use of Stochastic Hessian Information in Optimization Methods for Machine Learning,"This paper describes how to incorporate sampled curvature information in a Newton-CG method and in a limited memory quasi-Newton method for statistical learning. The motivation for this work stems from supervised machine learning applications involving a very large number of training points. We follow a batch approach, also known in the stochastic optimization literature as a sample average approximation approach. Curvature information is incorporated in two subsampled Hessian algorithms, one based on a matrix-free inexact Newton iteration and one on a preconditioned limited memory BFGS iteration. A crucial feature of our technique is that Hessian-vector multiplications are carried out with a significantly smaller sample size than is used for the function and gradient. The efficiency of the proposed methods is illustrated using a machine learning application involving speech recognition.",2011,26,247,18,true,Mathematics,Computer Science,144448267,R. Byrd,2302020,Gillian M. Chin,2471268,Will Neveitt,2784955,J. Nocedal,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d725045ed29d69b7a503896841ef637383376043,https://www.semanticscholar.org/paper/d725045ed29d69b7a503896841ef637383376043,Learning Machines: Foundations of Trainable Pattern-Classifying Systems,,1965,0,452,11,false,Computer Science,,144497046,N. Nilsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21faf54f062bb3061885e407539ce43e7ce19156,https://www.semanticscholar.org/paper/21faf54f062bb3061885e407539ce43e7ce19156,Anticipating Cryptocurrency Prices Using Machine Learning,"Machine learning and AI-assisted trading have attracted growing interest for the past few years. Here, we use this approach to test the hypothesis that the inefficiency of the cryptocurrency market can be exploited to generate abnormal profits. We analyse daily data for 1,681 cryptocurrencies for the period between Nov. 2015 and Apr. 2018. We show that simple trading strategies assisted by state-of-the-art machine learning algorithms outperform standard benchmarks. Our results show that nontrivial, but ultimately simple, algorithmic mechanisms can help anticipate the short-term evolution of the cryptocurrency market.",2018,98,133,3,false,Computer Science,Physics,2818774,Laura Alessandretti,70058324,Abeer ElBahrawy,2905635,L. Aiello,2836702,A. Baronchelli,,,,,,,,,,,,,,,,,,,,,,,,,Economics,,,
7a6121c4ac99b0d21aa20424df4390a38537c063,https://www.semanticscholar.org/paper/7a6121c4ac99b0d21aa20424df4390a38537c063,Machine learning with operational costs,"This work proposes a way to align statistical modeling with decision making. We provide a method that propagates the uncertainty in predictive modeling to the uncertainty in operational cost, where operational cost is the amount spent by the practitioner in solving the problem. The method allows us to explore the range of operational costs associated with the set of reasonable statistical models, so as to provide a useful way for practitioners to understand uncertainty. To do this, the operational cost is cast as a regularization term in a learning algorithm's objective function, allowing either an optimistic or pessimistic view of possible costs, depending on the regularization parameter. From another perspective, if we have prior knowledge about the operational cost, for instance that it should be low, this knowledge can help to restrict the hypothesis space, and can help with generalization. We provide a theoretical generalization bound for this scenario. We also show that learning with operational costs is related to robust optimization.",2011,51,49,3,false,Computer Science,Mathematics,1782469,Theja Tulabandhula,48395540,C. Rudin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8a5d0579590465494c9aba58a857af43b190b6a6,https://www.semanticscholar.org/paper/8a5d0579590465494c9aba58a857af43b190b6a6,Deep Learning in Mobile and Wireless Networking: A Survey,"The rapid uptake of mobile devices and the rising popularity of mobile applications and services pose unprecedented demands on mobile and wireless networking infrastructure. Upcoming 5G systems are evolving to support exploding mobile traffic volumes, real-time extraction of fine-grained analytics, and agile management of network resources, so as to maximize user experience. Fulfilling these tasks is challenging, as mobile environments are increasingly complex, heterogeneous, and evolving. One potential solution is to resort to advanced machine learning techniques, in order to help manage the rise in data volumes and algorithm-driven applications. The recent success of deep learning underpins new and powerful tools that tackle problems in this space. In this paper, we bridge the gap between deep learning and mobile and wireless networking research, by presenting a comprehensive survey of the crossovers between the two areas. We first briefly introduce essential background and state-of-the-art in deep learning techniques with potential applications to networking. We then discuss several techniques and platforms that facilitate the efficient deployment of deep learning onto mobile systems. Subsequently, we provide an encyclopedic review of mobile and wireless networking research based on deep learning, which we categorize by different domains. Drawing from our experience, we discuss how to tailor deep learning to mobile environments. We complete this survey by pinpointing current challenges and open future directions for research.",2018,588,880,52,true,Computer Science,,3194878,Chaoyun Zhang,144555592,P. Patras,1763096,H. Haddadi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93aa063d330ed7509f55b1297138cf20300fb969,https://www.semanticscholar.org/paper/93aa063d330ed7509f55b1297138cf20300fb969,Kernels for Vector-Valued Functions: a Review,"Kernel methods are among the most popular techniques in machine learning. From a regularization perspective they play a central role in regularization theory as they provide a natural choice for the hypotheses space and the regularization functional through the notion of reproducing kernel Hilbert spaces. From a probabilistic perspective they are the key in the context of Gaussian processes, where the kernel function is known as the covariance function. Traditionally, kernel methods have been used in supervised learning problems with scalar outputs and indeed there has been a considerable amount of work devoted to designing and learning kernels. More recently there has been an increasing interest in methods that deal with multiple outputs, motivated partially by frameworks like multitask learning. In this monograph, we review different methods to design or learn valid kernel functions for multiple outputs, paying particular attention to the connection between probabilistic and functional methods.",2011,115,619,71,true,Computer Science,Mathematics,144491954,Mauricio A Álvarez,1690976,L. Rosasco,145306271,Neil D. Lawrence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521c3d76bc439c961b7003080f4a7a661949547,https://www.semanticscholar.org/paper/2521c3d76bc439c961b7003080f4a7a661949547,Causal Protein-Signaling Networks Derived from Multiparameter Single-Cell Data,"Machine learning was applied for the automated derivation of causal influences in cellular signaling networks. This derivation relied on the simultaneous measurement of multiple phosphorylated protein and phospholipid components in thousands of individual primary human immune system cells. Perturbing these cells with molecular interventions drove the ordering of connections between pathway components, wherein Bayesian network computational methods automatically elucidated most of the traditionally reported signaling relationships and predicted novel interpathway network causalities, which we verified experimentally. Reconstruction of network models from physiologically relevant primary single cells might be applied to understanding native-state tissue signaling biology, complex drug actions, and dysfunctional signaling in diseased cells.",2005,42,1584,182,false,Biology,Medicine,46599630,K. Sachs,3289622,O. Perez,1397424343,D. Pe’er,1761370,D. Lauffenburger,1857137,G. Nolan,,,,,,,,,,,,,,,,,,,,,,,,,,
44f4b1b90f8d5515f2486e07e4cb4b9589c27518,https://www.semanticscholar.org/paper/44f4b1b90f8d5515f2486e07e4cb4b9589c27518,Deep Learning and Its Applications to Machine Health Monitoring: A Survey,"Since 2006, deep learning (DL) has become a rapidly growing research direction, redefining state-of-the-art performances in a wide range of areas such as object recognition, image segmentation, speech recognition and machine translation. In modern manufacturing systems, data-driven machine health monitoring is gaining in popularity due to the widespread deployment of low-cost sensors and their connection to the Internet. Meanwhile, deep learning provides useful tools for processing and analyzing these big machinery data. The main purpose of this paper is to review and summarize the emerging research work of deep learning on machine health monitoring. After the brief introduction of deep learning techniques, the applications of deep learning in machine health monitoring systems are reviewed mainly from the following aspects: Auto-encoder (AE) and its variants, Restricted Boltzmann Machines and its variants including Deep Belief Network (DBN) and Deep Boltzmann Machines (DBM), Convolutional Neural Networks (CNN) and Recurrent Neural Networks (RNN). Finally, some new trends of DL-based machine health monitoring methods are discussed.",2016,112,142,4,false,Computer Science,Mathematics,49832912,Rui Zhao,35374692,Ruqiang Yan,48354147,Zhenghua Chen,144067957,K. Mao,48319740,Peng Wang,1700762,R. Gao,,,,,,,,,,,,,,,,,,,,,,,,
a486e2839291111bb44fa1f07731ada123539f75,https://www.semanticscholar.org/paper/a486e2839291111bb44fa1f07731ada123539f75,Google’s Multilingual Neural Machine Translation System: Enabling Zero-Shot Translation,"We propose a simple solution to use a single Neural Machine Translation (NMT) model to translate between multiple languages. Our solution requires no changes to the model architecture from a standard NMT system but instead introduces an artificial token at the beginning of the input sentence to specify the required target language. Using a shared wordpiece vocabulary, our approach enables Multilingual NMT systems using a single model. On the WMT’14 benchmarks, a single multilingual model achieves comparable performance for English→French and surpasses state-of-theart results for English→German. Similarly, a single multilingual model surpasses state-of-the-art results for French→English and German→English on WMT’14 and WMT’15 benchmarks, respectively. On production corpora, multilingual models of up to twelve language pairs allow for better translation of many individual pairs. Our models can also learn to perform implicit bridging between language pairs never seen explicitly during training, showing that transfer learning and zero-shot translation is possible for neural translation. Finally, we show analyses that hints at a universal interlingua representation in our models and also show some interesting examples when mixing languages.",2016,35,1571,193,true,Computer Science,,145657834,Melvin Johnson,144927151,M. Schuster,2827616,Quoc V. Le,2048712,M. Krikun,48607963,Yonghui Wu,2545358,Z. Chen,144203200,Nikhil Thorat,1765169,F. Viégas,145233583,M. Wattenberg,32131713,G. Corrado,48342565,Macduff Hughes,49959210,J. Dean,,,,,,,,,,,,
eaaeba863049573132b4e2088034b10d85e9b625,https://www.semanticscholar.org/paper/eaaeba863049573132b4e2088034b10d85e9b625,Emergency department triage prediction of clinical outcomes using machine learning models,,2019,56,163,4,false,Medicine,,4967535,Y. Raita,3350947,T. Goto,15813955,M. Faridi,2115443669,David F. M. Brown,145195567,C. Camargo,2136894,K. Hasegawa,,,,,,,,,,,,,,,,,,,,,,,,
d56fb220b4995272d830fe115a2eedd54448d1c3,https://www.semanticscholar.org/paper/d56fb220b4995272d830fe115a2eedd54448d1c3,A Performance and Cost Assessment of Machine Learning Interatomic Potentials.,"Machine learning of the quantitative relationship between local environment descriptors and the potential energy surface of a system of atoms has emerged as a new frontier in the development of interatomic potentials (IAPs). Here, we present a comprehensive evaluation of ML-IAPs based on four local environment descriptors --- atom-centered symmetry functions (ACSF), smooth overlap of atomic positions (SOAP), the Spectral Neighbor Analysis Potential (SNAP) bispectrum components, and moment tensors --- using a diverse data set generated using high-throughput density functional theory (DFT) calculations. The data set comprising bcc (Li, Mo) and fcc (Cu, Ni) metals and diamond group IV semiconductors (Si, Ge) is chosen to span a range of crystal structures and bonding. All descriptors studied show excellent performance in predicting energies and forces far surpassing that of classical IAPs, as well as predicting properties such as elastic constants and phonon dispersion curves. We observe a general trade-off between accuracy and the degrees of freedom of each model, and consequently computational cost. We will discuss these trade-offs in the context of model selection for molecular dynamics and other applications.",2019,130,262,6,true,Physics,Medicine,11844524,Yunxing Zuo,143915066,Chi Chen,2108568792,Xiang-Guo Li,98796862,Z. Deng,2109366932,Yiming Chen,144136091,J. Behler,2559761,Gábor Csányi,2810901,A. Shapeev,144056220,A. Thompson,47817335,M. Wood,2381325,S. Ong,,,,,,,,,,,Mathematics,Chemistry,,
ecfdfcd1ef21449a01701122745a7be5ba135e7f,https://www.semanticscholar.org/paper/ecfdfcd1ef21449a01701122745a7be5ba135e7f,Data Mining for Imbalanced Datasets: An Overview,,2005,66,1260,52,true,Computer Science,,144539424,N. Chawla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0ea2f1f5c470c4947b48bbd21245fb327282f3b4,https://www.semanticscholar.org/paper/0ea2f1f5c470c4947b48bbd21245fb327282f3b4,Stock market's price movement prediction with LSTM neural networks,"Predictions on stock market prices are a great challenge due to the fact that it is an immensely complex, chaotic and dynamic environment. There are many studies from various areas aiming to take on that challenge and Machine Learning approaches have been the focus of many of them. There are many examples of Machine Learning algorithms been able to reach satisfactory results when doing that type of prediction. This article studies the usage of LSTM networks on that scenario, to predict future trends of stock prices based on the price history, alongside with technical analysis indicators. For that goal, a prediction model was built, and a series of experiments were executed and theirs results analyzed against a number of metrics to assess if this type of algorithm presents and improvements when compared to other Machine Learning methods and investment strategies. The results that were obtained are promising, getting up to an average of 55.9% of accuracy when predicting if the price of a particular stock is going to go up or not in the near future.",2017,21,398,23,false,Computer Science,,2112887403,David M. Q. Nelson,38964525,Adriano M. Pereira,153714464,Renato A. de Oliveira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f18329d62d51ac7045c1f7a657ddf03f10c0157b,https://www.semanticscholar.org/paper/f18329d62d51ac7045c1f7a657ddf03f10c0157b,A survey of methods for distributed machine learning,,2013,50,138,1,true,Computer Science,,1402266988,Diego Peteiro-Barral,1401832226,Bertha Guijarro-Berdiñas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2f4c6d7e06da14c4b3ce3a9b97394a64708dc52,https://www.semanticscholar.org/paper/c2f4c6d7e06da14c4b3ce3a9b97394a64708dc52,Database Dependency Discovery: A Machine Learning Approach,"Database dependencies, such as functional and multivalued dependencies, express the presence of structure in database relations, that can be utilised in the database design process. The discovery of database dependencies can be viewed as an induction problem, in which general rules (dependencies) are obtained from specific facts (the relation). This viewpoint has the advantage of abstracting away as much as possible from the particulars of the dependencies. The algorithms in this paper are designed such that they can easily be generalised to other kinds of dependencies.Like in current approaches to computational induction such as inductive logic programming, we distinguish between top-down algorithms and bottom-up algorithms. In a top-down approach, hypotheses are generated in a systematic way and then tested against the given relation. In a bottom-up approach, the relation is inspected in order to see what dependencies it may satisfy or violate. We give a simple (but inefficient) top-down algorithm, a bi-directional algorithm, and a bottom-up algorithm. In the case of functional dependencies, these algorithms have been implemented in the FDEP system and evaluated experimentally. The bottom-up algorithm is the most efficient of the three, and also outperforms other algorithms from the literature.",1999,34,185,26,false,Computer Science,,47840704,Peter A. Flach,2263707,Iztok Savnik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
821e3d348ea9761d5dcf6470235b7a73931d84cd,https://www.semanticscholar.org/paper/821e3d348ea9761d5dcf6470235b7a73931d84cd,Chinese Word Segmentation as Character Tagging,"In this paper we report results of a supervised machine-learning approach to Chinese word segmentation. A maximum entropy tagger is trained on manually annotated data to automatically assign to Chinese characters, or hanzi, tags that indicate the position of a hanzi within a word. The tagged output is then converted into segmented text for evaluation. Preliminary results show that this approach is competitive against other supervised machine-learning segmenters reported in previous studies, achieving precision and recall rates of 95.01% and 94.94% respectively, trained on a 237K-word training set.",2003,31,276,18,false,Computer Science,,3432785,Nianwen Xu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d17a3e9f34125ba6454e365ffe403ce8a91f2632,https://www.semanticscholar.org/paper/d17a3e9f34125ba6454e365ffe403ce8a91f2632,SGD and Hogwild! Convergence Without the Bounded Gradients Assumption,"Stochastic gradient descent (SGD) is the optimization algorithm of choice in many machine learning applications such as regularized empirical risk minimization and training deep neural networks. The classical convergence analysis of SGD is carried out under the assumption that the norm of the stochastic gradient is uniformly bounded. While this might hold for some loss functions, it is always violated for cases where the objective function is strongly convex. In (Bottou et al.,2016), a new analysis of convergence of SGD is performed under the assumption that stochastic gradients are bounded with respect to the true gradient norm. Here we show that for stochastic problems arising in machine learning such bound always holds; and we also propose an alternative convergence analysis of SGD with diminishing learning rate regime, which results in more relaxed conditions than those in (Bottou et al.,2016). We then move on the asynchronous parallel setting, and prove convergence of Hogwild! algorithm in the same regime, obtaining the first convergence results for this method in the case of diminished learning rate.",2018,24,144,10,false,Mathematics,Computer Science,144274166,Lam M. Nguyen,143671628,Phuong Ha Nguyen,144534186,Marten van Dijk,2662221,Peter Richtárik,2005127,K. Scheinberg,144696183,Martin Takác,,,,,,,,,,,,,,,,,,,,,,,,
613cca60171b063ff78f9346dd1b199a438375a6,https://www.semanticscholar.org/paper/613cca60171b063ff78f9346dd1b199a438375a6,Physics-informed machine learning approach for reconstructing Reynolds stress modeling discrepancies based on DNS data,We show that the discrepancies in Reynolds-averaged Navier-Stokes (RANS) modeled Reynolds stresses can be explained by mean flow features. A physics-informed machine learning framework is proposed to improve the predictive capabilities of RANS models by leveraging existing direct numerical simulations databases.,2016,57,385,11,true,Physics,,2110206668,Jian-Xun Wang,47876141,Jinlong Wu,41193045,Heng Xiao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
