paperId,url,title,abstract,year,referenceCount,citationCount,influentialCitationCount,isOpenAccess,fieldsOfStudy/0,fieldsOfStudy/1,authors/0/authorId,authors/0/name,authors/1/authorId,authors/1/name,authors/2/authorId,authors/2/name,authors/3/authorId,authors/3/name,authors/4/authorId,authors/4/name,authors/5/authorId,authors/5/name,authors/6/authorId,authors/6/name,authors/7/authorId,authors/7/name,authors/8/authorId,authors/8/name,authors/9/authorId,authors/9/name,authors/10/authorId,authors/10/name,authors/11/authorId,authors/11/name,fieldsOfStudy/2
2e2e9b6b88fcef57b8093becb28aa1af8f094c5e,https://www.semanticscholar.org/paper/2e2e9b6b88fcef57b8093becb28aa1af8f094c5e,An Empirical Study of Rich Subgroup Fairness for Machine Learning,"Kearns, Neel, Roth, and Wu [ICML 2018] recently proposed a notion of rich subgroup fairness intended to bridge the gap between statistical and individual notions of fairness. Rich subgroup fairness picks a statistical fairness constraint (say, equalizing false positive rates across protected groups), but then asks that this constraint hold over an exponentially or infinitely large collection of subgroups defined by a class of functions with bounded VC dimension. They give an algorithm guaranteed to learn subject to this constraint, under the condition that it has access to oracles for perfectly learning absent a fairness constraint. In this paper, we undertake an extensive empirical evaluation of the algorithm of Kearns et al. On four real datasets for which fairness is a concern, we investigate the basic convergence of the algorithm when instantiated with fast heuristics in place of learning oracles, measure the tradeoffs between fairness and accuracy, and compare this approach with the recent algorithm of Agarwal, Beygelzeimer, Dudik, Langford, and Wallach [ICML 2018], which implements weaker and more traditional marginal fairness constraints defined by individual protected attributes. We find that in general, the Kearns et al. algorithm converges quickly, large gains in fairness can be obtained with mild costs to accuracy, and that optimizing accuracy subject only to marginal fairness leads to classifiers with substantial subgroup unfairness. We also provide a number of analyses and visualizations of the dynamics and behavior of the Kearns et al. algorithm. Overall we find this algorithm to be effective on real data, and rich subgroup fairness to be a viable notion in practice.",2018,17,116,6,true,Computer Science,Mathematics,81338045,M. Kearns,5880154,Seth Neel,1682008,Aaron Roth,1768074,Zhiwei Steven Wu,,,,,,,,,,,,,,,,,
8200a488a499de438e5c2c5946b0f470345927d2,https://www.semanticscholar.org/paper/8200a488a499de438e5c2c5946b0f470345927d2,Social Phishing,,2018,19,243,12,false,Computer Science,,24018646,Yada Zhu,37395525,Jingrui He,,,,,,,,,,,,,,,,,,,,,
221da8db52234cee9afb89e046470b6b0a84253a,https://www.semanticscholar.org/paper/221da8db52234cee9afb89e046470b6b0a84253a,Identifying structural flow defects in disordered solids using machine-learning methods.,We use machine-learning methods on local structure to identify flow defects-or particles susceptible to rearrangement-in jammed and glassy systems. We apply this method successfully to two very different systems: a two-dimensional experimental realization of a granular pillar under compression and a Lennard-Jones glass in both two and three dimensions above and below its glass transition temperature. We also identify characteristics of flow defects that differentiate them from the rest of the sample. Our results show it is possible to discern subtle structural features responsible for heterogeneous dynamics observed across a broad range of disordered materials.,2014,23,224,2,true,Physics,Medicine,8132903,E. D. Cubuk,2601641,S. Schoenholz,145462214,J. M. Rieser,48866011,B. Malone,2803776,J. Rottler,6292689,D. Durian,102957671,E. Kaxiras,2148925126,A. J. Liu,,,,,,,,,Materials Science
d89945f77470b6a1dabd1f224f10b7d096fd9435,https://www.semanticscholar.org/paper/d89945f77470b6a1dabd1f224f10b7d096fd9435,A machine learning based approach for table detection on the web,"Table is a commonly used presentation scheme, especially for describing relational information. However, table understanding remains an open problem. In this paper, we consider the problem of table detection in web documents. Its potential applications include web mining, knowledge management, and web content summarization and delivery to narrow-bandwidth devices. We describe a machine learning based approach to classify each given table entity as either genuine or non-genuine. Various features reflecting the layout as well as content characteristics of tables are studied.In order to facilitate the training and evaluation of our table classifier, we designed a novel web document table ground truthing protocol and used it to build a large table ground truth database. The database consists of 1,393 HTML files collected from hundreds of different web sites and contains 11,477 leaf TABLE elements, out of which 1,740 are genuine tables. Experiments were conducted using the cross validation method and an F-measure of 95.89% was achieved.",2002,24,232,25,false,Computer Science,,2115625054,Yalin Wang,47756656,Jianying Hu,,,,,,,,,,,,,,,,,,,,,
74ca8e0a2035d3bbe586de9ee9060f79804565b9,https://www.semanticscholar.org/paper/74ca8e0a2035d3bbe586de9ee9060f79804565b9,Autonomic machine learning platform,,2019,15,43,2,false,Computer Science,,2110231879,K. Lee,102680652,Jaesoo Yoo,51967113,Sang-Wook Kim,30603322,Jee-Hyong Lee,3307781,Jiman Hong,,,,,,,,,,,,,,,
aef0161883cfd49bbe26826cf2e40f8195ce59cf,https://www.semanticscholar.org/paper/aef0161883cfd49bbe26826cf2e40f8195ce59cf,Fast approximation of matrix coherence and statistical leverage,"The statistical leverage scores of a data matrix are the squared row-norms of any matrix whose columns are obtained by orthogonalizing the columns of the data matrix; and, the coherence is the largest leverage score. These quantities play an important role in several machine learning algorithms because they capture the key structural nonuniformity of the data matrix that must be dealt with in developing efficient randomized algorithms. Our main result is a randomized algorithm that takes as input an arbitrary n × d matrix A, with n ≫ d, and returns, as output, relative-error approximations to all n of the statistical leverage scores. The proposed algorithm runs in O(nd log n) time, as opposed to the O(nd2) time required by the naive algorithm that involves computing an orthogonal basis for the range of A. This resolves an open question from (Drineas et al., 2006) and (Mohri & Talwalkar, 2011); and our result leads to immediate improvements in coreset-based l2-regression, the estimation of the coherence of a matrix, and several related low-rank matrix problems. Interestingly, to achieve our result we judiciously apply random projections on both sides of A.",2011,54,441,39,false,Computer Science,Mathematics,1738441,P. Drineas,1399249722,M. Magdon-Ismail,143884206,Michael W. Mahoney,143982862,David P. Woodruff,,,,,,,,,,,,,,,,,
3c4db5bda3c4d75458d722965d62a2f2752adda2,https://www.semanticscholar.org/paper/3c4db5bda3c4d75458d722965d62a2f2752adda2,Machine learning approach for the prediction of protein secondary structure.,,1990,18,119,1,false,Computer Science,Medicine,65901274,R. King,145410834,M. Sternberg,,,,,,,,,,,,,,,,,,,,,
70b138c71256416c2b881b27e5d082b98382e4de,https://www.semanticscholar.org/paper/70b138c71256416c2b881b27e5d082b98382e4de,Comparison of Machine Learning Methods With National Cardiovascular Data Registry Models for Prediction of Risk of Bleeding After Percutaneous Coronary Intervention,"Key Points Question Can machine learning techniques, bolstered by better selection of variables, improve prediction of major bleeding after percutaneous coronary intervention (PCI)? Findings In this comparative effectiveness study that modeled more than 3 million PCI procedures, machine learning techniques improved the prediction of post-PCI major bleeding to a C statistic of 0.82 compared with a C statistic of 0.78 from the existing model. Machine learning techniques improved the identification of an additional 3.7% of bleeding cases and 1.0% of nonbleeding cases. Meaning By leveraging more complex, raw variables, machine learning techniques are better able to identify patients at risk for major bleeding and who can benefit from bleeding avoidance therapies.",2019,20,41,0,true,Medicine,,2476394,B. Mortazavi,1883747,E. Bucholz,144766923,N. Desai,78686870,Chenxi Huang,1911669,J. Curtis,4248092,F. Masoudi,144489052,R. Shaw,145537739,S. Negahban,2467795,H. Krumholz,,,,,,,
0488bf54905539a3d82ada6f9d3833b156008d85,https://www.semanticscholar.org/paper/0488bf54905539a3d82ada6f9d3833b156008d85,Learning-Assisted Automated Reasoning with Flyspeck,,2012,107,154,1,true,Computer Science,,1784106,C. Kaliszyk,2087993,J. Urban,,,,,,,,,,,,,,,,,,,,,
629ae15be0be0d64d5d5cd1ab57cfcd1f1a08c1c,https://www.semanticscholar.org/paper/629ae15be0be0d64d5d5cd1ab57cfcd1f1a08c1c,Machine Learning for Healthcare: On the Verge of a Major Shift in Healthcare Epidemiology,"The increasing availability of electronic health data presents a major opportunity in healthcare for both discovery and practical applications to improve healthcare. However, for healthcare epidemiologists to best use these data, computational techniques that can handle large complex datasets are required. Machine learning (ML), the study of tools and methods for identifying patterns in data, can help. The appropriate application of ML to these data promises to transform patient risk stratification broadly in the field of medicine and especially in infectious diseases. This, in turn, could lead to targeted interventions that reduce the spread of healthcare-associated pathogens. In this review, we begin with an introduction to the basics of ML. We then move on to discuss how ML can transform healthcare epidemiology, providing examples of successful applications. Finally, we present special considerations for those healthcare epidemiologists who want to use and apply ML.",2018,39,234,7,true,Medicine,,38556322,J. Wiens,6742715,E. Shenoy,,,,,,,,,,,,,,,,,,,,,
b3ee60a093591ff1c5002df76a2905b729a3b3c1,https://www.semanticscholar.org/paper/b3ee60a093591ff1c5002df76a2905b729a3b3c1,TerpreT: A Probabilistic Programming Language for Program Induction,"We study machine learning formulations of inductive program synthesis; given input-output examples, we try to synthesize source code that maps inputs to corresponding outputs. Our aims are to develop new machine learning approaches based on neural networks and graphical models, and to understand the capabilities of machine learning techniques relative to traditional alternatives, such as those based on constraint solving from the programming languages community. 
Our key contribution is the proposal of TerpreT, a domain-specific language for expressing program synthesis problems. TerpreT is similar to a probabilistic programming language: a model is composed of a specification of a program representation (declarations of random variables) and an interpreter describing how programs map inputs to outputs (a model connecting unknowns to observations). The inference task is to observe a set of input-output examples and infer the underlying program. TerpreT has two main benefits. First, it enables rapid exploration of a range of domains, program representations, and interpreter models. Second, it separates the model specification from the inference algorithm, allowing like-to-like comparisons between different approaches to inference. From a single TerpreT specification we automatically perform inference using four different back-ends. These are based on gradient descent, linear program (LP) relaxations for graphical models, discrete satisfiability solving, and the Sketch program synthesis system. 
We illustrate the value of TerpreT by developing several interpreter models and performing an empirical comparison between alternative inference algorithms. Our key empirical finding is that constraint solvers dominate the gradient descent and LP-based formulations. We conclude with suggestions for the machine learning community to make progress on program synthesis.",2016,71,116,6,false,Computer Science,,35058304,Alexander L. Gaunt,2107692,Marc Brockschmidt,50631599,Rishabh Singh,1684887,Nate Kushman,143967473,Pushmeet Kohli,2110315975,Jonathan Taylor,1725299,Daniel Tarlow,,,,,,,,,,,
0501505416977d9d97e4df1f1e296c15362033aa,https://www.semanticscholar.org/paper/0501505416977d9d97e4df1f1e296c15362033aa,Neuromorphic accelerators: A comparison between neuroscience and machine-learning approaches,"A vast array of devices, ranging from industrial robots to self-driven cars or smartphones, require increasingly sophisticated processing of real-world input data (image, voice, radio, …). Interestingly, hardware neural network accelerators are emerging again as attractive candidate architectures for such tasks. The neural network algorithms considered come from two, largely separate, domains: machine-learning and neuroscience. These neural networks have very different characteristics, so it is unclear which approach should be favored for hardware implementation. Yet, few studies compare them from a hardware perspective. We implement both types of networks down to the layout, and we compare the relative merit of each approach in terms of energy, speed, area cost, accuracy and functionality. Within the limit of our study (current SNN and machine learning NN algorithms, current best effort at hardware implementation efforts, and workloads used in this study), our analysis helps dispel the notion that hardware neural network accelerators inspired from neuroscience, such as SNN+STDP, are currently a competitive alternative to hardware neural networks accelerators inspired from machine-learning, such as MLP+BP: not only in terms of accuracy, but also in terms of hardware cost for realistic implementations, which is less expected. However, we also outline that SNN+STDP carry potential for reduced hardware cost compared to machine-learning networks at very large scales, if accuracy issues can be controlled (or for applications where they are less important). We also identify the key sources of inaccuracy of SNN+STDP which are less related to the loss of information due to spike coding than to the nature of the STDP learning algorithm. Finally, we outline that for the category of applications which require permanent online learning and moderate accuracy, SNN+STDP hardware accelerators could be a very cost-efficient solution.",2015,68,69,9,false,Computer Science,,1678776,Zidong Du,31851334,D. B. Rubin,7377735,Yunji Chen,37167270,Liqiang He,144049725,Tianshi Chen,2152827560,Lei Zhang,7514065,Chengyong Wu,1731764,O. Temam,,,,,,,,,
ddb6d9a09f2b06235e650ff7da8f7028d8128167,https://www.semanticscholar.org/paper/ddb6d9a09f2b06235e650ff7da8f7028d8128167,Classification of Breast Cancer Based on Histology Images Using Convolutional Neural Networks,"In recent years, the classification of breast cancer has been the topic of interest in the field of Healthcare informatics, because it is the second main cause of cancer-related deaths in women. Breast cancer can be identified using a biopsy where tissue is removed and studied under microscope. The diagnosis is based on the qualification of the histopathologist, who will look for abnormal cells. However, if the histopathologist is not well-trained, this may lead to wrong diagnosis. With the recent advances in image processing and machine learning, there is an interest in attempting to develop a reliable pattern recognition based systems to improve the quality of diagnosis. In this paper, we compare two machine learning approaches for the automatic classification of breast cancer histology images into benign and malignant and into benign and malignant sub-classes. The first approach is based on the extraction of a set of handcrafted features encoded by two coding models (bag of words and locality constrained linear coding) and trained by support vector machines, while the second approach is based on the design of convolutional neural networks. We have also experimentally tested dataset augmentation techniques to enhance the accuracy of the convolutional neural network as well as “handcrafted features + convolutional neural network” and “ convolutional neural network features + classifier” configurations. The results show convolutional neural networks outperformed the handcrafted feature based classifier, where we achieved accuracy between 96.15% and 98.33% for the binary classification and 83.31% and 88.23% for the multi-class classification.",2018,44,190,5,false,Computer Science,,41036423,Dalal Bardou,2119016624,Kun Zhang,48456818,Sayed Mohammad Ahmad,,,,,,,,,,,,,,,,,,,
3b43e1d7cd27d1cd887d40122b701716e824acb2,https://www.semanticscholar.org/paper/3b43e1d7cd27d1cd887d40122b701716e824acb2,Geographic Distribution of US Cohorts Used to Train Deep Learning Algorithms.,"This study describes the US geographic distribution of patient cohorts used to train deep learning algorithms in published radiology, ophthalmology, dermatology, pathology, gastroenterology, and cardiology machine learning articles published in 2015-2019.",2020,6,78,1,true,Medicine,,1960415000,Amit Kaushal,144446128,R. Altman,1584627064,C. Langlotz,,,,,,,,,,,,,,,,,,,
b2eeff8ee49a39a218a43c44d41afebecc408ec6,https://www.semanticscholar.org/paper/b2eeff8ee49a39a218a43c44d41afebecc408ec6,An intelligent system for automated breast cancer diagnosis and prognosis using SVM based classifiers,,2009,44,167,8,false,Computer Science,,1735465,Ilias Maglogiannis,3280809,E. Zafiropoulos,145176819,I. Anagnostopoulos,,,,,,,,,,,,,,,,,,,
269d91e79049092bdf0651241d0d66830aa9fafc,https://www.semanticscholar.org/paper/269d91e79049092bdf0651241d0d66830aa9fafc,Machine Learning Algorithms for Opinion Mining and Sentiment Classification,"With the evolution of web technology, there is a huge amount of data present in the web for the internet users. These users not only use the available resources in the web, but also give their feedback, thus generating additional useful information. Due to overwhelming amount of user's opinions, views, feedback and suggestions available through the web resources, it's very much essential to explore, analyse and organize their views for better decision making. Opinion Mining or Sentiment Analysis is a Natural Language Processing and Information Extraction task that identifies the user's views or opinions explained in the form of positive, negative or neutral comments and quotes underlying the text. Various supervised or data-driven techniques to Sentiment analysis like Naive Byes, Maximum Entropy and SVM.For classification use support vector machine (SVM), it performs the sentiment classification task also consider sentiment classification accuracy.",2013,17,110,7,false,Computer Science,,70269607,J. Khairnar,9414124,M. Kinikar,,,,,,,,,,,,,,,,,,,,,
f959413cf1914ab5d9046c72cbfccd46485cb016,https://www.semanticscholar.org/paper/f959413cf1914ab5d9046c72cbfccd46485cb016,Neural Architecture Search,,2019,75,100,6,true,Computer Science,,2501244,T. Elsken,2708564,J. H. Metzen,144661829,F. Hutter,,,,,,,,,,,,,,,,,,,
e95b069306122e24317500dc6a4a3a6f98d9a938,https://www.semanticscholar.org/paper/e95b069306122e24317500dc6a4a3a6f98d9a938,Plant disease and pest detection using deep learning-based features,"The timely and accurate diagnosis of plant diseases plays an important role in preventing the loss of productivity and loss or reduced quantity of agricultural products. In order to solve such problems, methods based on machine learning can be used. In recent years, deep learning, which is especially widely used in image processing, offers many new applications related to precision agriculture. In this study, we evaluated the performance results using different approaches of nine powerful architectures of deep neural networks for plant disease detection. Transfer learning and deep feature extraction methods are used, which adapt these deep learning models to the problem at hand. The utilized pretrained deep models are considered in the presented work for feature extraction and for further fine-tuning. The obtained features using deep feature extraction are then classified by support vector machine (SVM), extreme learning machine (ELM), and K-nearest neighbor (KNN) methods. The experiments are carried out using data consisting of real disease and pest images from Turkey. The accuracy, sensitivity, specificity, and F1-score are all calculated for performance evaluation. The evaluation results show that deep feature extraction and SVM/ELM classification produced better results than transfer learning. In addition, the fc6 layers of the AlexNet, VGG16, and VGG19 models produced better accuracy scores when compared to the other layers.",2019,35,91,3,true,Computer Science,,1948182772,Muammer Turkoglu,2641969,D. Hanbay,,,,,,,,,,,,,,,,,,,,,
d98d0d1900b13b87aa4ffd6b69c046beb63f0434,https://www.semanticscholar.org/paper/d98d0d1900b13b87aa4ffd6b69c046beb63f0434,"Graphical Models, Exponential Families, and Variational Inference","The formalism of probabilistic graphical models provides a unifying framework for capturing complex dependencies among random variables, and building large-scale multivariate statistical models. Graphical models have become a focus of research in many statistical, computational and mathematical fields, including bioinformatics, communication theory, statistical physics, combinatorial optimization, signal and image processing, information retrieval and statistical machine learning. Many problems that arise in specific instances — including the key problems of computing marginals and modes of probability distributions — are best studied in the general setting. Working with exponential family representations, and exploiting the conjugate duality between the cumulant function and the entropy for exponential families, we develop general variational representations of the problems of computing likelihoods, marginal probabilities and most probable configurations. We describe how a wide variety of algorithms — among them sum-product, cluster variational methods, expectation-propagation, mean field methods, max-product and linear programming relaxation, as well as conic programming relaxations — can all be understood in terms of exact or approximate forms of these variational representations. The variational approach provides a complementary alternative to Markov chain Monte Carlo as a general source of approximation methods for inference in large-scale statistical models.",2008,279,4061,405,true,Mathematics,Computer Science,1721860,M. Wainwright,123333909,M.I. Jordan,,,,,,,,,,,,,,,,,,,,,
43741b417acf0eef9a03782438c7670f7394dcde,https://www.semanticscholar.org/paper/43741b417acf0eef9a03782438c7670f7394dcde,Prediction of fatty liver disease using machine learning algorithms,,2019,41,125,6,false,Medicine,Computer Science,3411562,Chieh-Chen Wu,120902158,W. Yeh,34139185,Wen-Ding Hsu,121633602,M. Islam,145690858,P. Nguyen,7494604,T. N. Poly,2119049388,Yao-Chin Wang,2459209,Hsuan-Chia Yang,2110482376,Y. Li,,,,,,,
60cf49038406fa732a48404d70f596103faac8f4,https://www.semanticscholar.org/paper/60cf49038406fa732a48404d70f596103faac8f4,Data classification with deep learning using Tensorflow,"Deep learning is a subfield of machine learning which uses artificial neural networks that is inspired by the structure and function of the human brain. Despite being a very new approach, it has become very popular recently. Deep learning has achieved much higher success in many applications where machine learning has been successful at certain rates. In particular It is preferred in the classification of big data sets because it can provide fast and efficient results. In this study, we used Tensorflow, one of the most popular deep learning libraries to classify MNIST dataset, which is frequently used in data analysis studies. Using Tensorflow, which is an open source artificial intelligence library developed by Google, we have studied and compared the effects of multiple activation functions on classification results. The functions used are Rectified Linear Unit (ReLu), Hyperbolic Tangent (tanH), Exponential Linear Unit (eLu), sigmoid, softplus and softsign. In this Study, Convolutional Neural Network (CNN) and SoftMax classifier are used as deep learning artificial neural network. The results show that the most accurate classification rate is obtained using the ReLu activation function.",2017,16,123,5,false,Computer Science,,9428487,F. Ertam,34705643,G. Aydin,,,,,,,,,,,,,,,,,,,,,
