paperId,url,title,abstract,year,referenceCount,citationCount,influentialCitationCount,isOpenAccess,fieldsOfStudy/0,fieldsOfStudy/1,authors/0/authorId,authors/0/name,authors/1/authorId,authors/1/name,authors/2/authorId,authors/2/name,authors/3/authorId,authors/3/name,authors/4/authorId,authors/4/name,authors/5/authorId,authors/5/name,fieldsOfStudy/2,authors/6/authorId,authors/6/name,authors/7/authorId,authors/7/name,authors/8/authorId,authors/8/name,authors/9/authorId,authors/9/name,authors/10/authorId,authors/10/name,authors/11/authorId,authors/11/name,authors/12/authorId,authors/12/name,authors/13/authorId,authors/13/name,authors/14/authorId,authors/14/name,authors/15/authorId,authors/15/name,authors/16/authorId,authors/16/name,authors/17/authorId,authors/17/name,authors/18/authorId,authors/18/name,authors/19/authorId,authors/19/name,authors/20/authorId,authors/20/name,authors/21/authorId,authors/21/name,authors/22/authorId,authors/22/name,authors/23/authorId,authors/23/name,authors/24/authorId,authors/24/name,authors/25/authorId,authors/25/name,authors/26/authorId,authors/26/name,authors/27/authorId,authors/27/name,authors/28/authorId,authors/28/name,authors/29/authorId,authors/29/name,authors/30/authorId,authors/30/name,authors/31/authorId,authors/31/name
9e5e82a07998ce355b65fe5d43b5c3138fd767d9,https://www.semanticscholar.org/paper/9e5e82a07998ce355b65fe5d43b5c3138fd767d9,The power of amnesia: Learning probabilistic automata with variable memory length,,1996,48,493,75,true,Computer Science,,1735952,D. Ron,1740765,Y. Singer,1777660,Naftali Tishby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e72fdc7471e78adec50a6b41792254ce966ce70f,https://www.semanticscholar.org/paper/e72fdc7471e78adec50a6b41792254ce966ce70f,Learning to detect malicious executables in the wild,"In this paper, we describe the development of a fielded application for detecting malicious executables in the wild. We gathered 1971 benign and 1651 malicious executables and encoded each as a training example using n-grams of byte codes as features. Such processing resulted in more than 255 million distinct n-grams. After selecting the most relevant n-grams for prediction, we evaluated a variety of inductive methods, including naive Bayes, decision trees, support vector machines, and boosting. Ultimately, boosted decision trees outperformed other methods with an area under the roc curve of 0.996. Results also suggest that our methodology will scale to larger collections of executables. To the best of our knowledge, ours is the only fielded application for this task developed using techniques from machine learning and data mining.",2004,51,494,39,false,Computer Science,,145116464,J. Z. Kolter,1715421,M. Maloof,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
949a68c4d0513574a4a504ce6f867b1330f8a947,https://www.semanticscholar.org/paper/949a68c4d0513574a4a504ce6f867b1330f8a947,A Weighted Nearest Neighbor Algorithm for Learning with Symbolic Features,,2004,71,466,33,true,Computer Science,Mathematics,144609463,R. S. Cost,1744109,S. Salzberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218a899ba7ff3094c0fc871b9605d8ff4f529336,https://www.semanticscholar.org/paper/218a899ba7ff3094c0fc871b9605d8ff4f529336,Learning Logical Definitions from Relations,,2005,0,344,70,true,,,145341779,J. R. Quinlan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23d2d8b687d31b11573473a7c7792b7ec08d0745,https://www.semanticscholar.org/paper/23d2d8b687d31b11573473a7c7792b7ec08d0745,Learning Kernel Classifiers - Theory and Algorithms,"From the Publisher: 
Linear classifiers in kernel spaces have emerged as a major topic within the field of machine learning. The kernel technique takes the linear classifier--a limited, but well-established and comprehensively studied model--and extends its applicability to a wide range of nonlinear pattern-recognition tasks such as natural language processing, machine vision, and biological sequence analysis. This book provides the first comprehensive overview of both the theory and algorithms of kernel classifiers, including the most recent developments. It begins by describing the major algorithmic advances: kernel perceptron learning, kernel Fisher discriminants, support vector machines, relevance vector machines, Gaussian processes, and Bayes point machines. Then follows a detailed introduction to learning theory, including VC and PAC-Bayesian theory, data-dependent structural risk minimization, and compression bounds. Throughout, the book emphasizes the interaction between theory and algorithms: how learning algorithms work and why. The book includes many examples, complete pseudo code of the algorithms presented, and an extensive source code library.",2001,0,485,37,false,Computer Science,,3234984,R. Herbrich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1889b9c3e8bc1118448b95fca38d6eff0bfca64d,https://www.semanticscholar.org/paper/1889b9c3e8bc1118448b95fca38d6eff0bfca64d,Learning the Kernel with Hyperkernels,"This paper addresses the problem of choosing a kernel suitable for estimation with a support vector machine, hence further automating machine learning. This goal is achieved by defining a reproducing kernel Hilbert space on the space of kernels itself. Such a formulation leads to a statistical estimation problem similar to the problem of minimizing a regularized risk functional.We state the equivalent representer theorem for the choice of kernels and present a semidefinite programming formulation of the resulting optimization problem. Several recipes for constructing hyperkernels are provided, as well as the details of common machine learning problems. Experimental results for classification, regression and novelty detection on UCI data show the feasibility of our approach.",2005,58,364,24,false,Mathematics,Computer Science,1706780,Cheng Soon Ong,46234526,Alex Smola,143957317,R. C. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04f67e55a636b9053ddc30f55def0ee3fc1c8e2b,https://www.semanticscholar.org/paper/04f67e55a636b9053ddc30f55def0ee3fc1c8e2b,Supervised tensor learning,,2005,63,410,24,true,Mathematics,Computer Science,143719920,D. Tao,67180560,Xuelong Li,1748808,Xindong Wu,40506509,Weiming Hu,144555237,S. Maybank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c8b5825b8994ce3c4dc7e603423d7d43a5ead15c,https://www.semanticscholar.org/paper/c8b5825b8994ce3c4dc7e603423d7d43a5ead15c,Ranking Learning Algorithms: Using IBL and Meta-Learning on Accuracy and Time Results,,2003,59,430,38,true,Computer Science,,1712908,P. Brazdil,145726068,Carlos Soares,144395232,J. Costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a584e4b607e972783cea22daaaf1114ea94a8035,https://www.semanticscholar.org/paper/a584e4b607e972783cea22daaaf1114ea94a8035,Support Vector Learning for Semantic Argument Classification,,2005,43,308,48,true,Computer Science,,1735131,Sameer Pradhan,2483422,K. Hacioglu,2326034,Valerie Krugler,1866226,Wayne H. Ward,10796472,James H. Martin,1746807,Dan Jurafsky,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b8ff8c7ab23eb70d4179c15a8a6b0efa1a493b8b,https://www.semanticscholar.org/paper/b8ff8c7ab23eb70d4179c15a8a6b0efa1a493b8b,Steps toward Artificial Intelligence,"The problems of heuristic programming-of making computers solve really difficult problems-are divided into five main areas: Search, Pattern-Recognition, Learning, Planning, and Induction. A computer can do, in a sense, only what it is told to do. But even when we do not know how to solve a certain problem, we may program a machine (computer) to Search through some large space of solution attempts. Unfortunately, this usually leads to an enormously inefficient process. With Pattern-Recognition techniques, efficiency can often be improved, by restricting the application of the machine's methods to appropriate problems. Pattern-Recognition, together with Learning, can be used to exploit generalizations based on accumulated experience, further reducing search. By analyzing the situation, using Planning methods, we may obtain a fundamental improvement by replacing the given search with a much smaller, more appropriate exploration. To manage broad classes of problems, machines will need to construct models of their environments, using some scheme for Induction. Wherever appropriate, the discussion is supported by extensive citation of the literature and by descriptions of a few of the most successful heuristic (problem-solving) programs constructed to date.",1995,113,1356,53,true,Computer Science,,1847175,M. Minsky,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84f6eeeac62804de0502a54c444bacfad0f64730,https://www.semanticscholar.org/paper/84f6eeeac62804de0502a54c444bacfad0f64730,Ontology Learning and Its Application to Automated Terminology Translation,"Our OntoLearn system is an infrastructure for automated ontology learning from domain text. It is the only system, as far as we know, that uses natural language processing and machine learning techniques, and is part of a more general ontology engineering architecture. We describe the system and an experiment in which we used a machine-learned tourism ontology to automatically translate multiword terms from English to Italian. The method can apply to other domains without manual adaptation.",2003,25,399,20,false,Computer Science,,1733928,R. Navigli,1782522,P. Velardi,2420171,Aldo Gangemi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05c08de1bf91cd52ea1d22e7238e33958b574a23,https://www.semanticscholar.org/paper/05c08de1bf91cd52ea1d22e7238e33958b574a23,The responsibility gap: Ascribing responsibility for the actions of learning automata,,2004,20,410,27,false,Computer Science,,40558676,A. Matthias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a9565f70db3a6b5e4ff1df272238b8d7a84a1337,https://www.semanticscholar.org/paper/a9565f70db3a6b5e4ff1df272238b8d7a84a1337,Experience with a learning personal assistant,"Personal software assistants that help users with tasks like finding information, scheduling calendars, or managing work-flow will require significant customization to each individual user. For example, an assistant that helps schedule a particular user’s calendar will have to know that user’s scheduling preferences. This paper explores the potential of machine learning methods to automatically create and maintain such customized knowledge for personal software assistants. We describe the design of one particular learning assistant: a calendar manager, called CAP (Calendar APprentice), that learns user scheduling preferences from experience. Results are summarized from approximately five user-years of experience, during which CAP has learned an evolving set of several thousand rules that characterize the scheduling preferences of its users. Based on this experience, we suggest that machine learning methods may play an important role in future personal software assistants.",1994,25,513,28,true,Computer Science,,40975594,Tom Michael Mitchell,145727186,R. Caruana,1758106,D. Freitag,14828509,J. McDermott,39787642,David Zabowski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6b0966c51d66e3097fc9f9d704bc43fdd963e90e,https://www.semanticscholar.org/paper/6b0966c51d66e3097fc9f9d704bc43fdd963e90e,Learning in Humans and Machines: Towards an Interdisciplinary Learning Science,"Chapter headings: Towards an Interdisciplinary Learning Science (P. Reimann, H. Spada). A Cognitive Psychological Approach to Learning (S. Vosniadou). Learning to Do and Learning to Understand: A Lesson and a Challenge for Cognitive Modeling (S. Ohlsson). Machine Learning: Case Studies of an Interdisciplinary Approach (W. Emde). Mental and Physical Artifacts in Cognitive Practices (R. Saljo). Learning Theory and Instructional Science (E. De Corte). Knowledge Representation Changes in Humans and Machines (L. Saitta and Task Force 1). Multi-Objective Learning with Multiple Representations (M. Van Someren, P. Reimann). Order Effects in Incremental Learning (P. Langley). Situated Learning and Transfer (H. Gruber et al.). The Evolution of Research on Collaborative Learning (P. Dillenbourg et al.). A Developmental Case Study on Sequential Learning: The Day-Night Cycle (K. Morik, S. Vosniadou). Subject index. Author index.",1995,0,479,3,false,Computer Science,,2926339,H. Spada,50405957,Reimann,20779579,P. Reimann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d18f64aa830075ed3e10206907f32c8fb2aa189d,https://www.semanticscholar.org/paper/d18f64aa830075ed3e10206907f32c8fb2aa189d,INTRODUCTION TO STATISTICAL LEARNING THEORY AND SUPPORT VECTOR MACHINES,"Data based machine learning covers a wide range of topics from pattern recognition to function regression and density estimation. Most of the existing methods are based on traditional statistics, which provides conclusion only for the situation where sample size is tending to infinity. So they may not work in practical cases of limited samples. Statistical Learning Theory or SLT is a small sample statistics by Vapnik et al., which concerns mainly the statistic principles when samples are limited, especially the properties of learning procedure in such cases. SLT provides us a new framework for the general learning problem, and a novel powerful learning method called Support Vector Machine or SVM, which can solve small sample learning problems better. It is believed that the study of SLT and SVM is becoming a new hot area in the field of machine learning. This review introduces the basic ideas of SLT and SVM, their major characteristics and some current research trends.",2000,0,419,16,false,Computer Science,,48728564,Zhang Xuegong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e5ecac3aa41e359aa3a5d25943d0af72ff91df25,https://www.semanticscholar.org/paper/e5ecac3aa41e359aa3a5d25943d0af72ff91df25,Support vector machines : theory and applications,,2005,58,583,6,true,Mathematics,,46659335,Lipo Wang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01a61d9b9183ce11c89e36d9e1f24614c98f3ee8,https://www.semanticscholar.org/paper/01a61d9b9183ce11c89e36d9e1f24614c98f3ee8,Query Learning with Large Margin Classifiers,The active selection of instances can significantly improve the generalisation performance of a learning machine. Large margin classifiers such as support vector machines classify data using the most informative instances (the support vectors). This makes them natural candidates for instance selection strategies. In this paper we propose an algorithm for the training of support vector machines using instance selection. We give a theoretical justification for the strategy and experimental results on real and artificial data demonstrating its effectiveness. The technique is most efficient when the data set can be learnt using few support vectors.,2000,24,423,33,false,Computer Science,,145990261,C. Campbell,1685083,N. Cristianini,46234526,Alex Smola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5fe5ed2a3b50becdbbcd17e7733653d5ef6ac398,https://www.semanticscholar.org/paper/5fe5ed2a3b50becdbbcd17e7733653d5ef6ac398,Hidden Markov Support Vector Machines,"This paper presents a novel discriminative learning technique for label sequences based on a combination of the two most successful learning algorithms, Support Vector Machines and Hidden Markov Models which we call Hidden Markov Support Vector Machine. The proposed architecture handles dependencies between neighboring labels using Viterbi decoding. In contrast to standard HMM training, the learning procedure is discriminative and is based on a maximum/soft margin criterion. Compared to previous methods like Conditional Random Fields, Maximum Entropy Markov Models and label sequence boosting, HM-SVMs have a number of advantages. Most notably, it is possible to learn non-linear discriminant functions via kernel functions. At the same time, HM-SVMs share the key advantages with other discriminative methods, in particular the capability to deal with overlapping features. We report experimental evaluations on two tasks, named entity recognition and part-of-speech tagging, that demonstrate the competitiveness of the proposed approach.",2003,13,564,100,false,Mathematics,Computer Science,1783941,Y. Altun,1765700,Ioannis Tsochantaridis,143936663,Thomas Hofmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
008abebf4a9404db9050c9d2fbca769f4faf3ca6,https://www.semanticscholar.org/paper/008abebf4a9404db9050c9d2fbca769f4faf3ca6,Learning by Transduction,"We describe a method for predicting a classification of an object given classifications of the objects in the training set, assuming that the pairs object/classification are generated by an i.i.d. process from a continuous probability distribution. Our method is a modification of Vapnik's support-vector machine; its main novelty is that it gives not only the prediction itself but also a practicable measure of the evidence found in support of that prediction. We also describe a procedure for assigning degrees of confidence to predictions made by the support vector machine. Some experimental results are presented, and possible extensions of the algorithms are discussed.",1998,10,421,18,false,Computer Science,Mathematics,1793317,A. Gammerman,145675281,V. Vovk,50560492,V. Vapnik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dde691805cfa7d6f1bb88c7411c1c3377b6cdc67,https://www.semanticscholar.org/paper/dde691805cfa7d6f1bb88c7411c1c3377b6cdc67,Lifelong Learning Algorithms,,1998,54,413,14,false,Computer Science,,144867807,S. Thrun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62f40a5d8f099caaecdbb91fefd7bdfde3f32cf2,https://www.semanticscholar.org/paper/62f40a5d8f099caaecdbb91fefd7bdfde3f32cf2,Toward Practical Smile Detection,"Machine learning approaches have produced some of the highest reported performances for facial expression recognition. However, to date, nearly all automatic facial expression recognition research has focused on optimizing performance on a few databases that were collected under controlled lighting conditions on a relatively small number of subjects. This paper explores whether current machine learning methods can be used to develop an expression recognition system that operates reliably in more realistic conditions. We explore the necessary characteristics of the training data set, image registration, feature representation, and machine learning algorithms. A new database, GENKI, is presented which contains pictures, photographed by the subjects themselves, from thousands of different people in many different real-world imaging conditions. Results suggest that human-level expression recognition accuracy in real-life illumination conditions is achievable with machine learning technology. However, the data sets currently used in the automatic expression recognition literature to evaluate progress may be overly constrained and could potentially lead research into locally optimal algorithmic solutions.",2009,47,316,32,false,Computer Science,Medicine,143973061,J. Whitehill,2724380,G. Littlewort,2039025,I. Fasel,2218905,M. Bartlett,1741200,J. Movellan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9308cfdabf5303534b97d9ce5bfbb2c919a3f9cb,https://www.semanticscholar.org/paper/9308cfdabf5303534b97d9ce5bfbb2c919a3f9cb,WEKA: The Waikato Environment for Knowledge Analysis,"WEKA is a workbench designed to aid in the application of machine learning technology to real world data sets, in particular, data sets from New Zealand’s agricultural sector. In order to do this a range of machine learning techniques are presented to the user in such a way as to hide the idiosyncrasies of input and output formats, as well as allow an exploratory approach in applying the technology. The system presented is a component based one that also has application in machine learning research and education.",1996,7,546,53,false,Engineering,,2072119972,Stephen R. Garner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
