paperId,url,title,abstract,year,referenceCount,citationCount,influentialCitationCount,isOpenAccess,fieldsOfStudy/0,authors/0/authorId,authors/0/name,authors/1/authorId,authors/1/name,authors/2/authorId,authors/2/name,fieldsOfStudy/1,authors/3/authorId,authors/3/name,authors/4/authorId,authors/4/name,authors/5/authorId,authors/5/name,authors/6/authorId,authors/6/name,authors/7/authorId,authors/7/name,fieldsOfStudy/2,authors/8/authorId,authors/8/name,authors/9/authorId,authors/9/name,authors/10/authorId,authors/10/name,authors/11/authorId,authors/11/name,authors/12/authorId,authors/12/name,authors/13/authorId,authors/13/name,authors/14/authorId,authors/14/name,authors/15/authorId,authors/15/name,authors/16/authorId,authors/16/name,authors/17/authorId,authors/17/name,authors/18/authorId,authors/18/name,authors/19/authorId,authors/19/name,authors/20/authorId,authors/20/name,authors/21/authorId,authors/21/name
463ec74665c9476069591aa8e19c7c2fb93e4681,https://www.semanticscholar.org/paper/463ec74665c9476069591aa8e19c7c2fb93e4681,An Explicit Description of the Reproducing Kernel Hilbert Spaces of Gaussian RBF Kernels,"Although Gaussian radial basis function (RBF) kernels are one of the most often used kernels in modern machine learning methods such as support vector machines (SVMs), little is known about the structure of their reproducing kernel Hilbert spaces (RKHSs). In this work, two distinct explicit descriptions of the RKHSs corresponding to Gaussian RBF kernels are given and some consequences are discussed. Furthermore, an orthonormal basis for these spaces is presented. Finally, it is discussed how the results can be used for analyzing the learning performance of SVMs",2006,30,233,23,false,Mathematics,1782193,Ingo Steinwart,1754328,D. Hush,143790221,C. Scovel,Computer Science,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6dce0d4635c1b84d000c586a635a46d3d4566e4d,https://www.semanticscholar.org/paper/6dce0d4635c1b84d000c586a635a46d3d4566e4d,Enabling Cognitive Smart Cities Using Big Data and Machine Learning: Approaches and Challenges,"The development of smart cities and their fast-paced deployment is resulting in the generation of large quantities of data at unprecedented rates. Unfortunately, most of the generated data is wasted without extracting potentially useful information and knowledge because of the lack of established mechanisms and standards that benefit from the availability of such data. Moreover, the highly dynamic nature of smart cities calls for a new generation of machine learning approaches that are flexible and adaptable to cope with the dynamicity of data to perform analytics and learn from real-time data. In this article, we shed light on the challenge of underutilizing the big data generated by smart cities from a machine learning perspective. In particular, we present the phenomenon of wasting unlabeled data. We argue that semi-supervision is a must for smart cities to address this challenge. We also propose a three-level learning framework for smart cities that matches the hierarchical nature of big data generated by smart cities with a goal of providing different levels of knowledge abstraction. The proposed framework is scalable to meet the needs of smart city services. Fundamentally, the framework benefits from semi-supervised deep reinforcement learning where a small amount of data that has users' feedback serves as labeled data, while a larger amount without such users' feedback serves as unlabeled data. The framework utilizes a mix of labeled and unlabeled data to converge toward better control policies instead of wasting the unlabeled data. This article also explores how deep reinforcement learning and its shift toward semi-supervision can handle the cognitive side of smart city services and improve their performance by providing several use cases spanning the different domains of smart cities. We also highlight several challenges as well as promising future research directions for incorporating machine learning and high-level intelligence into smart city services.",2018,15,215,11,true,Computer Science,2151683198,M. Mohammadi,1389945327,Ala Al-Fuqaha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7864c8cd08ff4da9acc37de2576e9cdbabe03107,https://www.semanticscholar.org/paper/7864c8cd08ff4da9acc37de2576e9cdbabe03107,Neural Architecture Search with Bayesian Optimisation and Optimal Transport,"Bayesian Optimisation (BO) refers to a class of methods for global optimisation of a function $f$ which is only accessible via point evaluations. It is typically used in settings where $f$ is expensive to evaluate. A common use case for BO in machine learning is model selection, where it is not possible to analytically model the generalisation performance of a statistical model, and we resort to noisy and expensive training and validation procedures to choose the best model. Conventional BO methods have focused on Euclidean and categorical domains, which, in the context of model selection, only permits tuning scalar hyper-parameters of machine learning algorithms. However, with the surge of interest in deep learning, there is an increasing demand to tune neural network \emph{architectures}. In this work, we develop NASBOT, a Gaussian process based BO framework for neural architecture search. To accomplish this, we develop a distance metric in the space of neural network architectures which can be computed efficiently via an optimal transport program. This distance might be of independent interest to the deep learning community as it may find applications outside of BO. We demonstrate that NASBOT outperforms other alternatives for architecture search in several cross validation based model selection tasks on multi-layer perceptrons and convolutional neural networks.",2018,60,411,35,false,Mathematics,1887808,Kirthevasan Kandasamy,2934259,W. Neiswanger,1753432,J. Schneider,Computer Science,1719347,B. Póczos,143977260,E. Xing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248f27f0b53255e8958afb4bf1a5c20c3e236a4b,https://www.semanticscholar.org/paper/248f27f0b53255e8958afb4bf1a5c20c3e236a4b,Predictive analytics in health care using machine learning tools and techniques,"When we have a huge data set on which we would like to perform predictive analysis or pattern recognition, machine learning is the way to go. Machine Learning (ML) is the fastest rising arena in computer science, and health informatics is of extreme challenge. The aim of Machine Learning is to develop algorithms which can learn and progress over time and can be used for predictions. Machine Learning practices are widely used in various fields and primarily health care industry has been benefitted a lot through machine learning prediction techniques. It offers a variety of alerting and risk management decision support tools, targeted at improving patients' safety and healthcare quality. With the need to reduce healthcare costs and the movement towards personalized healthcare, the healthcare industry faces challenges in the essential areas like, electronic record management, data integration, and computer aided diagnoses and disease predictions. Machine Learning offers a wide range of tools, techniques, and frameworks to address these challenges. This paper depicts the study on various prediction techniques and tools for Machine Learning in practice. A glimpse on the applications of Machine Learning in various domains are also discussed here by highlighting on its prominence role in health care industry.",2017,25,74,2,false,Computer Science,144692718,B. Nithya,2757904,V. Ilango,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46d19644912b36942c5193d3e239849281dd0319,https://www.semanticscholar.org/paper/46d19644912b36942c5193d3e239849281dd0319,Exponential Machines,"Modeling interactions between features improves the performance of machine learning solutions in many domains (e.g. recommender systems or sentiment analysis). In this paper, we introduce Exponential Machines (ExM), a predictor that models all interactions of every order. The key idea is to represent an exponentially large tensor of parameters in a factorized format called Tensor Train (TT). The Tensor Train format regularizes the model and lets you control the number of underlying parameters. To train the model, we develop a stochastic Riemannian optimization procedure, which allows us to fit tensors with 2^160 entries. We show that the model achieves state-of-the-art performance on synthetic data with high-order interactions and that it works on par with high-order factorization machines on a recommender system dataset MovieLens 100K.",2017,35,76,6,false,Computer Science,2050212830,Alexander Novikov,103810919,Mikhail Trofimov,1738205,I. Oseledets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94358f789c1d7fa01127c4b2f06b20cd7a453ff8,https://www.semanticscholar.org/paper/94358f789c1d7fa01127c4b2f06b20cd7a453ff8,Learning to Evade Static PE Machine Learning Malware Models via Reinforcement Learning,"Machine learning is a popular approach to signatureless malware detection because it can generalize to never-before-seen malware families and polymorphic strains. This has resulted in its practical use for either primary detection engines or for supplementary heuristic detection by anti-malware vendors. Recent work in adversarial machine learning has shown that deep learning models are susceptible to gradient-based attacks, whereas non-differentiable models that report a score can be attacked by genetic algorithms that aim to systematically reduce the score. We propose a more general framework based on reinforcement learning (RL) for attacking static portable executable (PE) anti-malware engines. The general framework does not require a differentiable model nor does it require the engine to produce a score. Instead, an RL agent is equipped with a set of functionality-preserving operations that it may perform on the PE file. Through a series of games played against the anti-malware engine, it learns which sequences of operations are likely to result in evading the detector for any given malware sample. This enables completely black-box attacks against static PE anti-malware, and produces functional evasive malware samples as a direct result. We show in experiments that our method can attack a gradient-boosted machine learning model with evasion rates that are substantial and appear to be strongly dependent on the dataset. We demonstrate that attacks against this model appear to also evade components of publicly hosted antivirus engines. Adversarial training results are also presented: by retraining the model on evasive ransomware samples, a subsequent attack is 33% less effective. However, there are overfitting dangers when adversarial training, which we note. We release code to allow researchers to reproduce and improve this approach.",2018,37,131,14,false,Computer Science,2639880,H. Anderson,35665260,Anant Kharkar,7888676,Bobby Filar,,145685504,David Evans,153379407,P. Roth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1b7c02e4f07477a5ae2d1aa52db8ac6ddb55f53c,https://www.semanticscholar.org/paper/1b7c02e4f07477a5ae2d1aa52db8ac6ddb55f53c,Using Emoticons to Reduce Dependency in Machine Learning Techniques for Sentiment Classification,"Sentiment Classification seeks to identify a piece of text according to its author's general feeling toward their subject, be it positive or negative. Traditional machine learning techniques have been applied to this problem with reasonable success, but they have been shown to work well only when there is a good match between the training and test data with respect to topic. This paper demonstrates that match with respect to domain and time is also important, and presents preliminary experiments with training data labeled with emoticons, which has the potential of being independent of domain, topic and time.",2005,9,629,31,true,Computer Science,39784208,J. Read,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c1a95197e15fa99f55cd0cb2ee14d2f02699a919,https://www.semanticscholar.org/paper/c1a95197e15fa99f55cd0cb2ee14d2f02699a919,Balancing Training Data for Automated Annotation of Keywords: a Case Study,"There has been an increasing interest in tools for automating the annotation of databases. Machine learning techniques are promising candidates to help curators to, at least, guide the process of annotation which is mostly done manually. Following previous works on automated annotation using symbolic machine learning techniques, the present work deals with a common problem in machine learning: that classes usually have skewed class prior probabilities, i.e., there is a large number of examples of one class compared with just few examples of the other class. This happens due to the fact that a large number of proteins is not annotated for every feature. Thus, we analyze and employ some techniques aiming at balancing the training data. Our experiments show that the classifiers induced from balanced data sampled with our method are more accurate than those induced from the original data.",2003,17,184,30,false,Computer Science,145666101,Gustavo E. A. P. A. Batista,1707374,A. Bazzan,1737677,M. C. Monard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56bbb80a6b7d40038e6ddc3cfda09509147cbc68,https://www.semanticscholar.org/paper/56bbb80a6b7d40038e6ddc3cfda09509147cbc68,An improved cluster labeling method for support vector clustering,The support vector clustering (SVC) algorithm is a recently emerged unsupervised learning method inspired by support vector machines. One key step involved in the SVC algorithm is the cluster assignment of each data point. A new cluster labeling method for SVC is developed based on some invariant topological properties of a trained kernel radius function. Benchmark results show that the proposed method outperforms previously reported labeling techniques.,2005,11,267,17,false,Computer Science,2108480175,Jaewook Lee,48893531,Daewon Lee,,,Medicine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9c1de78b9324855f8a89a58e31335000b8144e4d,https://www.semanticscholar.org/paper/9c1de78b9324855f8a89a58e31335000b8144e4d,PAV and the ROC convex hull,,2007,13,115,10,true,Computer Science,145421658,Tom Fawcett,1399048849,Alexandru Niculescu-Mizil,,,Mathematics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a0b2a56c6bca770d6ae1b7c470ce42146b82d3bb,https://www.semanticscholar.org/paper/a0b2a56c6bca770d6ae1b7c470ce42146b82d3bb,Recent Advances in Predictive (Machine) Learning,,2006,25,119,7,true,Computer Science,3056361,J. Friedman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
828d61fd204bebf70a506ecc0720e4287bec4fd0,https://www.semanticscholar.org/paper/828d61fd204bebf70a506ecc0720e4287bec4fd0,Prediction of Heart Disease Using Machine Learning,"with the rampant increase in the heart stroke rates at juvenile ages, we need to put a system in place to be able to detect the symptoms of a heart stroke at an early stage and thus prevent it. It is impractical for a common man to frequently undergo costly tests like the ECG and thus there needs to be a system in place which is handy and at the same time reliable, in predicting the chances of a heart disease. Thus we propose to develop an application which can predict the vulnerability of a heart disease given basic symptoms like age, sex, pulse rate etc. The machine learning algorithm neural networks has proven to be the most accurate and reliable algorithm and hence used in the proposed system.",2018,5,122,4,false,Computer Science,19260977,A. Gavhane,19307299,Gouthami Kokkula,32222567,Isha Pandya,,51441416,P. K. Devadkar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1b09809b79a7b053391bdd414d4233132747f6ec,https://www.semanticscholar.org/paper/1b09809b79a7b053391bdd414d4233132747f6ec,Effective End-User Interaction with Machine Learning,"
 
 End-user interactive machine learning is a promising tool for enhancing human productivity and capabilities with large unstructured data sets. Recent work has shown that we can create end-user interactive machine learning systems for specific applications. However, we still lack a generalized understanding of how to design effective end-user interaction with interactive machine learning systems. This work presents three explorations in designing for effective end-user interaction with machine learning in CueFlik, a system developed to support Web image search. These explorations demonstrate that interactions designed to balance the needs of end-users and machine learning algorithms can significantly improve the effectiveness of end-user interactive machine learning.
 
",2011,9,59,3,true,Computer Science,1719124,Saleema Amershi,145504534,J. Fogarty,2189118,Ashish Kapoor,,1719056,Desney S. Tan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4e84dd37e9898d9655b55d99678da12eeda06615,https://www.semanticscholar.org/paper/4e84dd37e9898d9655b55d99678da12eeda06615,Map-reduce-merge: simplified relational data processing on large clusters,"Map-Reduce is a programming model that enables easy development of scalable parallel applications to process a vast amount of data on large clusters of commodity machines. Through a simple interface with two functions, map and reduce, this model facilitates parallel implementation of many real-world tasks such as data processing jobs for search engines and machine learning.
 However,this model does not directly support processing multiple related heterogeneous datasets. While processing relational data is a common need, this limitation causes difficulties and/or inefficiency when Map-Reduce is applied on relational operations like joins.
 We improve Map-Reduce into a new model called Map-Reduce-Merge. It adds to Map-Reduce a Merge phase that can efficiently merge data already partitioned and sorted (or hashed) by map and reduce modules. We also demonstrate that this new model can express relational algebra operators as well as implement several join algorithms.",2007,17,868,36,false,Computer Science,2124616415,Hung-chih Yang,1678670,A. Dasdan,34753868,R. Hsiao,,1694803,D. S. Parker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
acba26aa16eb4a7d6b2f5eeba8b60b1ba0193564,https://www.semanticscholar.org/paper/acba26aa16eb4a7d6b2f5eeba8b60b1ba0193564,Machine Learning of Phonotactics,,1998,33,89,3,false,Computer Science,1444426196,Erik Fajoen Tjong-Kim-Sang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a44b5cfc5223e88977667b07e68ce3371f50033d,https://www.semanticscholar.org/paper/a44b5cfc5223e88977667b07e68ce3371f50033d,Machine Learning in Orthopedics: A Literature Review,"In this paper we present the findings of a systematic literature review covering the articles published in the last two decades in which the authors described the application of a machine learning technique and method to an orthopedic problem or purpose. By searching both in the Scopus and Medline databases, we retrieved, screened and analyzed the content of 70 journal articles, and coded these resources following an iterative method within a Grounded Theory approach. We report the survey findings by outlining the articles' content in terms of the main machine learning techniques mentioned therein, the orthopedic application domains, the source data and the quality of their predictive performance.",2018,118,112,1,true,Computer Science,3037324,F. Cabitza,1756869,A. Locoro,145244821,G. Banfi,Medicine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
823e9af68ff51fd0d4cc4db596f4aa112ed6bf9c,https://www.semanticscholar.org/paper/823e9af68ff51fd0d4cc4db596f4aa112ed6bf9c,Machine Learning: Neural Networks,"This post is a continuation of the Machine Learning series, which began with the basics and might eventually have more articles. This post assumes an understanding of gradient descent and basic idea of supervised learning, so if those aren’t completely clear, read the previous post as well! In the last post, I talked about machine learning, supervised learning algorithms, and explained how you could use data to create a linear model and learn the parameters of this model via gradient descent. It turns out that we can do the exact same thing with more complex models, which can let us represent much more complex relationships and use highly non-linear and irregular data. One such model is the feed-forward neural network. (There are other types of neural networks, but the feed-forward neural network is the simplest one, so it’s what we’ll be looking at.)",1994,0,66,3,false,Computer Science,1750050,H. Adeli,1752340,S. Hung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
